group,B7,CD11b,CD122,CD138,CD158b,CD16,CD2,CD224,CD257,CD30,CD307d,CD326,CD335,CD336,CD337,CD366,CD38,CD45RA,CD47,CD49f,CD5,CD54,CD56,CD57,CD58,CD62L,CD94,CD95,CD99,CLEC12A,Ig,KLRG1,Mac,TCR,TIGIT
healthy,0.0252015620528516,-0.0515841949697089,-0.124486004632525,0.0577616434122216,-0.18434931600983,0.015086626651427,0.218904614762793,-0.0812639047633397,-0.0325369595594009,-0.180152453413996,0.0646153639076111,0.0726614849305189,-0.137277781434837,-0.0831195113856802,-0.0382413431982847,0.115745214399743,-0.381098687579569,-0.275277719155622,-0.048999412961439,-0.177008243204342,-0.0600576464868842,-0.0434759902384193,-0.049559327002631,-0.0609769494328947,-0.0404769826932257,0.0399174020197236,-0.0300552732536422,-0.161113239187931,-0.150612974527665,-0.136993070433653,0.118652472277951,-0.137014520128285,-0.0555426082269387,-0.113509612797066,-0.18243647759723
healthy,-0.518487602552869,-0.467640629397648,-0.191507746693202,-0.546392439995462,-0.288003202225992,-0.513432125769736,-0.160421905712186,-0.413269301934956,-0.546564822975267,-0.515599272783103,-0.541385028736403,-0.558650131965441,-0.0121383635172838,-0.506608380859625,-0.0479782942871776,-0.445478765631097,-0.322898223032853,-0.456635327943436,-0.330934456443677,0.0003888003442022,-0.482811376307431,-0.343457042905423,-0.0365778756087147,-0.501293418566359,-0.523819611898658,-0.384679068661088,0.0831153961242352,-0.453594701923993,-0.38746128028904,-0.381356054139532,-0.377337790771306,-0.323205113431225,-0.4802212705518,-0.53683528122527,-0.487089443145999
healthy,-0.0445824765018017,-0.168330715213474,-0.168976433642947,-0.0425325816727218,0.0023080588888078,0.439559792058461,-0.404188513403592,-0.280563921683764,0.0457808847690955,-0.15682543729634,-0.0815392884248693,-0.047682772404859,-0.240016209200295,-0.0366355979521455,0.0734895231680798,-0.113291971989238,0.101304549709877,0.250607065868204,0.0949074767853471,-0.0767809997221217,-0.0255334157841149,-0.279724671563189,-0.601878947270394,-0.0128290668433131,0.0540598393071237,-0.372259038928988,-0.391414355442529,-0.0063496122626034,0.225362265966908,-0.188104496097183,-0.0737968647867501,0.161985272614123,-0.231259256446864,-0.0389394323024694,0.218302043856673
healthy,-0.101516661739041,-0.133378032538891,-0.0998011308372357,-0.188372313722366,-0.0744995788206424,0.327142261552861,-0.460670830328051,-0.345616609244421,-0.138487616284805,-0.0280143330344084,-0.192918026941424,-0.154243233147945,-0.133679090011755,-0.13747149819803,0.0943188626435682,-0.140982064536684,0.217903596522465,0.351599431182499,0.0343126863668802,0.113266513884094,-0.205957596996969,-0.315299170141142,-0.506800450720222,-0.0871723699672508,0.0106241790844034,-0.192261056254671,-0.174363912016824,-0.0789405771403894,0.1776065967315,-0.139077725771901,0.0825282756168495,0.0342015211495003,-0.303596705554869,-0.171012753343281,-0.0713674975008667
healthy,-0.0696438242936842,-0.0661442305525329,-0.329908475485098,0.0981807824676867,0.354278833528735,0.105331555300967,0.222667177651212,0.006525519398643,0.0417079257609571,0.187369704477953,0.225616765903233,0.0737637391243165,-0.213807664851374,-0.0320230290038787,-0.0149280170794304,0.265250190642565,-0.0730450988127806,0.0492427194336583,0.141186718698555,-0.439437051703016,0.148236446798667,-0.208762115725264,0.142354405671353,0.369967381350573,0.148918742907016,0.0973633451291673,-0.22715071172283,0.161760064083874,0.121514673578039,-0.0367891025324998,0.231812446727943,0.0311689052202737,-0.15747678950106,0.0830725618603409,-0.0336090609597365
healthy,-0.0733011063558461,-0.0432774178860614,-0.0095987449006306,0.104292534399461,0.60760802809475,0.361637633821021,-0.0279532834782713,0.0828477077163259,-0.0516184053136957,0.101744899180054,-0.07130312203534,0.0950671155879282,0.130335710872859,0.108117984669547,0.0651311626175198,0.126012346358611,0.229123256721479,0.155068139829818,0.103008247593604,0.24823249379287,-0.14708271097678,0.0251345862034864,-0.032467485000098,-0.256677252371391,0.121826569229231,0.0071208598637913,-0.0590952484680313,0.0922657946458588,0.317501037369786,0.0357426264439039,0.0659846102298065,0.0374831220754224,0.02577551797861,-0.0726278703399236,0.251307102327709
healthy,-0.116889977837995,-0.0926004718430534,-0.0906746317447204,-0.0522433550989237,-0.0254056240881345,-0.186973828531978,-0.170808548533165,-0.0137640358147959,0.115312412985548,-0.0419232693107772,-0.0319708634060762,0.0759192053014545,0.157467489272491,-0.0566532284316165,-0.0285542304651727,-0.0772656779013976,-0.0760554109642469,0.205064741983999,0.109617731674327,0.152680455210429,0.158789808191123,0.0259802710379238,-0.174217200401566,0.262886521914336,0.0497897223611706,0.144790484573243,0.0614018836696581,0.124990191239656,-0.0897779430603638,-0.0192863174352512,-0.0056770682059266,0.0791763774487736,0.0175975105107827,0.166484202610182,0.178896156252251
healthy,-0.0003520909247771,0.211768186399007,-0.0395297440826226,0.121085454634172,-0.1674805820944,0.0081789246756881,0.129333260927584,0.215025077979611,-0.123662386419289,0.186613707187483,0.014580258618848,0.015885630977263,-0.155962355445055,0.0803468783207378,-0.0812605153153228,0.0773200689466119,-0.0334072877906299,-0.0826281882572971,0.021903039074805,0.0395187421590685,-0.0351199156597333,0.150634039972839,0.310615581247591,0.101764639171316,0.113071787261367,-0.233023265734511,0.307743588081262,-0.025386238753253,-0.0308253650532549,0.0301345287662761,-0.048794858478648,0.370375625755324,0.0840592761402627,-0.206770092559575,0.164163017615698
healthy,-0.0567246036261864,-0.278492462955808,-0.342198126341141,-0.167264655761592,0.0093394772144985,-0.206007061593557,-0.284075362803344,-0.040165764516221,-0.243436251072805,-0.174107764938897,-0.163306852579072,-0.0598356311456668,-0.357285326131279,-0.110008831361914,-0.264090110152798,-0.173383022857234,0.0056338291815966,-0.412456904823855,-0.182758403723613,-0.433136391205467,-0.215453898164977,-0.314134836673917,-0.321895572517293,-0.188440424371306,-0.178687358618566,-0.242019408015595,-0.105096231521658,-0.0991234694321076,-0.293346340666803,-0.0598629769213914,-0.0351776928831356,-0.218219616520739,-0.0522483356186401,-0.113942668568268,-0.226683881478089
healthy,-0.0384613840527756,-0.39138483278136,-0.329047529099804,-0.0853520192343591,0.0060078020646436,-0.301929529566584,-0.237301137386102,-0.0359371278274233,-0.0713624738059824,-0.0949161826682824,-0.0374527956538371,-0.0459311809684721,-0.572542886032416,-0.152257079152535,-0.377643599126187,-0.266067482181464,-0.102874017062066,-0.413869133640789,-0.191320377776852,-0.349050476860178,-0.0312879677914469,-0.523157444569277,-0.577982412071939,-0.20863871820782,-0.287793948049774,-0.239827534155042,-0.317353700618535,-0.267558738155607,-0.340504464482971,-0.0994065861005504,-0.172556187318561,-0.390249870602507,-0.0565658166576137,-0.0268110680934896,-0.365473708270302
