group,CD11b,CD11c,CD122,CD138,CD158b,CD16,CD1c,CD2,CD224,CD244,CD269,CD305,CD326,CD335,CD337,CD38,CD45RA,CD47,CD49f,CD5,CD54,CD56,CD57,CD62L,CD69,CD82,CD94,CD96,CD99,ITGB7,KLRG1,Podoplanin,TCR
healthy,-0.1776251025176,-0.0332016956613153,-0.42617973028823,-0.0518488306405204,0.112775913967196,0.292940034186786,-0.122731669598402,-0.45775135231965,-0.264704317512934,-0.105978343466952,-0.172012146650977,-0.0337450479578827,-0.0376661404766266,-0.227205349922744,-0.437038485389351,0.214549298411779,-0.0014584726317629,-0.0204855086395975,-0.168637246654467,-0.17273010055895,-0.393691660080955,-0.373120492052208,0.0264687095786565,-0.179702366842772,-0.100690356505929,-0.136110528455327,-0.472343544392522,-0.35519717072436,0.183559011887546,-0.182632883136986,-0.092110050066583,-0.132154559724458,-0.17945554940653
healthy,0.443633489428663,0.451846976777411,0.363378624713222,0.563725216397771,0.129580427150322,-0.0657611098937054,0.56130465988266,0.209437562453523,0.506984733626592,0.402804725346944,0.552923619468008,0.158102100612097,0.586233148854041,0.12830932554849,0.257341934288844,0.506342083510777,0.265404176200935,0.242529481537753,0.0087521595388233,0.354396676401899,0.328682151028952,-0.0004189272675462,0.260406711411511,0.0893768750121021,0.472895509358056,0.485944611186619,0.185497207632128,0.401236880094535,0.0139141831625402,0.512716971894865,0.158916273435543,0.521372912849314,0.424100257849953
healthy,-0.172252695715229,-0.217798163177228,-0.290002511104925,-0.084169138127281,0.218999626866425,0.525669240420144,-0.183728977049315,-0.582323497911446,-0.300656376218709,0.0746357932443984,-0.162432842405326,-0.013619673862814,-0.0805427519979565,-0.262493100170658,-0.0496300059728005,-0.0192918705180586,0.0777111593307404,-0.141071791001686,-0.297786708214901,-0.228669886882756,-0.554065736775579,-0.625453339959584,0.0884273851895336,-0.503460801508591,-0.0242877032333202,-0.298626488202499,-0.648143094829038,-0.485964959299271,0.130848993539802,-0.0778340627792387,0.136558102391807,-0.141071184569362,-0.174879910895211
healthy,0.164075405893692,0.239855408376436,0.375252135178289,-0.0918383261143615,-0.130835891267319,-0.43457884483884,-0.0860137194505375,0.388367170575678,0.394569542609079,0.0921209220437157,-0.145618310689914,0.0883024941970438,0.0055137459317695,0.514172485097667,0.407988329408782,0.110051960338228,-0.462085119701479,0.101296155046138,0.258770947613674,-0.0136166078727572,0.429030535557764,0.59400871362427,-0.563207743990012,0.448068260607989,-0.0506947675512625,0.173809996554951,0.703726047960283,0.159653423091662,-0.223374176882242,-0.127394935274042,-0.0096583972561272,-0.126196768712791,-0.0611910611271255
healthy,0.0502023706011123,-0.12408545755025,-0.163621688268622,-0.0684798998906067,0.337319329225553,0.507892095966427,0.0007905659871814,-0.456929946132526,-0.259018797722682,0.177812611407911,0.0396611243832465,0.090135705288414,0.0818093232628614,-0.224174011833923,0.0531227278054951,0.457056594489163,-0.136395736757255,-0.103284292262583,-0.23985093870941,-0.0771876085660558,-0.410824261371305,-0.302966354358096,0.240419678023241,-0.366148663788361,-0.0830218474086726,-0.123699298590611,-0.370245834553071,-0.436673668970823,0.243090740552371,-0.0900277710050846,-0.186814141101776,0.052968904633394,0.13095895104636
healthy,0.0708822012913452,0.309564884435086,0.178520118551274,0.029090476499035,-0.161999314970643,-0.0755752524811906,-0.126683753681365,-0.0615767258804957,-0.0471429114038154,-0.0048551963684793,0.0493838609486064,0.0522068659619302,0.110850162420906,0.0551008500208747,0.0066897558833921,0.188290374580984,-0.172573423963949,0.0382436635711418,-0.131482340579983,0.16004154013773,0.111324211019789,0.0225005133430041,-0.0451424535752207,-0.353486787084617,0.272987559078029,0.159147919967989,-0.0795512960146575,0.0645960420268857,-0.060760889119833,0.064236607758433,-0.0144284558009551,0.0754148801308548,-0.143616833451115
healthy,-0.234719357440744,-0.0717389474950727,0.0399913386692061,-0.173153490600465,-0.0839341061966719,-0.338302160614342,-0.191368037260171,-0.253889474246154,-0.0584567059462907,-0.183313065723164,-0.187639425603043,-0.109957740186709,-0.0463207279484612,-0.046044354948548,0.201253377361467,0.0683940167442718,-0.23864330266276,-0.28909052197501,-0.142429086212038,-0.267704769878184,-0.131353059626159,-0.0754443903977701,-0.0067683376572004,-0.22408066427208,0.0456796835176958,-0.0357837798357055,-0.287659256807505,-0.0666184616425019,-0.405768517629536,-0.0601853821829333,-0.316328060428349,-0.219581095349011,-0.167216967818196
healthy,-0.144595511096908,-0.326265093924351,0.0993854160507636,-0.121748868925758,-0.192212205107625,0.018006852099352,-0.0992393871249082,-0.185754266200383,-0.0678443493451977,-0.0832119302037682,-0.0172818128460887,-0.0924136353990685,0.0322236954889764,-0.270924974505929,-0.334605457367722,-0.0963819080823277,0.0348453104478893,-0.177368428077239,0.0623568877012772,0.0163215255688679,-0.370391061316573,-0.540582248699957,-0.0812544781393102,-0.0240969831330488,0.0257099939170333,-0.0706945725771386,-0.181250437697739,-0.258228076357808,-0.211516771943324,-0.0955159046106703,0.149878141075251,0.0787830081577654,-0.0190670120112565
healthy,-0.0893819498715566,-0.0266827889137411,0.0946244747740445,0.05224977588245,-0.200896526287606,0.310476183630041,-0.0363955059265409,-0.434835821214426,-0.196142844856441,0.325418970953149,-0.0477966746726846,0.0124693226859632,-0.175219678313146,0.0565551870588008,0.233745099837851,0.49324463922168,0.0282991627973829,0.12072021883445,-0.0531136477479183,-0.164657670016184,-0.32163810289769,-0.473615670824545,-0.180881257518142,-0.299962762597708,0.1136953190589,-0.134693303336237,-0.282544904834963,-0.2797487904618,0.0820486700529551,0.0310671613269148,-0.217114474300285,-0.0803246732788999,-0.0480821670519657
healthy,0.375284854709784,0.211866661044096,0.149903129548646,0.303274252348664,0.133048506706162,0.0979990814424146,-0.113634904069927,0.156020182678388,0.142655197749769,0.198394573973619,0.0708807861192076,0.273017741648805,0.269392760503665,0.483055533578411,0.47368116886734,0.191880066687525,0.314915787909038,0.0530480396224316,0.270820902212316,0.149807245392932,0.401376310577718,0.223956985122021,-0.0023485733731948,0.177555612596781,-0.0052271167821878,0.112929433506311,0.233585514688294,0.416573864698919,0.089127616438229,0.12571193688373,0.447685356469266,0.351704347088867,0.166387633456632
