group,B7,CD11a,CD11b,CD11c,CD122,CD138,CD158b,CD16,CD169,CD1c,CD2,CD224,CD226,CD244,CD254,CD257,CD269,CD30,CD303,CD319,CD335,CD337,CD366,CD38,CD4,CD45RA,CD47,CD49d,CD49f,CD54,CD56,CD57,CD58,CD62L,CD70,CD94,CD96,CD99,Ig,KLRG1
healthy,-0.0257899356984526,-0.180948540531642,-0.167463714851691,0.0168876797987191,-0.194975280169695,-0.0832231144991968,-0.326259729645658,-0.490530528020467,-0.126192014632074,-0.0807875403559362,0.292133271169663,0.239940878791206,-0.237895788793564,-0.285288199521427,-0.138047388329816,-0.172445330469078,-0.0924339294662067,-0.017938954191328,-0.022246347992604,0.118615028955363,0.208096075640276,-0.0779064603881971,-0.0072909979916655,-0.0673059382810992,-0.10183443966096,-0.421872921648341,-0.145021027514442,-0.0315303465763691,0.0231093926374211,0.226347913566263,0.12372400802906,-0.246991082911303,-0.26194147184163,0.246353891114906,-0.0800105936773127,0.34227726473333,0.133046574068748,-0.4406418717649,-0.0818715706816953,-0.245123070993681
healthy,-0.157731210815301,-0.251343398543106,-0.255213642547733,-0.0163834915993268,-0.0125573924180482,-0.127099448293805,-0.1137928627924,-0.212577753451763,-0.153219533406003,-0.099769795842464,-0.0247181824057594,-0.136349911670359,-0.373122860054581,-0.154801344930462,-0.141368603967488,-0.150261593337374,-0.122381503041959,-0.176309274704408,-0.18518501143336,-0.196453626680948,-0.0158580682759335,0.0073011174773797,-0.16868424453647,0.067879914033131,-0.103603634256816,-0.46360317572906,-0.171085790149464,-0.300922201528963,-0.178412624987427,-0.269710877737835,-0.264510813715963,-0.273856677390506,-0.187223839128355,-0.277331390823874,-0.166065374282861,-0.307633255051682,-0.237320803809102,-0.356247275434017,-0.143327683409492,-0.346942046729323
healthy,-0.0527116526704999,-0.16881895560738,-0.330203076153374,-0.125563368431997,-0.0752963235948341,-0.0320819798536743,-0.159513873827201,-0.176043227988491,-0.11074269931636,-0.0328481312350626,-0.344563468339712,-0.0300088345496245,-0.354030445577446,-0.228591405645156,-0.14163937998016,-0.044607550689883,-0.202882562122008,-0.155423331207958,-0.0658705893696346,-0.0840395110313852,0.0476032046462372,-0.125114837554665,-0.148648022800665,0.104755564627436,-0.1378231740393,-0.29634492142153,-0.246228443739935,-0.214720758285125,-0.189475083960229,-0.178642568241978,-0.426429328915329,-0.279905066019394,-0.184796860169577,-0.115465782715166,-0.0890991910822696,-0.25492817899123,-0.219051186715486,-0.310468855528696,0.0483690984886543,-0.271581196156848
healthy,0.119988517935623,-0.189583373862173,0.0805006803661841,0.261473777498182,0.274944191333854,0.0656068727972215,0.0912819028120953,-0.444770649434754,0.162509092752531,0.225619746877131,0.0194500100317041,0.294427653633097,-0.231634438101629,-0.127576959512609,0.0824604493395222,0.129531207296896,0.0890452036106459,0.139366588695859,0.0477755588794107,-0.0089926463049242,0.387247059964452,0.256428349876724,0.0995162296742251,0.294505808775983,0.0840217047563467,-0.402286822289192,0.0410160294142561,-0.113975683581515,0.214309000043297,0.294400594118482,0.194787079356287,-0.581996249785128,-0.0116314438395313,0.318733780260938,0.142872781956215,0.275683454185237,0.12673500365741,-0.404054390517785,0.0184576488579574,-0.292157690957751
healthy,-0.0603608569216895,-0.0451773586439971,-0.214565732594366,0.0443286408103058,-0.22784171729823,-0.0705947203284049,0.0791914061568473,-0.316689484527567,-0.152611022843334,-0.0261350299801461,-0.0576009336576451,-0.0996469720381311,-0.0755254497824227,-0.0879941131197255,-0.280156613509057,-0.0244519010222613,-0.10035316075772,-0.009146790596409,0.0393096374694487,-0.0066418851137343,-0.0908065148388007,-0.205237556770471,-0.283260036143912,-0.0227176120200539,-0.170585721471081,-0.191462996637077,-0.0235341235257569,-0.1843110701327,0.0564735367217785,-0.0817024684161243,-0.329256689559787,-0.283702275342685,-0.0950730705907003,-0.245340593906749,-0.11319928614338,-0.265754926770708,-0.0701031792066055,-0.092534997235121,-0.319922347617738,-0.142091371761602
healthy,-0.18168913530801,-0.17726529951644,-0.186620305373498,0.0913428150801352,-0.202986770588512,-0.0322742802937202,0.106374867579535,-0.0670246582147597,-0.0885353880498052,-0.0028487929533874,-0.240426738711957,0.0189945543665303,-0.140328915434571,-0.197144948838622,-0.0017626176876608,-0.0167773885515781,-0.119579436045993,-0.152752908221246,-0.0909016175092697,-0.195747007153033,-0.150499671887428,0.174610145136178,0.0627130494549162,0.0445388244108252,0.0740416941655581,-0.270166876636655,-0.227394146687947,-0.23746206263508,-0.210882021808845,-0.315537110182898,-0.294871210278604,-0.178602822859697,-0.0281469192475714,-0.0513523547869569,-0.235634605958765,-0.564754388699546,-0.10627628399146,-0.0886693751867965,0.0714190232644086,-0.0452451683512304
healthy,-0.053374145213094,-0.0978487810149525,-0.147581341083762,0.0013859617885147,-0.231238537415338,-0.103277045350718,0.0790879399450251,0.0562975136655802,-0.0527069641221062,-0.0735858247425133,-0.283700714915494,-0.140175923064498,-0.225282932982635,-0.207103006502881,-0.223241035979358,-0.0539857501962429,-0.162028523561575,-0.0605065461484246,-0.137528484638336,-0.0917598811616629,-0.0816341779978842,0.0275897180406123,0.0386575068914354,-0.0552409173076093,-0.0441948529052128,-0.235397911782077,-0.296851965056643,0.0150704040502528,-0.0765010515591181,-0.199044808298894,-0.416161683390545,-0.399500866441262,-0.176549333943424,-0.122384077483085,-0.180298530704221,-0.46566445826997,-0.188391747424338,-0.146402564820682,0.0869813039266031,-0.175106744992682
healthy,0.0255341729514209,-0.227277774916257,0.0707468082602701,0.0286136948799913,-0.200971336841145,0.0019260414916998,-0.0415408783533056,-0.523167479846538,-0.0367140526361573,-0.0328045398292375,-0.152700710303547,0.272410004653357,-0.0818258760545914,-0.193590886732112,0.0684227781258941,0.0071316975995401,-0.101321864610915,0.0157090915119877,0.236613921126436,-0.152573765427393,0.335857835002588,0.115277562248531,-0.228259553500207,-0.0721704728159435,0.0511628595995755,-0.0882776894374765,-0.162910639576585,0.160207393471656,0.0559216517242347,0.300226983542599,0.104463593953527,-0.143493160349128,-0.13295899766752,-0.0756047323884528,0.113233542843841,0.270655128549675,0.124785887136977,-0.21607106884143,-0.0832737211274898,-0.105079831385706
healthy,-0.0369476383874224,-0.0732398234789675,-0.24813778800689,-0.053965444732546,-0.0906669292451125,-0.0869699570479074,0.114920073255501,-0.0146337144533356,-0.0438044938301305,-0.0410042857814005,-0.361467887698586,-0.124709468422032,-0.212365887908787,-0.0745982348264045,-0.0737390693060216,-0.112219688011934,-0.0558178929389458,-0.0676402964797377,-0.0841585920207527,-0.0319247853308167,-0.381529670562328,-0.211185828937154,-0.148404330404704,0.0907767748239605,-0.11427647677084,-0.354820403023471,-0.0551527692867178,-0.117998509345098,-0.265381443896003,-0.33267050882171,-0.476186418120202,-0.0320060781903319,-0.0532392639492006,-0.413108201245916,-0.135696477155162,-0.470881248742484,-0.270938054831741,-0.100239286730294,-0.0210493370399508,-0.220056264947712
healthy,-0.168846250555248,-0.296606078020285,-0.285360586944148,-0.0705384523252052,-0.227458661432682,-0.102365966544155,-0.0549818070453588,-0.156899068402196,0.107281935204209,0.196984253404179,0.0397926351385959,0.113509058213256,-0.199227335182571,-0.434593199929497,0.0253824285254258,-0.0830159709887067,-0.06925075109589,-0.143415059036176,-0.0716351139720989,-0.31072686896543,-0.0984583227067053,-0.239731018981316,-0.0701409183634194,-0.173904653230594,-0.106748978800046,-0.324790691646894,-0.192629677673969,-0.0612664652161537,-0.238157072187778,-0.172848433574304,-0.0845961118075028,-0.455751338401978,-0.348523696254297,0.0246157038852554,-0.0875208443773973,-0.112824340988757,-0.231007352149058,-0.355147527911942,-0.11546341699154,-0.191719703158401
