group,CD11a,CD11b,CD138,CD154,CD158b,CD16,CD169,CD223,CD226,CD244,CD254,CD269,CD30,CD336,CD337,CD45RA,CD49d,CD49f,CD52,CD54,CD56,CD57,CD58,CD62L,CD70,CD94,CD96,CD99,KLRG1,Mac,Podoplanin,TCR
healthy,-0.0887151520572054,0.0935820435953152,0.0791466564210667,0.102195890652765,-0.382291026705045,-0.462515036817897,0.0176735362678429,0.120742505429815,-0.0100580413105696,-0.245845343736302,0.0214233437587962,0.0755316417240596,0.0658070223187197,0.145615666831099,0.080960466954098,-0.339549541468147,0.154263804783611,0.217986544479611,0.158062822590746,0.48895120607521,0.512627578935833,-0.36579553324173,-0.162839640250824,0.636903499666264,0.0857318096868259,0.539102777780147,0.323821643011911,-0.4690471346436,-0.322474274836515,0.127328870324265,-0.0208310046200179,0.102698355230255
healthy,0.131489011744283,0.463334270437135,0.551791014723445,0.521481635370582,0.0250968698089292,0.0621188814363428,0.484820248669943,0.499764763926295,0.0743529136388714,0.438411854883159,0.532153883762412,0.530935874643262,0.535808457721641,0.492764096377178,0.280424781849967,0.2387744076057,0.322236206595546,0.199952336203798,0.203258192572301,0.36771121244393,0.046660719773711,0.160667611850739,0.497267361829939,0.0988697217590445,0.521393457689006,-0.0043968704469175,0.405055540995745,0.0986262426435605,0.149794771569013,0.467589609107427,0.491651565668398,0.466091048073666
healthy,0.151227298021297,-0.179074987669739,0.0709519969069628,0.104225219272336,-0.207349055098919,-0.238367188602133,-0.0337761286469567,-0.0193014209517326,-0.329398350299777,-0.0344809773620757,-0.0835515710905584,-0.0261127971950226,-0.0064159108908749,0.0927578437406419,0.245938522222351,-0.0149059493774198,0.0971310700358581,0.131596079724958,0.0103763639892475,0.0492352096918046,-0.285132099659939,-0.487477527048619,-0.0162934572431998,0.0288564892647679,0.03722399567108,-0.0960670487585175,-0.0483415410944726,-0.113546858742021,-0.117655782489988,-0.070704106862055,0.0121563599136761,0.0622203676649625
healthy,-0.260564623049548,0.131802852624442,0.0926458277437344,0.0909562744810065,0.0131885482901893,-0.465406113285898,0.172602819865463,0.142869910330637,-0.263747059097509,-0.0652758096043413,0.0554370688744734,0.0824898147074291,0.0984272105582125,0.184233661569713,0.265709234506162,-0.334745253378715,-0.0648367732576895,0.275941768053364,-0.0766877241989592,0.345971814581504,0.209338720619402,-0.623003180642338,-0.0551705564012067,0.188408081570637,0.160609432275383,0.0777994956634681,0.188235513237364,-0.403061147496833,-0.268404395024764,0.133609226004032,0.0253545893802135,0.164449411175007
healthy,-0.0655597319121345,-0.124133135272925,-0.097180628332069,0.0245913622823256,0.350806094963096,0.0666129468035631,-0.160879824667078,0.10005765732853,-0.0235548032666364,0.0287109868318385,-0.171117068817091,-0.0592192971506863,-0.0138592860377123,-0.0592915080644311,-0.173484627903459,-0.0762479863220864,-0.228600081296093,-0.310163564177797,0.0675682483551017,-0.342709963707561,-0.532217374996215,-0.0558516021208099,0.0913135963068785,-0.353771793986981,0.0058054982300186,-0.657060254390753,-0.125541282719132,0.154771157423836,-0.188493203787527,-0.0122771132931603,0.0669518190255124,0.117490331753888
healthy,-0.088625045069266,0.168254521292205,0.175951079903398,-0.129166178719503,-0.402083960651757,-0.452926478397099,0.167534953638432,0.192520676868391,0.0485946502513987,-0.5038090416866,0.183124226963373,0.127183565924612,0.105623405699501,0.0533344431993612,-0.328068635153407,-0.250660135101523,0.230039251566339,0.277188088059332,0.244457247831386,0.512886276305924,0.57402872650323,0.134300123322829,-0.17653530366377,0.442139970837566,0.264245355064971,0.395431249522483,0.511185214018086,-0.325551705815113,-0.070020447269341,0.254717815393845,0.179522330401297,-0.0462991292116814
healthy,-0.10387972136293,-0.117533322336973,0.0635239932608484,-0.0039895187463495,-0.210846341743829,-0.19394152726134,-0.124557308705083,-0.155108185831468,-0.252695589529026,0.0499790490496136,-0.163134507245507,0.0663275347537893,-0.0771750720327709,0.0893780924976281,0.179198948166225,-0.0315876733393939,0.191695321997017,0.530663199887691,-0.0157526412435028,0.167653061317866,-0.0492896604077814,-0.382588514566338,-0.0290249129293965,0.118941802371287,-0.115546250736579,-0.029123828052443,0.0082873236814315,-0.0401273725751895,0.295302435607464,-0.0097370049109749,-0.0442888485224869,0.138604243660175
healthy,-0.174490469229282,-0.0926767824289583,-0.116280228040778,0.0103983969390392,0.177847509062155,0.0515994398489263,-0.0255074853166924,0.0337724389177035,-0.20570122785617,-0.0001710851230041,-0.0128206324999698,-0.125792232838978,-0.136429035029725,-0.129734621946762,0.0156938197667278,0.103002195796323,-0.000530202632067,-0.32079635200961,-0.330847538253683,-0.158613623584017,-0.382007899870656,-0.247739745038533,0.0107451807104853,-0.154352266334331,-0.0603052467202638,-0.119187847748513,-0.109171495322897,-0.0435270797733258,-0.137566189359147,-0.0923251022103971,0.037937966987429,-0.266747382908448
healthy,-0.0567005554164613,-0.0909669553922912,-0.109314413678642,-0.0775132215196084,-0.397113139207576,-0.210932304459468,-0.0981913076353162,-0.0932702497226807,-0.437100934701798,-0.154008788577591,-0.14571659078851,-0.0994549581527799,-0.149483829200701,-0.109700087364445,-0.0278614507554953,-0.215239397593486,-0.0097575758095269,0.0623799897665959,-0.126624591320244,0.0731718924270745,-0.241673018029232,-0.498192274948902,-0.106164740488092,0.0562009155027563,-0.0279605802947997,-0.187650761855498,-0.0294509038597999,-0.137207671336111,-0.237438152746071,-0.0771048606735011,-0.0735875635641208,-0.134643762616251
healthy,-0.218486584227317,-0.250053317960033,-0.21649371164586,-0.335977311595377,-0.308099537095483,-0.443194072282219,-0.350811754043553,-0.486693630913296,-0.252774367410695,-0.175325239276601,-0.186738440032109,-0.378176704541369,-0.224971656763012,-0.285627896401625,-0.273920974457761,-0.0405041310213069,-0.430094512607701,-0.162705584831332,-0.174441312512699,0.0043811088113883,-0.179286756625725,-0.266968740531169,-0.443020652971245,0.248576123524617,-0.439013492233367,-0.105374482943763,-0.208728063968566,-0.301064450709771,-0.462290208901049,-0.36571101578028,-0.255226824009583,-0.0483659300862786
