group,B7,CD107a,CD11b,CD11c,CD122,CD158b,CD16,CD2,CD224,CD226,CD244,CD269,CD30,CD305,CD307d,CD319,CD335,CD337,CD38,CD41,CD45RA,CD47,CD49f,CD54,CD56,CD57,CD58,CD62L,CD94,CD99,Ig,KLRG1
healthy,-0.134494384307494,-0.0948870151038329,-0.0770274642385639,0.0757866546520786,-0.262242425655994,0.0786069286613596,-0.0694409457790425,-0.0032965213377809,-0.0777137556211327,-0.242861456621949,-0.0806310171130128,-0.0577596615335836,-0.172422194491194,-0.147279358275078,-0.0805319315054038,-0.132933676460394,-0.381253940118573,-0.297005340322271,-0.038174737783481,-0.0557213051572605,-0.104774389750614,0.0160706904382114,-0.231831830958999,-0.242048020502671,-0.389103246821875,-0.0137176567152093,-0.0426379031684395,-0.328098203918631,-0.346090097001004,-0.0268051675295229,-0.0227747212683697,-0.245757649569678
healthy,-0.118724121320654,-0.119644923495342,-0.235002377758738,-0.250071643618952,-0.404217212212235,-0.19058182130194,-0.130571947792712,-0.0551055847328814,-0.117826366683807,-0.235664143931957,-0.301928148756585,-0.126851236439945,-0.183587100855286,-0.257792715537791,-0.134170130961239,-0.210823300893391,-0.0009835814132716,-0.287966433934667,-0.303329052914796,-0.0977270865712054,-0.295604314928772,-0.329027953514536,-0.142051717058341,-0.126259498423323,-0.454571625865523,-0.230070374452369,-0.180552973792576,0.101846426675746,-0.169152445789386,-0.298930727964282,-0.107177191799056,-0.1149018381586
healthy,0.0228591947776651,0.0024994440702063,-0.106323800190323,0.217348127491929,-0.025804218531448,-0.241702951226854,-0.703897104048466,0.298135058423232,0.249829297304417,-0.0761346734061297,-0.140337648500138,-0.0597926447713019,-0.0003034035850466,-0.186410092964315,-0.0713284286211587,-0.057046556420825,0.254917666296551,-0.0784094522873268,0.0261126190544514,0.0373247921960501,-0.275654381296144,-0.0353574737533328,0.0683973594140436,0.266651876323822,0.199490437165886,-0.377730792152935,-0.104742797463371,0.313161853850564,0.302335866165817,-0.292225062014498,-0.0684749778384281,-0.420085531297393
healthy,-0.0581290526786089,0.0029123955247748,-0.274500632431413,-0.389204528996247,-0.502662654665968,-0.0730668682405727,0.339375363489996,-0.159826847791554,-0.356409388477105,0.146136877583725,-0.106501055384137,-0.0409223702505906,-0.0372612563260943,0.0445370835620352,-0.0529683398980955,-0.058427241758703,-0.576366586994387,-0.515929557674477,-0.406239760896364,0.0416304628914508,0.279552674410768,-0.101176539674935,-0.257858402622186,-0.363578300917397,-0.421057494259763,0.689512000775977,0.008136350617677,-0.391162838178356,-0.401373157250301,0.399733613991365,-0.103394533969073,0.379896411389681
healthy,-0.0535284602035708,0.098424357525117,0.0248666992277141,0.129803498293495,0.0295052218955691,-0.287483909951107,-0.477608123422457,0.217336638444002,0.435655610562051,0.0466007076926702,0.106948935497578,0.106238404616258,0.150903726298026,-0.0908470567319903,0.121582318764012,-0.0673772929839357,0.404403682991231,0.138563622816117,-0.297312920866939,0.120592488648278,-0.0714885365654554,-0.0196777184437394,0.178605440003794,0.394469780276641,0.139911846258916,-0.239385329975962,-0.0304212246556164,0.549844807824125,0.357624266440426,-0.357415210912482,-0.361513063303861,0.112782508593411
healthy,-0.0314542454875388,-0.0389546013039747,-0.0529802374190297,0.0528224000752143,-0.263773810534792,-0.154090662551006,0.097679288712043,-0.022583132962993,-0.145840105661277,0.175868844174484,0.279466002080107,0.0568082426389334,0.0602185206398011,0.0800795149634317,0.0696998088957883,-0.0494512922066077,-0.263456788807514,0.457707084277973,0.342694633301483,0.0249809696496441,-0.0194395284134568,0.351697332392733,-0.186475523489155,-0.177319341024596,-0.250154526627858,0.107745738866816,0.239758311338122,-0.182898068360479,-0.108575556459103,0.342720988519943,-0.0743086205275203,0.224767564672526
healthy,-0.053151027821056,-0.0801075073603779,-0.229866879159667,-0.203397882126614,-0.0951091562294379,0.0035423963870165,-0.361749618046022,-0.337113015860691,-0.0665258235260516,-0.376727174460748,-0.174467294994632,-0.0899166978343801,-0.0064399231716305,-0.142348654619232,-0.0452857542297201,-0.11440582122295,-0.154430825727106,-0.0189538681221451,0.0764306174163242,-0.126148769214057,-0.194491804669643,-0.27705902972041,-0.116462639819437,-0.0281783144112913,-0.0517265399172274,-0.022516734122691,-0.125658990931515,-0.333112174104467,-0.292027353571337,-0.273763367229394,-0.0301221944285332,-0.122154105481321
healthy,-0.0965335606295652,-0.0182050266939863,0.0335370113817173,-0.193179623370113,0.0198466420849836,0.0110005168257453,0.251784827210713,-0.240776777267267,-0.151912942095443,-0.146301201115174,0.116568687157785,0.0754972996503997,0.0114766492818153,0.122787042086861,-0.0232716030889573,0.0319287805437536,-0.115280258032031,-0.0002041314432339,0.31472926474941,0.121774172868367,0.0001548250394796,0.327817915789512,-0.175572481812187,-0.326719977104183,-0.320497687565486,-0.0893630331303432,0.0672363163179125,-0.591022559411665,-0.474326576224361,0.157532871671656,0.0267991597792202,0.0966204337309652
healthy,0.0384706777150281,-0.0343064179016159,-0.149652836383246,-0.0684504007643605,-0.0343872205231032,0.0300156792575705,0.24279320410236,-0.514277706390972,-0.174200624033728,-0.26924798302074,0.122074229898868,-0.0180682141662478,0.0064116156675559,-0.0101081941653923,-0.0013900749291528,0.0758679488501283,-0.3024794149748,-0.094324053103027,0.439008117569626,-0.0742059000914784,0.0095911063483731,0.135013906519391,-0.0596475139435024,-0.384888336830904,-0.513586044849262,-0.105785368802306,0.0970460091462522,-0.491067143956576,-0.531942462622637,0.184104573360466,0.080323549654129,-0.180350253159209
healthy,0.0849868354265293,0.166364372318637,0.0954730406959242,-0.0464305930661486,0.19189956959021,0.303124868622881,0.325726385284603,-0.158017130840221,-0.0488880047120525,-0.0135379847590278,0.313170266511279,0.360786804582081,-0.0746464675847089,0.222183197046298,0.288364927459774,0.0288024850353115,0.230910550803765,0.0876181651208295,0.318638754266947,0.201632352458183,0.255606775545557,0.275346624115399,0.24252020314853,-0.0268428483229006,-0.259940624772237,0.140222640779951,0.296400103847631,-0.194116371462874,-0.364009290966831,0.335751218762573,0.138027797152332,0.237630446069324
