group,CD107a,CD11b,CD11c,CD122,CD158b,CD16,CD1c,CD2,CD223,CD224,CD226,CD244,CD326,CD335,CD337,CD366,CD38,CD45RA,CD49d,CD49f,CD54,CD56,CD57,CD58,CD62L,CD94,CD99,CX3CR1,ITGB7,KLRG1,NLRP2,TCR
healthy,-0.0099627307739129,-0.0666127867179954,-0.0872049878481737,-0.318884042049151,0.0158246770185005,0.0074327735304742,-0.0119132802666052,-0.239898504798119,0.0216581305366039,-0.0729073297693156,-0.127873226955729,-0.108991983383465,0.0874240564775011,-0.42049642787838,-0.272477552051065,0.0520417140714975,0.0864056687838742,0.0279547514791802,-0.123268446826396,-0.122856484445577,-0.297128840179846,-0.441684751997869,0.120232650523037,0.0942305747176902,-0.413496880692293,-0.411690806556518,0.161714393034301,0.192765214008668,-0.0551018148036125,-0.142009561363022,0.0512915959472796,0.0258071127678767
healthy,-0.117082186407217,-0.1368261563252,0.134512908486155,0.019625276060686,0.296107606610233,0.183245862576303,-0.055951657781405,-0.0912009687913507,-0.118702500781648,-0.124164453259589,-0.164385634881086,-0.0657003028387029,-0.0647631803542403,-0.121537631143519,0.0047510115869174,0.0256918439951123,0.354483081821739,-0.36530111184769,-0.306603485366057,-0.168615074029572,-0.268735025771617,-0.188516103467507,-0.0621939003752407,-0.109740426140543,-0.358686374001311,-0.46141804946958,-0.149940157226936,-0.0878619396086571,-0.13021247986531,-0.382971351406338,-0.174326773019864,-0.148921286956088
healthy,-0.0192023167483431,-0.314106907090317,-0.339899706979629,-0.31906224695528,-0.183618096675855,-0.04636400649761,-0.0300642834731824,-0.336253962022415,-0.0751601373532066,-0.164035520287599,-0.419823984549052,-0.100591472229406,-0.0852175791758897,-0.144051012482998,-0.0013623995237114,-0.0858392379074149,-0.113490468846159,-0.0737140558599163,-0.244218841192326,0.0650245008939746,-0.272732809812428,-0.443715099049837,-0.183479501037196,-0.103016308270863,-0.337496844007657,-0.368456398999488,-0.117869334864359,0.142583841405973,-0.113702958161568,0.20347381156123,-0.051004787181247,-0.120143673598021
healthy,-0.125667577948099,0.182307996430647,0.403060122086377,0.458203558052968,-0.114886143883595,-0.415503234188369,0.0734477860616189,0.0123292293109649,-0.0613143323081456,0.291405204950563,-0.215941120498605,0.0742847558932211,0.0082386274300516,0.606976601117043,0.409190225883402,-0.0141569782733885,0.386938027557864,-0.401277811004146,-0.136875346352959,0.21899737579967,0.351824256759212,0.40864736775935,-0.782356116856747,-0.115604002023539,0.284701356705809,0.293544563956023,-0.441666634030361,-0.20312226790895,-0.0416672435106064,-0.494383041582782,-0.0707667584914134,-0.0056633669867108
healthy,-0.0203221494536433,-0.124513102492237,0.197060831170742,-0.106098667014611,-0.0830158092564277,-0.420611083915294,-0.0644208274212557,-0.118517477172045,-0.0418857716253518,0.101674265491602,-0.27520428366652,-0.165836811636153,-0.0612553892188221,0.112314886300752,0.0421110625209599,-0.220776323137695,0.0003544076786038,-0.257269589041654,-0.12942744847025,0.0663494232622438,0.0514648820078833,-0.206230865861998,-0.126206024875205,-0.0565185305054663,0.0477371198630619,-0.209442363519002,-0.238489425097651,-0.229073221108858,-0.0084323077193174,-0.0235443509751886,-0.124179686556417,0.0079941564724481
healthy,0.205804875600813,0.190473005496458,0.0942363673809744,0.147634258882761,-0.170932444445621,-0.183237735025356,0.259264031324909,0.512076852556741,0.16275494429307,0.156309870922131,0.0827895017892121,-0.155905750054502,0.0512987442341585,0.208408351607695,-0.410848726775651,-0.0204723780139419,-0.274434777597576,-0.0042269585409206,0.294634303580195,0.228105737054683,0.453133625423723,0.603211301174902,0.063223644130739,-0.0918530062546784,0.407113860994729,0.426212516974771,-0.181991409410178,-0.216515357690942,0.293250885799645,-0.117618919908962,0.325049717583146,0.0976439681784869
healthy,-0.0262614272495341,0.0196134108049606,0.0108728539254654,0.164762338033458,-0.22541685791342,-0.267433191335771,-0.0978437192716158,-0.184004584947556,-0.0322112965161691,0.142561868256739,0.120060534872935,0.191504037893245,0.0276371531602859,0.156314893772919,0.146959054615709,-0.093455783091307,-0.0281582459251305,-0.0343823798333632,0.0950948788177415,0.368024055702079,0.197362952435518,0.070142476850946,-0.136616789270766,0.0221084124586129,0.336705357428294,-0.0407717849984943,-0.0944423691531274,0.0841780007908627,0.0463920785116052,0.118307926195359,0.0257930972033065,0.26655292024933
healthy,-0.0957420108375147,-0.0585753491457018,-0.1118168344959,0.148777760846418,-0.176931215068052,-0.133701400714417,-0.166147604403685,-0.179617686543945,-0.0156572569530032,0.0342760649133623,-0.237659797376515,-0.335050845276399,-0.0676060161738553,0.0722725895801788,-0.164939826223886,-0.170726685287435,0.163272442375123,0.0146196769050318,-0.114722187916387,-0.0915124136695188,-0.0838292763690485,-0.0795352776727138,-0.445450745340725,-0.286641773884965,0.0518464553299866,0.0269994110725653,-0.0814564383946243,0.0002815771501303,-0.301565607575085,0.0642249149269711,0.0321397253367961,-0.210727241778852
healthy,-0.179704735262457,-0.186874878084044,0.0305242015177899,-0.060724459988042,0.0050927568225182,0.222227632611196,-0.103674761818888,-0.353220319862726,-0.211753553058725,-0.189587048070612,-0.357384701847293,-0.0229272891717971,-0.137587554899319,-0.130970188466464,-0.0464681621891495,-0.0037991698380337,0.379100737244675,-0.294199622279955,-0.0590975574930449,-0.203894643159279,-0.339722769524091,-0.47489945571162,-0.327711917006385,-0.0818208656794837,-0.419280151306039,-0.333317135706089,-0.031708408345324,0.11408272031555,-0.14756397424449,-0.363993888733999,-0.133341754735413,-0.194551363201501
healthy,-0.209051770981944,-0.280639861666533,0.158174246964615,-0.0150944716392531,-0.0251251144148537,-0.264807116260672,-0.250443169838166,0.239470236251541,-0.147547024332101,-0.180387848659344,-0.308885863712115,0.0275093507210843,-0.495589160543554,-0.174818468928209,-0.368293448964672,-0.201458344819845,-0.0832419621748995,-0.121052699269227,-0.0695554073542176,-0.495931190218626,-0.0284429798614351,0.0823263351542049,-0.244986093758065,-0.307465161302019,0.0694511405850285,-0.0235371088462839,-0.107084322493069,-0.229833192285326,-0.200543815502254,-0.261834973034476,-0.183321987606409,-0.0839491202940467
