group,B7,CD107a,CD122,CD138,CD154,CD158b,CD16,CD197,CD1c,CD223,CD224,CD226,CD254,CD257,CD269,CD30,CD303,CD307d,CD326,CD335,CD336,CD38,CD49d,CD49f,CD54,CD56,CD57,CD58,CD62L,CD69,CD70,CD82,CD94,CD95,CD96,KLRG1,NLRP2,Podoplanin,TCR,TIGIT
healthy,-0.0592455096687492,0.0413893869927046,0.132410237159615,-0.139846467343002,-0.0491275904467983,0.262529630714195,0.648959848722942,-0.0587038791963384,-0.0694084054301049,-0.0342772525154472,-0.347946981481619,-0.036397713914776,0.0037794066832705,-0.0970208396123311,-0.0424614107518707,-0.0003976442490286,-0.210836167002117,0.0500194474199242,-0.0929476830170135,-0.336885777970857,-0.114381087158183,0.173718399077799,0.0545108699385442,-0.0107076944017058,-0.370161924321397,-0.478715138791325,0.276400375961787,0.117009180170858,-0.499631318980391,-0.0103451483753197,-0.011733303745518,-0.166992319527461,-0.512210921737297,0.0366326127333122,-0.328668384639973,0.291653825079964,-0.161223295618739,-0.0151833893785431,-0.0705074584389626,0.0339119159815459
healthy,-0.722876629607144,-0.720704382418167,-0.0683467383677135,-0.71332104363838,-0.668754332846277,-0.0392021550142198,0.239879142771703,-0.677533191626822,-0.769171534502886,-0.689135228886523,-0.70263523568835,-0.43070486300473,-0.725497707367529,-0.690611144647728,-0.685826079983759,-0.687380486625645,-0.691278945975201,-0.66134263782372,-0.714112085289505,0.125102065763271,-0.677612421372441,0.067379316386296,-0.65402245249837,-0.0256758349978593,-0.606552165800533,-0.0818323960185753,-0.592847843115287,-0.693938792890344,-0.281774891472742,-0.67586833598441,-0.723423267896416,-0.672309291143658,-0.500111679867705,-0.714683524644892,-0.700878574955187,-0.658507465067524,-0.690328035802625,-0.720418376630349,-0.652238086475281,-0.701023863023231
healthy,-0.0316292010893092,0.0072405034640362,-0.129203924868995,-0.0274200024909057,-0.0777793923456732,0.390166896062587,0.520965954290553,-0.018020979048578,-0.102703119051798,-0.0812091298590175,-0.204535131435912,-0.0769646870921265,-0.0186998336088788,0.0060917985676507,0.0096395427391833,-0.0338055029920649,-0.0785135114972689,-0.0247279319095077,-0.0028325525053268,-0.522325543600999,-0.0939746654494669,0.0332236363404281,-0.211132837262644,-0.161927741417254,-0.565392015422091,-0.605349139548468,0.273017729900271,0.158060555965787,-0.66171751027101,0.0084862098016722,-0.0219747531051433,-0.110088830871022,-0.746601933895901,0.0118133295725178,-0.379446445386851,0.406433345088676,0.0080119920023312,-0.031130200451969,-0.0425964261426441,0.0531888085905253
healthy,-0.0196036748283889,-0.0268233175752033,0.43767138732514,-0.0172838939699753,0.075459383850143,0.0372600744826835,-0.359071656314958,0.0629458570069003,0.202277858175578,0.0376667535318987,0.207217650302259,-0.22873355749336,-0.0265924350734069,0.11115773527704,-0.0181270480883872,0.0057497114027758,0.0653480647368383,-0.0602619383735022,0.0650289242723947,0.560984662099639,0.109350862445604,0.429175159467038,-0.0784305066128765,0.302225586526957,0.270926303166515,0.147828473365901,-0.582853044101902,-0.0490562169955029,0.179378618476153,0.0213411731284091,0.110096900083052,0.139641681017221,0.009110833316714,-0.23500857337772,0.0281309010302036,-0.351294622694463,0.020659752286214,-0.0320872873007041,0.209357365212886,0.0569418697808049
healthy,-0.0673342817410807,-0.0899472655947353,-0.0696079286616733,-0.0620700610636782,0.0007806390379165,0.266898198545887,0.0319819753985133,0.145507479408039,0.0598087633071122,0.0950831940224388,-0.0622460015952091,-0.0913443530539325,-0.111695059557511,0.0554594489720098,0.0458658902180179,0.0197783896667632,-0.0441448596929076,0.0815136526110112,0.0123102594220752,-0.27742326722926,-0.0596279801509561,0.274446441657561,-0.166774431387737,-0.281481918090153,-0.322943753142791,-0.396805967399847,-0.10732398530997,0.100273448543595,-0.250782051899291,0.0046413799099128,0.0058721860292567,-0.0809522788625628,-0.502201204308998,0.114090561997705,-0.283425420764235,-0.124807629360066,0.0752277877792039,0.014514290728248,0.0314341042230697,-0.0177778881281838
healthy,-0.0244968791118115,-0.167921853473813,0.0877943151443739,0.084477947802249,0.0430579944408154,0.170544384954962,0.254567692458476,-0.05578323297658,-0.0337080641076798,0.156521199549122,-0.154406277238339,-0.0333056060542033,0.071241090007055,-0.319855647192232,-0.24316022306614,-0.288063833725912,0.0631733990538474,-0.0624164165432518,0.0023359524037124,0.383047871364032,-0.0359147566174449,0.0862644335354689,-0.0360956818739115,0.351350323296844,0.153883846860475,-0.130034559652386,-0.17820942457146,-0.170813832816449,-0.0816920867707175,0.093503976842901,-0.241142270913882,-0.284226513163841,0.0950279109348024,-0.0649235771216226,-0.0568917879232921,0.0450985690676912,-0.156520296258356,-0.0256825968755346,-0.280283486247052,0.194184853238394
healthy,-0.100286493358529,-0.061458329448611,0.0842932333835381,0.0219606569254378,-0.0886391381664308,0.10927232520133,0.0014169497729859,-0.107838441167861,-0.100420994303968,-0.191600121967937,-0.0389606965441805,-0.240104718969141,-0.0951119132459093,-0.159752664259823,-0.0139064950677898,0.146160449500614,0.0696490981057085,-0.0528300065718932,0.0225317124067378,-0.0252863218125499,-0.0388366929633476,0.233386321828467,0.0111056735450481,0.10051177428348,-0.121951989738085,0.016680730024164,-0.494318583567347,0.0391772433025107,-0.332875424597803,0.204689718456981,-0.105074633381817,-0.0269466949347326,-0.326474037418529,-0.133809499154313,-0.155064891527423,-0.0797171251017152,-0.156954623939934,-0.244911703075619,0.0195302264243414,-0.141404971179308
healthy,-0.194733235730923,-0.0720499705484431,0.165581909623277,-0.0316858518224261,0.0824032757430687,0.118479640478767,0.453192056295829,-0.0383616386737382,0.110105858070428,-0.19969267577574,-0.171958174331923,0.0217111776176079,0.0611673558889324,-0.0544061029873387,0.116101574403431,0.0352415597940888,-0.0896890799696451,0.096801624370254,-0.0133459483117609,-0.33658062572267,-0.0297771972864184,0.11552027110379,-0.148378670333548,0.0760523485124292,-0.330454344636967,-0.155464572487197,0.167354272692533,0.0875125146352749,0.0549941420711803,0.0330372040318891,0.087924112699734,0.0618898155728269,-0.345332277317514,-0.0921884249939974,-0.201728976723752,0.373425226443897,0.115722534204318,0.12104265239032,0.0896559094934541,0.0747362075845028
healthy,0.0301236400476932,0.204715767678015,-0.0792607155396301,0.174826597811886,0.0739892271166194,0.0641054142442403,0.305302152534362,0.14166077949126,0.101224038956191,0.140903555341761,0.0452496494157344,0.341421344645557,0.20330752130227,0.209264017226568,0.135445997049936,0.302320088841326,0.0678526304656194,0.204231211785364,0.0494082790750813,-0.102434592759271,0.307972272356558,0.197895238412479,0.160707881128203,0.0290621808872288,-0.114571011365103,-0.193671789388131,0.310415719444229,0.273089928404302,-0.138352034918487,0.123597637511582,0.164196384831948,0.0677541973218177,0.0140236500174015,0.306580592484523,-0.0048670983438278,0.278214845180927,0.13272568763741,0.045517189050811,0.237440566973442,-0.14475927514767
healthy,-0.0807009170424876,0.0943850588422249,0.0872286293768376,0.0489461068409504,0.0988899476065663,0.191980530426973,0.481321866531463,0.0286728038681401,-0.0098887248537498,0.106086813358067,-0.119188955487984,0.0576109836000917,-0.149513765843114,-0.0473868361595578,0.168408355303806,-0.157252381370164,-0.0307638646873287,0.0269297264251465,0.179255837370946,0.0376968892982851,0.107980336116744,0.506872501930192,0.0453971104945667,-0.0357572217017897,-0.309758083930189,-0.108957812353238,0.291359742545149,0.250244470669837,-0.398490008757469,0.200726502855431,0.0890933838492739,-0.0601156055325497,-0.451006887838595,-0.0341873952330121,-0.0227760966058936,0.0713986488243866,0.0595848957426329,-0.0072887649646601,-0.0313075536485427,-0.0498248736671842
