group,CD11a,CD11c,CD122,CD158b,CD16,CD2,CD223,CD244,CD254,CD305,CD335,CD337,CD366,CD38,CD4,CD45,CD45RA,CD47,CD52,CD54,CD56,CD57,CD62L,CD70,CD94,CD95,CD99,Ig,KLRG1,Podoplanin,TIGIT
healthy,-0.244828996666819,0.154150762237959,-0.0616748285773811,-0.453034166701313,-0.708948038346289,0.361726479165165,0.112463725065491,-0.369747923558093,-0.113983297488371,-0.0541012446874215,0.319963878394487,0.0684352523863474,-0.0343799079056339,-0.197356969019696,-0.0060968155647976,-0.173403689405136,-0.339439672634036,-0.340879688622964,0.0828508579744577,0.453876008511854,0.411696287230254,-0.17971186908422,0.492309505989503,-0.0264955517362351,0.629450415629574,-0.14028722280069,-0.636404254616535,-0.0734431198645034,-0.153518753372368,-0.0737827982338024,-0.0528696786563817
healthy,-0.153223208062606,0.0694394890838259,0.142684315156518,-0.353229158228986,-0.349675342637281,0.31165985675237,0.202401033620681,0.0079221951757669,0.178819377569769,-0.0652353000622895,0.373233992035476,0.172102677458257,0.0779694321725528,0.0599925570006198,0.166967657144773,-0.023984403287135,-0.0112717901073066,-0.0488091536866655,0.0307522500340138,0.2280242028042,0.0437487008825335,-0.15537390284052,0.280080355268649,0.186126423275938,0.399255476074965,0.122139956934041,-0.254680903653065,0.168574173005015,0.0004474847010262,0.173821922854565,0.0933159391212835
healthy,-0.0638940125545445,0.361478899132876,-0.0459475192806494,-0.124390938469825,-0.498660543124319,0.317945484943387,0.0205615044370655,-0.238160320595553,0.0230215208429763,-0.181942250678507,0.455944989057648,-0.120041464381658,-0.007045081584449,-0.0575600888941046,0.0162316013612389,-0.195675261010266,-0.169186345587941,-0.214524887145153,0.13954413937583,0.50285799069655,0.584338810792279,-0.301930591155755,0.533965739793291,0.0193447238597453,0.562517862255087,-0.0349410775495646,-0.390845767226791,0.0472300842862387,-0.522355822945371,0.0308054366333449,-0.0632571387414535
healthy,0.242185742098837,0.0904304543415686,-0.175257073150718,0.269126745818586,0.113190518401369,0.148960208592568,0.238186541156802,-0.153938114284352,0.301278229412764,-0.0088769900114252,-0.206715569110409,-0.0954322809588783,0.259308725957386,-0.049051811319714,0.230742104800551,0.3529736407009,0.2802004844662,0.127632693170849,0.373373171915536,0.0705234563997243,0.0352732998711945,0.566783150544966,-0.051731525016323,0.355486718677735,-0.159572050601826,0.45968641158956,0.25012753336066,0.269485039128694,0.375441190553671,0.277868763608617,0.116250929869567
healthy,-0.0200393676208698,0.240144193389496,0.148407263076753,-0.433546153266421,-0.537285632944958,0.0707335461985275,-0.0175847589944567,-0.0946306388825839,-0.0103156696550832,-0.0696396668989618,0.329349851825559,0.452077784090174,-0.177616672357476,-0.233712307759655,0.064592355362551,-0.222039607786031,-0.149195545773017,-0.135330622000117,0.037281743700732,0.458661608132597,0.172159536381088,-0.235495351285811,0.445073473658517,0.159507863220442,0.370752277667437,0.0850931959766237,-0.361427707884562,-0.24287448661517,-0.0286258257479672,0.153973990153883,-0.0726590977767031
healthy,0.0365025069789323,0.169174850797238,0.262698931505199,-0.216242270575004,-0.392494778393035,0.269850063392735,0.0386061710932722,-0.203431229321885,0.214710335926255,0.0857320102154844,0.112283237792232,-0.115635061247308,0.183372030952309,-0.0258140634660013,0.175109007794146,0.157486230200574,-0.184096740268968,0.108128958347035,0.326679826870305,0.244444704059994,0.469457833929741,0.0716968380312329,0.248979039275961,0.436384780477193,0.341210760923019,0.173944331523545,-0.173141648642356,0.100265741396723,0.0471663905407693,0.0063811433197929,-0.158302534774068
healthy,-0.0847861146919236,-0.228793658943777,-0.217074043263272,-0.197587113698178,0.152328403295596,0.114802574142254,0.0298294115666851,-0.0365496884119281,-0.0102495971220293,0.0667863411600047,-0.008400357018454,-0.0908998339969433,0.170757570096303,-0.231252416163387,-0.0700490842821428,-0.115230695372248,0.0810068507491232,-0.0115569992029164,-0.0292514640803847,0.0166857839514606,0.228027331030244,-0.0377415693941746,0.182749714111133,0.0868645554095611,0.409357031491869,0.0441503245548941,0.0348477328646061,0.0258959221839325,0.0931545554714267,0.0453008215990336,0.121120296096889
healthy,-0.0613973213007177,0.0817060159219537,-0.0909849608711197,-0.0695568582419421,-0.208251477049832,0.212230377639147,0.0775413549779516,0.147552848538065,0.0688274298595599,0.0897410087166858,-0.0034292044028984,-0.0294192291879849,0.395144402533351,-0.0107861370381048,0.114913501817491,-0.172358985420613,-0.183161247226085,-0.0268994926055208,0.0692174320261419,0.208722046114824,0.0867326966183445,0.187714997214288,0.454401881760653,0.10440802138268,0.22909546000204,0.0603156469694695,-0.077314995606262,-0.194335095632614,-0.0358100982983814,0.0684687349128294,-0.0441759842822372
healthy,0.0075482427023793,-0.162022224701925,-0.33079575150711,-0.119895020645048,-0.206647442628722,0.385752886598239,0.0765850771766977,-0.260276844824203,0.0800968774400949,0.0574213209254981,0.0428916400814057,-0.197454390874831,-0.0311568591996796,-0.0931327349539937,0.263153868751705,0.098148341628179,0.294912866067366,-0.000388013498452,0.132972821376073,0.194251695896628,0.155491286748798,0.0800198038344225,0.170608625308498,0.247394037931254,0.230234701736388,0.0740133882567312,-0.0243509925778677,-0.0881859948001095,0.0396614349750409,0.158361508932464,0.0211044341855651
healthy,-0.126624558795017,0.119066134514536,0.0211988535521863,-0.173132353718387,-0.163459605066312,0.364813163547287,0.0546213569921397,-0.083192776251309,0.323413721549393,-0.0579110413965348,0.147657552319463,0.186157647188306,0.0988580023198887,-0.216183167256848,-0.0981165497904492,-0.037907823323793,-0.136350287214853,-0.0840775914325521,0.21409802803751,0.295271331551907,0.436855208805418,-0.159942116847976,0.266376771667072,0.042046096370997,0.653912998582422,0.144213629165195,-0.11642896506525,0.100411920533087,0.0597541238333752,0.146855751511494,0.0904910778920239
