group,CD122,CD158b,CD16,CD2,CD223,CD224,CD244,CD303,CD335,CD336,CD337,CD38,CD4,CD45,CD45RA,CD49f,CD5,CD54,CD56,CD57,CD62L,CD69,CD82,CD94,CD96,CD99,CX3CR1,ITGB7,Ig,KLRG1,TIGIT
healthy,0.211730646642681,0.30319850773863,0.614139045271416,-0.391491929418137,-0.125335273251742,-0.436653063398216,0.241592230182557,-0.135853577530434,-0.188214317860475,-0.171452505825233,0.153758689669877,0.146438813959025,-0.051128753923124,0.0490055463702359,0.419199476802521,-0.0264895039095143,-0.0878530685024267,-0.39055815642485,-0.561625136561375,0.174764178810136,-0.236723111830103,-0.0646786540815139,-0.230027126886212,-0.61524141358667,-0.294054858439611,0.531599455495926,0.221362033114437,-0.0736089361322371,-0.0314625923673215,0.231378876667239,-0.0127111272794671
healthy,0.0436520586226349,-0.338412006374002,-0.0473126273819459,0.245899505045784,-0.359676880694243,-0.334588250232219,-0.224061545254835,-0.386473552593626,0.476981788469582,-0.345051361455162,0.109687584360864,0.0356061116667085,-0.277735987522496,-0.384632119183968,-0.272492919679145,0.188662569626158,-0.37594697981533,-0.10948569500586,0.314327567240154,-0.599120328289784,0.0639432603861376,-0.399119742511941,-0.360240912259991,0.100570807882694,-0.276691332205147,-0.212602463065084,-0.44100088132537,-0.421057069869329,-0.307925806182743,-0.402875240710429,-0.313367928041406
healthy,0.0953164507820219,-0.433782518694277,-0.500970068664247,0.45705371882385,0.0288180621274047,0.257778626101739,-0.26618256779651,0.045974112855352,0.310870925445137,0.039162270317698,-0.0296403401602868,-0.152350339466408,0.166563852228678,0.0051198463257125,-0.0861909269941493,0.278140954182599,0.147536521026634,0.36064088691744,0.364256970203786,-0.456168635508194,0.481043651406379,-0.0008796971003356,0.201368801930348,0.382429668515177,0.464685303393312,-0.217070642080448,-0.148791684710797,-0.0287169704619627,-0.19816000802901,-0.277512298089987,-0.212034084384218
healthy,0.176540404775028,-0.150849099323519,0.427467863253563,0.007618322968173,-0.172310986582933,-0.286904168541015,0.384359954999131,-0.167660735299508,-0.0666346496886755,-0.242459953965849,0.0669943211557974,0.0381131216648123,-0.147031833243962,-0.0661143947713081,0.0839067878686426,0.1084128677075,-0.248057825543295,-0.142121313225762,-0.0212760945191169,0.184132550462505,-0.0814282387328311,-0.186183608991195,-0.283850226311198,0.114413916064163,-0.229871173224066,0.228137290969722,-0.0372208680403479,-0.192388039305084,0.006913976576226,-0.0029130037457912,0.0160397635483884
healthy,0.339741011642439,-0.158770997435176,-0.206628859802989,0.429815018148933,0.0931312737071837,0.307060465022715,-0.0031911753713371,0.0238313876317102,0.0663690565389935,0.0190527827568054,0.160690163809265,-0.35295572462323,0.104705263289657,0.157922787255802,0.0496800678170193,0.207532866073213,0.0945787024728355,0.323214709284379,0.368690795701984,-0.312539515808949,0.331937362096676,0.148050430225343,0.157874369066578,0.558291874438885,0.488290900038014,-0.191343283327933,-0.121008739997761,0.064493877463488,-0.189789875947051,0.105515654742957,0.128755278674184
healthy,-0.275920695232849,-0.083696670945404,-0.16066866647475,-0.513426890395777,-0.155413155406656,0.0267827354815215,-0.294953179385117,-0.061284958166889,-0.0759985905302186,-0.190037797969181,-0.137906686733253,-0.360331617668984,-0.370168361567679,-0.532128414846017,-0.169907303470824,-0.210133815238652,-0.402560000522504,-0.0073801971401541,-0.0100118679258196,-0.197992819258773,-0.131081640441373,-0.202519088128811,-0.261355900284398,0.0125756842008133,-0.0307791390588996,-0.478984899886766,-0.177371295436929,-0.506818022264801,-0.0639980121114172,-0.257250879604088,-0.16670150697844
healthy,-0.0137663199468236,0.246531759562787,0.273401847864081,0.0480247755349441,0.0249027523425638,-0.0181224444004468,0.0820706194776151,-0.141126429461187,-0.0817504768703442,0.0115044719663397,0.100016741148158,0.0815870483119777,-0.0224065725797475,0.0778151665699904,0.335877365202157,-0.136939541594822,0.0289990543116703,0.0424540563511438,0.282737528443146,0.300507526835966,0.0118357767992264,0.0552370459270363,0.034315826006752,0.277877202765504,0.0611922970841275,0.163413736176512,0.267663062449843,0.16853317612755,0.155838578592628,0.219259392548731,0.0416527244869505
healthy,0.209716683492119,-0.0616793906374742,0.416001644368853,-0.138150556960256,-0.0111464839566765,-0.16399649872209,0.0783811964947939,-0.0533590273552283,-0.278182052632667,-0.149169452486536,-0.291687631473184,0.342090562330338,0.0790008963702454,0.0262037219949728,-0.0457991819910748,-0.0652758306632674,-0.0741737709522308,-0.504956004633191,-0.558911179947083,-0.200878404595564,-0.364117172149303,0.0091249064923162,-0.0021734577329541,-0.206469810600458,-0.256305726150186,0.199050513082716,0.153066648472026,-0.0671164001558565,0.0068027580279731,0.230368133717292,0.0932400168346706
healthy,0.183199086703408,-0.0796371349303874,-0.100035790872961,0.15385551757282,0.0951787373247624,0.0838427767363978,-0.0805502700844531,0.152953708836056,0.339369565073613,-0.0261801151929521,-0.0350208301041129,0.0218716901568252,-0.116115685203157,-0.0378256021836412,0.0955980557953896,0.204055741357718,-0.0584526458787302,0.360466047228864,0.59530699932283,-0.0487759945704601,0.21063662120679,-0.0028015281275489,0.0209211288462106,0.13812776360244,0.254136025825077,0.0347167923570862,-0.16545629993034,0.00194619812058,0.0415487114301364,-0.0625610114444509,0.0457235470068173
healthy,0.0844112223400992,-0.242595394642107,-0.218755556949573,0.311472268034876,0.189570788989387,0.0269417349604057,0.163044887854952,0.049610196207494,-0.259525294812854,-0.0634032663355546,-0.197172892584063,-0.281663200695208,0.0194538973490812,0.0086068842785119,-0.0803187213505738,0.0020366958976948,-0.0554001177108145,0.231266070010531,0.21028712723261,0.0575186969762451,0.0106561113332085,0.106273111416894,0.0327073555454954,0.201633141880634,-0.171972806151383,0.0408285066986937,-0.168288866481565,0.298107095475156,-0.112667526481309,0.29581884758576,0.202355237650902
