group,B7,CD101,CD107a,CD11b,CD122,CD138,CD154,CD158b,CD16,CD197,CD1c,CD2,CD224,CD226,CD244,CD254,CD257,CD269,CD30,CD303,CD307d,CD319,CD326,CD335,CD336,CD337,CD38,CD45,CD45RA,CD49d,CD5,CD52,CD54,CD56,CD57,CD58,CD62L,CD69,CD70,CD82,CD94,CD95,CD96,CX3CR1,ITGB7,KLRG1,NLRP2,Podoplanin,TCR,TIGIT
healthy,-0.108735545379225,-0.0396585463827047,-0.0578333159779418,-0.171022179220252,0.0009769142083365,-0.128577058260217,-0.0488023102448222,0.447138828482066,0.523425852014585,-0.0261122254511914,-0.111939199551546,-0.461020358610059,-0.40243575329082,-0.124316243826556,0.161387429150201,-0.027366568608258,-0.0095584605649914,-0.114993667276104,-0.093743628477598,-0.0648696045369137,-0.0486504312325416,-0.0994714620405294,-0.0654954739274509,-0.471423815519633,-0.177518307516363,-0.187270378289658,0.298249268639763,-0.0045778520993763,0.198800065700891,-0.11717086679195,-0.0980159416997713,-0.151275742628963,-0.587948552890571,-0.674094856565753,0.200350194597414,0.124235923330508,-0.583566650882065,-0.0276043413443247,-0.0492608351756191,-0.134094724337803,-0.817906677103126,0.0817805194044647,-0.409288594785909,0.293538057808592,-0.0137991240179471,0.0208536779651436,-0.0251077096152706,-0.0318694510541388,-0.0807143439260471,-0.105200210987539
healthy,-0.656756033476661,-0.660898497917333,-0.666940654143801,-0.543429499589434,-0.0060109729585848,-0.64152448097518,-0.621416048980894,-0.266865653106076,0.0535361901945679,-0.646305655989703,-0.666644591313438,-0.231818997792003,-0.614438305103502,-0.604486800977388,-0.348045849787645,-0.621275739141574,-0.642573093615456,-0.619324109363663,-0.64183540392187,-0.639410312820454,-0.63522960406038,-0.616055060881128,-0.62981722916989,0.323229056500499,-0.645804502357269,0.0413104850563856,0.193150871175385,-0.678319305614432,-0.620910687440857,-0.630478827105666,-0.702197801977481,-0.645204713295474,-0.571711100898674,-0.187649583084508,-0.757294117557175,-0.660981648340299,-0.298937900365579,-0.60992499100083,-0.673683282521821,-0.651791617699015,-0.395192745588776,-0.702250886690666,-0.677751808286096,-0.605079447866751,-0.605183438114001,-0.746971521050223,-0.657363805266346,-0.686897159957665,-0.669969047896764,-0.723326650722919
healthy,-0.0681832698120866,-0.0992349121430703,-0.0224614610814601,-0.193289435202972,-0.209035591265022,-0.105356426740166,-0.175935830139328,0.297229936593708,0.438980647963177,-0.0814523184331989,-0.10060805584251,-0.57848752025842,-0.267028957448887,-0.249066550087578,0.0067771203844185,-0.182785589699188,0.0071861559058786,-0.125019351597207,-0.0974096588863486,-0.112425474988593,-0.0812265458491622,-0.0360310040422933,-0.0540415289616427,-0.494794618702962,-0.185857254162938,-0.074919040115805,-0.0459280167468051,-0.033111141632813,-0.0132875386023731,-0.298539374949206,-0.21320059725938,-0.298361556283478,-0.532684851292633,-0.600321056923855,0.105592828169554,0.0387611845903856,-0.609549989352987,-0.0408590463998952,-0.0599218987014613,-0.259433002586286,-0.740960681186501,-0.165005801856177,-0.535041020395169,0.228022702284229,-0.0387929386494463,0.207697744426688,-0.0874808026368611,-0.139022251594978,-0.184610415680697,-0.0437421729040352
healthy,-0.169836771497473,-0.151830993363857,-0.279512245020038,-0.0531685741071106,0.125456572892242,-0.260611271170129,-0.12926889054103,-0.187102950893423,-0.113862829974311,-0.197026485028296,-0.15363855862865,-0.174111041869618,-0.146883815975965,-0.287352074415498,-0.0998403376047238,-0.199013485984913,-0.165065948436609,-0.22756141591501,-0.110236997281456,-0.259069899870467,-0.215379920301179,-0.307010883662134,-0.173773694310438,0.211889175869757,-0.0983835644415113,-0.0225280766887971,0.223723026010546,-0.291032054683129,-0.225315941515659,-0.0467005630579913,-0.180062061670247,-0.177914907705691,0.103073390808338,-0.0268794018111167,-0.46301184233723,-0.287468286567993,0.100592872951159,-0.172648140416412,-0.273760469919418,-0.0340394031125524,-0.122907803693726,-0.352879416751274,-0.178998583526998,-0.247746947619134,-0.238426877193502,-0.488130264263955,-0.259519837905986,-0.280957615580065,-0.226497764170745,-0.167060007091229
healthy,-0.0634609864184853,0.0889869547796934,0.0643848289188732,-0.0433034909941747,-0.31839297201743,0.0372436609242575,-0.0527609273968696,0.174622163458104,0.212339997982219,-0.0692540724226758,0.0523988166357288,-0.276254330240903,-0.0722119023099772,-0.11124640238716,-0.0533987347828691,0.0799407052583127,-0.0692566429944582,0.0671387901171715,-0.062095431174196,0.0229712322678003,0.092062328409555,0.197486191098702,-0.020202364363756,-0.223385473363029,0.0341513064943408,-0.333774851319422,-0.0075104095675299,-0.10032599573082,-0.206303764775191,-0.0839117013621388,-0.0678777803139061,-0.0214483662959148,-0.109122590520248,-0.339865322459579,0.153956242162152,0.0430012517434918,-0.250649666088502,-0.158929873998257,-0.0290116324661279,0.0259968035792387,-0.597620035751114,-0.0576786494810602,-0.0766813324423112,-0.103276433330251,-0.0696184177937829,0.0388241194991842,-0.0495697250751029,0.163687501598528,-0.032876487409016,0.048375103582056
healthy,0.0352448650793085,-0.0267522469166912,-0.238838809221936,-0.224204704242915,-0.401907040792339,-0.0883888221750474,-0.12155669084932,-0.488225406388315,-0.0138984659435933,-0.148909092249804,-0.126620093503636,-0.0962801985539492,-0.233926834255168,-0.296753921387597,-0.226223678940579,-0.157578021276876,-0.0719811869146287,-0.186109711129944,0.006469198252825,0.007600391717882,0.106519613155845,-0.285387864035957,-0.012140805256137,-0.149631116567083,-0.155846705610717,0.003171996609878,-0.0234734683478983,-0.102625303256331,-0.218069239213576,-0.293879952861827,-0.11038360816109,-0.218442075655635,-0.0147903342281385,-0.195291286245116,-0.262563095991555,-0.246717672975628,0.013716784545316,-0.0094411945688345,-0.142846920838694,-0.123927176133646,-0.215738030686367,-0.0696458422019224,-0.134191894976458,-0.263012657408419,-0.11549859580956,-0.0381312452237006,-0.0018526022286785,-0.172095221372246,-0.183656247553056,-0.213507878199874
healthy,-0.107719436109073,0.0187964947261637,0.0487072102214667,-0.070321989385155,-0.546469315948568,-0.0373919148055394,0.0430073851869336,0.426924743842208,0.0116044276161261,0.101515569764697,0.0136070469728342,-0.156191386605699,-0.0577362939653714,0.214689174616755,-0.26085600372648,0.0389965756793014,0.119745942689263,-0.0327637792368011,0.0209560443314484,-0.113608385397156,0.0792437106573095,-0.0130977040962324,0.0360951820883143,-0.337874536458278,-0.0550649112032023,-0.232393007360264,-0.187302308908321,-0.0922963698780992,-0.342651143812862,-0.0961235775494567,-0.0264831904105767,0.0838678249715044,-0.352046105627429,-0.226135035166667,0.559278386830543,0.0700936047335301,-0.228711651862703,-0.0446742021183087,0.0584662317353344,-0.0497852856595324,-0.433439308613382,0.126139422996496,-0.0918148504793238,0.137657727580707,-0.141912179352816,-0.239642822920812,0.0203037695985666,0.054041869923007,0.0539457086558854,-0.0546550696319273
healthy,-0.117003688988259,0.0941474444621973,0.0515179731025417,0.128487653964155,-0.0929749684686105,0.125703015646325,-0.13998975879142,-0.208890086172689,-0.322785437220574,0.254126705369413,0.0007556387508097,-0.0198114629539956,0.265810891951198,0.0833971858331283,-0.376467971138741,0.0392878533019597,-0.0151973906490687,0.0862610009513425,0.212184372798344,0.129189626643991,0.139052851353882,-0.289373997131864,0.0275261235123225,0.0537847049732481,0.0711300873107459,-0.12762103420091,-0.123841790373973,0.010803104222759,-0.0333164131830278,0.0132176588675108,0.0201608287442699,0.296997130152972,0.173310218926241,0.0601622115414923,-0.0636713235363589,-0.126613123752012,0.13792990690084,0.0009532453413623,0.0834525813797946,0.0939145193461865,0.304847777810425,0.0444250992241403,0.129026509892855,-0.0290253655337863,-0.0067433154738526,0.157670844111373,0.137100210282552,-0.184239070844193,-0.0526813992696072,0.197362390119328
healthy,-0.028647362835871,-0.162774874773092,-0.126528757975623,-0.275062015228351,-0.190316023436628,-0.0975551107458162,-0.0598325051493549,0.0972449150869818,-0.003138341331046,-0.0779414134253851,-0.04894327208331,-0.344793860670616,-0.114501605448237,-0.128864702458058,-0.196740628630569,-0.0560633232621517,-0.0790119176291414,-0.062881884604217,-0.0304761133683944,-0.0839690509011718,-0.0844755008533374,-0.0941669337912888,-0.0429427400318817,-0.390972444585061,-0.0997950565850179,-0.230197366631108,0.0124545822714738,-0.167681838877508,-0.301217226981936,-0.170861324155425,-0.119804587668508,-0.0392725342667099,-0.394031863639886,-0.460524414613633,-0.0061229503478435,-0.092712668885176,-0.33546212633253,-0.0205894105484149,-0.115240598750816,-0.0911327315490111,-0.458584385249249,-0.0277829385815447,-0.292424493694285,-0.0391639139001229,-0.0384308236210782,-0.18246552411039,-0.0716665202915257,-0.0735776976285404,-0.0037515747740068,-0.123050326961682
healthy,-0.145127392992158,0.169792182946003,-0.0588150815852594,0.168716843375737,0.186145229157599,-0.129576306610751,-0.370271728434326,0.123203351299651,0.285272582581718,0.0332266685577961,0.0277973550694502,-0.0997699402750302,0.115180139101596,0.145799580353205,-0.0286001799937915,-0.0695287956809103,0.02478321979098,0.0481031914512705,-0.138868022782159,-0.0623332021831938,0.106837663449908,-0.0967791108915681,0.0054265050392879,0.352826806211286,-0.0603141912400342,0.0331994372858186,0.326520610143787,0.0963049786961348,-0.0059079165466134,0.155381384960907,-0.0578008186838911,0.0546787207105775,-0.0365035355261378,-0.0138319847932179,-0.0857613593222648,-0.0358333689321497,-0.16222607245267,-0.0814856191885493,-0.147457799657942,0.0626233762232502,-0.0600602087801728,-0.218563082093073,0.0746754457353068,0.0953164652026633,-0.11868794264522,-0.101669280285223,-0.0323910842935723,0.0138143533624324,-0.121502283544598,-0.177558354123358
