group,B7,CD107a,CD122,CD138,CD154,CD169,CD197,CD1c,CD223,CD224,CD254,CD257,CD269,CD30,CD303,CD307d,CD326,CD335,CD336,CD38,CD57,CD58,CD62L,CD69,CD70,CD82,CD88,CD94,CD95,Mac,NLRP2,Podoplanin
healthy,0.0932950509109907,0.0029302040084266,-0.0333352475214337,0.170856897166342,0.14278631404735,0.0707325347984051,-0.0007275820582719,0.109949161469201,0.160905960318076,0.468820618910513,0.0425350977016608,0.0455149473064382,0.0782730696807304,0.0665178570152631,0.0677676458804367,0.0441858604324863,0.137928813896971,0.411603084800499,0.221992162726113,-0.0834938528161556,-0.317272584137479,-0.103671301755642,0.63364550370003,0.145654148126674,0.0944790150541581,0.124332424732134,0.0937618320406322,0.648969666011997,-0.0065281994088788,0.153033303313393,0.0506844894762352,-0.0029364513127122
healthy,0.763558325624794,0.758390264724968,0.201984875305634,0.773058407545629,0.749011838669238,0.705133217351614,0.753472130930215,0.824986944583654,0.73540213233454,0.743699305343186,0.775219580099926,0.765610549903552,0.765503389524631,0.79422687681769,0.742686569686778,0.728097845596917,0.797099618730556,-0.0742763875131277,0.74008666095957,0.219339381745467,0.572008248801724,0.758459332871202,0.270433238444787,0.727397633566127,0.777473738247053,0.743949057636438,0.710636404935886,0.373767961881947,0.720754696200037,0.712177083672924,0.729688334389552,0.77281717522584
healthy,0.0030605340591252,-0.0223074144076983,0.136755923551157,0.0751339607600014,0.134269165852479,0.029702423857908,-0.0059133743091808,0.0709866498258793,0.0322298919058042,0.283977166062335,0.0186612127029956,0.0238936571685688,0.0099787245072873,0.136530704877014,0.0669994957806177,0.0674829517107439,0.0310176274521479,0.496939942370082,0.107944742729143,-0.0320109949739717,-0.574896176189416,-0.121437605024218,0.513291454287341,0.0327019613412369,0.0496027253449728,0.183785276327473,0.0246819607343406,0.393779199615427,0.0539068640665886,0.133230957406286,0.0396803086539754,0.0805158313538838
healthy,0.0063665216734987,-0.0157546995952608,-0.265240465682729,-0.0048250856944361,-0.0109057917775336,-0.166169739620912,0.0079826653806747,-0.129576509438586,-0.0338554505623217,-0.220288365809052,9.41336951534035e-05,-0.0559297372689742,0.0388697712386031,-0.003421493514447,0.069611525036968,0.0656784061564438,-0.0410839703896756,-0.420994697810702,-0.0302318385617946,-0.251499105364674,0.704645582019496,0.0760501967918971,-0.289369523864916,-0.126469155814231,-0.0265873861187747,-0.169328101186932,0.0307409746502086,-0.206433477688725,0.329577602937155,-0.0278075982219435,-0.0366380666756138,0.0589077917178885
healthy,0.0931129742880914,0.0902518047739382,0.208807357018419,0.152899324866638,0.359575077606555,0.173073557936631,0.142683860736009,0.0392428887285226,0.125822922270102,0.309988731677308,-0.0355154120649614,0.1947788876318,0.223588257368985,0.0880328772494219,0.199470896899481,-0.0511666813946916,0.0584551101123044,0.0170182838998592,0.259808935560475,-0.267736243121113,-0.0484898533645603,-0.0098942857142006,-0.0339790247691192,0.119383135470922,0.0695374827568132,0.142234208083676,0.157074700970492,-0.0153928376052834,0.0955668403331335,0.135764947030613,0.205255578419427,0.124727100586381
healthy,0.257817412109385,0.221770634417463,0.322816990796697,0.149156615756299,0.100804251621818,0.11325908692883,0.164843749359343,0.143633276001799,0.214410527337547,0.373038150068955,0.217906549333213,0.0720535378954453,0.198613932924179,0.123630219462603,0.207860610713896,-0.113255139711952,0.114108201299768,0.086278991002927,0.236523345130643,-0.236775202299893,0.160756158206781,0.176308860226541,0.335106447949019,-0.0968500101807426,0.297743295049291,0.157554863484662,0.231944561433062,0.5091731542472,0.183260210231637,0.318617229510007,0.123116074657183,0.29155353528936
healthy,-0.0376192868600652,0.103466379468494,-0.322282874621345,0.0776964782193777,0.103476976541924,0.0382227597084159,0.16166052824876,0.1603655412148,0.0311753420187184,-0.015179410440352,0.0996863202475136,0.0409634882276081,0.0692180238377257,0.0659822034441294,-0.0655673115943567,0.100720179211916,0.0307680585922522,-0.248190345217235,0.0104206248265524,-0.183740959208213,0.0690625981101119,0.0552895823904095,0.045933585299613,0.109544993520413,0.233115239108977,-0.0064080268222248,-0.0371120835853391,0.275320554477956,0.236328351059945,0.0572030944644933,-0.0353749629720133,0.125379702730999
healthy,-0.104353685379878,-0.0386542137928445,-0.0361974124018772,-0.0350045694696627,0.0607656321125101,0.0806099259332029,-0.0080150445796449,-0.0964307252251466,-0.103680838220364,-0.328418691501911,-0.0725608833035049,-0.0899916768421034,-0.0549115129583028,-0.0206472124043337,0.108312572190889,-0.138022291377852,-0.105351419073986,-0.424406180640569,-0.101644959417209,0.0700323158933465,-0.407838225434403,0.0920485368467445,-0.176504946327709,0.0401140145552638,-0.0921357290188476,-0.0840940954905901,-0.173428390249927,-0.1320655143988,0.0634001093589399,-0.189939078957584,0.0088759887956918,0.0767876391594528
healthy,0.0665945414481632,0.0224354907711843,0.0974834411935621,0.0082510902021372,-0.0034566072038647,0.0074185619493088,-0.0163653441469322,0.026773690869054,0.0135202482598711,0.114386319986052,-0.0247384612764076,0.0403848348772427,-0.0253349607329101,-0.107108196921194,-0.0887240607271795,-0.0657819306376368,0.087249516688833,0.505942534861325,0.13686969402329,-0.0653311116976236,-0.029898566398776,-0.0173050829167853,0.746940923751558,-0.0254401273187471,0.0135012796000415,0.159505133738277,-0.0405752757335264,0.430329655423687,-0.0623929707913451,0.0836271073108895,-0.0344004622244237,0.0165712624154876
healthy,0.158880199373079,0.223440781767329,-0.171469099775316,0.238417666877135,0.242237525038338,0.17016624332123,0.208102038399195,-0.0648426968811761,0.15466514085441,0.244333358822709,-0.125430779051072,-0.142038936973041,0.236252128800622,-0.0018341703463671,0.202979147751192,0.289937340103142,0.18481175032055,-0.139892403616458,0.105363203049706,-0.138534504756196,0.127454941896582,0.134599252136131,-0.208500821179548,0.232497979736183,0.339238870331948,-0.0732215873401324,0.273331100312112,-0.143367050290196,0.0902961523067213,0.320176527573701,-0.0555250731839572,0.0945395691004451
