group,CD11b,CD11c,CD122,CD154,CD158b,CD16,CD1c,CD2,CD244,CD254,CD269,CD319,CD335,CD336,CD337,CD366,CD38,CD45RA,CD47,CD49d,CD49f,CD5,CD54,CD56,CD57,CD58,CD62L,CD69,CD94,CD99,ITGB7,Ig,KLRG1,TCR
healthy,-0.211199999422921,-0.04174926110879,-0.0960361443640505,-0.0819780615027974,0.347203590421164,0.346182179322252,-0.126157340076121,-0.423612740613686,-0.0396100490173587,-0.0843172334667446,-0.145201546979744,-0.0663725511718948,-0.415355626292528,-0.209461534803402,-0.282450963969961,0.0627224269372643,0.451846859087209,0.120188734188975,0.10748398988113,-0.203764880650432,-0.23310251536085,-0.130005768892087,-0.554274213649328,-0.53359436391791,-0.002881973841799,-0.0053612271964695,-0.42923274496029,-0.101962364992419,-0.620493291612632,0.204135630652765,-0.0573329578053059,-0.0315986864524953,-0.381509841846184,-0.117785485211933
healthy,0.260704659004273,0.197899852759127,-0.187431316367361,0.363188249102811,0.102266009863601,-0.486092850086313,0.430930635629717,0.207533375820896,-0.0442956113356895,0.396501606465283,0.382873206921454,0.323888826774043,-0.247408224208431,0.372244933822735,-0.201326445273235,0.23311829971678,-0.403741824281964,0.237069849187457,0.0703545479651756,0.430546147604884,-0.0841945904894795,0.424736331253392,0.397280000870204,0.198204348283667,0.480925026813613,0.361564718162287,0.302692219797897,0.358984543471596,0.532437193927309,0.0096300846611855,0.341636631296374,0.268242850438598,0.509419583346601,0.392273267156632
healthy,-0.032395184943325,0.0735691950388148,-0.266693596882878,0.0410891476727521,-0.112473457931509,-0.377525290979038,0.133011107467923,0.215413424519041,-0.424418000064589,0.0512129730117908,0.0338318650812411,0.0335790004441084,-0.262748617915365,0.0221425014884706,-0.290914084074655,-0.156376763634106,-0.270173971055443,-0.140605593690932,-0.0495728862341977,-0.0859981920323359,-0.367504182644804,0.0469982986150798,-0.0247355069464283,0.312258437172086,0.201044194612069,-0.0818472412993215,0.151892478061547,-0.0727385715014882,0.264793030863849,-0.325138997939666,-0.113793125082928,-0.0786237679182171,-0.304489292157948,0.113058204883331
healthy,-0.252444080084321,-0.30431787077892,-0.509177756146037,0.0475955271026155,-0.0159650035743947,0.470153113789642,-0.0981579972092334,-0.120553792158015,-0.0508948685909097,-0.030178528289836,0.0411731589668587,0.0428857382210527,-0.611201581960692,-0.0692138255709253,-0.528665996884436,-0.0194781440079706,-0.308393524899756,0.354614220928159,-0.0222998855161383,0.0569065959496962,-0.414235268996228,0.0245709054486005,-0.469606939737606,-0.550668395472764,0.730141664707935,0.115443145436615,-0.439824517396115,-0.0095369344113054,-0.487947116992794,0.428675428293761,-0.0285887611044294,0.0467192278911004,0.34543150478312,-0.0618359252336001
healthy,-0.0400598002469613,0.139693631949554,0.146049506016284,0.139446783930986,-0.249361751028326,-0.324636472547176,-0.217635691735021,0.128615436492113,-0.221993904892782,-0.162394790003744,0.143954648107133,-0.0117020907166937,0.169471868277383,0.0303642663717598,0.15712335669279,-0.144347086616117,-0.0154738064269691,-0.147339802496078,0.0982219846255804,-0.0062830180092852,0.204676870765495,-0.0395715201902677,0.198513739184161,0.053573496382494,-0.0768629939932521,0.0905035660799509,0.426758097320452,0.248469974712938,0.353492504767429,-0.290012038974623,0.142034960456585,-0.152621274563092,-0.110511536921306,0.0017032656978513
healthy,-0.253328124784045,-0.128883642066543,-0.297891823928654,-0.260556669277981,-0.1716852798575,-0.0953691281558494,-0.267078318141185,-0.473000757326853,-0.142771245063847,-0.263875618627407,-0.128043231172965,-0.292892238137423,-0.32999860891018,-0.154214563347788,0.0392064794244643,-0.127331403118364,0.007059294891458,-0.256156674829646,-0.120513408583305,-0.112383170022473,-0.196052567587623,-0.178025682700048,-0.16291822611825,-0.177070883853957,0.053131464967115,-0.116610822058388,0.0353988898998089,-0.247413103264677,0.0601195461704757,-0.192977061806352,-0.0261940435600317,-0.147484387582571,-0.328814477226472,-0.189984250463994
healthy,-0.127051545919671,-0.126211354752769,-0.265744984351222,-0.161342320923679,0.301519271161074,-0.0942079945516972,0.0596387138276824,-0.0355690511669613,-0.0437032628265098,0.170677405295824,-0.0281241288312694,-0.0083098743371038,-0.397022116970333,0.0315593959828661,-0.354809750249148,0.100864233646779,-0.076627296126691,-0.015938423736651,-0.0939447058656838,-0.0785315992008838,-0.328762655138837,-0.055929901294887,-0.181127098315675,-0.138597376886039,0.463643867920345,0.0528270669269112,-0.578426081106695,-0.0595188937554415,0.0200606498803219,0.0891812630745452,-0.0318269095432431,0.0563080360917943,0.0225210592848824,-0.0680762176150993
healthy,-0.0189509909519681,0.038173385366829,0.0781381583662441,-0.122419013963695,0.0314766111077409,-0.283825127916005,-0.0150514122406073,-0.521857963762267,-0.21091244843098,-0.15838701644397,-0.1883614455018,-0.139107400252015,0.152991782821939,-0.0699498075986749,-0.0509421357226167,-0.414823639861861,-0.0801008855288563,0.0339792578833,-0.0806012390193378,-0.123803940976087,-0.258897970835548,-0.232188916475161,0.0556048942240824,-0.0493426466589296,-0.316111821408235,-0.241607064666679,-0.289907973923914,-0.190592080779233,-0.125033064329971,-0.121209773571078,-0.0790666866838722,-0.114704728514555,-0.185110761796434,-0.186310019289496
healthy,0.0198856352345998,-0.0802812102595915,-0.0375773888864399,0.0696769942360679,-0.22450530525574,-0.561764547381158,-0.0886423784686705,0.247611496066576,-0.15502966348449,0.049877473789974,0.0096938780727316,0.0284188997128274,0.0865772346372252,0.0833349146072609,-0.16579860008276,0.0768329663002795,-0.482461334525429,0.109981190604978,-0.149537417584183,-0.0911545023272607,-0.123971487860096,0.04567104143877,0.283421023355426,0.132468488473572,-0.0052927164206451,-0.0462992791617694,0.452139154659374,0.0180304367298599,0.323382777858572,-0.258300482623676,-0.0704180786872288,-0.10542564476144,0.164451887293698,-0.0572229892936926
healthy,-0.330638574055305,-0.269562608904196,-0.237404962032076,-0.0731305730393793,-0.104615628437798,0.0227914747746878,0.233314104324759,-0.379609516522249,-0.350156196539007,-0.123966741364793,-0.0475541270223635,-0.23900540233466,-0.378260233791391,-0.255698191031694,-0.379803953455743,-0.0601441383881596,-0.197601457194006,-0.297123935484799,-0.0708048846323599,-0.165403236732366,-0.263645596999516,-0.068823015122323,-0.436596318131769,-0.353137995476448,-0.166287535089008,-0.243072674171623,-0.222226308763331,0.0567503111543691,-0.423514177759705,-0.135774164045583,0.15592389210212,-0.085197473400725,-0.241703035265299,-0.11812771088835
