group,CD11b,CD11c,CD122,CD154,CD158b,CD16,CD2,CD223,CD226,CD244,CD269,CD319,CD335,CD337,CD366,CD38,CD45,CD45RA,CD47,CD49f,CD5,CD54,CD56,CD57,CD62L,CD82,CD94,CD95,CD99,CX3CR1,KLRG1,Mac,TCR
healthy,-0.0077167828655697,0.250647800215053,-0.0610406324152109,0.0380937162948699,-0.367696769010403,-0.593054087532517,0.423844887437208,0.10729864528067,-0.0928032544424121,-0.230840474923524,-0.032331203140491,-0.0406753892112481,0.544155020899635,0.105770920913467,0.120707555219833,-0.0155643097468964,-0.0887179640249556,-0.398893981487698,-0.164287959847332,0.138484813430277,0.0406098180207309,0.455344041222145,0.510139678528059,-0.241311864366768,0.459635679259799,0.0710815269394412,0.611489580109405,-0.0683076241059309,-0.488762149699162,-0.451664891730227,-0.202256008829516,0.150392562604134,0.0425746964533501
healthy,-0.243818296978359,-0.191613637263879,-0.235746325409929,-0.220845975692154,-0.347221683928614,-0.0899012529459932,0.0860852237696448,-0.225511594707732,-0.219679462218376,-0.218169434752313,-0.260046176264589,-0.236570099421412,0.4043401587786,-0.0066322510531419,-0.217787355062646,0.0538199068033254,-0.32925038341269,-0.319235146694321,-0.205651067440876,0.0609652255829742,-0.231488660606286,-0.15779970496317,0.103476861580436,-0.310769005237232,0.220975819085334,-0.230545235496177,0.366954536718668,-0.24737807543981,-0.270688034360707,-0.263552410858858,-0.388113593086219,-0.227448548710141,-0.231737087095197
healthy,-0.173789254723058,0.0889536668364554,-0.0581754253139025,-0.0032334506574659,-0.503725950319919,-0.565605880095235,0.138508719449157,0.0950588524314831,-0.0459670270469256,-0.538556574268588,-0.123083169564702,-0.113090974828599,0.248103357129675,-0.16332409061639,-0.0888651430321224,-0.136669022042939,-0.269333391182729,-0.127579280158759,-0.29068222858704,-0.0440048616375218,-0.0925757170252551,0.187155378379225,0.142217735810475,-0.238148465122634,0.384868629075851,-0.0615997708093144,0.349558628881446,-0.178755117052921,-0.487909021444928,-0.208952292354064,-0.422396553491462,0.0578569768044497,-0.0656424756129421
healthy,-0.0578712033160078,0.212392020464647,-0.0059948275193989,-0.139494285623341,-0.10851299879429,0.166368153437463,-0.424878148117653,-0.176383614846806,-0.358318958427642,-0.0220759648495358,-0.171851273304378,-0.171306308780663,0.196281504932418,0.116665567283059,-0.0423600600903973,0.286396592649007,-0.33350792145465,-0.0402191608227327,-0.109775989783369,-0.0666479652138618,-0.254019312521875,-0.188831373060338,-0.213723819325047,-0.371019843044018,-0.13183122996578,-0.112028673875096,-0.325887611040733,-0.367852608548124,-0.132555596976905,-0.0040689065232913,-0.562377540853624,-0.146485136933568,-0.169889638371233
healthy,-0.106655840560273,0.198326591318075,0.0284529666201116,0.0709568016454011,0.0720645571189169,-0.052298248876829,0.0177320213893297,0.0762185145654529,-0.131297096409146,-0.0282282141519919,-0.0669833139065139,-0.126724713423858,-0.0396142114791592,-0.161404573463429,-0.0022517342961619,0.317580410433221,-0.0454957137506046,-0.166607030182726,0.0866295404362568,-0.0174523736735009,-0.068763121573718,-0.137014687850353,-0.528166261917461,-0.209558435513846,-0.266447305006839,-0.142943266577248,-0.498071038989395,0.0184948410244706,0.0367762390138548,-0.10318174761915,-0.151799956639217,-0.0740769906166306,0.0539566897555415
healthy,0.0903102832706194,0.202714437492641,-0.0444007722224158,-0.0763446259960226,-0.323719227108012,-0.617127890397717,0.282045405205364,0.0787109918180817,-0.0159466374959995,-0.440361815068879,0.0987520916199701,-0.112035239090783,-0.203840948630017,-0.372190957665218,-0.0343417584468988,-0.287878195711808,0.0501048081748661,-0.293975257959014,-0.1736078852793,0.121882850284409,0.298520191287879,0.315619445039431,0.407276501744718,0.0491596553262585,0.360006634203494,0.322444095927214,0.0666092571611451,0.0527697987258508,-0.332863027158318,-0.280051570171338,-0.030307472933771,0.129734478588095,0.0020562215693814
healthy,-0.294060983380576,-0.355448782355796,0.0107089062493005,-0.0937888686604245,-0.529955228688443,-0.412772543899253,0.314343128802907,-0.0436240844073797,-0.279696129254053,-0.194939314926139,-0.062180697299395,-0.123202463629399,-0.0557959627803914,0.187209863307951,-0.246919208848488,-0.0536402611716911,-0.050926896696587,-0.219526151241405,-0.0637839808625056,0.290463588579682,-0.0418477253936725,0.092194123393431,-0.0259089638696441,-0.310227056320579,0.278484707914434,0.0098362456292925,0.122261158645573,-0.0833959524654333,-0.306488226995189,-0.110530983954072,0.039708398001626,-0.0642504942267344,-0.0078569225851577
healthy,-0.292865424945383,0.0638091770040406,-0.217694525178724,-0.2497692264758,0.111363811076294,-0.218326029517915,-0.218977385482462,0.0544004715926863,-0.113081066659699,-0.322463176650843,-0.007313327808183,-0.243038080636025,0.144697516217953,-0.230568085223616,-0.121203040774703,-0.133099056324567,-0.316005778086089,-0.372684835918287,-0.208379501158733,-0.278581462313748,-0.241835308473876,0.0328107027902075,-0.208361480152513,-0.0619333119497393,0.0214654974766759,-0.0665487106176281,-0.128607757771424,-0.0945001345979954,-0.314844801886146,-0.228449107960703,-0.53363307878768,-0.0369924182499905,-0.145286256622647
healthy,0.0449305449907392,0.123385566303216,0.0410800281484118,-0.0046056822182017,-0.392275670185794,-0.54360755158757,0.41185729943988,0.0137811522501655,-0.132282322843187,-0.218047688827896,0.0501532916213144,-0.0846312383174428,0.513298569303718,0.132742710320451,-0.0440056127698507,-0.0907588871374326,-0.0258358638256052,-0.117352716018761,-0.148551266354272,0.0962585126208979,0.118620367271046,0.459219390831219,0.208334660975935,-0.23232850869679,0.622597044212091,0.157778684429934,0.500890355913741,-0.0477144960800235,-0.259912067486638,-0.203463985133076,-0.0048715690367978,0.0956169754492936,-0.0098430371549149
healthy,0.0998181567290273,0.0539263868328933,0.01307106113105,0.0038990403952329,-0.0714424901588912,0.348969429466042,-0.34549785460266,0.14050693831978,0.0216318082461746,-0.0398237905575053,0.038357297838172,0.145177295002731,0.0291791711174566,0.0532488916960815,0.222312212857736,0.33186626754238,-0.0835268690338841,-0.063846360374065,0.0481531406606586,0.0125780884727935,0.0628913561486995,-0.247267385395875,-0.183689782013326,0.17231696345801,-0.116835720272567,-0.0851755896784888,-0.331809159118684,-0.108973392266269,0.11455492553391,0.128354613196889,0.218105974335682,0.0857867337144277,0.0174824065097252
