group,B7,CD107a,CD11b,CD11c,CD122,CD138,CD154,CD158b,CD16,CD169,CD197,CD1c,CD223,CD224,CD254,CD257,CD269,CD30,CD303,CD307d,CD319,CD326,CD335,CD336,CD337,CD38,CD4,CD45RA,CD49f,CD54,CD56,CD57,CD58,CD62L,CD69,CD70,CD88,CD94,CD95,CX3CR1,ITGB7,NLRP2,Podoplanin
healthy,-0.133973703021377,-0.0563924512573121,-0.125749221233318,-0.209505115956691,0.0343329297722608,-0.124769335015293,-0.0130848653239713,0.265937030561929,0.533905765450277,-0.0252604403880402,0.0025433713746734,-0.0625810621662792,-0.0635461331102269,-0.394275649495715,-0.0124302815338169,-0.0127611742356487,-0.0523162391712109,-0.140622784542554,0.0002441682573166,-0.0530507049298645,0.0264039091055098,-0.0420703382099383,-0.544789457392989,-0.16652867612753,-0.124005946049747,0.253021801595125,-0.0168482572868808,0.268643033006261,-0.190942296065517,-0.578929211187068,-0.690472803250725,0.234353608958221,0.121574912192177,-0.576564967299027,-0.0837498978199928,-0.0564801790869099,-0.0824635060973663,-0.832239670743771,0.0910016836167056,0.322259625419152,0.0497378526339627,-0.0271840896223916,0.0375275046715823
healthy,0.628792514011655,0.671438995946974,0.491737195149883,0.454539703738633,0.104742507972247,0.662205458742376,0.631964052605807,0.414895220919632,0.106775160981824,0.598980403135157,0.644276489201047,0.662824400682247,0.612908844829131,0.561485396985525,0.636565833227971,0.638363836573739,0.630773334211517,0.625669545823138,0.613441838429761,0.606339712556393,0.634818926813037,0.647265249037023,-0.360161357414911,0.600083518994826,0.0230601291274485,0.101482746808016,0.463741975897581,0.473187815588174,-0.133556639658818,0.361424339808095,-0.0721407772574846,0.631037741826889,0.65753966512237,-0.0229148760168418,0.637471283153031,0.618533335497912,0.600267162901088,-0.0447939331400993,0.622102484938621,0.671669384039289,0.630306015203118,0.635269906446731,0.648720272190056
healthy,-0.0631378273161112,-0.0286110910412556,-0.175906942450467,-0.39567774401765,-0.172454858058733,-0.0805751908236617,-0.164517969451866,0.222690230834005,0.506465374286403,-0.070517410950826,-0.100063390810276,-0.092745308983594,-0.0284130153003938,-0.287085991677287,-0.0939291894139738,0.0336975242344294,-0.106959516491117,-0.0884503205867957,-0.0777287638250428,-0.0554131990188655,0.135778594725105,-0.0446885434670133,-0.466866732776339,-0.151081928142609,-0.0003929086144665,0.0622573162447555,-0.160250422281758,0.11030003653707,-0.180989092248677,-0.56797539984498,-0.683561483067394,0.237605571597971,0.107486394852169,-0.588594728543299,-0.0155659392787732,-0.0548060222814064,-0.0287938936995278,-0.655866898863784,-0.0910684315625035,0.250248649302702,-0.0927707279538997,-0.0805793355301672,-0.138763509535495
healthy,-0.113055751989538,-0.0270568229949778,-0.26508198264489,-0.33942646857136,-0.526104013145202,-0.068251341836318,-0.108513135077011,-0.10954013468754,0.250708163984931,-0.144563213431182,-0.0529549551963368,-0.253292408528565,-0.0547063428987145,-0.315982729169416,-0.153460288197832,-0.196807028173555,-0.053671265064334,-0.120835452848504,-0.0251024321494561,-0.0941341096056079,-0.0954188551371898,-0.125566840149473,-0.434413370940145,-0.143581203639806,-0.490864398387941,-0.55017907514509,-0.0671363194222109,0.0898414755115046,-0.303679222346288,-0.236806327556958,-0.252218758448607,0.680099037761561,-0.0909340664845356,-0.140667825710678,-0.191483124375848,-0.186497189272055,-0.10324920081419,-0.209260849794976,0.217455698364032,-0.0219433861697073,-0.130679974873815,-0.14026783025435,-0.0664553540477886
healthy,0.135893019232033,0.0331656692118151,0.104755605338483,-0.148802189436968,0.0588289237455242,0.0279429989988871,-0.126581852586121,0.162201470601752,0.350047152994297,0.0584644471130438,0.006163364919263,0.0262599239553197,-0.132861652616053,-0.164533227666294,0.0906971174701331,-0.0147286271759575,-0.0174276181851746,-0.0931765630040644,-0.0424361224154432,-0.130441372473124,0.046316618748619,0.0546795218694477,-0.130878496612735,0.164795646692167,-0.0362772545662415,-0.0891574776336304,0.0455260670501203,0.171401531540209,-0.221182432918289,-0.0980713365625538,0.315564230628414,0.289977000919619,-0.0353091853838109,-0.0084462147283239,-0.0776934095553099,-0.112916676262463,-0.161716043561216,0.280440579822283,-0.0445471839952856,0.137991986399908,-0.0513641116307259,0.0875040048165678,-0.0412326445924513
healthy,-0.340500301954861,-0.0445900284864812,-0.149252854666346,-0.0164344728336722,0.0002179824605468,-0.0275138813507053,0.0216499685660363,0.258688217663322,0.402327961799431,-0.0455717036163338,-0.0475573540693091,0.0286232074115496,0.132080456090115,-0.210280890104765,-0.0336699147625162,-0.174156849823377,-0.250483007954389,-0.153875039233669,-0.0745351298222968,0.0108042357795922,0.18295474075222,-0.190772007654502,0.332162509665178,-0.206313459600446,0.0772103061058469,0.31285204554567,-0.110773754575535,0.331726627966706,-0.265456209038709,-0.448492933510036,-0.13205489174504,-0.09309165262998,-0.0745904682232502,-0.344121639122729,0.130982913074303,-0.249867208860862,-0.106621388315128,-0.37701632075518,-0.206341794358102,0.194130012745524,-0.267978937854032,-0.100917637333017,-0.0535775241001483
healthy,-0.0260080372163122,0.112885635644404,-0.0445988766687826,0.115771181792245,-0.461686161362218,0.0478579908854886,-0.0322427468461237,0.200476717776756,-0.0830349802923789,0.0925061747692474,-0.0095257454030221,0.0434557947265468,0.212429965852793,-0.0349869644646455,0.19349301731391,0.241874770756937,0.0425125708480472,0.152729080130404,0.0621505563105433,0.0177543274144464,0.0874531734462204,0.0282259731742221,-0.444205253638353,0.0346078065706124,-0.168356975906498,-0.345594183913107,0.0966521772517896,-0.228628251361084,-0.241522608523934,-0.0852042624819461,-0.20751618628905,0.293421629820985,-0.106212876562772,-0.091838818147269,-0.0143262209715656,0.129762459978835,-0.0293559840630365,-0.0637412304018521,0.0936530342725773,-0.0282981166276685,0.0077796940608029,-0.0072490035897351,0.123943112007696
healthy,0.0424379066318694,-0.0493052806295463,-0.0900455089796622,0.286746585413281,-0.316953642944212,-0.0707762631573871,-0.223907234088756,0.0063541912004796,-0.434321210576814,-0.0536841965558693,-0.0055787241516332,0.0721205467594202,0.173357519732117,0.277260181527974,0.0029507937121634,0.0584059645426796,-0.0193430533270575,0.0558366204266222,0.104816769596368,0.0807803138185381,-0.251135127500538,0.094109538983777,0.266560679866512,0.0885756823807379,-0.0250012415237063,-0.287741296154967,-0.0568261655454319,-0.1203458257397,-0.0838243570406486,0.387258762977641,0.0698002553709995,-0.0329247615521313,-0.198240609042492,0.180523824174199,-0.102871059755352,0.100701335479183,0.0183517612961109,0.305005317684946,-0.0869117677321804,-0.165002572899935,-0.212081591033339,-0.0714245170666677,-0.198101207503202
healthy,0.060239347236459,0.0046213446641421,-0.139206446208303,0.0867535861381923,-0.224948534607972,-0.131343069771072,-0.0171886665473791,0.168442919994536,-0.0072433141876057,0.0231514988114002,0.0277065570661505,-0.0426230054270397,-0.1325673104852,-0.110280286517465,-0.0988228191874157,-0.0087613839478247,0.0105686673650243,-0.0637462186117896,-0.084308782755725,-0.210405694177382,0.0972935968365399,0.0414403140094635,-0.417386292735921,0.0278768583629636,-0.244416099257127,0.0907658177908844,0.0118069409851766,-0.165412210322657,-0.217565785489631,-0.229561942667927,-0.467643188160861,0.0311196156575698,0.0468938517441543,-0.128144408309406,-0.0748018131877178,-0.0685695330393148,0.0124987636737935,-0.350056187949129,-0.0125154602371166,0.0941509081876812,-0.111014693901826,-0.0442150534232193,0.0140743861416456
healthy,0.129162777324694,0.242737473017014,0.230444808081766,0.152324928129294,0.0173569348657249,0.152774810936626,0.356749342184486,-0.0077615246326465,0.010633181502359,0.185458662610034,-0.0014541021093165,0.288727271998741,0.330684631275746,0.191205430792902,0.417995753849938,0.148473543092563,0.182315127792215,0.249967559622806,0.212359008521569,0.170399420687573,0.161865133845839,0.31075152864094,-0.0928568112524456,0.308958994136957,0.140935368416265,0.0239529856278819,-0.0638533254965684,-0.0158679487649676,0.0177507847485291,0.143857815111446,0.353564645223309,0.155501178105935,0.200263879359663,0.167757886147207,0.358122729822575,0.364915088594065,0.221645714832472,0.621926452114006,0.308277175592622,-0.107000584191063,0.253838371786947,0.264920921188758,0.2192803502074
