group,CD101,CD107a,CD11c,CD122,CD138,CD158b,CD16,CD2,CD305,CD335,CD337,CD35,CD38,CD4,CD49f,CD52,CD54,CD56,CD57,CD58,CD62L,CD70,CD82,CD88,CD94,CD96,CD99,ITGB7,KLRG1,TIGIT
healthy,0.0413692840973817,-0.054598335093187,0.245045260579053,-0.153793068122053,0.117632070300817,-0.133556900809508,-0.411286188615092,0.150117269661345,-0.0316722168823926,0.158115270145732,-0.295959967762804,-0.0093347117744401,0.111095473750599,0.0617172374900823,-0.0297477202422014,0.196654291310375,0.227655635506929,0.2260589997139,0.0265853827862602,-0.116945449382614,0.490577281492813,0.0092749297853954,0.127418886619281,0.0583348611390981,0.175558144283083,0.159632226585855,-0.458734374589205,-0.116846938872168,-0.54561091460269,-0.0039239102796248
healthy,0.2454866497361,0.282948771606453,-0.0128298819832298,-0.446998375821072,0.201359818638194,0.252142261036194,-0.276936890739249,-0.0698743430222172,-0.197871206556407,-0.182620312572122,-0.218372902901736,0.194701459716578,-0.39858326248342,0.132995567853953,-0.13820647203417,0.210555451174443,0.156087054481677,-0.0263130413615228,0.339903578107702,0.208439741621001,-0.0255882651156986,0.19691487780425,0.228642172147515,0.239818094710379,0.297073353032495,0.270722526915062,0.0076643712779043,0.226262258843126,0.300951553847854,0.301076395909487
healthy,-0.0498004234809765,0.0168914617433002,-0.398109149956845,-0.149642948025216,-0.0650462922324451,0.273151910491881,0.495223483062917,-0.432398621138976,0.154422371733118,-0.438323463010148,0.13012782800527,-0.161729668933416,-0.0260841138920151,-0.0420313257638149,-0.0552643432536481,-0.181909322552286,-0.466258890647398,-0.547831556951342,0.256723926364423,0.111611881595525,-0.586335644701314,-0.046600000505897,-0.219527126574803,0.0086504875767553,-0.742005466639926,-0.307012206039252,0.356591749654196,0.0751344898569865,0.470200402381289,0.014125569069225
healthy,-0.0398254529506613,0.0716053097373889,-0.36406761932324,-0.39745005835314,-0.0122753749934997,0.123281848452948,0.547452487807221,-0.114024216295392,0.0846930458710068,-0.590380080423689,-0.382288613268045,-0.0025724678695426,-0.325875594530874,-0.0171749515840483,-0.275917349429633,0.161900523473318,-0.39150511163729,-0.317761868834794,0.782004173106898,0.115280662392795,-0.257111609475829,-0.0916892239000629,-0.15544280826413,-0.0647452759054906,-0.246836163909663,-0.143678106785821,0.483941973655268,-0.0438222027030549,0.401328664033673,0.054348565217138
healthy,0.0418562794902375,0.0242491883176307,-0.085523603585951,-0.355642247779523,0.0751163266215851,0.0370577274163094,0.0272473283024569,0.0051983006761311,-0.0286447910980761,-0.5252980446937,-0.357961165971219,0.0112074723395366,-0.141604625666295,0.0919801766823422,-0.296560679569519,0.0072946240961834,-0.197726847380642,-0.209091625284929,0.341612996261319,0.112786241512237,-0.548706289851342,-0.0123657071636104,-0.091220289147203,0.0433064717127228,-0.153896848073295,-0.0142090204844504,0.176316651597318,0.0402238259679938,0.141273770859588,0.0345251622757982
healthy,-0.218368123310418,-0.24800505124656,-0.0066385926485397,-0.100557564041219,-0.163537306453928,0.241450615088234,0.525359012459312,-0.498561473745943,0.104031401343151,0.152543771908586,0.353594939625316,0.0582759166492689,0.322206924110652,-0.234462690906927,-0.277382621767582,-0.421509817212679,-0.517115293936946,-0.204158299318431,-0.213184045466088,-0.117826068504851,-0.381057295788014,-0.320065041473785,-0.216466407694814,-0.276683604222673,-0.441517169506915,-0.424643032229046,0.0959433557672682,-0.339486228731464,0.027282898241806,-0.0343195399515049
healthy,-0.0787947651861886,0.0218965544356301,-0.003494058585144,-0.533550588151352,-0.134467782101767,-0.199947587871465,0.033138436897575,0.0188454330140027,-0.228205240277941,-0.374330680859593,-0.379847240523224,-0.0786712398943279,-0.396551083668542,-0.0175542007639452,-0.379326750133818,0.0900424541047906,-0.220168560073635,-0.186745722148816,0.505760885434992,-0.0417018989465493,0.0651109486217239,0.111570291731825,-0.136291224687901,-0.0727710278200197,0.252632026821632,-0.0130648330387831,-0.0147823734019001,-0.0833954424780766,-0.0267272194204457,-0.242077106454798
healthy,-0.102834261180693,-0.0965419587899524,-0.0824071797480528,0.170782808242594,-0.164567899045933,0.15628050940787,0.488082246403292,-0.0234288151725276,0.110071425739123,-0.351705750813525,-0.0453512023051523,-0.195082857339566,0.399230907118956,-0.0514567909884371,-0.114765475329665,-0.204676202807744,-0.472499339284404,-0.289739348797161,-0.0783908197961228,-0.0243369717000737,-0.0417992607137607,0.0062147828859876,-0.0687412337692923,-0.0837221190487243,-0.243485184623246,-0.288710824501137,0.142781400805165,-0.165759197598662,0.088024777322054,0.0222392967475878
healthy,-0.0560175555926643,-0.0239497941122302,-0.230450992247936,0.190130963357708,0.0361992017168867,-0.178775712445435,0.568351474301184,-0.286154361496894,-0.0230490229023675,0.0367355865821635,0.0370370471087547,0.0067222274653862,0.370604350168834,0.0615627833528006,0.171290344460238,-0.146416768643113,-0.386042207240967,-0.259592319574495,0.0636404375566183,0.0050590568183805,-0.121968217770879,-0.0231555650418698,-0.0569867426721787,-0.105739939116382,-0.0782046877312668,-0.267788174483396,0.304654587734304,-0.0875272206761741,-0.0393422817331159,0.247826471613869
healthy,-0.02027142663007,0.0526569275646097,0.0937624145158133,0.0742173314253547,-0.0787055450967467,0.113965921535516,0.513996747189753,-0.397478759556582,0.236840433763396,0.0380218624818911,0.164963973488871,0.056547376802217,0.340815547021175,0.092653469028036,0.0744288785375193,-0.099098721136609,-0.224899771268982,-0.169311685544127,0.261554211372603,0.235824036996642,-0.141199978080798,0.0282971173819116,-0.0162606332771564,0.0286124947857684,-0.332996693829985,0.180469943358245,0.336202691922395,-0.0287983763778903,-0.152824765164912,-0.105033675445803
