group,CD107a,CD11b,CD122,CD158b,CD16,CD2,CD223,CD224,CD305,CD335,CD336,CD337,CD366,CD38,CD41,CD45,CD49f,CD5,CD52,CD54,CD56,CD57,CD62L,CD69,CD88,CD94,CD95,CD99,KLRG1,TIGIT
healthy,-0.0928482045249836,-0.161941416450897,-0.188810799155653,0.260854224739241,0.343758706116288,-0.466262704009831,-0.0678812416145289,-0.318037326138928,-0.084751236052773,-0.466778135274825,-0.1772040618229,-0.230997815607262,-0.0092930909085074,0.213712965240321,-0.0174967715014374,-0.0677891359673477,-0.229977811653528,-0.0998911231031008,-0.124792786563377,-0.528376762258895,-0.652958057670455,0.215813307980822,-0.417164693186885,-0.0943898632044608,-0.0998752457700705,-0.795179053492017,0.0598146179119418,0.297556902037003,-0.169454515666538,-0.147768389962561
healthy,0.0280864914829609,0.131017859315861,0.43602253606973,0.342677707463152,0.417704901708061,-0.0145645974961947,0.0969252265320647,0.0292151790559334,0.294537436109295,0.273317823296184,0.0243227495754704,0.284518873335073,0.214777263773835,0.693565857228329,0.0908664847240279,-0.0093561746769483,0.0508087975786673,-0.0710869237751327,-0.141095286547045,-0.0237642797391537,0.008756503287172,-0.142819206530262,-0.155951958056842,0.0860700357098626,0.0876277889458484,-0.11250919874889,-0.0234867560311105,0.0610509093498974,-0.180928533011692,-0.0662481220952819
healthy,-0.0735886924156769,-0.118706092613341,0.0007637668200738,0.295063998978103,0.355731365836083,-0.464982020860033,-0.120615507896304,-0.231422571874713,0.0518464064058475,-0.259954509889084,-0.117207263570041,0.277528788091246,-0.135735032992516,0.197103822544019,-0.0156976022450449,0.0637087299176108,0.007262888679882,-0.122289114775073,-0.260169992770748,-0.438067832319322,-0.624584022843284,-0.0203143759133022,-0.591676674040099,-0.0296870017374677,0.0238181057877237,-0.739992960170871,0.0123084310950579,0.278789655526823,0.370154748804996,0.0021473030385263
healthy,0.174228142297975,-0.139038386624586,-0.423140206962879,0.322976642021674,0.264484339568242,-0.416183835537453,0.218537576577205,-0.179539482061134,-0.0593560198492261,-0.437634561744233,0.181289197462952,-0.318424718077781,0.0672623601374902,0.0433541996456135,0.210827174355438,0.13243603861261,-0.251049811132444,0.148053489961402,0.0395451160149359,-0.399428087086899,-0.562332221843582,0.450743489678643,-0.363411315564467,0.188056305477871,0.226109549024495,-0.620973732960469,0.334687824824168,0.174969509893187,0.0884075290146021,0.121691690760613
healthy,-0.174323472611106,0.172412919639347,0.29988033160382,-0.112733719264776,-0.073275476539961,-0.0198490437090686,0.0689022461998314,0.199598141845227,0.0144517503506102,0.433380261316662,-0.0916257839198112,0.352117278873525,0.267497493183984,0.196336665545814,-0.0080702150164983,-0.0329455584719978,0.0990126252559677,-0.143194852802725,-0.127941532590009,0.180958338907388,0.257315114472106,-0.394982881365915,0.150631784868458,0.0977183775024944,0.0025904868674102,0.339031139367765,0.0626593565384223,-0.228404563110297,-0.1733995246355,0.150214627144307
healthy,0.158555172178676,0.103948093608785,-0.0188291746093028,-0.217406449046982,-0.398240177698374,0.125306012093233,0.0391960650971752,0.118833904834266,0.0519894622983897,0.277907752327054,-0.0414213300465795,-0.141229014936016,0.135662287916803,-0.135559467256798,0.0190838227159576,-0.241335400023998,0.31097709676924,0.0028403945312081,-0.0034224472039004,0.456688994228564,0.474538595007194,-0.0046299952384841,0.164053656092732,-0.100162415042827,0.126212568643024,0.341330386932064,-0.148599995379436,-0.448193706936782,-0.357493926537783,-0.0484846259790439
healthy,-0.117064215004372,0.0239535340256914,-0.0876288643515431,0.0629164234177037,-0.167138203854969,-0.500584008525239,-0.0274265914220114,-0.0511194665319279,-0.0391520432305243,-0.0310054898935221,-0.143069533858804,0.0451290567533676,0.0221773384627309,0.0658150233977883,-0.189728702896986,-0.0976548366010261,-0.20625342611053,-0.116892706029298,-0.1837450520125,-0.0810610181477919,0.055637887069896,-0.1434210260612,-0.251373231020474,0.0985606690540381,0.0162111006304912,-0.488835204401566,-0.156254985320848,-0.186812703989669,-0.268832068087255,0.0991842164851013
healthy,-0.0441196966976985,-0.12430219871721,0.146787753248928,-0.0376245945854099,0.330201919765478,-0.0074317209418232,-0.135069158533845,-0.310710502546222,0.099131624939885,-0.398158829738233,-0.0789013672126959,-0.278772267461586,0.041981154918812,0.205982248114709,0.0423105413645661,0.0623182516414648,-0.153137951170696,-0.111527433338324,-0.184153729683362,-0.445563394768714,-0.386598214221788,-0.0698501983732759,-0.0507847420577372,0.167800537273254,-0.0958584566115851,-0.280265060895462,-0.0894395861660139,0.175854885502881,0.0559715275315116,-0.262811967431361
healthy,-0.0476632683086887,-0.0997548446024067,-0.0633501818731835,0.17045867954724,0.364111158246116,-0.211679396815769,-0.0381016689223722,-0.162225355441686,0.0715410480590963,-0.0613181212718649,0.026992776872615,0.157092940045466,0.0782017134807859,-0.0071325664889828,0.0155585491237275,0.0915796433181805,4.41455185906455e-06,0.0294237486718053,0.007883618104666,-0.170579494814622,-0.520849925211964,0.167858500286152,-0.334020628704936,0.0686582368824828,0.102631108453679,-0.279953893999873,0.102568860588945,0.141992667344392,0.190900447813314,0.140562189373555
healthy,0.105193946706008,-0.0064109668779183,-0.048860668094709,0.087104448142442,0.197599956252172,-0.314467690277625,0.104214081118336,0.111020214337007,0.104036467963403,0.0531502193713344,0.0165351325251879,-0.0104345968012527,0.0511195065516298,0.39648382271036,0.182098618734154,-0.175225586570062,-0.166071672193631,0.081115655506361,-0.170367110418165,-0.379513550786512,-0.262884508025575,-0.133441668931526,-0.16675210183911,0.355200414949339,0.11815184156004,-0.456884757488774,-0.122908564885033,-0.0634192014128467,-0.0511383731603785,-0.0288883265120678
