group,B7,CD107a,CD138,CD154,CD16,CD197,CD1c,CD223,CD224,CD254,CD257,CD269,CD30,CD303,CD307d,CD326,CD335,CD336,CD337,CD49d,CD5,CD54,CD56,CD58,CD62L,CD69,CD70,CD82,CD94,CD95,CD96,KLRG1,Mac,NLRP2,Podoplanin,TCR,TIGIT
healthy,-0.0640707234445887,-0.0491810700543463,-0.0267310815635764,0.0266176157390371,0.0418584886905571,0.0594936604886679,-0.047061145222908,-0.0442593626818869,-0.166237033900475,0.0547656997558387,0.024876694107361,-0.0465929416299899,-0.0245954824389436,-0.0893478685585973,-0.0336704391311876,0.0710532666563337,-0.46741184711199,-0.0522048170023735,-0.318984232532676,-0.245838264662868,-0.056023986846322,-0.322016497118803,-0.47472478564193,0.0962342196425161,-0.437449884393285,0.022625155400083,0.0839151079893669,-0.0369802376615162,-0.546405864759677,0.0481018123438843,-0.218144489250373,-0.0414639596706173,-0.204895602804272,-0.0078337260235863,0.02606126635972,0.0280027885885524,-0.0141518984031091
healthy,-0.768290920350704,-0.762047766738697,-0.74368287536522,-0.72752095953984,0.159240991810466,-0.731608590483746,-0.787056844909138,-0.725657579225144,-0.747054464114175,-0.754923814832964,-0.743077088851197,-0.72840519791928,-0.742108784558701,-0.725214128324565,-0.720288275377392,-0.74558558591347,-0.0002043510986093,-0.750266258744845,-0.12014061648411,-0.751673109151043,-0.714263933905879,-0.732261922373291,-0.37473612325372,-0.736991196536026,-0.434571705641782,-0.711262605100205,-0.788384486664848,-0.750275921868207,-0.558191533661793,-0.767512770917415,-0.800323260505101,-0.714142649974703,-0.702902708555282,-0.760063299085814,-0.768749117773833,-0.725498164633414,-0.783427847272306
healthy,-0.0564919271229029,0.0009661801182394,-0.0754938939670569,-0.149871750155217,0.359085390990935,-0.0584396116985396,-0.0704923072357951,-0.0936916094697051,-0.270220294423093,-0.20214378783402,0.0062481353302547,-0.128313193801904,-0.094893558996184,-0.163204504072013,-0.0775216500295792,-0.0770052375683742,-0.467580433269519,-0.135270154018074,-0.0695062532877219,-0.318995048096636,-0.130207525446684,-0.5632764009033,-0.761271191464607,0.0513887732800786,-0.64006257476937,0.0516089800236665,-0.103431599398695,-0.274187179143221,-0.64143350710246,-0.0946437838163034,-0.471882135551772,0.219608876503006,-0.236267200419358,-0.0535794147132113,-0.15114864952446,-0.156878615119987,-0.0185505203721342
healthy,-0.259758237741618,-0.302047000079595,-0.386284804729115,-0.149375161323825,0.214735057931102,-0.26048440759169,-0.346433807365267,-0.295680803453239,-0.481784350314605,-0.196230533444155,-0.253863411044905,-0.276516629753912,-0.239958856258073,-0.256563271743159,-0.26752151011346,-0.287819318606668,-0.126729067120897,-0.309761967189882,-0.0737230769940467,-0.115692781626202,-0.26332858944612,-0.334635790456735,-0.171512722230918,-0.23558447426038,-0.430536440399626,-0.235790326358466,-0.377761917030769,-0.418380040455207,-0.543440139920659,-0.170411716134492,-0.42246433049002,-0.327289764093012,-0.274337237828846,-0.337012027978871,-0.30096521315692,-0.225823235985772,-0.268245394352218
healthy,0.178984570364374,0.121105353514847,-0.0411391049449559,0.319059500676035,-0.401901180101343,0.0763583680775179,-0.0946606202143245,0.104931008582478,0.256613850831615,-0.0785525300494072,0.0785177617492997,0.145502472954965,0.0250211163337133,-0.0088115290955459,0.0651396013573957,0.169990284223803,0.136442475507257,0.213216705895927,0.155078903331465,0.142657699545049,0.0981297698820535,0.248474774642201,0.210083254126606,0.0125860660806209,0.199767380296398,0.0331797963177079,0.0836952212084878,0.147837405147865,0.220145913028302,0.0623581154173722,0.240032089868556,-0.101426372731477,0.186580295819229,0.0133363797699873,0.217870295288724,0.198991493647824,-0.185934457005147
healthy,-0.22069303148249,-0.263631605143879,0.0273837739840956,-0.176540118588226,0.41863409507594,-0.171550147733453,-0.433231382014734,-0.163384695999939,-0.232072899537041,-0.043180216419495,-0.0838869427578904,-0.124315410050559,-0.142209395352847,-0.214668323540956,0.106221509707788,-0.0365223084698854,0.12725084197646,-0.148601214256593,0.340937019504381,-0.171705310514937,-0.115107553442436,-0.432669671081754,-0.426746516948741,0.0921549308376505,-0.260306988354151,0.0828017144331713,0.0439004559913424,-0.265677657476789,-0.441629318890394,-0.115294404644821,-0.303420343767193,0.170194052437149,-0.263233146800848,-0.0973681826205486,-0.152613169420661,0.0316476020881552,-0.0803175774594101
healthy,-0.110503360168859,-0.0903733476282348,-0.148207510382835,-0.157568401420202,-0.129405870702656,-0.122401271548445,-0.0705495195046272,-0.0077743860330195,-0.130151681199563,-0.0394360599634704,-0.0283622747434897,-0.0961619988258035,-0.103770193129526,-0.0767059820296651,-0.0037560571118967,0.0194508771532059,-0.310681518312513,-0.110857170329072,-0.326102849723403,-0.208474440605161,-0.179089015582921,-0.374634528116278,-0.41429623592667,-0.0559291462527553,-0.457772156475292,0.0457787342198352,-0.100490009047941,-0.112463450588702,-0.433698676859381,-0.0076331801800935,-0.181946342430902,-0.538183533417608,-0.196072333775337,-0.0812087440674664,-0.111066145618802,-0.126639255304922,-0.144718635161604
healthy,-0.0256689445972686,-0.0359363782028853,-0.1533655807972,-0.185378895430287,0.259786439762963,-0.0078968089334461,-0.0917391027259195,0.114171646650177,-0.273437483081853,-0.037998962594728,0.059853831095264,0.133479877925788,-0.0557665414832654,-0.0420979583417311,-0.107150524969876,-0.0215503006576676,-0.413123514736514,-0.0822117865736589,0.0493674074462402,-0.226040344823828,-0.0192438341056911,-0.29999904162826,-0.280094839736173,-0.0418398001400251,-0.50580378536775,0.0047696804942803,-0.0481968498028122,-0.0445801486039174,-0.342278927172156,-0.0779727206798934,-0.179195760204963,-0.212080262354003,-0.108784145776682,-0.0720293811892335,0.0942917298031866,-0.0271803192010717,-0.0293911265069243
healthy,-0.195036504141176,-0.120608364969667,-0.0803739018395056,-0.107247275269824,-0.0087892659357356,-0.0394002631029805,-0.130488220149074,-0.174753966563304,-0.0783015482889143,-0.0624585673728578,-0.143663003216561,-0.118480058269982,-0.0721690393436169,-0.109357534474483,0.0278177551015149,-0.180050590356805,-0.222443651836667,-0.131053396825019,-0.230339158907592,-0.0422713415860009,-0.225771405017979,-0.249457311473411,0.117481112501896,-0.0409645605026525,-0.309965256063976,0.0293204052073747,-0.0221641324870727,-0.275256020517881,-0.192922536800527,-0.0812513572680904,-0.160725391489336,-0.519003514004904,-0.403704921961282,-0.170670517943438,-0.158822493117101,-0.244304465758857,-0.366413102396155
healthy,0.287707332486974,0.230917928443305,0.156358945638891,0.204695336089952,0.455582410346666,0.16979907325618,-0.0928215944155439,0.129140494031416,0.0043732542396963,0.0751163951344597,0.0617670085400283,0.24543179972141,-0.0116448489432146,0.193270169059048,0.157396777675111,0.246927547272654,0.344608405436411,0.136528538457844,0.222559190693821,0.165044703704767,0.164623250303415,-0.0222050339170951,0.119820314908307,0.458414401883484,-0.122029382346279,0.223400535220096,0.152493363212694,0.0263360229426206,-0.277404691193771,0.131904797331176,0.196581954533757,0.216608698895985,0.298779554285057,0.156163174627682,0.148459279803719,-0.0538164833033077,0.212626642632971
