group,CD11b,CD11c,CD122,CD158b,CD16,CD1c,CD2,CD223,CD224,CD244,CD269,CD305,CD326,CD335,CD337,CD38,CD45RA,CD49f,CD5,CD54,CD56,CD57,CD58,CD62L,CD94,CD95,CD96,CD99,CX3CR1,KLRG1,Podoplanin,TCR,TIGIT
healthy,0.147565021174995,0.197517017599446,0.0253466249936078,-0.498828014881395,-0.566518031676938,0.057010942229854,0.470794760305924,0.117908728673228,0.47686578230857,-0.236591994490397,0.0816135878796749,0.0188745409574997,0.0692025517697879,0.503082142188772,0.128781197728333,-0.279183498606864,-0.306090415611589,0.242292377244545,0.078715211428008,0.627936830739547,0.649403229524289,-0.200833086983954,-0.164185098394055,0.618357802429341,0.759903625208911,-0.0759372783127926,0.382890390880362,-0.496918731103729,-0.321055756819274,-0.025780790427074,0.0072195438938673,0.0949123762471802,0.113062807739327
healthy,-0.331159824158399,-0.17222753948283,-0.0152241763177564,-0.291818051891259,-0.433545273797384,-0.489374037073885,0.0955967716913857,-0.414189147675904,-0.377377569877401,-0.268487327561701,-0.438055660687615,-0.220524270892023,-0.453989482115871,0.401710708796332,0.13756106037302,-0.161598448190224,-0.401030976033934,0.055683586319339,-0.385832262051306,-0.184938251782524,0.218204814784089,-0.556471557571138,-0.471666083023838,0.124399656909773,0.0777735649983266,-0.433849196820367,-0.305821824596304,-0.360536157555141,-0.486356302971774,-0.398765272109146,-0.448019328735634,-0.40298974212308,-0.4066212807292
healthy,0.0882020918799462,0.355425445244281,0.235673064955089,-0.364138388822796,-0.554485578378089,0.145178574267783,0.438448800343252,0.0318529144640413,0.300680941915183,-0.122538830963986,0.0745797101759408,-0.114546905719254,0.0558282588320852,0.496271027223716,-0.0768819760434353,0.116590424163739,-0.210417468852376,0.219524358055136,0.0695545635166244,0.525911482869563,0.557125074841265,-0.351832852275997,-0.122087276625353,0.588821189640976,0.5878274539811,0.0685246260398654,0.449102485198227,-0.269181810349256,-0.208474934652412,-0.3435047532091,0.138360829501693,0.117439877699197,-0.0656074870360568
healthy,0.287260670728461,0.319812082694174,0.540849757862191,-0.141594934047658,-0.403490041220258,0.142964031903427,0.253104634333593,0.014066213308625,0.352472783259259,0.169937470475354,-0.0442064294784523,-0.0521604287553507,0.0777206320691619,0.641183119100776,0.554028154946031,0.33416810359708,-0.311911439161746,0.426545489611508,-0.0029481171376119,0.480580086897196,0.469753698842299,-0.761524014677309,-0.0753044663054993,0.461336595022998,0.527316991628211,-0.339323307146535,0.164443707530677,-0.395728216725293,-0.196151370576619,-0.335285417497399,-0.0615524221111177,0.0796894156784809,-0.0186444480417738
healthy,-0.0115750308059473,0.242202180114481,-0.0321250410086465,0.0882148636847199,-0.558305091556607,-0.0214658837398924,0.215782735218615,-0.0262084103552885,0.169335651380432,-0.174116682812529,0.0214961164010688,-0.105929386748997,0.130489241007427,0.0230062730322983,-0.0174772339210119,-0.193690980296417,-0.342757655324768,0.0400018890145213,0.0649193660037219,0.181831553021501,0.234346037559862,0.0939468960966673,-0.059239298037065,0.214324203115433,0.104578308130704,-0.0959587345744995,0.324463540745169,-0.222581758264374,-0.17757101485078,0.0727106960510486,0.148438320196235,0.0824803870478263,-0.235171248083959
healthy,0.175376405791346,-0.0983129605964795,0.137727331882736,-0.233751514793553,-0.383524154934569,0.236067854064785,0.344972168924896,-0.0095339625495671,0.14094869754336,0.0360168656532099,-0.117594390836158,-0.119609498337535,-0.0270478699377229,0.189816775224785,-0.142243753187991,-0.130173097722189,-0.07903516296566,0.360014555379677,0.0672653643889299,0.238943238646187,0.370626181041681,0.0872058090098155,0.0048156970984045,0.458565116613128,0.498818027839277,0.168215558020681,0.0942615868348234,-0.298158522273871,-0.189056203167233,-0.0199143553060241,0.0261942923304236,-0.104692786768728,-0.0371063666590968
healthy,-0.0225309846497329,-0.0604692845568391,0.39765361543884,-0.276825678079741,-0.0720188903906352,-0.099394629700153,0.0473089856797525,-0.0270517838952284,0.0571517982199827,0.250049057854558,-0.0850957707100649,-0.0128871466910546,-0.132739213700342,0.345461327608754,0.234190277680671,0.192675514229639,-0.0148911166152694,0.354198023647148,-0.0494744766776418,0.258567672440864,0.200114030859807,-0.725739064854799,-0.145233277530683,0.256303683218865,0.299292374276795,-0.188437501890205,-0.0264842642541254,-0.138246608388124,0.0395773822066618,0.143279365548142,-0.110553372953754,-0.0587305983346587,0.0164429587820754
healthy,-0.102250930443607,0.299176307785037,0.190864235601488,0.0246251932208066,-0.102441273352253,0.125301034528126,0.0281523666186017,-0.0057122726528825,0.0958495475768196,0.113968516090241,-0.204473724806226,0.0181223838336003,-0.0051298226025042,0.131055246528162,0.151180394895424,0.14054301005509,-0.125529239040612,0.168452714963527,2.12116197536022e-05,0.274944830362856,0.178897803988152,-0.128110945652597,-0.0454188144360501,0.392819255181005,0.124047222022401,0.0074492058769057,0.0954058317935945,-0.0082167644107111,0.0762075460216179,-0.0890532064904348,0.0294876603921362,0.0470038934072025,-0.188077413449114
healthy,0.169572809111942,0.208319940303975,-0.0501220927269408,-0.165498296697644,-0.461258449926107,0.0193089421552312,0.402282036823613,0.0434935453500011,0.30453354708097,-0.161426116847249,0.043079080454965,0.0222859907104316,0.0978030853301699,0.39275732293844,0.086962160864215,-0.343247872882736,-0.008506417108032,0.134174637316567,0.157804916298085,0.547645045305336,0.552593100270529,-0.0795918564048132,-0.0258068853213068,0.568574210687268,0.481828621885451,-0.0456151036015141,0.386775466088165,-0.19889216446225,-0.212765013030878,0.100511506001688,0.0584246137919901,-0.0299400919823579,-0.0314365842573819
healthy,-0.199755825490399,-0.0685453510924291,-0.148844467510599,-0.380097662127405,-0.613938429098945,-0.155475102749184,0.202173786315237,-0.144000971155944,-0.0236440168243745,-0.168141105863381,-0.0742266474828593,-0.319510667445315,-0.230259808423839,-0.232449897462951,-0.298837630321964,-0.402896903710908,-0.267941892369826,-0.15987636709897,-0.117205025243961,0.173130809728163,0.159857127153698,-0.249529515701845,-0.247068389363485,0.22501822727374,0.307075972145911,0.0328692032285344,-0.0964493598278911,-0.354866421982241,-0.330791149563469,-0.150360677584155,-0.057255392551807,-0.0063957869191718,0.0203202628561923
