group,CD107a,CD11a,CD11b,CD11c,CD122,CD158b,CD16,CD197,CD2,CD226,CD244,CD307d,CD319,CD335,CD337,CD35,CD366,CD38,CD4,CD49d,CD49f,CD5,CD52,CD54,CD56,CD57,CD58,CD62L,CD69,CD94,CD95,CD96,CD99,Ig,KLRG1,TCR,TIGIT
healthy,0.0969341833666764,0.253017614333193,0.0559910943215769,-0.212466643559912,0.144222174688838,0.270142080924002,0.521907115637004,0.0058571566155027,-0.169045891174068,0.0847473614286548,0.31140978977226,0.0261075635473987,0.0021328448692177,-0.209620571097607,0.108883150071306,0.0382327680831443,-0.032524345511209,-0.0558957637705795,0.020580135324436,0.0604057394415143,0.0569879263436945,0.0640002627867093,-0.0008567078142112,-0.252336141156937,-0.200901823935596,0.227268851397905,0.163320584325198,-0.392271655786147,0.0279541192727282,-0.256073194049353,0.0826121365793594,-0.121984358816051,0.518639153198994,0.0468125929690668,0.538950889975485,0.048422749249261,0.119217738389757
healthy,-0.266964056065789,0.0355261511855194,-0.305142312597382,-0.426909596719071,-0.385045624227452,-0.032137458309417,-0.146803255524469,-0.261293107079371,-0.38012086889714,0.0772275783565416,-0.292747296524889,-0.253836986347478,-0.216120858919583,-0.382070374102304,-0.313931535991838,-0.297828722052584,-0.298220825482379,-0.442032138297551,-0.197511279151326,-0.129667934559857,-0.0865112916939745,-0.106120750536967,0.0464374719948667,-0.225548197943897,-0.146058634141114,0.0905920356162593,-0.243753518721905,-0.0185782206472863,-0.283011274518969,-0.0357212060268736,-0.156542636486086,-0.180195062983017,0.0640138682493656,-0.290853793254156,0.146101424898732,-0.200992748149634,-0.102567569690721
healthy,-0.0118888560361,0.0880373489851564,0.0640151060236087,-0.210720811755593,-0.168760936619166,0.448282810229584,0.676158419660905,0.0132557557591127,-0.303338523539403,0.108223307222888,0.249614778968903,0.0676597052427124,0.137150393742808,-0.36006634718571,-0.0034629376501751,-0.0846721684181737,0.08185443709875,-0.0008974967589373,-0.0774758972416403,-0.111343656394143,-0.223678952680358,-0.0295611876436187,-0.128856344368881,-0.418047506217934,-0.201832052875934,0.422261981522104,0.175988927763802,-0.454168829246088,0.0511896235162098,-0.366032680917208,0.0110530005338248,-0.325022279659436,0.346580679461329,0.242235300308216,0.259588618364439,-0.0613567669548606,0.0711841721868243
healthy,0.0254171802131061,0.205746479520703,-0.157641901941149,-0.369682214952759,-0.439575382430587,0.0769933660327571,0.353727368207895,-0.0049969394679459,0.0065452401268234,0.343629674013978,-0.0870908960716257,0.0270022757740416,0.0065364202136051,-0.530179110859365,-0.388219757307856,-0.0207610223481612,-0.0274263016731953,-0.410366844896988,0.0023800808222903,0.150859999378099,-0.258913254824822,0.0328469058152079,0.212402541134197,-0.303457317519458,-0.19823772825673,0.79441801305346,0.0717098339216656,-0.172848981809503,-0.0977733629388637,-0.143081089159249,0.345787031482119,-0.0139479753829742,0.417260312262325,-0.0305640627133883,0.514006407571552,-0.0348594122468792,0.0152989136310651
healthy,0.0409599047861375,-0.134317213763165,-0.176149130920836,-0.293851338592424,-0.320704647830116,0.356776595510188,0.189596640179671,0.0644589207952452,-0.213617881940826,0.272833938870981,-0.104011135853908,0.0311616407614502,0.205519403161345,-0.550728611332741,-0.274856213136799,0.0090847503642269,-0.0384438608470325,0.0364784480004379,0.0081461515540033,-0.158578842357592,-0.242922789488137,0.0572302378020681,0.0149793805373978,-0.316421223368679,-0.351576917982467,0.469598004004876,0.0808826454373625,-0.416597686926975,0.001918220032897,-0.234181451160016,0.114845469840336,-0.137131208753232,0.156944244457597,0.0522921258686196,0.260935624542602,-0.0506010324846253,-0.0805832117313258
healthy,-0.153474807591436,0.0724194529084108,-0.0934223672534373,-0.139847492581441,0.224754950096911,0.178002888365434,0.356994811144774,0.10026980439772,-0.0730595477225223,0.173813865115721,0.213291473798611,0.0801414864277431,0.272033561178177,-0.0477705426189945,0.402828536295225,0.100092703064623,0.173050990340909,0.159220483290442,0.0101877520682837,0.0333272147375007,-0.181874053082469,-0.0394264843018896,-0.0975130669922025,-0.257970075492304,-0.289565967857523,-0.0305942822621405,0.241954812679244,0.0331774250705065,0.108704047885156,-0.133652158605077,0.174216769893563,-0.0887845212331536,0.231818923201664,-0.0565934191246934,0.391643843850631,0.172752961961908,-0.0499704203286716
healthy,-0.0155558339456293,0.0388705398516589,-0.0016392008990851,0.242415217509956,-0.204804661635022,0.410888944857963,0.169206775591458,-0.0275792527554124,-0.401073343761396,0.0923039970301164,-0.0166979429362427,-0.0093925360438765,-0.190415576091127,-0.25715022610964,-0.206393935500488,-0.109447175528027,-0.0167253928905039,0.194718665051439,-0.073290918818843,-0.144099004832171,-0.610788238198745,-0.173389656399712,-0.076110965839532,-0.346468661331452,-0.151410517485894,0.479502663870834,0.0908442737066844,-0.47257710134237,0.0907584686010537,-0.258804087803903,0.0368967572160266,-0.192540781964699,0.157866131036577,0.0499653649654796,-0.395640562914426,-0.147111928089849,-0.172194961856606
healthy,-0.0591630243415738,-0.10487294626451,-0.0722055720287183,0.216340911434565,-0.38212031972909,-0.180875769249559,-0.260044348306146,-0.198457699499279,-0.0844554849664217,-0.108399402411943,-0.167058166571127,-0.138618110927019,-0.0218944552575475,0.0824467602991752,0.0971228245272596,-0.0862950714796406,-0.329663766712804,-0.234925749495503,-0.0425944178335756,-0.063437281177219,-0.0313221307552941,-0.136124753937213,0.0011346049496018,0.304769655736158,0.264929022990866,-0.088125308991087,-0.126888182149478,-0.25013932126306,-0.144955460061511,0.0762541716354676,-0.0902532686541067,0.0610293019531245,-0.253840769037476,-0.0717876314500871,-0.264875663210926,-0.178556901492457,-0.170744354596544
healthy,0.0395467730874658,0.13908418128745,0.0642785343081694,-0.187165348486682,0.245826038432684,0.227119299884017,0.523924364826613,0.0926649157135359,-0.190551319804087,0.229514189853948,0.360157685797835,0.0363624806649437,-0.116172099969248,-0.143813095644348,0.0448397457305581,-0.0444304371209155,-0.132612851275734,0.293795944342657,0.0460242445975914,0.0471949152066878,0.0475686411687646,0.0162839656572065,-0.040511198638674,-0.24150211377469,-0.0081545793600511,0.234945857455539,0.121632077799968,-0.265505827718141,0.100614379212416,-0.0935721104829096,0.0714162903758356,-0.117888269398098,0.221102483587622,-0.0307125718614903,0.142545208767964,-0.0187983268248417,0.0590896107416207
healthy,0.140960916372535,-0.145181679925913,-0.089685243700946,-0.36259710818717,-0.0816108904975228,0.150316596744567,-0.231237616966365,0.0358039992425727,0.132082627341932,-0.0453850502274014,-0.127575892284583,0.279371072724908,-0.0324869251521713,-0.209564943796388,0.0094696954603839,0.110863717720276,-0.130207629023716,-0.374196017901528,-0.0343298472300078,0.0630505938534918,0.0694607040255691,0.129848132923339,0.0996069197065403,-0.0087365470633348,-0.085372614346789,0.0961548640320035,0.100584445887457,-0.132199942634198,0.24211726619392,0.362360411835313,0.223424985070627,0.0425199486843385,-0.131974974813866,0.0212693511207769,0.134523781361993,0.0482510886084482,0.142070649910311
