group,B7,CD107a,CD11b,CD122,CD138,CD154,CD158b,CD16,CD1c,CD2,CD224,CD254,CD257,CD269,CD30,CD326,CD335,CD336,CD38,CD49f,CD5,CD54,CD56,CD57,CD62L,CD70,CD82,CD94,CD96,KLRG1,Podoplanin,TCR
healthy,-0.0937717416441653,-0.0518676940059148,-0.157882801968897,-0.0028096712855991,-0.164440137320825,-0.132727714632631,0.573154932588755,0.568215745851306,-0.149933249743838,-0.450006322031604,-0.519536764045978,-0.0289403311050006,-0.0409289347161004,-0.143116626763551,-0.0684138722200925,-0.118462419172767,-0.385874800888912,-0.215425638859107,0.123629422849599,-0.219303608862128,-0.0780052748746349,-0.575529370159458,-0.577025231946531,0.280146022767829,-0.607898121510021,-0.0693241511264726,-0.14184343870581,-0.576986470835328,-0.375459660526849,0.205832832052896,-0.0167714748215653,-0.15013629763606
healthy,-0.671190383715499,-0.654262500387689,-0.637278885000854,-0.267837676642858,-0.690763434899054,-0.662619585195998,-0.0369382240641347,0.105979648581447,-0.709599988832362,-0.369154125308428,-0.684751241383792,-0.718290756706751,-0.686962826884866,-0.6699888764625,-0.71359435828657,-0.707132709629671,-0.269486909135573,-0.656945849906729,-0.194103869605775,-0.192810085526079,-0.549399865305928,-0.64216165299409,-0.335459852740748,-0.384345167685995,-0.344009261411233,-0.711925508809105,-0.655985964497493,-0.42899471795692,-0.653566008458185,-0.471351502416074,-0.672261398197748,-0.592703158271925
healthy,0.103570492663205,0.0979806549502221,0.214814403923849,0.260787390558475,0.0690884829208716,0.0538330560713935,-0.102182685564392,-0.0545785365391708,0.100452681707201,0.151830745726818,0.0293021423045371,0.007667626326685,0.0617218185448293,0.113923006834771,0.0730153444930241,0.0046224585778456,-0.195649386729186,0.157718837415111,0.0381442927494328,-0.101184552352656,0.136831809277089,-0.0855425838924796,0.17098273759242,0.49931117622904,0.0114342032928567,0.0863800423351923,0.0465031176026936,0.228817147303906,0.0538544057138528,-0.0069304074403586,0.0918185005621363,0.0982924584375956
healthy,0.1467473699476,0.190873884083926,-0.037103449202719,-0.404694321842928,0.173679538357573,0.110166263051457,0.163384716936574,0.253740745776392,-0.0639956577525535,0.150556671642919,-0.0936738753022517,0.109931131760265,0.0151512655970616,0.163467127130655,0.107244086049991,0.0955332833449688,-0.483551799343907,0.0503008505398825,-0.386939321771027,-0.247007801197615,0.136347481242901,-0.167875228321277,-0.0706959889698021,0.835171712156654,-0.096778439349578,0.0794522897249417,0.0169450319092027,-0.0685572429178392,0.145338541305713,0.5489709912017,0.182775590947783,0.0644254344861008
healthy,-0.013032240923177,-0.121614011820891,-0.0513163291190738,-0.322571539425073,-0.0092515272723416,-0.0676826371753185,0.115728817786647,0.427485963609804,0.0146568015538803,-0.446036545921863,-0.351609460530648,-0.152022184274881,-0.0613895314828578,0.0012589084248779,-0.236651818273685,0.0146005783171458,-0.326151086438279,0.0222706276568368,0.251069503640826,-0.250397533284561,-0.13478249377285,-0.299898094056095,-0.465573931148351,0.197389681905158,-0.627349478996729,-0.246109289923778,-0.193481754909719,-0.574407860131821,-0.368542565957798,-0.12899400147866,0.0516726502453336,-0.0857387729921507
healthy,-0.127254258545368,-0.115630331477997,-0.182857376903889,-0.118101393796952,-0.0892077332472381,0.0255132470232057,0.354663090893187,0.588910929318495,-0.162922309853786,-0.242684301987235,-0.277196346337182,-0.232806544186239,0.0349214067408027,0.105887313181305,-0.0502473698985434,-0.161534182338298,0.1532476012199,0.103526631200934,0.0965945600663273,-0.279200763733151,-0.0749502514494931,-0.48765438527199,-0.425601662096237,0.114849604110177,-0.093103721167819,-0.111279344649491,-0.0413642636388553,-0.319685555920557,-0.268565601259195,0.019482273207172,-0.198620610761715,0.305815536361327
healthy,-0.166268855802583,0.0610110400556617,0.0395205907585417,-0.489518370084315,0.0594879151640257,-0.0125072878453108,0.517341663567402,0.239750062514801,-0.0104550021507289,0.0442488743442687,-0.137106061917545,0.174384609660641,0.0901566475490695,0.0671708425303524,0.299495104722033,0.0683245236453743,-0.461037936709206,-0.0279402970250265,-0.0971843053279638,-0.406320121084001,0.0648043956724828,-0.243804398464446,-0.229554333763268,0.278214679780754,-0.176671052936713,0.119228092253394,-0.0794835922718986,-0.25330315828802,-0.116054505655001,-0.16331135523456,0.0333280258156376,0.053717731407766
healthy,0.0403169378553411,0.105632878688359,0.107887063185338,-0.057558014701388,0.131746176600197,-0.0868453744354546,0.0041557508008371,-0.14594722073042,-0.157136042503077,0.102823236811771,0.206596677559497,0.0259992901963928,-0.0297767471342045,-0.103551131959178,0.0729554395200882,-0.0310026295186754,0.191061461757897,0.0538204233311889,0.0988109707086794,-0.0321487340719639,0.0110137256412934,0.0864013017996368,0.279710158463085,0.0435103891315709,-0.192881710712698,-0.118853997798004,0.0754799926733797,0.393023007992129,0.127019085463279,0.160003464212527,-0.240063979762837,-0.0755229987531171
healthy,-0.0408185951981342,0.0881887133545913,-0.0127024295706815,0.0176947484545225,0.052306310992704,0.0494298802162358,0.468844587405498,0.409632422151372,0.0782298136280038,-0.354878811150297,-0.176745555886867,0.0946994451970888,-0.0084304648137583,0.0217646077062278,0.155272107226584,-0.0286769353107113,-0.512975571185592,-0.0018725613441926,0.177747630809557,-0.19090327592639,-0.119361640609868,-0.441004032474319,-0.171864194494128,0.393131247287137,-0.587413264831021,0.0248783222735973,-0.12169280393164,-0.273490660952214,-0.23519209700847,-0.0809443776998753,-0.0133110010993182,0.0266415634231562
healthy,0.0223246431490042,0.187716636537663,-0.0906413399597034,0.0585337655875109,0.169001788335662,0.229863427608192,0.387103870604525,0.364825479767236,0.128062190546618,0.136808164155925,0.256599803641369,0.0897394461074695,0.0634255912240077,0.218707804470704,0.230542416001048,0.275241998049988,0.0714256849862245,0.156950757144895,-0.0181035042891657,-0.0338568736466183,0.18355724593414,-0.110460417277757,-0.071822218386499,0.107906271164789,-0.263116643220134,0.350332577753766,-0.167613012772432,0.010192294320732,0.0067497420554509,0.420554725501965,0.127724887233663,0.0084010958012878
