group,B7,CD107a,CD138,CD158b,CD16,CD197,CD1c,CD223,CD224,CD254,CD257,CD269,CD30,CD303,CD307d,CD326,CD335,CD5,CD56,CD57,CD58,CD69,CD70,CD82,CD94,CD95,KLRG1,NLRP2,Podoplanin,TIGIT
healthy,-0.0603342758540668,-0.00271234704564,-0.0472280690892241,0.555778038509239,0.578639824719398,0.03203474713003,-0.0703519867962223,-0.0620231077419735,-0.367801487639051,0.114931821801914,0.105493605322502,-0.0573363831088127,-0.0359812411657177,-0.0366555382094136,-0.0367223703408266,-0.0705431811895546,-0.403944374704402,0.0248851492704933,-0.582454825217685,0.286457479044987,0.199373702102267,-0.0640173658629806,0.0304741229132564,-0.0274919214822063,-0.702707153159943,0.182766011637211,0.0521017329725027,0.0237712193403662,0.0869063783440268,-0.0325320966521224
healthy,0.736031108552849,0.76376395129309,0.733664889609702,0.244618235576951,-0.0370908257745416,0.727715455973599,0.760565276683828,0.701928497517344,0.702035607213648,0.732232591911586,0.722905680667521,0.714734061900083,0.711957624000697,0.71651951876554,0.703647902537141,0.733782683306588,-0.27312249330855,0.700030456076762,-0.0857129907849002,0.704883521092461,0.751889188726161,0.705843405251521,0.730468183284831,0.700656232403924,0.239069655483911,0.748041802519779,0.709196152612628,0.713259213394071,0.749020822579,0.735849925943665
healthy,-0.104320692413111,-0.0314680411175375,-0.0628640769689804,0.0556882443832475,0.12484001914569,-0.149471752025414,-0.107434567326568,-0.0533003238862256,-0.167792194735154,-0.104672093861466,-0.0498082135434974,-0.151034795382403,-0.093796824679778,-0.163340930881578,-0.114477719974561,-0.0476943926563577,-0.274527013335251,-0.122971673683358,-0.664457132841478,-0.134734434583038,-0.075455301240453,-0.106272401264961,-0.152408171433775,-0.21061770084288,-0.609265859727107,-0.122943049297333,0.117278412273736,-0.12859686597598,-0.159946858204668,-0.0648464768484709
healthy,0.0491337909570427,0.164223472496567,0.127463737008118,-0.0543917480987095,-0.28462900145037,0.134090551772491,0.11085093530605,0.222855344826823,0.484870084208536,0.0357068800355207,0.231076707251171,0.15316429022456,0.0044988112896032,0.119161154701547,0.039500831944361,0.194252026379015,0.365758335215022,0.0508664398468931,0.279119801509965,-0.18602082061809,-0.0048657084473448,0.0655646648835336,0.223209471276295,0.29989767756627,0.164387000475935,-0.141002678689638,-0.336049465210429,0.117798394922784,0.0266091474449482,0.132982230306498
healthy,-0.167717669438302,-0.0424530894830904,0.0304001377218358,0.306611259916851,0.347909310826892,0.0736611985952497,0.0188469729615094,0.0123635489932158,-0.282827564442356,-0.064086261577021,-0.0288593438210749,-0.0804415958684185,-0.0223474143067423,-0.0370247076992931,0.134060899592344,-0.049829169970684,-0.407051837927377,-0.0488866038928181,-0.448810016605554,0.254465581791806,0.127010887624466,-0.130973389510554,-0.0578337739905181,-0.114762924251119,-0.57425221567587,0.132972483823525,0.113130840644373,0.0239766743542049,-0.0533691361702381,0.121247389829917
healthy,-0.311762667174757,-0.228338875128127,-0.0944656015331726,-0.12041485995159,0.196851181160068,-0.371859050060507,-0.302202821203342,-0.15629799641251,-0.21752282259745,-0.215454552283267,-0.225831528122152,-0.309643607318363,-0.173591408297576,-0.195224376630791,0.0216084715591844,-0.0773246349952572,-0.123559481864992,-0.196605027299409,-0.18385022043153,-0.148916382801181,-0.106360482466486,0.0800441794210807,-0.336925083985902,-0.239589385957755,-0.314235095883463,-0.166066321990545,-0.108522048577772,-0.205458505573449,-0.24689305698397,-0.144445385399301
healthy,-0.101491784538423,-0.224402695318836,-0.13214311381642,-0.0215600344506337,-0.222895743378665,-0.172443945990773,-0.169559472913957,-0.234353302255426,-0.0967678850891959,-0.227700190333273,-0.14043013764247,-0.192138745566184,-0.277159030422545,-0.0486371378369869,-0.0798447618499833,-0.135542483136221,0.120221591328895,-0.287505115159999,-0.370179539299838,-0.286519474606211,-0.213560103310606,0.0471102174447102,-0.28509470102461,-0.147804378443967,-0.338729380600359,-0.202241144598317,-0.194108997942534,-0.0699159062487145,-0.20948165833409,-0.284411043583682
healthy,0.0395352623094244,0.0103794488984,0.0498680127419344,0.12307940306985,0.0470795926296458,-0.0763252728483001,-0.0064641301026347,-0.117132485089547,0.204086963195049,-0.0264888688371242,0.0040727756982768,0.0194794711797124,-0.0195292087963636,-0.0892946644406586,0.0188670417124153,-0.152266590114725,-0.130651715386233,0.0424689260728275,0.222790260509047,0.286125436454417,0.020030436080573,0.0597021701840191,0.057686230597293,0.10947363423353,0.266869299193915,-0.0807772239034406,-0.145470819229052,-0.0286953117742888,0.0471977769405738,-0.114510302659953
healthy,-0.098357221488657,-0.0209121112281568,-0.103297674689513,0.317563119282505,-0.297100374610623,0.0267428584155139,-0.0896835500400087,-0.017478267715198,0.127389450969126,-0.0568138940244209,-0.0586808528347758,-0.0247443417005982,-0.031799348240226,-0.0379409128918748,0.0040742542881438,0.0359367682905353,-0.270598179659992,-0.118979481037785,-0.151774447164689,-0.085536771604144,-0.0831299766417063,-0.0972039902684132,-0.0320022826169293,-0.0326341950274852,-0.170638726689105,0.0229361295866073,-0.225542142934978,-0.0393143047642891,-0.0047237967130436,-0.116056788158888
healthy,-0.0075132665647959,-0.264303859420346,-0.129559198569213,-0.0349529062315829,-0.264704874130841,-0.238620768298323,0.0197988076445488,-0.312304111145058,-0.102513701517109,-0.104163249348027,-0.178823001105694,-0.238096642116481,-0.181216030221073,-0.117434471085442,-0.127279027813686,-0.192455444223268,0.108258829770189,-0.0961419407940484,-0.0047272791952145,-0.289694390516883,-0.0856517410358175,-0.195516780804631,0.0114889905677546,0.0329997811030683,0.0122854310420894,-0.0775079779256196,-0.205990877063623,0.0598648835053002,-0.135699653606761,-0.156553330935028
healthy,-0.136591217748776,-0.191172971551354,-0.16325702020319,-0.506175306659665,-0.734519009053853,-0.16427489486142,-0.0718994363742342,-0.0493815507093176,0.103010001478834,-0.121964606077651,0.0364791881644887,-0.1499542029701,-0.11596426655482,-0.126974709090542,-0.276827448091186,-0.374991213331949,0.0913873562705067,-0.133969938319373,0.0886937152893372,-0.297473403583783,-0.261701510032065,-0.380489013957447,-0.244798921010098,-0.0454615912413333,-0.068492177135957,-0.238734271562716,-0.30117199255335,-0.15110149650986,-0.151596253560652,-0.232769932921742
healthy,-0.0089543127538195,0.0798011048875739,0.167125364342054,-0.0505182990594434,0.245797902277853,0.116797585832896,-0.109910722276189,-0.147483696215991,-0.118311282774401,-0.133660788092373,-0.0231850206898149,-0.0815042928310587,-0.0269489071093904,0.0181089078504904,-0.120564249884963,0.0270287464979903,-0.367404107887873,0.0026168982553025,-0.322971127066801,0.484527006699197,0.117027995222082,0.122297389897181,-0.0808399200839358,-0.305923878371666,-0.388706622973714,-0.0425709932169709,-0.0650315693831584,-0.0694766974661886,0.111172779324619,0.0108009195878075
healthy,-0.0269842836555016,-0.174018341650239,-0.183339717867512,0.148677830645867,0.0754750095593528,-0.166501045729122,0.0385503474723655,-0.119189835654424,0.0295725274844934,-0.0867484788464993,-0.204967789284513,-0.134043027423401,-0.0537499276235951,-0.316420972813892,-0.39741465556112,-0.213693960324322,-0.252559187127795,-0.129035396510747,-0.254644430990333,-0.381895161750174,-0.277907986089259,0.0232812230472714,-0.0171392286024158,-0.0843175785705415,-0.331693007923591,-0.0885782465854185,-0.157451292933974,-0.209361896470409,-0.239065545382307,-0.0831712282360223
healthy,-0.0194767409850577,-0.0063713725989408,-0.0432968227135952,0.295007217681594,0.620268652787998,-0.0336685349145961,-0.0460667140568057,-0.0909736985382463,-0.290407541238268,-0.0229431892091949,-0.0550957757396793,-0.0652983847877323,-0.0239377618287307,-0.0479223162816857,-0.0019935797516611,-0.0626669397368156,-0.365578314209691,-0.0102339636417113,-0.533636239457654,0.0581405496444117,0.047199412437593,-0.0006937138412833,-0.0757168199297547,-0.176413728235531,-0.854696935093277,-0.0602235270267776,0.308515856117197,-0.0643881803988869,-0.0374222949007864,-0.0064725729232139
healthy,0.0895919493325604,0.110408933256926,0.0925355031029385,-0.224698270789941,-0.489722254597081,0.0233789244494152,0.0084051795479633,0.0710838786722018,0.266618649373968,0.102315451291977,0.120419227540977,0.0035658684965617,0.176876451569111,0.120757387768064,0.0679703332169286,0.100993594093956,0.258318393510448,0.0674492475654924,0.336964964357441,-0.329386991136777,-0.073976130613028,0.0264267460605067,0.0024426524869313,0.108349775728002,0.697208018546747,0.101520403432542,-0.297416049038424,0.0381919179497195,-0.0306206264664029,-0.0409604835504439
mild,-0.318257724747456,-0.212239053311624,-0.182925545635403,0.0134398040542756,0.116121743955549,-0.205892285103396,-0.16609011297577,-0.0956850950778506,-0.292176645262985,-0.233184738827219,-0.0280105518943351,-0.110727693607597,-0.224040908071706,-0.1716358169261,-0.151293097565361,-0.237267320008402,-0.33600408521935,-0.201694855063253,-0.466387890192617,0.060275745531177,-0.140046025405738,-0.226044287891981,-0.0770564105831289,-0.122766519541124,-0.306957491948731,-0.0991594761093694,-0.0707139124890213,-0.177855271491668,-0.122492605789273,-0.225681445996738
mild,-0.112486834497302,-0.189646552852244,-0.103357130760249,-0.0623276232304885,-0.0196494908750497,-0.218666195961522,-0.363788115186787,-0.122247187953356,-0.154821617036418,-0.135229436789407,-0.140733144437449,-0.16560499312259,-0.204304029961617,0.0407515978698602,-0.133020490108852,-0.0139720210459962,-0.183200932852496,-0.178942001042173,-0.35446207843613,-0.183447078492893,-0.168370545289301,-0.332227148652043,-0.14977282101222,-0.162612844101533,-0.187300946749934,-0.281519335549839,-0.379555902716195,-0.301902326142253,-0.0718802863013168,-0.207384163032959
mild,0.176585954583566,0.0502366424788235,0.113508062810069,-0.468556621736267,-0.120696015868914,-0.055248104641665,-0.0789721212397167,0.129828632220576,0.135457708591811,0.110404658579799,0.158274722318773,0.143958860527819,0.0001716764253918,0.228947484159949,0.101719800922379,0.17026105979261,0.179887373402825,0.0045111410787186,0.431595402726593,-0.346922191533394,0.0055793867839671,0.0527276357201225,0.133923080543967,0.0052251603228444,0.408852849087219,-0.196140624195407,-0.165281783149465,0.097763193977051,0.0478749577030206,0.133247205081019
mild,-0.0894013778625243,-0.315726431494766,-0.097339453053861,-0.0701616887695092,0.0542785533344172,-0.0696776194513515,-0.502891731994391,-0.0158877529902951,-0.115230496789486,-0.0722463290600497,-0.0955830013852134,-0.20294641490419,-0.22231988999976,-0.089842245369637,0.0971522113036513,-0.0584831284725293,0.0516151449665247,0.112471579022715,-0.376368885904729,-0.258015559733328,-0.0590832232525401,-0.120399969712248,-0.175522465456459,-0.135463544165203,-0.419016477917932,-0.090375002947075,-0.0457103755094897,0.14386070845808,-0.299839640630647,-0.106736250332139
mild,0.132163391131278,0.152276135821555,0.100130556004571,-0.27927289961675,-0.418364938283997,0.214708954112475,0.0624123956336933,0.215535652422238,0.322028658550428,0.109919940162959,-0.0149548540086582,0.236278298544426,0.0401191790709959,-0.0427604267167458,0.191616913007029,-0.0856873363498515,0.578714699269393,-0.125192816448667,0.442328045502873,-0.0749420714584502,0.0230597808070682,0.0454821081713955,0.204051528766881,0.140287282366759,0.393646457641723,0.0533012132157169,-0.248086508660133,0.0215774954635945,0.0405484949752614,0.0372868921736472
mild,-0.0736205905071041,-0.0194159932524855,0.0850193769551864,0.113231047690527,-0.0895453496150577,0.051489747545916,0.0756282013616575,-0.0182904985741694,0.156753579728297,-0.0880235194145649,-0.0779283469371067,0.0689059394651751,-0.116571442732279,-0.0342132681292096,0.106135141064776,0.0366253765933506,-0.186998117956312,-0.11074364758632,-0.204264012375086,-0.136510737006578,-0.0596093576414521,-0.23520185308741,0.119709661475185,-0.0203164649181835,-0.204600267392619,-0.0281312509832288,-0.0728867239893312,0.0567295058330196,0.0220602510366657,-0.220272618995716
mild,0.196329281745097,0.170179423497179,0.208884794063604,0.228201234047626,0.372268930824112,-0.0260145975767997,0.0352702352673757,0.10224090701927,-0.0436673441568626,0.212230410576434,0.244541929013394,0.0422612233394613,0.215724578159389,0.0079094919733433,-0.0563600223343631,0.0650569867438873,0.0084737824115076,-0.0649695565112563,0.102880798469886,0.117415160202138,0.367628906354499,0.19806690186503,0.0956434539147869,0.0935301299387611,-0.4866820604405,0.206511560139414,-0.331150608286963,0.187096505498961,0.191854763001581,-0.172606617089377
mild,0.160212127809448,-0.168925671297951,0.131188881304228,0.100289171730249,0.0007910460148372,-0.0687509468983143,0.340716819358151,0.0153777858909949,0.0992242016699402,0.182995352479748,-0.0527651731819455,0.0835954816878991,0.109597730534058,0.0744593706149497,0.437910160656951,0.109862045112996,-0.129736273265265,0.0783319120992605,-0.227874660233098,-0.155089786158974,-0.156765426675813,0.15517509767938,0.173432019686181,-0.0080457008560128,-0.0666784253905174,0.0126359748706125,-0.0342815974471091,-0.0264616200129182,0.0994780229325534,0.208699129777556
mild,0.012224956130423,0.0881822107424344,-0.0278374388757218,-0.207650081616405,-0.359755273408945,0.119686728523745,0.0526407529377697,0.041860785168589,0.48490298679178,-0.169873334846868,-0.185681669909611,-0.349104481998375,0.0322287680851209,0.15963125926779,-0.219997623763769,-0.0241504449015549,0.181912326056362,-0.223568627811294,0.529222187948085,-0.070626989381107,-0.285121337776756,-0.461286249411905,-0.0013932778184303,0.0478674759759829,0.411864398039574,-0.150999396099588,-0.294415529558669,0.0003703202391424,0.0411961903815625,-0.313738679622965
