group,B7,CD101,CD107a,CD11a,CD11b,CD122,CD138,CD158b,CD16,CD197,CD1c,CD2,CD224,CD257,CD269,CD30,CD303,CD307d,CD326,CD335,CD336,CD337,CD38,CD45RA,CD49d,CD5,CD54,CD56,CD57,CD58,CD62L,CD70,CD82,CD94,CD95,CD96,CD99,KLRG1,NLRP2,Podoplanin,TIGIT
healthy,-0.015444381564507,-0.126913465885782,-0.0825141139922541,-0.228585771999884,-0.106311013402509,-0.173013301961209,0.107812167040023,-0.304691932178526,-0.559595719808173,-0.0105255443369745,-0.0412979618904343,0.0459040277402994,0.251967478832864,0.0049028570595192,-0.0028156117390161,0.136001903000975,0.0262788068065463,0.0762084729308144,0.112530372412895,-0.0039613330564459,-0.001506326885438,-0.0413322271001092,-0.213702460134973,-0.23365938672375,-0.0517811377569459,-0.0049670828653622,0.13576815302301,-0.0615735229596502,-0.0898441034056136,-0.0716653169676573,0.079426077932008,0.0644506184341635,0.0974689286158793,0.133035461494283,-0.0420190009355887,0.0712800130370509,-0.340419697998068,-0.168312019269202,0.0106427972564573,-0.0739726859079452,-0.165311516904306
healthy,-0.632879136683109,-0.621256412717348,-0.649576399722212,-0.433672329448625,-0.545687519600181,0.0360322801890194,-0.609898950575575,-0.193612505162017,0.246326050379073,-0.604269199597415,-0.636540992209268,-0.273223528973966,-0.613545776938277,-0.606147183920145,-0.60402755095599,-0.604372059399287,-0.627423430263092,-0.608261270892336,-0.607985293651588,0.137481349006986,-0.623498897569253,0.0599964222799529,0.266135439614956,-0.560982657202932,-0.638511758112215,-0.603826277049231,-0.601567898814394,-0.305205434868136,-0.73707242572016,-0.61047177068352,-0.423163987588284,-0.627457741607345,-0.631249526605303,-0.585589718369502,-0.660026740377595,-0.678661820531697,-0.296250255732821,-0.681005966057552,-0.625501543117,-0.649574124532033,-0.676032712787932
healthy,-0.0216265377572295,-0.0426083157017828,-0.0706359375453058,0.218680662176532,-0.122542157987776,0.0010501132162346,-0.0839553628799189,0.0910982458884823,0.484314406546175,-0.0703823728674508,-0.14296728631161,-0.473328649049937,-0.289850407859942,0.0644353203271926,-0.0516722662236472,-0.0561559309591771,-0.0782525551099557,-0.0314283731161385,-0.0061664801286516,-0.0674477124538181,-0.118864437650249,-0.0427895389337952,0.201468288038218,0.116818591754664,-0.157724518814238,-0.17450695477206,-0.358090995271273,-0.670835111078275,0.0697833004003443,0.110003142061427,-0.362905006882393,-0.0350139247013595,-0.308209583931044,-0.472049571320095,-0.0759482535474248,-0.444894967988481,0.19979281783439,0.374289182553332,-0.01056233289417,-0.129016605064304,0.0736672058370121
healthy,0.0206956336149205,-0.0185896056488587,-0.068318778589393,-0.173374698300463,0.215553763388719,0.365296868095431,0.0099921740161577,-0.07323588626306,-0.461412256632044,0.0025034316095204,0.0965910218821287,0.174601317190361,0.337653606702505,0.0647419695038569,-0.0617313862651595,0.042206236101781,-0.0859393361369149,0.0117078259622894,0.0255789922975385,0.651366317858347,0.0567626150490663,0.444090689318897,0.241524928069606,-0.25486806638211,-0.0477518178190039,-0.0003476337771276,0.468035928277397,0.468451993790461,-0.810195157799224,-0.147861684269506,0.398660212276679,0.0481401056203887,0.151366017188281,0.406198265926891,-0.33262959282029,0.17962972762329,-0.440724690551502,-0.357216197727198,-0.0112404304797688,-0.0688501401241816,0.0123953822876821
healthy,-0.0069074734426196,0.24951484997597,0.0384776850428636,0.107177750447266,0.0710003872304392,0.0081259271633675,-0.0888131187427317,0.0548375087362363,0.201049195331408,-0.155793253206589,0.154239767450241,-0.125210595772442,-0.16410037872628,-0.0552327709081104,-0.135993939662232,0.0192195734623609,-0.0997809155761367,-0.0405717320263618,-0.0169350992209132,-0.0637120596831941,0.207227340012331,0.151241168851785,0.0757929556451987,-0.0248077705031797,-0.0429902084856312,-0.0409977685759372,-0.0574994509429424,-0.17599755899648,0.0964046698710462,0.0326504181777326,-0.168964812647962,-0.0805804130245596,-0.0222140109363493,-0.281955918281895,0.101715608834567,-0.213956770669966,0.137505261362155,-0.0190173118140884,0.0043137362972316,0.0253033494597166,0.298541825690629
healthy,-0.137528417063894,-0.118880781878201,-0.236186843488991,-0.236308104554863,-0.330786099683315,-0.040943119399949,-0.105386966953884,0.35822547701744,0.403550546769105,-0.145297342710248,0.0245569135590887,-0.365560245970202,-0.255809885124496,-0.174824086646463,-0.148026540627877,-0.20642691980202,-0.326179592211598,-0.0354743103188251,-0.222998929960982,-0.0079817238921392,-0.181800818324492,0.186215744106917,0.151395993841143,-0.017953371611967,-0.378427581376519,-0.325982361224891,-0.559345590351499,-0.476528996254031,-0.101277363165993,-0.0301924582972071,-0.120742699677599,-0.179294027732221,-0.250070435791128,-0.538982460376001,-0.0907219772157607,-0.393810864872482,0.0277068459482031,0.126229698878944,-0.214746108781825,-0.374530973246149,0.0242115193242447
healthy,-0.0965498486205051,-0.0109939800653285,-0.155916646951089,-0.224756618801013,-0.11721698532136,0.145809271744563,-0.124469220156794,-0.289731547937782,-0.0962298748604813,-0.200363099385741,-0.13905444664512,-0.269485845988142,-0.0268974314832513,-0.13187971983178,-0.138919849795538,-0.115557456161303,-0.0978434224152219,-0.160191698894392,-0.0807653115951963,0.271385918521715,-0.0357456288503624,0.213211732786638,0.171271243741454,-0.0168915272683482,0.0569369534398196,-0.0871405906901198,0.120840520424936,-0.0296833583680661,-0.622011929150335,-0.143841026137033,0.093954538214275,-0.20569969502458,-0.0308954465491932,-0.247047351041246,-0.237003651384617,-0.0960847052409658,-0.247834043824954,-0.0445487300077485,-0.0690772413804158,-0.170046247680829,-0.0901188991644078
healthy,0.0356134074152562,0.274077623429384,0.0926829966177373,0.0386533015611883,-0.0550481165747645,-0.149019022955471,-0.193814098312206,0.272708050451571,-0.168127355444151,-0.030361581711217,0.118538856658351,-0.105507182966771,-0.17186414552399,0.211704477963369,0.210665764410879,-0.194821092274564,0.110694235192845,-0.112355285857217,0.0284696744893733,-0.0659392574409883,0.0535518765427683,-0.0160048772040367,-0.0768039542196364,0.0367661085939338,-0.131241415321002,-0.0623719520539382,-0.192741862971289,-0.135441750592188,-0.0609213668857542,-0.0402854760596686,-0.209483193551016,-0.152267147235374,-0.0383700217640653,-0.096963356584113,0.0291877895326322,0.15777178065704,-0.103805392507212,-0.395938741314492,0.104789658767048,0.0820875338891172,-0.375116364681151
healthy,-0.0039080464055221,-0.185707868911125,-0.118449109425131,-0.0695359675169539,0.0159084949809513,0.231122565087866,-0.0371974714381611,-0.544122364964374,0.0478239218179586,-0.149870192656258,-0.125784550320233,-0.0279057254714512,-0.137313496468904,-0.0507903718446871,-0.0972330342283606,-0.0223357435465673,-0.093610169827564,-0.0399076137975048,-0.065844111152218,0.418510048765305,-0.164575117864287,0.253305450789567,0.0968567400691801,0.0622983464703629,-0.0414977339118367,-0.0277415384806224,0.159657938759182,-0.293810188101503,-0.311098552203776,-0.0876699135756009,0.301384979300057,-0.0631963874215709,0.0289707799200937,-0.049992773542002,-0.138273671290715,0.0285868148798105,0.0788283342594367,0.148960433091607,-0.0161670147907466,-0.0680942900901363,0.213846569838958
healthy,-0.128680826663034,0.096398718968028,0.177490161015193,-0.204983499312254,-0.168426599868614,-0.130095904320667,0.156709660490425,0.272330542144136,0.239246583803078,0.111974569615634,0.150552098259358,-0.274795560631554,0.104433666793074,0.044191242297231,0.19214681272233,0.033083314433543,0.0379784759723919,-0.0259361689856561,0.0683101222592717,0.0343188785739606,-0.044422616026413,0.140713355718366,0.0150634818707963,-0.389862902140141,0.0211961311316301,0.101714370789949,-0.36071414442202,-0.0548671574462622,-0.164784448130163,-0.0267405555147708,-0.314368290161221,-0.007613497115206,-0.0339656715811119,-0.331604117154143,-0.0672534712933841,-0.199819774961371,-0.12298810342494,-0.0234687230347864,-0.135409081719969,-0.0851327747872307,-0.079766019189914
