group,B7,CD107a,CD11a,CD122,CD158b,CD16,CD169,CD1c,CD2,CD223,CD224,CD244,CD254,CD305,CD319,CD335,CD336,CD337,CD366,CD38,CD4,CD41,CD45,CD47,CD49d,CD52,CD54,CD56,CD57,CD62L,CD94,CD96,CD99,Ig,KLRG1,Mac,NLRP2,TIGIT
healthy,-0.0603575036244781,-0.0233863784898952,-0.0557367521251916,0.143863132417134,0.0946958968844846,0.672984794591698,0.0423686805990311,-0.0518069837929135,-0.45576990447116,-0.0645437542126282,-0.405924588232784,0.22221129565012,0.0120336361194824,-0.0005954368432152,0.0851042149277258,-0.0950371192756138,-0.146957058642357,0.129336446877349,-0.0156124037713067,0.108329461400211,-0.0049883301929893,-0.0141641525608059,0.0754444258582388,0.119587993691012,0.0016632076551661,-0.150587846055926,-0.351946681204923,-0.503430459261121,0.2410880738695,-0.30011218758392,-0.548157699263436,-0.357306906221052,0.443638231539494,-0.0249983651376379,0.218945634810108,-0.162413668760586,-0.0923616045435051,0.0181329740776147
healthy,-0.35215135220496,-0.34476416863186,-0.212878857367521,0.389199694550144,-0.135871828380709,0.413148060498584,-0.268547824873702,-0.357894266175779,0.0339745738460263,-0.321185756444301,-0.346571224028622,-0.0046504465831023,-0.329723188026901,0.174903643897043,-0.275603373435339,0.337535213371742,-0.284419980306736,0.237134168325048,-0.149440038594391,0.30796681448453,-0.21657474633641,-0.26619742580652,-0.291189173337507,-0.032337076136866,-0.357433940628883,-0.364727128639197,-0.266174437445208,-0.000202030807723,-0.525094036196275,-0.189656609550457,-0.424749323954402,-0.393747208781403,-0.0136282036927959,-0.212793318200975,-0.444635522416311,-0.31738952855411,-0.304846748789955,-0.407417219110155
healthy,-0.0342941580635203,-0.0679995630984224,0.0599718967519547,-0.118310058832432,0.0474683483827733,0.620410118561968,-0.0952684273823671,-0.196251153620545,-0.457680598249541,-0.0557250869349517,-0.304698290231638,0.138758246632467,-0.0703337037029122,0.0102073858924796,0.0820816047628838,-0.179396603419189,-0.0856946285468117,-0.0947750833258921,0.0576411071404736,0.125490991010839,-0.134531447308368,-0.0926659722899192,-0.0139003801332299,-0.0185506505220952,-0.214310336910824,-0.310398579475278,-0.453758106875634,-0.701572261267981,0.0990788583247728,-0.57597968697583,-0.502801376654172,-0.463400236481953,0.251553584015097,0.100763995074911,0.193214082549226,-0.21504795091525,-0.0333422266172157,0.054422212965895
healthy,0.127821145010548,0.0054523021500223,-0.0872080547105643,0.0271797734004997,-0.200899346960225,-0.361800270023045,0.121650064830387,0.132151989735858,0.270188210060235,0.0685719258201062,0.167213278962766,-0.108297320158524,0.136606851787362,-0.207242895997013,0.149270125710019,0.17867314943144,0.166626924386904,0.109265129743726,-0.0170710946894163,0.0445524792580404,0.0714598254120562,-0.0506183689443341,0.104428454301204,0.108811580681676,-0.0601073418756211,0.163310754849592,0.178525925985071,-0.100490014983217,-0.258882370601208,0.134372836222491,0.234910858553341,0.219091609541813,-0.263965181541784,0.0072545064940308,0.138438122040472,0.15431329189185,0.0466189495702934,-0.130025922477464
healthy,0.0064636497121444,-0.0158885016724356,0.0490283949570177,0.0652518482734407,0.431236739034185,0.471963120502226,-0.107172623834351,0.0877116224410045,-0.069424022994102,-0.0453614464054255,-0.411437235113907,0.0438092228185317,0.0372284096228378,0.134956444277686,0.0658690828830041,-0.248270654321642,0.0923988153156968,-0.168771217481993,0.222439439826647,0.255260534083414,-0.0152814297672111,-0.178282381472037,0.149205800656339,0.0812244056364948,-0.172123784833354,-1.57997522909672e-05,-0.249620543459209,-0.0960618991662178,0.208199656539701,-0.20544151638063,-0.589716091007203,-0.145260836028054,0.407145057885981,0.288113252163452,0.0569339794787976,-0.0832927617964464,0.0065683348781132,0.205851133090643
healthy,0.296758131290669,0.157907599150864,0.251593529352291,0.168019377262174,-0.279286415427519,-0.403565547811677,0.0829802264466801,0.0255197737472448,0.404718843512476,0.115818513279817,0.366524549072677,-0.118150604219985,0.226821477904582,-0.09996820183836,-0.147261467731635,-0.14117018973958,0.26140970122381,-0.268868053875209,-0.0825991800200791,-0.253759520720999,0.198396444214798,0.198018549583463,0.127993778527805,0.0904132541839183,0.270894886473153,0.456305967515142,0.64931513358137,0.376559971224921,0.0797690682917927,0.270105778423128,0.498234851045185,0.451467775376367,-0.0335992183075379,0.365451962952292,0.0707611594388018,0.397083751441923,0.0633573567498081,0.0619260608725674
healthy,0.0409924076012968,-0.112016706915329,-0.233770996354081,0.363786809418301,-0.294843445768519,-0.0406127954994668,-0.101670418678892,-0.166278501209552,-0.0683652878281641,-0.191689535511263,0.0373450831847974,0.0702882388851372,-0.162366245396759,0.163063368874669,-0.143469007162817,0.377220523656488,-0.0014707567406418,0.232386612802754,0.236901908624984,0.23213805378403,-0.0018559693932936,-0.136266945525864,0.091119534531316,0.0377412239259857,0.180272558056252,-0.0865074356334007,0.107309172480275,-0.012547367258579,-0.332525050204929,0.189246345303114,-0.128648456560343,-0.0550489426438949,-0.118497221609884,-0.149881179424833,0.0155397340589534,-0.0217188346290467,-0.0354622359190333,0.0810946187498549
healthy,-0.11507813909821,-0.0066761701786261,0.0241522226327788,0.296148429258158,0.202609065454497,0.286220453510817,-0.108256973542853,-0.0416337666252419,-0.0947649387892378,0.070812956901239,-0.110167570602876,0.133430255837255,-0.0026593778545852,0.149332004132719,-0.127777615027327,0.219297297443955,-0.0721014972984896,-0.0991608987779609,-0.263925679694931,0.378680035291485,-0.118141620384697,-0.071650423032994,-0.0440852805060963,-0.0085116360503792,0.0857757264270357,-0.0705022292856191,-0.161623750140746,-0.145862087430832,-0.31087504630986,-0.0586629150809626,-0.0187358762110872,-0.272700510346424,0.116626447868381,0.0220574795493287,0.0384557891085218,-0.0721498198120215,-0.136134519435573,0.247539296990382
healthy,-0.0993926683381463,0.0045662101237471,0.236459429834779,0.239719783890134,0.207667812310217,0.648808217727793,-0.0883590817150095,-0.0834525125091602,-0.203740943695562,-0.0923290023410282,-0.285502934813267,0.322345590456493,-0.0175988171688113,0.0396293639344563,0.114066075587551,-0.0550915233983569,-0.173402916692738,0.0978385994683225,0.166124645795824,0.443433108776789,-0.0733739079025352,-0.0066583480187414,0.0915771911985471,0.209027514512657,-0.0199458115945606,-0.133965195744292,-0.394450526926352,-0.291301468673592,-0.0522381648663417,-0.393652024979373,-0.394427547677639,-0.271921829313589,0.385150855977785,0.0449219029084602,-0.0560068944203329,-0.176423961103857,-0.0560019468097776,0.319757587711671
healthy,-0.0179870871940705,-0.117210483689278,0.427745917901529,0.313534715203581,-0.0963158325219029,0.195861840045055,-0.0600468985050977,-0.17868050135307,0.0848272592020035,-0.0889027610472064,-0.147552886949104,0.414336159451177,-0.158748465095026,0.170425631122831,0.12235447507511,0.0782586737678329,-0.03269271142759,0.0859701477864254,0.23852041722382,0.178174347638416,-0.015837223673616,-0.0291726902623127,0.394065642234308,0.309491111628466,0.122797561952678,0.0894515618429974,0.177511918539552,-0.0511297056637641,0.246053627109517,-0.0225261002796385,0.0566086690437305,0.120852932310099,0.47343349578552,0.119768745323246,-0.009899129621308,-0.0225208547139055,0.0324435819990724,0.0997439018800373
