group,CD11a,CD11b,CD11c,CD122,CD154,CD158b,CD16,CD1c,CD2,CD223,CD226,CD244,CD269,CD30,CD305,CD319,CD32,CD335,CD337,CD366,CD38,CD45RA,CD49f,CD52,CD54,CD56,CD57,CD58,CD62L,CD69,CD94,CD99,CLEC12A,CX3CR1,ITGB7,KLRG1,TCR
healthy,-0.157383294418072,-0.0872706254971637,0.135183856679295,-0.280778674445087,0.0260948473541273,-0.254189621818038,-0.438500029140786,-0.0134480506666743,0.0914243025682465,0.0561737274356004,-0.192907232584353,-0.34901560087096,-0.0277238469917729,-0.0552329685956967,-0.108385191558348,-0.144590516764061,0.0159777982087154,-0.0466713912620086,-0.343025076474114,0.0334216608774415,-0.0168593356648006,-0.273313633040564,-0.0978308997301661,0.0053881075916752,0.0520202093098631,-0.0241177396514118,-0.146682157257072,-0.150185477402193,0.154530817765889,0.0215430207820667,-0.0241301426048572,-0.399513220492229,0.0512536529740773,-0.193509698516088,-0.202734923844409,-0.443125427419822,-0.0271727239085856
healthy,-0.00071376286342,0.0613103220586673,0.0663712462088303,-0.237452879996909,0.168232811559333,0.0366354840792206,-0.591305635140772,0.185188966524073,0.116756548724627,0.188425871118563,0.101720667301213,-0.144322353824927,0.230656803592968,0.118175853922327,-0.193593065179452,0.116549557909036,0.129882500252926,-0.224324246041604,-0.189842149419149,-0.0094189438375813,-0.255767911083441,0.0140260004533837,-0.189730213649861,0.207447868537325,0.146865404171321,-0.0603700727469517,0.241489438144945,0.161448465239423,0.194054841074338,0.180779255092935,0.184002508306701,-0.152058288378763,0.126579074156259,0.112018130408914,0.158381566896637,0.167991964969338,0.133976198715088
healthy,-0.238230436745449,-0.181923704985721,-0.0100861072694855,-0.352686890286232,-0.0860983891286561,0.0977162970972305,-0.221914875744819,0.0793527110097274,-0.173099749315382,0.054778165024066,-0.0090827169037238,-0.245067066454409,-0.0898245387783855,-0.0557015068770826,-0.248848682721837,0.0249149085155467,0.0626869583959545,-0.41184846198777,-0.203974519950856,-0.21634685967275,-0.267400501921948,-0.250603991749984,-0.300239306540766,-0.0117693058198966,-0.18156818110476,-0.193935028043205,0.201225685836114,-0.0961847796032149,-0.233286579132149,-0.0104006924559371,-0.225438162302211,-0.209386556889352,-0.0667917813830699,-0.0589244841271878,-0.116677313747362,-0.224947141754565,-0.0375000466456608
healthy,-0.171283546076831,0.100943492110559,0.306281257976876,0.317756510578821,0.0367690096835629,-0.073231257980497,-0.625429336337587,0.161837807391662,0.25116775613959,0.100197175741821,-0.148248909511832,-0.0355594196141819,0.0089857415188118,0.0733066221100044,-0.155929235856218,-0.0133198771083793,0.0930965875091864,0.486706990214088,0.325604041991629,-0.0587795398864941,0.10060841044005,-0.489502419637681,0.251516837525394,0.0420756490089061,0.435075735909488,0.405241616378064,-0.622218000910777,-0.0614111088619693,0.356521044483436,0.0762340634204921,0.500741403088285,-0.467945227765452,0.141852478002952,-0.217660540410814,0.131010734412962,-0.117763677304418,0.0746203190643608
healthy,-0.281042020498337,-0.141731364930379,0.0459569244949824,-0.343712013081809,-0.0089177738515676,0.301381019368863,-0.0276007136924099,-0.0355578726775236,-0.0717898466838652,0.0868877085120435,0.0190277156947923,-0.0931139813329002,0.0095468922528428,0.0527944427346413,-0.127277527401665,-0.128621142565439,0.0506228584437387,-0.196476296614702,-0.364470679671073,-0.0330411489287052,0.0902342703328119,-0.068705917434162,-0.392598409461649,0.130210620092104,-0.190965332691088,-0.28602646061241,0.222195279500411,0.0764375441771701,-0.0673915987357119,-0.120795958847593,-0.526590291468294,-0.0013438775253734,-0.0336886923448511,0.0906334836344214,-0.0332932232222409,-0.0029816882895328,0.0313673573713499
healthy,-0.26834665911783,-0.0086554835772122,0.196987615230564,-0.282302319681271,0.143823223047915,-0.228473905720586,-0.496474504985606,0.290019854690392,0.228081392694991,-0.0833902861463391,-0.217043151860968,-0.221375975159089,0.0282360958391067,0.179623803874424,-0.339562032416087,0.0347987642933004,-0.0471240462059749,-0.214555626762898,-0.452272597195172,-0.0120720691755159,-0.217420281130964,-0.120692362155157,-0.0272122729579127,0.130205441285141,0.325110408501617,0.274593062237519,0.0459595115584826,-0.0156623377416762,0.249815892465082,0.0572104443819404,0.231274458611034,-0.365581003465347,-0.0079920381442521,-0.127428348916284,-0.063192110071304,-0.343227501523897,0.0057817005013604
healthy,0.105019207788124,-0.0752862753272745,-0.0576489664552413,-0.448969691050473,-0.0346532476517838,-0.178881036406976,-0.0651101026086254,0.0523806494286954,0.0643815933329704,0.0565895884527876,0.133298226710715,-0.25068865550215,0.055388385858309,-0.138672795616555,-0.149472925317338,0.0543869553138742,0.0890077382723995,-0.31910752949401,-0.138478539156777,0.117320990678645,-0.311365605820487,-0.149499423814508,-0.0995451342424925,0.115722833411149,-0.125223251905775,-0.413327757354745,0.241536059274191,0.0257711804280793,0.169564256073583,0.186019554071203,-0.0707859816566044,-0.0457403602502402,0.0002149856029503,-0.217347167715333,0.0771201067998599,-0.064316621594225,0.0812802070307149
healthy,0.0184658116416989,-0.13527850658468,-0.0508253881123601,0.128137706456495,-0.002468949273219,0.139128683173443,-0.104051589818751,-0.0437744508821763,-0.105917364870123,-0.212572752094019,-0.121161857912975,-0.0627591879518062,-0.0298805006284751,-0.131244822964196,-0.115508950285533,0.0492308556543234,0.0811016001588067,-0.533469790237099,-0.100832832503496,-0.198812119452507,-0.0546126974515488,-0.16778679825359,-0.100175603898523,-0.236794501769566,-0.276341580816677,-0.54242322336402,-0.136865975981457,-0.100165200918721,-0.293628855560556,0.0027802989123068,-0.296405589482995,-0.212132827685207,-0.217682129012255,0.015223173948036,-0.0468051477451638,0.213212507716038,-0.26640035111906
healthy,-0.142611704582341,-0.209648164504817,0.0958644059369424,-0.280052423479472,-0.0523467734807722,-0.182838266271489,-0.331278489274711,-0.0680988052425741,-0.0676833258298928,-0.0405918943746084,-0.231817615354297,-0.273396054077974,0.0108089619003761,-0.110386133348997,-0.0283835847912691,-0.0928005501299745,-0.0562164642041543,-0.163357586271906,-0.1702061983658,-0.0605225117286314,-0.10781007679678,-0.304710382242634,-0.187902368994732,0.0046988151460224,-0.0586753619703569,-0.25119955849817,-0.254155485289811,-0.0882967564917432,-0.041892878791575,-0.0821312680228531,-0.282139685420002,-0.213011870192045,-0.0208766286833039,-0.190175888166238,0.0117723507490547,-0.147014958641158,-0.0096216882626621
healthy,-0.0277843716840014,-0.0631279627992095,0.263193350616847,0.0945197372840334,-0.130622137900077,-0.0852899530102014,-0.123542573545037,-0.0116721125973527,0.441609592426057,0.0851226163410838,0.0941780261336015,-0.0183054787326175,-0.185952679633724,0.0475775256822767,-0.0645516670112201,-0.147757265951071,-0.0505263038328588,0.182318507928798,0.240157966477276,-0.0997613258116291,-0.151984042140835,-0.165174790711731,0.0207930459848348,0.185199617832093,0.286560455048014,0.435327802711658,-0.246087788176764,-0.17545287861703,0.0620898399162783,0.141627902963639,0.30251378843487,-0.114682700956502,0.111131465486769,-0.361251792857551,0.132806171064625,0.0866708583092913,-0.044390648161379
