group,B7,CD107a,CD11b,CD122,CD138,CD154,CD158b,CD16,CD169,CD197,CD1c,CD2,CD223,CD224,CD254,CD257,CD269,CD30,CD303,CD307d,CD326,CD335,CD336,CD337,CD38,CD45,CD45RA,CD54,CD56,CD57,CD58,CD62L,CD69,CD70,CD82,CD88,CD94,CD95,CD96,ITGB7,Ig,KLRG1,Mac,NLRP2,Podoplanin
healthy,-0.188063690538316,-0.0284347910751176,-0.194002007689566,-0.017848182682646,-0.213985790387412,-0.072048385844559,0.375945924934237,0.516206297868471,-0.0640867162513393,-0.0157937635940731,-0.109602768559938,-0.504133066792965,-0.195075886500332,-0.492301774590021,-0.0499535552952598,-0.0881211475177044,-0.137894912750687,-0.127714850926723,-0.154958368529224,-0.109802096939269,-0.0952001515503834,-0.504902478535208,-0.193891811724604,-0.136533885543797,-0.0011121827480966,0.011423481032849,0.307517084107162,-0.555329940858126,-0.648569257020182,0.170360447788664,0.104446738599728,-0.678972938236117,-0.0996127124781178,-0.111631489914791,-0.208244576233351,-0.0982342602542938,-0.670545654213092,0.0021873173471808,-0.392061545421127,0.0373669016318319,0.0065643390833828,0.257630342465145,-0.278959637478728,-0.0880230452407366,-0.029711157977768
healthy,-0.674489140541968,-0.642275715640439,-0.602709074240752,-0.0970700289120853,-0.659576434658738,-0.649915165561231,-0.362266934527698,-0.0839901450722906,-0.665223666031988,-0.673598292878619,-0.67435915499736,-0.30579156288957,-0.612845201437166,-0.622160891775638,-0.621024508092765,-0.677791056599605,-0.65891579461585,-0.63319932927449,-0.645879351642362,-0.701423029121568,-0.68376421828251,-0.186417843525453,-0.652969037744706,-0.186460548856202,-0.172436245115483,-0.510544444674645,-0.477303177835173,-0.548614721399078,-0.19417433595613,-0.471288802739179,-0.650240876409512,-0.520574293623774,-0.640965675580042,-0.672296827934267,-0.695114246826716,-0.614928639814973,-0.277286257955692,-0.613974203933013,-0.608969622189367,-0.674270833026558,-0.625958299794686,-0.486433847833758,-0.632840364306678,-0.640498461236723,-0.676219385680799
healthy,0.05512441248465,0.126653705437938,-0.146888732695122,-0.255280118373535,0.0561052713613048,0.0129690552717985,-0.0438233142053319,-0.416438358535979,-0.0287898341490257,0.0480785712422827,0.0430525008891151,0.0049082433243779,0.0987005152959298,0.170569342640898,-0.0923816788185634,0.0561145507708953,0.0263416399147681,0.0249548691705875,0.0197142610164826,-0.0658839525755981,-0.0065811681704691,-0.268216350829525,0.00355620807365,-0.238627620969647,-0.132705897138162,-0.070575386404032,-0.156885224041696,-0.0754749562686915,-0.0342300766008879,-0.0166704805953721,-0.0861929775648193,-0.008907696984474,-0.007139494457065,-0.0102492832793484,-0.0003801417754163,0.0019988044878054,-0.0657376259845732,-0.029198646578608,-0.0121310926372111,0.0017760001460204,-0.1317323526716,-0.0760466704538553,-0.0162119973533727,-0.162221922295259,-0.0132523060591395
healthy,-0.11264861214137,-0.110000978070454,-0.0644962199755519,-0.177588250803673,-0.13632534287842,-0.137915280005043,0.0825929022625437,0.610620734127145,-0.166921185482185,-0.161527573403603,-0.209886053304866,-0.0992145426739482,-0.156027217406006,-0.439982811505909,-0.0867146581263398,-0.146263842826676,-0.0604627293049475,-0.107743990156661,-0.218808200226917,-0.136424348199194,-0.109750027700445,-0.366636035828613,-0.206607179817078,-0.204624796464649,-0.117224166135087,-0.0621794128194035,0.261380804877718,-0.299171358925388,-0.155475263787045,0.487052568263575,-0.0008215233777088,-0.208738340627181,-0.155065702721194,-0.173910440535882,-0.243179986884162,-0.0959740412278346,-0.0594797885235612,0.0910092126940988,-0.262337264587245,-0.265719208926859,0.0075699646175847,0.194910657002707,-0.214020195127227,-0.177033113623502,-0.133734628350775
healthy,-0.0062056512445224,-0.0961724890856277,-0.0440757983149398,0.168245039893994,-0.107169987542867,-0.0864935728131979,0.0664252039217567,0.151793168368538,0.0249865620498059,-0.165282727695758,-0.0225452938689702,0.0618265375398199,-0.0585434620923328,-0.112527029279055,-0.047962702784413,-0.124043599743624,-0.0930400658202039,-0.275775394267199,-0.195444989525871,-0.248634258382356,0.042924243223233,-0.0098422622903752,-0.0469510789756899,0.230049181452522,-0.086922873362794,-0.0736915371578229,-0.249444717465035,-0.0306887803372266,0.126286826069694,-0.0696983779281119,-0.183631275807573,-0.286113417784074,-0.0697627727304683,-0.128128000615515,-0.0429944157437054,-0.267119132166333,0.325476901784456,-0.0583577456434274,0.0361725910350979,-0.161136736974709,0.0036992175274152,0.06036151576021,-0.0062582102734511,-0.0161068250672637,-0.109011715415896
healthy,-0.123258313725711,-0.128766812899325,-0.0905646362884459,0.0618243357930201,-0.1893521386642,0.0375323355566216,0.0165856626307797,0.397992660495924,-0.0858950714157617,-0.038599578779573,-0.101132149845256,-0.580846280035214,-0.135635763194719,-0.29932769203483,-0.181463449408777,-0.121364750820879,-0.16024160229312,-0.186047815643528,-0.213067423035962,-0.0300439934542127,-0.284018002454009,0.0309235644226407,-0.154565397665988,0.250685447715742,0.299551163672604,-0.11293524425957,0.308762144727605,-0.431943627346871,-0.334237755239543,0.0587525212778891,0.0051855547125453,-0.40923642499259,0.0756052206211301,-0.20654126590378,-0.189005899403014,-0.0324425376858459,-0.305569686853294,-0.226275201764368,-0.256255460729854,-0.148212589775968,-0.172095218817823,0.0188572973141895,-0.13075203391346,-0.300629797055565,-0.205754247397522
healthy,-0.129368144123747,-0.0087630642583203,-0.247668541602481,-0.401002704358533,-0.0263736691164412,-0.024717427166762,0.0922066543166591,-0.255707211655785,0.104632860805287,-0.0305012523733875,-0.0307018537072119,-0.0510487489044247,0.0526957772132824,-0.0060231028078644,0.0658735733426314,0.0970406602754432,-0.0459266157184701,-0.0152692548013492,-0.0765447461057915,0.0306469096867872,0.0273757049198597,-0.405211452052785,-0.0826437064371616,-0.26701274206442,-0.166575588150114,-0.0013044486721264,-0.336029094754394,-0.219401604755473,-0.596370981921647,0.0981231394688821,-0.054361241822672,-0.190882948128984,0.0011957521656326,-0.0238354563399091,-0.0014050964992546,-0.10826735144736,-0.259254175586014,0.0569224388717212,-0.0634724183968138,-0.0738149654352942,-0.0895293192678965,-0.359571698110764,-0.0663985990482977,-0.0216066702398844,-0.0032957309404405
healthy,-0.0283660621597958,-0.0158946180114799,0.0403990232104594,0.145489147802884,-0.0263489060821775,0.0146629456836902,0.137048313324765,0.35114086961514,-0.0467009997560535,-0.157673062723862,0.114688780795756,-0.112149223000174,0.220557575525873,-0.263774740855791,0.0262574013845335,-0.191123593094199,-0.107948112258775,-0.104156866742518,0.0118712332079121,0.063991712393913,-0.091775049222375,0.213054719296524,-0.194847271961415,0.0952564799034059,0.369031662783621,-0.125951466651072,0.275740169791606,-0.0047188826096085,-0.371691006735699,-0.167373764411261,-0.0083575436153199,0.115039564158492,0.0925787730986134,-0.0111945556406628,-0.213797872195444,0.0960951486200315,-0.114854689137974,-0.0084298815516896,-0.183536181567364,-0.0089978627975647,-0.0135437352060454,0.0463993500510464,-0.0628245686396659,-0.0565155751637706,0.198323455920088
healthy,-0.0693417461639555,-0.113274116440118,-0.0420866080758953,0.125586429151148,-0.157289244696709,-0.12372967740199,-0.0646841845608113,-0.178941378879174,0.0758340601237328,-0.0706276739234135,-0.0126326081245572,-0.167401730683683,-0.18427779843979,-0.0810959018924531,-0.071609743865898,-0.0955890611676996,0.0108336930929853,-0.332505955414731,0.012798970122656,-0.113024656684399,-0.0356029336214523,-0.105391511727791,-0.114293345595024,-0.0518869947892355,0.163516491036617,-0.182462420745934,-0.068367704559356,-0.0542252291794225,-0.12271468901854,-0.152289873584089,-0.0358102895654949,-0.0849939626410273,-0.0474247977286763,-0.0701945634446005,-0.226126252809449,-0.125560884822772,-0.188575287070338,-0.141854976102927,-0.176354099143513,-0.303468859985329,-0.119050558718256,-0.143693811637537,-0.174086963811679,-0.202749580565609,-0.0866753561477233
healthy,0.146607670024398,-0.0944792726033197,0.111496189603851,0.176096477393232,0.0739922796529572,0.168464253032711,0.424704724277895,0.218022821685789,0.166406240399908,-0.0719127504242238,0.0877384053978496,-0.0030126373131102,-0.0605430056946209,-0.0589589336827353,-0.105575309364971,0.179092195153879,0.107522257617045,0.0391147490143875,0.137926392214445,0.105774988971148,0.0892569493425644,0.166608620079218,-0.0495195899340216,0.0143539748141618,0.301474582747502,0.189880321149332,0.408080396966874,-0.095331900913432,-0.27311556895529,-0.155065624498542,0.22338438521343,-0.11308137022596,0.0210563223455521,0.100204277494829,-0.116403094675055,-0.12239007834146,-0.30100160394638,-0.0260128928675823,0.0081288137190647,-0.160094388681236,-0.0355146705609425,0.0864312942389399,0.146381233019519,0.105030409470568,-0.0624518532207294
