group,CD107a,CD11b,CD122,CD138,CD154,CD158b,CD16,CD2,CD223,CD254,CD269,CD30,CD303,CD335,CD336,CD337,CD38,CD45,CD45RA,CD47,CD49d,CD54,CD56,CD57,CD62L,CD94,CD99,KLRG1,Mac,Podoplanin,TIGIT
healthy,-0.0042548040583791,-0.121498715009443,0.0227536124569611,-0.113416442671608,-0.0201957602699266,0.307495789025084,0.628316688776213,-0.375388064623024,-0.0804278612299931,0.0287376573688721,-0.0598140465060334,-0.108840247113656,-0.0461588949522803,-0.391020584486063,-0.15849354595259,-0.133032718572105,0.281784780038044,0.0918668371498211,0.269575924216951,0.321469586746361,-0.112872967392624,-0.576066129831481,-0.647619982527055,0.200907805161367,-0.556445610940577,-0.787820043401517,0.492338003953677,0.0231312951155828,-0.196890384914576,0.0583075881705705,-0.0329401966197767
healthy,0.318760543716734,0.24885861558702,0.309427419671329,0.384116336335509,0.314261387619779,0.135478790823773,0.610079581002159,-0.0413367234487476,0.280485359450029,0.316303171690784,0.296150991969886,0.312710048473558,0.258130302216582,0.162870730695186,0.268938465814541,0.21545235891073,0.599580121082497,0.193900367612797,0.160723409637779,0.184715064855271,0.0872959450092772,0.0502027957512379,-0.217757855868811,0.148577254206761,-0.0982515762954862,-0.320188952331034,0.213338912718252,0.0434458422143343,0.245827075856103,0.300848945169739,0.193260586814343
healthy,-0.0459077675644057,-0.0933272596673527,-0.0591054651007462,-0.0309802565385536,-0.078896117702964,0.101836951252982,0.62349673681361,-0.45690828035787,-0.0785558132403808,-0.0764716747206135,0.0044298911803955,-0.0633317134036194,-0.106936154846107,-0.32595717864416,-0.0642727943783535,-0.0215957390854386,0.120633166936011,0.0015907600759384,0.262760254847427,0.0621721386827944,-0.165203702655074,-0.516326828612564,-0.603189622739038,0.148061323125474,-0.609381676741775,-0.510690178593931,0.281649296722049,0.412669488579748,-0.20847272318314,-0.0772463615711198,0.0459441569738754
healthy,0.0669310845326658,0.201685468323019,0.0316953556595254,0.0328528349485316,0.234419596224356,0.129206050133639,0.148391119580888,0.22370474827677,-0.034622398151838,0.0232014522995918,0.0383805927208461,0.116111603293292,0.149011569313686,-0.124564531975071,0.0639135269570223,0.201602310582562,0.293560547836951,0.260752658161846,-0.0471501323210514,0.286304517345675,-0.0827021099852944,-0.0634868127888601,0.0556763152947486,0.223793965847101,-0.0266871086014419,0.324087245490015,0.280748681729663,0.203908948562212,-0.0765634821341869,0.10942825312055,-0.0462190073087007
healthy,-0.0005775177705206,-0.042161194584857,-0.22497546368614,-0.0352941115921014,-0.217527943954004,0.540552295442792,0.5668253846226,-0.333629373155489,-0.0704609529789714,-0.024785215023802,-0.0761596749276585,-0.190319191159114,0.0248486112504427,-0.371971923608576,-0.0537985097087193,-0.272136457196058,0.29862039784341,-0.0162240255204212,0.114457417760207,-0.11010639260188,-0.249864171622427,-0.463002501362571,-0.266642810316854,0.356959417115563,-0.483393148345014,-0.351081212965222,0.205415526807067,-0.0502926754851452,-0.0110797630542,-0.0638215366059798,0.056495350930144
healthy,-0.282881484315861,-0.185849765348906,-0.0316901397815651,-0.191747644884721,-0.0158121255640914,0.388424266580548,0.40628823703862,-0.155501858426348,-0.185800668148253,-0.0269484659802363,0.0050720249652865,-0.155351131035245,-0.151619266273904,-0.227471643380103,-0.0148723243584662,0.305706810711731,0.235282322721359,0.193179697484051,0.121521323989154,0.259381670249024,-0.274938206323605,-0.358920094588916,-0.543618987153058,-0.188399953307143,-0.298931566910207,-0.319027612870812,0.470381588152984,0.233532658677812,-0.228666868906114,-0.0668740809941036,0.005211827848176
healthy,-0.163283501930797,-0.312568826621391,-0.14337597055659,-0.164315090457071,-0.172461538736234,0.110834178760579,-0.256736738342694,-0.251651759765571,-0.134658011841311,-0.175432980902555,-0.184828576364128,-0.181083073147801,-0.103452530946323,-0.104934604471313,-0.141346542073849,-0.224754441973601,0.126974712284608,-0.172555713046155,-0.389586151971666,-0.163467256949821,-0.146559983660832,-0.319489986920774,-0.235957548013232,0.0910228313323163,-0.500248441170135,-0.459332259977609,-0.1562471410578,-0.357460336671891,-0.155914064190007,-0.186469062254144,-0.167771712883115
healthy,-0.0221385181785403,-0.0447381176569632,0.070842003578373,0.0013251823938618,0.0143044957892066,0.153438501357198,0.577365348268032,0.0082714634211253,0.0416542766647098,0.0393428060065316,0.0628936209709649,-0.0305299731605007,-0.0337376975563777,0.258619705587588,-0.0300059593654434,-0.130498315496018,0.196416298889575,-0.186002540071601,-0.0673295390437139,-0.0098762205047622,0.0161419052860889,-0.20438306669578,-0.253855697772695,0.193023241948001,0.102994329381147,-0.303413677715558,0.181973512426186,0.0219003504768276,0.0082080692499198,0.155208885295573,0.213122873225972
healthy,0.0377666183077829,-0.061237354903202,0.0474801549192902,0.0813048421573988,0.0253051259638635,0.281821125714533,0.59057234052735,-0.351654257986056,-0.0172936697797573,0.042040944578906,-0.0881590710910318,0.0412180433058261,-0.168825030628209,-0.209589317526996,-0.127479506336191,0.0026237556752251,0.260359171780223,0.121170762678664,0.174939674190091,0.180601512961876,-0.0879440072400418,-0.450550547498852,-0.38098132014109,0.183086837832846,-0.364403590214955,-0.586752394151586,0.350600606578565,0.0572839957099332,-0.0434551200399354,-0.0241812756789702,0.186263461555383
healthy,0.183596925711609,-0.0317304445875134,0.0446772455250065,0.090954902838138,-0.177230666932323,0.170527815251056,0.213438966198394,-0.146250630248731,0.229721821406942,-0.0692775702791228,0.21288257404527,-0.0072428401119334,-0.102433622651193,0.125157435317696,0.075536466849626,0.151540744215901,0.303233696843525,-0.0679252918828451,-0.353632220839871,0.0443963912826545,0.0467288045970775,-0.212920176862842,-0.0856883351594658,-0.0104703671110433,-0.303356686098426,-0.206656670011892,-0.00862910020567,-0.0460733042443765,0.117661739983207,-0.0275515315664154,-0.115339318444478
