group,B7,CD101,CD11a,CD11b,CD11c,CD122,CD158b,CD16,CD197,CD1c,CD2,CD223,CD224,CD226,CD244,CD257,CD269,CD30,CD305,CD335,CD337,CD366,CD38,CD41,CD45,CD45RA,CD47,CD49d,CD49f,CD5,CD52,CD54,CD56,CD57,CD58,CD62L,CD69,CD94,CD95,CD96,CD99,CX3CR1,Ig,KLRG1,Podoplanin,TCR
healthy,0.0287466886609657,0.0210798917732995,0.206970709710427,0.100152366124812,-0.0267455056446308,0.236059184103539,0.0938682988787627,0.407944968584412,0.0135627850790749,0.0220503379490868,-0.009296077196851,-0.0307376719116866,-0.169000823678892,0.177117139640756,0.246795576700671,0.0685089534923906,0.0411560759150467,0.021937102950254,0.091051695916409,0.125236531872515,0.174214893063973,-0.0225488568054661,0.117784327897201,0.0164925540834152,0.191572590212602,0.273711726858898,0.181658259100495,0.12998542519929,0.0089477965051431,0.0929194380693573,-0.018658074830104,-0.0760858877556415,0.0815619140443155,0.0747904383537254,0.110330211797718,-0.175123235065942,-0.0918290553289712,-0.0051155597781531,0.0964410854648505,-0.0219615232850893,0.343489454983346,0.185588259519207,0.0446887707742118,0.414053915919717,0.045619424490969,0.0091508510567338
healthy,0.0155854703003926,-0.123834379482595,0.0021619895465943,0.0049152541322844,-0.0050511859422185,0.249274777081327,0.088209501130821,0.600163704820128,0.0384954038256286,0.0474129243329856,-0.0870235444349696,-0.0046970205153437,-0.0908640983606241,-0.0474326511888091,0.366165598325235,0.0646068995293201,0.0135584560174153,0.0576346750557601,0.218316058781019,-0.069619735897941,0.142723760609715,0.170617917116035,0.5030100533919,-0.010780930655695,0.0155132916846727,0.082164310706527,0.147056549081286,-0.127096370324315,0.0600176544875523,-0.0233506907418494,-0.191009083062403,-0.162434539355656,-0.221779978746172,-0.0583285906135611,0.0551381608378792,-0.458654550444162,0.036782438535162,-0.337006688540812,-0.0417156228277158,-0.131947816609685,0.201315094600076,0.19291156856782,0.0714608003087678,-0.0770365806300917,0.0098614895139893,0.0036689046646181
healthy,-0.0161365149108838,0.028065004843108,0.0515162596567773,0.0152436266458093,-0.299672582906769,-0.0833807133452212,0.414038328658005,0.657703517883,-0.0862659839605948,-0.189148394264418,-0.418106547734449,-0.0689331321648831,-0.256253920648139,-0.0353609547055783,0.253137886646318,-0.0246273244164457,0.0002733982339875,0.0775785858877835,0.19470291547979,-0.439545183144471,0.0268894441441197,0.0196806768450082,0.0459508511209584,-0.0697238900262321,0.147453445574189,0.222739584376708,0.106160736429396,-0.11072254953055,-0.153620432244022,-0.0440582721486555,-0.200334279752946,-0.430070810943585,-0.395200910670464,0.325409927212423,0.163125839757289,-0.595451025668044,0.0117661886950861,-0.647333352136917,-0.0018220772253035,-0.333384783013848,0.384384787911099,0.26581699917419,0.230642429001272,0.416406494584735,-0.0653064355884924,-0.0811441006882748
healthy,-0.160399534432708,-0.0514191552663116,0.0671626873006075,-0.170964700408391,-0.281563137120635,-0.0681609164328936,0.0475508036347922,0.563950823423812,-0.173227841340249,-0.195037188394111,-0.360521599394399,-0.222524051792442,-0.531957263513629,-0.0449084429154993,0.163249614882802,-0.15515756626979,-0.0696909935968413,-0.0869917819917231,0.157783969862872,-0.395525290480441,-0.197137025585073,0.0435070797022074,0.113971161349522,-0.0076616261594253,0.0250923454416018,0.464543769106091,0.0218542979156597,-0.0888792239909425,-0.241528488430189,-0.159744816821648,-0.134532620200542,-0.498710836656044,-0.462259850689652,0.441324236193905,0.0358628865996187,-0.501508548237935,-0.124769911305484,-0.495183409375599,0.130582250671264,-0.445856688205885,0.409281781593132,0.172519943990145,0.0293374337658948,0.068331777156629,-0.0669159084907332,-0.136712838576975
healthy,-0.0431657982797753,-0.0168818967288899,0.0065114511390003,-0.0889594260961475,-0.0655110754312651,-0.173616911265961,0.519177903484204,0.386128717640405,-0.0336396168030523,-0.0240401588707906,-0.282611426312479,-0.0157693191446468,-0.425715440081493,0.0834052123315489,0.0060518432871832,-0.0021109132826716,-0.101377426607459,-0.139640842063045,0.0725578472447854,-0.407916336526201,-0.218976234978691,0.0892740733135321,0.370886837443402,-0.104868848031171,-0.0542307114799169,-0.0708950492328434,0.041859757271512,-0.319733670050795,-0.262078466314565,-0.0632861337253475,-0.0450114686676975,-0.426133683011321,-0.445574952211399,0.30918985627621,0.0783917622296086,-0.598807098190669,-0.136618525007505,-0.706992193125133,0.084969651016193,-0.3834642734262,0.330637723667803,0.153363168449496,0.195536618767387,-0.0208526555055889,-0.0307738468494274,-0.0161771576961038
healthy,-0.230201168958513,-0.053256357050387,0.0476053528516908,-0.337735921846868,-0.118710997258905,-0.298944153048535,0.275545521937563,0.5594713832696,-0.229600668416582,-0.242903365648472,-0.418954242504094,-0.217073021895704,-0.37418030627923,-0.0379012864947092,0.157419252626158,-0.145047638541506,-0.153317389474563,-0.27982483152732,-0.035376823732675,0.0231215416312626,0.445793305541819,0.203350726904121,0.176985000084249,-0.103127267056381,-0.123945057170328,0.14330584353662,-0.075081199519829,-0.197006233609001,-0.416556525889148,-0.274018963130083,-0.361277795374769,-0.63811759309286,-0.432575549171621,-0.15399273378978,-0.0805836711952459,-0.340081920546155,-0.0389165535700223,-0.507580633001794,-0.095088558868538,-0.427923211213172,0.163313559890918,0.20357335684124,-0.34699794406742,0.0973342085182079,-0.388203776798111,-0.0935694627070558
healthy,-0.0302040966687433,-0.130744418922833,0.0116016758841309,-0.0935840439662004,0.167397182255855,-0.246154994617996,-0.206797888730095,-0.105190255677996,-0.070040850487118,-0.191976897618367,-0.0884943930202656,0.0514766735243659,-0.0342292174684107,-0.0580065047638549,-0.18100252727257,-0.06153889749827,-0.0556049108279671,-0.318800703415774,-0.188437457154209,-0.073628368851045,-0.28509428596612,-0.103866447688809,-0.133946758644979,-0.0791370679558904,-0.0425490237054303,-0.205874223649456,-0.1368293775224,-0.0985312116484176,-0.299825304257413,-0.133639659894288,-0.0185315693921169,-0.105981814645615,-0.361596183362573,0.3453285597087,0.012631840332752,-0.0502021318684444,0.0874331950292317,0.191717136067596,0.0350493600215592,0.019698020436879,-0.133930846247384,-0.0196750321047761,0.100415349584279,-0.209661930436663,0.0851326713154911,-0.0557783456221475
healthy,-0.146399069593216,-0.0496296058291342,0.0603545689853012,-0.0438777381394305,-0.131735444166458,0.0721276553541319,-0.177717797752645,0.05048720925645,-0.100325443735864,0.0774924194565921,0.210500831109661,-0.168414206859431,-0.138451436028916,-0.0402845754413202,0.464639755899034,-0.0335509220566485,-0.0663656216842675,-0.155604589623567,0.0825406189630589,0.0509227130188442,-0.114893600724352,-0.242568857145136,-0.13037908799446,0.0517450822973906,0.116225272083258,0.0227318638694344,-0.136524891949733,0.0522298384239254,0.354649955422205,0.0610617266183887,-0.0159073246459286,-0.110123426984082,-0.0631346017146373,-0.102232440420799,-0.105681016948384,0.1538376936441,-0.0643457874356917,0.0496754082690979,-0.102242397145663,-0.0611765457988147,0.159918071782244,0.0248721025693635,0.0493989378999009,0.20691054033566,0.0983457355973192,0.115826382634411
healthy,0.0003722180912579,-0.0134307588497959,0.170984601053944,-0.0720827203460821,-0.258748387533043,-0.0193926548223865,0.296078925565123,0.413929008712035,-0.0170179355115795,0.0905549669151637,-0.0912459298717485,-0.0074147882690437,-0.208705161933774,0.0947513360860711,0.263460686480069,-0.102645188477546,-0.0674188661728814,-0.000597351358375,0.0433079907083637,-0.241447302261521,-0.0782796451572287,-0.156344722077082,0.21951346467164,-0.0293240593044084,-0.0370460269607132,0.0250734904275857,0.106389719612477,-0.0163366605571502,0.096224909315702,-0.111596139401306,-0.0921218801393397,-0.296609975111758,-0.0785346947827158,0.105694395162173,0.0202194600073222,-0.187267676007541,0.0551037878778081,-0.236564501582106,-0.0373569152084448,-0.199727736309796,0.263265136765373,0.0663871532522042,0.0288970990699845,-0.216469819631733,0.0154533658355922,0.0519053072692783
healthy,0.113774781198857,0.268031322313235,0.165816856556721,0.379561678152975,0.231537703645842,0.162598536408131,0.158199666505689,0.466709762143205,0.321905119649298,0.284583832211209,0.0327516713610983,0.359165767421648,0.0626033122158156,0.465539687352294,0.131444927361216,0.257227938559359,0.384173517600837,0.230815408796787,0.209867699606451,0.128467030634945,0.385695828899985,0.382140249329661,0.359311863195861,0.327505247460965,0.162413356454775,0.0809061078660152,0.158673455505586,0.189894457117645,0.12034401450731,0.309786804033096,0.242419331392327,-0.0244897137074089,0.263797538483856,0.238051397107031,0.352971917653784,0.141824257996169,0.397695743730986,0.22102669436015,0.280535225680205,0.414817903885001,0.323595516893381,0.345325886332822,0.547248397445829,0.0517543950555679,0.191994644186754,0.202969061125541
