group,B7,CD107a,CD11b,CD11c,CD122,CD138,CD154,CD158b,CD16,CD169,CD2,CD223,CD226,CD244,CD254,CD269,CD30,CD303,CD335,CD336,CD337,CD38,CD45RA,CD49d,CD49f,CD5,CD52,CD54,CD56,CD57,CD62L,CD82,CD94,CD96,CD99,CX3CR1,Mac,Podoplanin,TCR,TIGIT
healthy,-0.124218418677556,-0.002233358889607,-0.0928078659165564,-0.159841885668109,0.0530169128024773,-0.111485892263305,-0.0381123899625972,0.341908396254683,0.587319570259592,-0.0171225020434257,-0.417727982634379,-0.0717976061539603,-0.104767216486879,0.143099764649321,0.0085090219493594,-0.0836206713242404,-0.0244902343968842,-0.112201700462876,-0.399322517531803,-0.160622077462038,-0.184732654426686,0.424364326200462,0.327249653207265,-0.066864582171232,-0.113858858959247,-0.0388133149168914,-0.111617383171208,-0.552801369800425,-0.715263996950943,0.192622096237916,-0.551907097342943,-0.113761681072632,-0.634726312495742,-0.399594287378586,0.477061802722091,0.402938307873747,-0.172688175216194,-0.01145425687162,-0.0608084967816452,-0.0441841403314404
healthy,0.136833141230048,0.177119041100567,0.124356207974086,0.0464620069964607,0.146692435504776,0.186352632478256,0.138783894176072,0.23286017809526,0.684231520733788,0.134327492465435,-0.180504109514704,0.105463881949631,0.184436966699179,0.281306255837047,0.13620772251459,0.107982490354375,0.158459452994775,0.075099284274824,-0.10772783924281,0.129800634490372,0.0546775009038342,0.259418258769069,0.227732390161508,0.0631251984925626,0.0037124888707008,0.125752375433491,0.0124712284840096,-0.0276934832806292,-0.141901680306565,0.28286147382351,-0.260726929386908,0.0452224350799012,-0.307342462840806,0.0408282280272313,0.363029030899112,0.261785387942781,0.0739273767948825,0.129375097269302,0.132691895462154,0.201553289251766
healthy,-0.0626813315179408,-0.0758067631496456,-0.0575181500232492,-0.277351267880392,-0.124175509754793,-0.0551600139882981,-0.191211896638545,0.160681197728453,0.6745912576893,-0.0652024521971429,-0.453123145187448,-0.0968901599020753,-0.21351676145181,0.317642453389468,-0.0603649478413725,-0.10170398752674,-0.046327108234014,-0.161988794831537,-0.170443756243802,-0.104635537258092,0.157832171044373,0.152830163765668,0.169303761908243,-0.0876949276090019,-0.0759549689978309,-0.104285515518869,-0.302112738298316,-0.421434115164802,-0.593140383119765,0.154174386982811,-0.534401550585075,-0.238410180190199,-0.502649134762859,-0.407869563718967,0.306587946063419,0.244770077277508,-0.238762908979044,-0.143593185655993,-0.116318531529338,0.0368021281736628
healthy,0.0549722534198153,0.0671813865341165,0.385969740362813,0.304902941002577,0.590151716301745,0.0458164964042619,0.141257433776643,0.123678166574643,-0.0655154478469607,0.138559580098398,0.0440886057206788,0.0491601771689434,-0.0798392556408327,0.255202864009628,0.183001077393376,0.121528045868166,0.178597011263634,0.098365865161176,0.606350422639633,0.179939692542415,0.590735960596933,0.633601628991737,-0.0245869773662378,-0.0655243253004908,0.463102595028082,0.12533820826448,-0.0564954195691006,0.313307874709231,0.190615163115707,-0.579489094126257,0.302626846542082,0.203054235090498,0.172143488046077,0.0297841764007697,-0.125098127694373,0.0898725282167234,0.0380822156206732,0.0429323094782461,0.228206085491398,0.0002762519170784
healthy,-0.0978204093508603,-0.0569853056319967,-0.108531729143009,0.0538042277773347,-0.252584542412073,-0.120543140668444,0.0032643037664457,0.320998730032461,-0.0540850960853289,-0.0528556293568046,0.136077869829548,-0.0380772176612652,0.1005914076329,-0.200042135225054,-0.308089287460339,-0.11814437291585,0.0284811065791263,-0.0832573351688027,-0.122088824666534,-0.0375542720707554,-0.0475836339914055,0.171714910468757,0.0003433463628936,-0.040183209233538,-0.280194366140166,-0.0919344023904475,0.13972247609312,-0.165287642411922,-0.397623213221881,-0.225732494427525,-0.124601123945273,-0.162228108688212,-0.313570100904144,-0.0576748689929671,0.0148859053092394,0.0708349421695795,-0.127823853263586,-0.0111341134930035,0.0077153662686182,-0.0015000346903954
healthy,-0.244621317655536,-0.254419107902983,-0.365243452627688,-0.219179051496114,-0.317104347003056,-0.160728518010059,0.0023179670743016,0.0974184545351179,0.452543951811496,-0.0301092988634495,-0.434179669244338,-0.219894947265726,-0.183767436411256,0.1591350550465,-0.254294812262922,-0.092703174327009,-0.167800007300576,-0.214629466732582,-0.139073676897368,-0.263606229129061,0.402287342560838,0.164696875714209,0.155098012328341,-0.226305215510417,-0.460857836910264,-0.207378937590199,-0.386866114447139,-0.596635795374063,-0.514219413849213,-0.0706149927385806,-0.380136757279981,-0.195496421609835,-0.540238533470969,-0.383947601506819,0.182671011291927,0.133039830852872,-0.327354433882692,-0.418830254759853,0.0242725195588608,-0.0144037369334378
healthy,-0.125813059650492,-0.264949220966959,-0.231063878824942,-0.112235120412193,0.0795147547104761,-0.213743749782509,-0.232381471947313,-0.12484406611087,-0.199545784851118,-0.171622762367603,-0.460879999662528,-0.247804097631908,-0.509898972330919,-0.0688523969153379,-0.288353834884228,-0.165741781027768,-0.228283348243104,-0.106933164582037,0.251144389201642,-0.205704524265115,-0.0475661824847084,0.188102377676728,-0.128211729027556,-0.113097818749003,-0.0537185932388889,-0.304295175727344,-0.329830764519569,-0.166002194857879,-0.167859680062632,-0.249340710978217,-0.281424086309261,-0.106309846291449,-0.461625152695594,-0.167401658243604,-0.263101766714887,-0.124762021568343,-0.120051083105083,-0.26214885286189,-0.118231870334294,-0.129913843197238
healthy,-0.0286709830085262,-0.153368075137966,-0.268875068247867,-0.299021038406297,-0.19901209421058,-0.049784057087168,-0.140981358499524,0.0179118014709149,0.418295418474786,-0.0293161849684881,-0.396463418040487,-0.0508852268832201,-0.148714629686725,0.0395739257635618,-0.100356960416051,-0.0453289906254697,-0.39116599413142,-0.0739984211690695,-0.239653741916927,-0.276449026324341,-0.0315869107042316,-0.0062851793439001,-0.0720871834860574,-0.176760775033552,-0.142332373048682,-0.211080091494211,-0.325667536088091,-0.401378228792071,-0.563740707862993,0.0655522743936539,-0.341655097183951,-0.205357091366508,-0.531864361117754,-0.255564598793545,-0.0265032985918798,0.025639891426405,-0.203521832877184,0.074049279103232,-0.143286300907501,-0.0250421525723451
healthy,0.0158302983358315,0.105709305287098,0.0324727040318479,-0.110778184923135,0.262537241546449,0.0718744754311096,0.0934993963704178,0.149492683994295,0.542028533466302,0.128923302424251,-0.328447845332552,0.0489464666215129,-0.0695316819074649,0.52139428983191,0.0196799420749187,-0.0072812582581933,0.0742953170008513,-0.0653870164017379,-0.163300186401834,-0.0284370891159064,0.0574441613175989,0.472540797174587,0.317018482290695,-0.0509940984442061,0.152683996706787,-0.0053002012317599,-0.0588306459066066,-0.337913654693961,-0.275828527696672,0.0243024939988214,-0.458898609750931,-0.0719735900492358,-0.514382998963579,-0.175350220186915,0.462912577166344,0.303850688544097,-0.018759975046718,-0.0391923297717619,0.104192834483649,0.0714370824793516
healthy,0.259986563179749,0.23690478471651,0.321880049399188,0.189543927237004,0.20064206900118,0.212302241468988,0.163074151035785,0.603150336469638,0.656334832268607,0.25581945801737,-0.135637539371402,0.225118021317604,0.253481511989046,0.25353258486749,0.204731376567026,0.30857420904571,0.0414778429024977,0.170933455368558,0.373744816924445,0.0406041759777837,0.274296688254206,0.493491279656078,0.252286764806105,0.118443946617547,-0.0558770502141647,0.210771031417263,0.0325677761510229,-0.214143806862898,0.035830045741346,0.271290115537847,-0.139864712706254,-0.110847009081171,-0.197156392321486,0.201430119512672,0.410985387584367,0.529130989717901,0.237597178542136,0.15629684589513,0.0003091885941588,0.18873706654551
