group,B7,CD107a,CD122,CD138,CD154,CD197,CD1c,CD223,CD224,CD254,CD257,CD269,CD30,CD303,CD307d,CD319,CD326,CD335,CD336,CD49d,CD56,CD57,CD58,CD69,CD70,CD82,CD94,CD95,CD96,CX3CR1,KLRG1,NLRP2,Podoplanin,TIGIT
healthy,-0.0545594729009249,0.0614712300943807,0.0140452729631718,-0.0769108010785446,-0.0045630710386237,0.0547392367009249,-0.0609908216921544,-0.0350760154295777,-0.323202525484424,0.0246459123055476,0.0271504121365057,0.0252376599528938,-0.0225943103948642,0.0511351167554612,0.0785024949294834,0.24957770010484,-0.0563235650205343,-0.590170235982624,-0.0923023456025917,-0.0759425794416664,-0.516251950007141,0.369837868547607,0.150891439481412,-0.0870172903021763,0.0199759620926755,-0.129621173118196,-0.681599849572825,0.0676750374008191,-0.297098174099886,0.293328079668412,0.127766737063534,-0.0533742016897229,0.0845470330696511,-0.045291893015761
healthy,0.753594483035123,0.764326745470485,0.0287709321141489,0.736963838165934,0.712460905583009,0.727448276832155,0.779997882405962,0.710300098627412,0.706537631451206,0.752528026510973,0.726518624802976,0.715215147220543,0.732156167138531,0.715132184079856,0.708941257225133,0.700351962695634,0.730677121728358,-0.19853671226902,0.722675525835822,0.710401009174015,0.213329489727403,0.753115626777193,0.758898004831262,0.701188560736002,0.758955624143317,0.708152707155826,0.477880440536499,0.783674175090802,0.752783076744705,0.709179712637556,0.788268020882788,0.757299016394626,0.764123141268048,0.781519241364692
healthy,-0.0310738307474729,0.0068945374048638,-0.0950651132006017,-0.0612233384835588,0.0618613360672206,0.043673904385055,0.126734971136132,-0.121347631035748,-0.160473820753258,-0.0996547583755738,0.00135497249988,0.0379605983093517,-0.0207406781577269,-0.0655184469621595,-0.0673671837866607,-0.259178652952969,0.0416210294763824,-0.448121049286063,0.113789984865783,-0.114963217997274,-0.0319395750510383,0.148603238463606,-0.0279725997474673,-0.0685339883021233,-0.0091374518532855,-0.0985709328326221,-0.173347357553738,-0.0358343632144244,-0.138419890183612,0.115818836736136,0.475033506656834,0.0194126607250466,-0.0244413756841042,0.0467496296262956
healthy,0.110320663194623,0.174953194740335,-0.408812400524147,0.0692378308782375,0.146943416222579,0.0857610569614505,-0.0503250461732803,0.0440619735726841,-0.315122249096127,0.126687430208715,0.0043627444972596,0.163702375873733,0.0566518364324084,0.0745675424039869,0.132906008478231,0.167063240818931,0.039765229325662,-0.565899687028384,0.0294926790338206,0.0346398893119062,-0.530242931289631,0.696151511554526,0.221984692286413,0.0507602004365084,0.012089643833626,-0.0905674157256574,-0.59244765434428,0.437986093662462,-0.143123760836847,0.339587771323745,0.290313171731343,0.122275024174907,0.183315222329843,0.168413559021655
healthy,-0.0548342145059408,0.0033503408489962,-0.159152608646696,0.114261214367995,0.162364702633609,0.0029562663514856,-0.0081236878422209,-0.0996627793964951,0.146228241044865,0.0887346661789361,-0.0226929462861248,0.098998354932568,0.108856832970099,-0.088989499794801,0.0122268356275701,0.242135137731844,-0.130515844068217,0.287409813572158,0.130285490886683,0.173311684816375,0.36868999761036,-0.130689795962869,-0.104748342167998,0.035036876111079,-0.151485808931599,0.142289280588032,0.349650082147163,-0.174993414050004,0.05471695614041,-0.290103377651798,0.152526854941164,-0.0831150585779837,-0.0867510852322866,-0.01789280686597
healthy,-0.109217226987864,-0.187318207497324,-0.401365842959258,-0.0930573806239849,-0.159198290847155,-0.158065752426079,0.0104243541031777,-0.321444402883566,-0.0789329259231369,-0.249046128481888,0.0056192595100877,-0.204569068553683,0.14836228821962,-0.0625206046731704,-0.0349667287721328,-0.0433163872185941,-0.0870603313620455,0.098274039478731,-0.187627718739809,-0.279041874231528,0.0474029770628303,-0.385795109781864,-0.234195350896861,-0.113916461627523,-0.0349074119617078,0.0856070699332268,-0.0547288991379035,-0.159822942677649,-0.179584117777572,-0.285155671150096,-0.354098995761087,0.0182391148619903,-0.147195217545365,-0.339184524612686
healthy,-0.164988250735082,-0.159035905407625,-0.194107142883304,-0.182352499365572,-0.139441275461087,-0.166732922387232,-0.13797252704088,-0.0983313962139519,-0.13333872115863,-0.0719509443960592,-0.105497755022617,-0.122859633594423,-0.0982916756680845,-0.0576885797760377,-0.0613047600096186,-0.261351570329285,-0.0449025132637843,-0.0532137068203868,-0.180631491992253,-0.26071861156137,-0.30201855179417,0.014738202576538,-0.112339197827562,-0.0992798513365619,-0.181501268253006,-0.167750961868109,-0.510922797768529,-0.173662091881487,-0.229730084740432,-0.0761170046260109,-0.64652780562298,-0.0435023265446593,-0.191632206023409,-0.326114203752051
healthy,-0.162736762361104,-0.0908379820856139,0.085019795705004,-0.240702508404587,-0.152736505039179,-0.0865218483648524,-0.122224129637938,0.172353409304853,-0.218941805233665,-0.194510926149366,-0.215629689324751,-0.0366082298496517,-0.134833516761208,-0.124803860804578,-0.068243854816017,0.0916922153067761,-0.0766126391366127,-0.261177023426801,-0.165685079974405,-0.195831805903545,-0.649474526217605,-0.0824629647004738,-0.0489050575565984,0.141793517633912,-0.0374029274755242,-0.170006338638173,-0.441800276564215,0.0265126241693653,-0.330166511233846,-0.0513452659109798,0.0728984334811224,-0.0820401438863384,-0.0061337318557884,-0.0261203012435792
healthy,-0.0758066782574907,0.0935146151307593,0.0610417625697105,0.0255076567673425,0.0878032605224832,0.0437277668102322,0.086001592615582,0.0407865967648014,-0.215808125046834,0.0626730357518089,0.0590275065033619,-0.0302183152581179,0.0408008635116503,-0.0764257263877643,0.0274571883741489,0.131536739849078,-0.0017641077919499,-0.460826369090293,-0.0302371515965606,-0.064140913814289,-0.118704987868897,0.350345654736074,0.108364645735561,0.077212949305299,-0.0083420893159153,-0.147796420609861,-0.230839372873234,0.0871415936683251,-0.142916323290912,0.184141552993838,0.0612234279994956,0.0694247751316288,-0.0273868439562844,0.0511273233001419
healthy,0.248772604034355,0.270633311188441,-0.135602654437928,0.352143373002692,0.251929425449345,0.124103696790951,-0.0115012491009596,0.30147521036995,0.167472526687233,0.0771088724589812,0.135144095867912,0.390307596767532,0.271158625391997,0.338454477548263,0.207515270774974,0.0047543946238635,0.181809486801199,-0.158184973083117,0.0826756626259396,0.0895735013951652,-0.172741949508885,0.125268633592808,0.113186316877176,0.215494629804108,0.271843093949824,-0.0076473713995563,-0.0226485936666057,0.239791109178168,-0.107499064461815,0.098090269929639,0.268320314653276,0.117087382500428,0.177940190331368,0.290449654380443
