group,CD11a,CD11b,CD122,CD138,CD154,CD16,CD2,CD223,CD226,CD254,CD269,CD30,CD335,CD337,CD45RA,CD49d,CD5,CD52,CD54,CD56,CD57,CD62L,CD70,CD82,CD94,CD96,CD99,KLRG1,Podoplanin,TCR
healthy,-0.026858092657575,-0.134719684738113,-0.0683744721186597,-0.146339784293923,-0.0640330440627233,0.548661179278371,-0.440141357563924,-0.179363235203189,-0.0844711593824688,0.0579829347832183,-0.0740598617089178,-0.0349422587609163,-0.505724872727549,-0.168439411771619,0.245016444981383,-0.194971459527279,-0.0548883265024602,-0.111782131122114,-0.585846720750201,-0.66316395670792,0.136793420347091,-0.582304670406273,0.006292247995743,-0.093975929348917,-0.708299282982631,-0.437728587500421,0.448092863727841,-0.0588431628582728,0.016640314358307,-0.0421400326448644
healthy,0.357519163754738,0.133986957313828,-0.277882624526255,0.270637712944105,0.258148611617477,-0.204479207923703,-0.196210171099024,0.28490482619406,0.328281056692174,0.302736033719929,0.272941227817031,0.313514163204837,-0.583919872768259,-0.263231726508441,0.292253090378731,0.269117919156964,0.37028308927479,0.35418371706556,0.168274624791253,-0.117348645902478,0.575379586108898,-0.0685590119576484,0.2857911428833,0.275633399154993,0.112886382442523,0.328661842747267,0.218119798991281,0.546073247972655,0.31586281296837,0.30731146031676
healthy,0.0220971446689218,-0.0342973338460774,0.0190377632107102,0.0895813673747285,0.0837133520537548,-0.623582322024427,0.199670396607214,0.129970690129482,0.17586315568681,0.066201188115758,0.0197718399177237,0.130017293033659,-0.0558642916246107,-0.0803097861022508,-0.164000308150941,-0.0538427534376157,0.0875666483536619,0.225687734978195,0.160027433469553,0.219859919315644,0.104653392874277,0.265337600872067,0.0457723629846693,0.129988274657246,0.424813448755798,0.233853053242042,-0.321896240457108,-0.259323539909738,0.0695300214206866,0.113993222564574
healthy,-0.0674369233846095,-0.221518085410378,-0.17464127507445,-0.0593301283824444,0.0573994551553499,-0.148196218601739,-0.338089404136028,0.0201196873032575,-0.276460675699007,-0.0559429540340655,0.0465609007355984,0.140837967688651,-0.0693874379767558,-0.192398128830604,-0.0477431660972377,-0.14670876621487,0.0120241156473606,-0.159775240613809,-0.191683450170344,-0.324870696535383,-0.0889859609495172,-0.295427760989465,-0.0167840303091625,0.029586345677197,-0.463784647169079,-0.118225053019545,-0.177997957389098,-0.302615275881903,0.0411287407625995,0.0050554181779234
healthy,-0.127059553636528,-0.138897176669525,-0.11107824672067,-0.0551355778424265,-0.083057939321062,-0.149771262106969,-0.0225070783778426,0.0945052325391966,0.14331141296865,0.0841339037279397,0.0492945283333581,0.107746850062652,-0.119411330633357,-0.14343144570798,-0.0392976243191245,-0.0204096991690138,-0.0216977333774536,0.120846228445804,-0.130238786109033,-0.15691877970094,0.18068528018483,0.05266026734791,0.19583726175419,-0.0359752529620745,0.157630718662743,0.0273202048856514,-0.179985106355101,0.10608158786732,0.0293072641549778,-0.0063674054582757
healthy,0.0627843120037635,0.0981952268232398,-0.159736043761395,0.0560380081362626,0.173184139322403,-0.18515786847466,0.327924191101953,0.0177765355230223,0.268454991585652,0.146641957756989,0.301820653558345,0.183630338764416,-0.156250107111783,-0.0252632241843605,0.0353989107490531,0.253514645921953,0.286307248223984,0.256744519307305,0.117604115077182,0.157032182579409,0.105264303510243,-0.0583286672817183,0.100547441169492,0.232507382383362,-0.0593345004861205,0.121109056395429,0.273185020157754,0.389182519037527,0.0262319169962243,0.13096082762924
healthy,0.0010283170178579,-0.174974475957569,-0.476925868212161,-0.14294623190863,-0.212326478345506,-0.0396298316137407,-0.266851517330674,-0.0088715253267342,-0.0361155183938756,-0.054651281311162,-0.111792212868693,-0.0562169475807866,-0.451133982616833,-0.342127877285609,-0.265576263385633,-0.251589800475205,-0.179480110937017,-0.105815407056637,-0.466886610770439,-0.417865782298523,0.345755360514923,-0.485991730811867,-0.0343663747849324,-0.122358135005243,-0.390241075606052,-0.18118630199334,-0.0076644290671909,-0.423255829987932,-0.169151642282595,-0.108392914606999
healthy,-0.162123621675417,0.113498937106087,-0.336727420633844,0.154945922533979,-0.146130306983836,-0.301841651585727,0.186172522550651,0.0498296236135318,0.110196567805465,0.138116129390829,-0.0153336993648825,0.247896928281505,0.473299893700798,0.248764945306189,-0.111136961412316,0.250304433988882,0.0957606732091659,0.25148886026074,0.497532534628627,0.419039129482905,0.0475110644005842,0.272479266634212,0.0129560178118644,0.148987581120203,0.426952549421205,0.231513134621418,-0.184203892245619,-0.0201987381777244,-0.211801119040397,0.0092004541698411
healthy,0.197663900888151,0.122737259568952,0.276990393997677,-0.113060505644121,-0.0884394669044601,0.080625763971377,-0.110487293191037,-0.003069036494807,-0.0203837397958678,-0.0023186308091402,-0.0260026348033516,-0.0068967595872803,0.166872915483912,0.201201112116865,0.0707307116647565,-0.0638213383498866,-0.117567541363758,-0.0616036963339022,-0.0402374440622784,-0.0297850274300555,-0.042790830829175,0.0600150270550849,-0.0309053972591201,-0.129676588320466,0.264923278722585,-0.0044437613102885,0.0937572265490584,-0.239483035583349,-0.0802548833721766,-0.0558477904230331
healthy,-0.257088816847071,-0.217793605800708,-0.250979741390907,0.0009494963053732,0.0187668098144177,-0.249675281045776,-0.170687422625645,-0.124476003545421,-0.223329889545875,-0.0226969156097664,0.0376194925118283,-0.132563595405576,-0.140491038428364,-0.297300619336509,-0.29160760994848,-0.240362249002541,-0.0904380855623956,-0.327624420439119,-0.363572133373199,-0.137125228640969,-0.301155428578074,-0.117737457928103,-0.0864037398345341,0.0304122579875753,-0.375773573682379,-0.209421882631626,-0.443022945208775,-0.44305663639569,-0.143177068958742,-0.124700177004184
