group,CD11a,CD11b,CD11c,CD122,CD158b,CD16,CD1c,CD2,CD224,CD226,CD244,CD254,CD269,CD30,CD307d,CD335,CD337,CD366,CD38,CD45RA,CD49f,CD5,CD52,CD54,CD56,CD57,CD58,CD62L,CD94,CD96,CD99,KLRG1
healthy,-0.215940660679736,-0.121644150657132,0.0853306744472678,-0.146382504558573,-0.282280093144453,-0.496606196308368,0.0658223241531218,0.210985292138249,0.352189905155667,-0.113654700140676,-0.393013838926764,-0.10916703592512,-0.0237181100779085,-0.0152109869590583,-0.0795344729116874,0.198761960435517,-0.189774040573883,-0.0321920746657787,-0.032126966746868,-0.497710697567566,-0.0260207121284031,-0.0265672528445737,0.0939199994471989,0.249732861286438,0.33754517114371,-0.335403345774616,-0.191944916844263,0.478997193080224,0.259287368054542,0.197877695547179,-0.543631174608918,-0.451062622244606
healthy,0.130287108617784,0.0494689865937737,-0.0458863359288092,-0.0605941024935136,-0.03579910504589,-0.414301709124512,0.187574436470144,0.0272256950847425,0.274195597609969,0.0283800187223683,-0.0787254026853231,0.236328624300271,0.198674849122954,0.166485296384651,0.0974140023263411,-0.0286280624616462,0.0083378438428339,0.0148975554804339,-0.103963476669838,-0.0828782227965819,0.044664369896569,0.204170819350514,0.146778067390881,0.123211427556183,0.0101348993153539,0.0296341174902828,0.165690287243784,0.0015294624032278,0.106128465707021,0.237177188456939,-0.0829115708059868,0.177451760482549
healthy,-0.156830091433947,-0.213918228037219,0.0537531418501136,-0.0251613568836638,-0.168831758626548,-0.44789981207171,0.0181570785451192,-0.0419931465089808,0.12257752052235,-0.0959760458706268,-0.393030675547227,-0.114008048933127,-0.122813659246442,0.0518832999344262,-0.0833950393860787,0.0437487997643052,-0.136829927538441,-0.142842237390346,2.69173417170774e-05,-0.386684108528732,-0.223062888979212,-0.151123497267489,-0.0110365089414699,0.0668177132358752,0.02253321456003,-0.180882265307355,-0.212843660410553,0.189640764334021,0.098157374459077,-0.010885900540129,-0.405784076032381,-0.369145946362598
healthy,-0.218475345809236,-0.135286383253642,0.0932366154670232,0.173732579625062,-0.138245428815,-0.0781604555786045,-0.279754934287363,-0.053431289648962,-0.0353328624625953,-0.250488308406042,0.0561394125144732,-0.271146434163075,-0.425933141337866,-0.404938935594613,-0.354448912797178,0.320007739239515,0.149885436328406,-0.259603242091423,0.0496065434367671,-0.394622976395907,0.0274861526950557,-0.293871585437595,-0.281242616025131,0.0248082357317163,0.239615475714695,-0.682734744826771,-0.354982024346021,0.224117689961749,0.103375167787809,-0.209899749930615,-0.272198435408976,-0.442881003992874
healthy,0.310280322845515,-0.0559381992867531,-0.0628894362911568,-0.0365428301982578,-0.0820753015413807,-0.170195503387626,0.0078236847884534,0.208473843275928,0.140204046209537,0.111857320102621,-0.0586772625605298,0.015347343973819,-0.0222739055284002,0.219963424549853,0.0353521582601393,-0.0882102057042577,0.228247837019787,0.0037706175125745,-0.366469113800986,-0.332576758531774,0.108721732523085,0.262823861743251,0.087867283952312,0.0542535722084689,0.194074733305055,0.136903865327153,0.0559504625878745,0.188069288652153,0.405992976113362,0.196507018642888,0.013996099721392,-0.0604692517124025
healthy,0.329237403572061,-0.246685022436106,-0.238167988470371,-0.0371622512049473,0.222955699763411,0.531899467021003,-0.414499374717879,-0.479600942317698,-0.326855312001313,-0.0080704632125958,0.166357908903312,-0.15710015603711,0.0228514653289643,-0.183555027958213,0.124357478939601,0.0235857694748954,0.377918591354144,0.0586864551356707,0.321276687589355,0.144104932872094,-0.35781482806331,-0.24395749315788,-0.285526614278192,-0.640288239310553,-0.584661659479755,-0.0102813129560457,-0.0037212204851307,-0.326372743757104,-0.508769416466674,-0.448104266210196,0.324872103933364,0.146606999290881
healthy,-0.340858581425174,-0.236837255038547,-0.0406335298830785,-0.0293415697653057,-0.252885855306902,-0.200848642898556,-0.111548268076004,-0.27922051058025,-0.138713285385846,-0.462974431801928,-0.152628996583699,-0.380375051837819,-0.198207275254349,-0.446257359095192,-0.168574824505248,-0.0324542265264735,0.0335831502876493,-0.186921089462684,-0.109423892442119,-0.232279155235067,0.0026640014952479,-0.28204898227917,-0.216326334228697,-0.0873833750900639,-0.266384142369189,-0.542307747115637,-0.238926269868859,-0.097357355074962,-0.243507168041756,-0.231887289168561,-0.32700624467837,-0.225426684875723
healthy,0.0041921241839409,-0.0996422985605615,-0.0096757339172644,-0.35289360114918,-0.127196905664037,0.203080410759015,-0.157460388602612,-0.0543426426365264,-0.118358334581125,0.0599646657784579,0.222425186000681,-0.0127873278305323,-0.0952179975207824,-0.0430252117352916,-0.143008816034976,-0.234292773975155,0.191841434278652,-0.0603698143097583,0.112119906655457,-0.183006422186605,-0.0719370909847118,-0.103217373384086,-0.12455023801435,-0.142462079852397,0.0384067076097185,0.111642067636956,0.134072251773241,-0.223075403188235,-0.0877773201893567,0.0666867377130876,0.0016804452435644,0.0920784752586211
healthy,0.194664438722772,-0.123178166199871,-0.268301239354073,0.0169358432810953,0.125818636830772,0.348336324573155,0.0184276895557038,-0.314519913341804,-0.249045577946397,-0.144766606846881,0.16985640166114,-0.0381313533269326,-0.0451487338133193,0.10709100599532,0.0134376524170494,-0.308581239137645,-0.122356692094766,-0.155195629567704,0.061001961526764,0.246885127121454,0.0532964233726503,-0.0508061812647239,-0.100378440226893,-0.347167899092444,-0.339976729064303,-0.0708469157859687,0.0878299345089755,-0.60021420901429,-0.590799269588617,-0.123752791750109,0.400672633288762,-0.0399173854110241
healthy,0.263699256770658,0.0433316482986866,0.140409649020307,0.275841224090853,0.249827329786396,0.259166758765029,-0.237286680615898,0.330563781064814,0.0951093909852658,-0.103541301936101,0.381730590721664,0.0946773246943271,0.121986673666063,0.120125361149747,0.0849966790409341,0.421652705728664,0.246212081969983,-0.0077685820289669,0.156398906158523,0.123461835267342,0.0983408814200794,0.0030753505166053,0.15354487639993,0.200786559100052,0.229537563810957,-0.0603369850240789,0.240468629014533,0.0090520587728801,-0.0433663755004491,0.0793180348140561,0.19790709287101,0.55826128665577
