group,CD11a,CD11c,CD122,CD154,CD158b,CD16,CD169,CD2,CD224,CD244,CD326,CD335,CD336,CD337,CD38,CD41,CD45RA,CD47,CD49f,CD54,CD56,CD57,CD62L,CD94,CD96,CD99,CX3CR1,Ig,KLRG1,Mac,TIGIT
healthy,-0.0659955972298118,-0.125792342453975,-0.0470343562130477,-0.0812770444714002,0.391207019561228,0.58658784831301,-0.0587508372450348,-0.546464967174623,-0.503459535329793,0.186259231895579,-0.0707432709869243,-0.460510130987189,-0.227757401678365,-0.0263546696934459,0.331228779022376,-0.041173146166966,0.252910827911318,0.213832343679797,-0.297502616110051,-0.610035310171105,-0.667379668725266,0.208553176574131,-0.567475672868433,-0.729679676251031,-0.437715858943017,0.457662160656772,0.316399632699605,0.05081319805989,-0.0788434514685243,-0.124539751636196,-0.15817535471816
healthy,0.0725193457906597,0.1878709767317,0.195579753522169,0.113084986525569,0.267318719328033,0.498011161038892,0.114229900881732,-0.156860753439747,0.0016909979680231,0.310584214438724,0.118595921352046,-0.259154347781857,0.0631877417889842,0.130794796087529,0.537832375942326,0.106432105904895,0.0966177475213248,0.198690130843657,-0.13022953349679,-0.171732993885835,-0.261390751799404,0.125878608250465,-0.425649909251898,-0.383593637636681,-0.0928515506470772,0.186293465495535,0.25166812222394,0.130631790535023,-0.0947053127545726,0.0091197077294791,-0.0241568343426027
healthy,0.0070092399246244,-0.277121055860078,-0.137000531576396,-0.16138236446057,0.340943522509189,0.527628699195055,-0.108498957515172,-0.513226734637818,-0.320611393435173,0.168249657688922,-0.0716210327706161,-0.534819976796476,-0.163449635524258,-0.121636670295165,0.0390194087972796,-0.0983028995645306,0.121497399685378,-0.0469668698045673,-0.376812670535487,-0.645150885995117,-0.549346914896538,0.354879602339356,-0.664492056216968,-0.624035134689394,-0.535208067657275,0.194277548993735,0.267848567605663,0.168276738645515,0.189358250891286,-0.24750661357901,-0.0541779814266032
healthy,0.0977217990388615,-0.238725863975726,-0.278511830544214,0.0508293226315963,0.0283465165198881,0.572402233266349,-0.0563803431127179,-0.34066205767185,-0.459471508922448,0.0076727320610263,-0.0471395924170246,-0.515043126016835,-0.0619204449001771,-0.292528420148706,0.0108448592005737,0.0800028026296437,0.49621396380561,-0.002695333031091,-0.252533687234144,-0.498623836741932,-0.555196100327389,0.600948146514523,-0.5190724320359,-0.58427804213993,-0.288500538508281,0.431771468582554,0.292380741315371,0.153572982568323,0.12494208044709,-0.146038685420904,-0.0031759899505554
healthy,-0.121424403144081,-0.143823532857456,-0.390877171953754,-0.155939221626253,0.547302448982287,0.442010621063601,-0.227272445013496,-0.322797871831714,-0.483939640068189,-0.0953703841064217,0.0721417709718568,-0.444670186997536,-0.0371518888862654,-0.30017139180195,0.409269029393097,-0.135483968084683,-0.0028519257057057,-0.0119448833286086,-0.503652258857271,-0.578939758735841,-0.419444634380136,0.432243354309786,-0.482915757087927,-0.673471964549998,-0.399910865142345,0.259513872719469,0.193317730059651,0.245136506760848,-0.124247657908947,-0.102692114784306,-0.0640673993523972
healthy,0.264399825550733,-0.356773491634975,-0.12636969402459,-0.015858953181754,-0.0523647476695698,0.490489088999105,-0.099233918753498,-0.368897839516709,-0.488677328112163,0.149844247180891,-0.210873492812764,0.0547639104569477,-0.0941685071046064,0.309547782909948,0.211898877262619,-0.0597450148451415,0.212475613865255,0.173540210687845,-0.38482508524727,-0.503387827856781,-0.622501731304022,-0.0893543688917265,-0.332907806388511,-0.419147105815575,-0.414613108499294,0.266202297526603,0.105421646476709,-0.256254739105952,0.132132248979335,-0.225208710958256,-0.076937972695231
healthy,0.0521914271337464,0.207530722347368,-0.0881383254649789,0.0507244522769833,0.2961595300234,0.28372374042334,0.0233513198834059,-0.155659255056303,-0.0868152369614957,0.160542487719961,0.0639079111513423,-0.149382086440315,0.0524693652044112,-0.212881347315242,0.196544652498245,-0.0022648292438867,0.0587561430364774,0.116125897009246,-0.480038298432248,-0.278501638585943,-0.0116775049240191,0.59880847934998,-0.395945127335081,-0.136301110206588,-0.0867963558866831,0.30137230103395,0.208523660612508,-0.01581466146497,-0.0860985685092577,-0.0030321386485212,-0.0627160417691086
healthy,0.0549085432631958,-0.228371836665136,0.297986231229804,0.0068775479754663,-0.132664736249532,0.503705056406597,0.0038365766849287,-0.163315378219802,-0.127665476951735,0.208612483333991,-0.0191233058985156,-0.0772138203100641,-0.062936094871467,0.0629745502376872,0.361809120616511,0.0547364773715424,0.22958618041839,0.268827999453306,-0.0067516700592051,-0.439960226860217,-0.303327649061234,0.117471715846655,-0.394830322498839,-0.330853225963332,-0.303840947667169,0.306068426631368,0.0574990363024915,-0.0505744901827369,0.413772416830545,-0.119413050891023,0.0487729985552905
healthy,0.198352568621494,-0.150396020972762,0.242680281840791,0.0137750666210043,0.0672959332553567,0.55661594182339,0.0222087054347311,-0.306709694425818,-0.303718108177307,0.411439641886404,-0.0747087851089599,-0.218695750769054,-0.10457175380055,0.10343008345197,0.452021574534204,-0.0535171204308676,0.289054266049307,0.25172989237691,-0.0079174658148154,-0.456386435926129,-0.336752405313735,0.0377735550070109,-0.553552117167271,-0.287990468713661,-0.27650464097098,0.316711454294643,0.299266839072675,0.0301174695334931,-0.0140498581923899,-0.0984341850860432,0.110717086362139
healthy,0.281905759483874,0.111293039706709,0.211945847536458,0.0873042275750171,0.19369084402052,0.380323682614024,0.141705110097332,-0.0498806663699249,-0.0355993561585037,0.483680517201321,-0.0428340183148881,0.0713572695791495,0.0310795277665961,0.0991799033114155,0.265506677056009,-0.0846583614063856,0.332639537548879,0.307848068620319,0.0331666126938431,0.0065117652450517,-0.0547220965323296,0.376770950928137,-0.0081069683454434,-0.108005854822041,0.0239924206818759,0.475034947748665,0.558345554580787,0.195009074912994,0.266155682160457,0.114004802730239,0.421666853026369
