group,BCL11A,CEBPB,E2F2,E2F4,ELF2,ETV5,ETV6,FOS,FOSL2,FOXD2,GATA3,HINFP,IRF1,IRF2,IRF3,IRF4,MAF,MAFF,MECOM,MNT,NFATC1,NFE2,NFYA,NRF1,PAX6,PBX3,POU2F1,PPARG,RARG,RBPJ,RELA,REST,RFX5,SP1,SPDEF,SPI1,SREBF1,STAT4,STAT5B,TP73,VDR,ZBTB7A,ZKSCAN1,ZNF76
healthy,-0.177844178474732,0.284303891751973,-0.164393732060675,-0.0922145561244349,-0.0428413453188223,0.237324796305775,-0.0336276923209047,-0.280188209625277,-0.0187711990064215,-0.0636987585323227,-0.0206661572076128,0.269546179011959,0.346906343536262,0.0815966952261475,0.436635359727039,-0.497178919590804,-0.166842229278906,-0.270107074029226,-0.179365819664431,0.144236977868743,-0.283981541313479,0.102760958734808,0.0334698010303299,0.0221565353963496,0.208615378279131,-0.314824462120086,-0.0652314337223615,-0.0370379865687439,0.254442996975597,0.121448614595801,-0.154074051885852,0.264878534153986,0.0282625410128875,-0.439284570665735,-0.418236164160641,0.155808491653531,0.0357449068146522,-0.0844663234573429,0.300041266093573,-0.0921777761233027,-0.141997075799791,0.209009449719833,-0.106637570854145,0.0001915187201814
healthy,-0.15384388946638,0.0410270675419726,-0.090648100359283,0.0061947362457686,0.209312332985161,-0.0902840722552402,0.163440088052257,-0.0018682151909845,-0.0104776871387351,-0.0639022794802845,-0.0390368319801519,-0.0069248653252308,0.16250103745579,-0.0377535651464521,-0.0059690723061074,0.008492793207,-0.10222935232854,-0.117787328307795,0.0211342790224268,-0.0192938881433807,-0.0580262472086532,-0.01561059502189,-0.0617752344076146,0.0879518926421187,-0.026582143766077,0.009700200920902,0.0646217252995754,0.121773579553544,0.0225823391305586,0.1099004114864,-0.002814839740558,0.0365835488431493,0.0128780721927258,-0.0434738530244681,0.0228587884189442,0.0356740765267086,0.035043166232941,-0.13422097285489,0.100939747291977,-0.0705959797841241,-0.0329967239664882,-0.0241022322044685,-0.201518655512798,0.0652771114207502
healthy,0.0210570142062427,0.0421303443755181,-0.102102079426073,-0.0875399675182993,-0.286951369680183,-0.193482273116743,0.12592752189505,-0.0833446967982464,-0.187382630767797,-0.0832523162751602,-0.0468920777557885,-0.157856482736136,0.148757001212147,0.0423114285849507,0.296214240636794,-0.142441804309333,0.245352328213558,-0.0773831656293369,0.0290518360922331,-0.172084232302889,0.0060819475721362,0.134604167193967,-0.0530590521775315,-0.0083278054132338,-0.0340737056718407,0.195083305714607,-0.0883300278127527,-0.0093396249235533,-0.235896193525814,-0.139643501748089,0.0604039931697713,0.0439427950859178,0.0425885701542092,0.127312080729861,-0.128753170929546,0.0135459261538255,0.196145222125506,-0.119613474003717,0.447961659129838,0.255927140479371,0.189175088678424,-0.0249576783825233,0.411687596471554,-0.0030469486457702
healthy,-0.143327779521678,-0.0053518203769776,-0.060593944647277,0.178491028019702,-0.172882412364542,-0.0682250413039156,0.0898249487164356,0.222171789536276,-0.185549971889958,0.235256573485732,-0.28888940107291,0.0416622375023783,0.171747033550247,-0.0133800335018689,0.318395614887902,-0.254856421774244,-0.109877728068943,-0.294593171537755,0.199252477204691,-0.07452329779925,-0.2109223870724,0.0438780522935986,-0.171740616494712,-0.12482290268782,0.247360720656208,-0.152488742792259,-0.0980596354287617,-0.0830521665243632,-0.145287830333145,0.192046860086629,0.0886855947942582,-0.211044335550982,0.257025275064018,0.346112139488991,-0.0759173371316261,0.231436981703358,-0.0902488430965426,-0.258062950367012,-0.18258807059327,-0.0295086581262009,0.156531613441759,0.185419310554757,0.107573582449194,-0.196967867560089
healthy,-0.197387326648891,-0.111542070727597,-0.0131147806426754,-0.171023318357281,-0.0964728088526934,-0.136140799537317,0.0277008271687555,0.096189557488233,-0.107525202706206,-0.105623713338693,-0.264053515696744,0.136991279012207,0.133392641115311,-0.278170166692236,0.0118951889083517,-0.026880953880611,0.142681142670697,-0.124913686998937,0.229356707547982,0.0259836872983775,-0.276398036545535,-0.233411916750578,-0.0263029548662577,0.0088887657694095,0.13141022402508,0.0865474873564703,-0.2052197837727,0.107044722710365,-0.173624793656256,-0.0085288421574201,0.25902527800373,-0.0968166237932394,0.0567869827418388,0.294856926738853,-0.22734813915386,-0.0165563719978469,-0.233693335876486,-0.238257898726949,0.0899662768785439,-0.249719033501031,0.234103514555225,0.241955142269637,-0.243685312997485,-0.0266484286473865
moderate,0.423361038536576,-0.501472042468566,-0.472017882072869,0.208910984306363,0.586383637884988,-0.0943407156132615,0.242237972837702,-0.51268150111353,0.243271301078452,0.511404910182771,0.15190786245885,0.280326882345163,0.351645905861393,-0.0218441284560109,-0.23585071264957,-0.332062182932021,0.199100824320747,-0.268097012062459,-0.0074184356617141,0.294240216553421,0.459391902631211,-0.0337080283201161,0.430314476489953,-0.456046502451784,0.319490022669569,0.178356759887701,-0.147936007033469,-0.533242580337277,-0.451870134145422,-0.207890572668623,0.243374633902527,0.441920044293871,0.22237654294363,0.0663741173308098,-0.195908270610265,-0.422560209149996,0.284873526604461,0.107967731788146,-0.114169853999811,0.424291033953251,-0.257386995400524,-0.441928655362544,0.341045680325037,-0.42294340170594
moderate,-0.160384865814911,0.193266250189394,-0.16024429603009,0.120657397902745,0.0033179164946196,-0.0295545707104389,0.0400566631808597,0.0086533485373621,-0.189333179556333,0.192663055054917,-0.0703470215645553,-0.151188693831278,-0.103397685571492,0.131680757405863,0.0187111729351641,-0.235483319106952,0.152568771126801,-0.137759762145108,0.0359647753275379,-0.0930987588664556,0.126508014499705,0.13385387730751,-0.117843077673772,0.0665765851472799,0.0904976137184686,0.168555501720415,-0.126355856426312,0.0227701632299361,-0.0875633052740667,0.163020638526614,0.060105102648792,-0.0057678921435946,0.0780125646126419,-0.161128575813412,-0.111609718029177,0.0989998888682168,0.150306487308116,-0.0810213731207713,-0.235551132563412,0.0289917835537626,-0.156377542261718,-0.163878185611064,-0.0677774284155446,-0.118128967892521
moderate,0.0112837353139007,0.0968140992132968,-0.0211308743168944,-0.0889956840441404,0.0152595676549268,-0.113666831356783,-0.0150013967236913,0.0151896116606565,-0.0476475273831428,-0.0068590186763072,-0.0623882547472319,-0.0133915760460199,0.0005338308610384,0.0102385594471249,-0.0483196046138106,-0.105123871961256,-0.0013066780358336,-0.0184067545876326,-0.11792998295999,-0.0032238054026208,-0.0185450009572619,-0.010387632339677,-0.0183826031134202,-0.0674417425238021,-0.0573764074434416,-0.0192911982294779,0.0029956156117869,0.0322697007855211,-0.0021977841533237,-0.0458894666223749,0.0213090955403925,0.158456989497768,-0.0124330123626263,0.028696115411549,0.0658710638905438,-0.0008203173137642,-0.128705704505976,0.0171317233111116,0.0197667324286245,-0.0453922793773827,-0.0726634578104031,-0.0808066686672428,-0.0112545869829548,-0.0295713981493827
severe,-0.10613106869148,0.195020155169871,-0.173144858106728,0.0504173809638919,-0.183652714820492,-0.092213403440864,0.15929020939577,0.117672798612994,-0.18329205534506,0.128055140902089,0.0400943598000925,-0.153937736655883,0.153787283586918,0.0752351138947542,0.119937288024738,-0.119119045486642,0.26451920799177,-0.109425930392103,0.139611587649223,-0.184887415429835,0.213186142247903,0.0110835201511514,-0.134941664425306,-0.0744431498587936,0.114170712770127,-0.149411718486008,0.120209300776686,0.136516040607471,0.130550258747041,0.103667372673917,-0.0590545368069469,0.0320098520944462,0.0961236272700098,0.0049483543271258,-0.182895435814076,-0.0045471317361458,-0.128432289273186,-0.0161318667721728,0.212608360970706,0.149425354781112,0.124573174537419,-0.0514265748546694,0.108972042743802,-0.187162321155747
severe,0.402975241181549,0.155165021144804,-0.119988113855328,-0.165317520261251,-0.419895650496861,-0.448594936299879,0.424757035702452,-0.224650504859133,-0.686918166277004,0.036353273774688,0.428988405667579,-0.54841875955147,-0.541758598437996,-0.0143242901755344,-0.362358906534266,0.33012291545782,0.124163707823311,0.42877924567829,0.202573351080628,-0.201900236206008,0.10966828674745,-0.563326162424415,0.128018589807718,0.0941562213600147,-0.62912282450947,0.444629769957483,0.0882984740236303,-0.163563111623823,0.0910124833391895,0.371265319169071,0.512927478459911,0.358424163463039,-0.000931712679559,-0.0019204689925605,0.14608874524597,-0.306269803224808,0.510601365851761,0.512490143936853,-0.159767808545456,-0.596094560746324,-0.499337149701336,-0.0360198854281247,0.247445140782713,0.42683849450495
