group,ARID3A,ARNT,ASCL2,ATF1,BACH2,BATF,BHLHE40,CEBPB,CEBPD,E2F6,E2F8,EHF,ELF2,ELK1,ELK3,ELK4,ESR1,ESRRA,ETV7,FOXA1,GATA2,GATA3,GATA6,HES1,HIF1A,HINFP,HOXA4,IKZF1,KLF3,MBD2,MECOM,MEF2A,MITF,MYB,MYBL2,NANOG,NFAT5,NFYB,NR3C1,PAX5,PBX3,PRDM1,RARA,RARG,RBPJ,REST,RUNX1,RXRA,SMAD3,SP1,SP4,STAT1,STAT2,STAT3,STAT5B,TBP,TBX21,TCF12,TCF4,TEAD4,THAP1,TP73,USF1,ZBTB33,ZFP42
healthy,-0.483480417949879,0.136276738920436,0.102914489347138,0.303674628839488,-0.229950304128327,0.573660104707872,0.143860845277065,-0.195310087901169,-0.0278127626789325,-0.308041911311292,0.597096139873009,0.315664847284996,-0.362785899416648,0.0903517964120538,0.173706653244596,-0.239509998434775,-0.0341438267980669,-0.253246762561817,0.336577744427104,-0.0486225514459701,0.269892074897583,-0.0152621384086149,0.198842795968143,0.103909104741263,-0.224361200530055,0.171929935901147,0.101014986457803,-0.329013315241289,0.403059296104704,0.179057531894869,0.133199754129536,0.0168216197862675,0.0842167169142361,0.322470000039631,0.0242409626326064,0.337915792042519,0.0654830008493124,-0.19930560302571,0.386112791874332,-0.211231542713223,-0.0074760130982858,-0.397486196605361,-0.0495993262052232,0.604465896248894,-0.132760559676946,0.135332234721319,-0.13384149226038,-0.333995050167075,0.245853918305509,-0.192406524575718,0.208974440039612,0.0331610177064305,0.461857568484769,-0.161951511399757,-0.172412157767251,0.275558050643173,-0.387146499247809,0.194979511431478,-0.237429990298499,0.176492153545157,-0.127156239066577,-0.329702540944367,0.284095843878632,0.285563498459148,0.315284684344851
healthy,-0.775532463682342,-0.730720694380297,0.724715329524966,-0.630599946664955,0.709733895676162,-0.823111894723729,0.715202933292977,0.729493162335602,-0.721252396604358,0.736017325589265,0.732145504835804,-0.258217305272893,0.35845404337666,0.770049371409884,0.816694839000289,-0.746634867819619,-0.671079131488789,-0.16788120352357,0.713663356309509,0.709986129369713,-0.787572250209166,-0.750512926313506,-0.713125331458092,0.713360628502005,0.779247472379022,0.71206152035989,0.71183865931746,-0.730637550827532,0.760758336004275,0.739229564511745,0.784471777382545,0.718064279576816,-0.712965676886685,-0.500827231289056,-0.788956633790014,-0.760321970530052,0.738909228905317,-0.801514981838951,0.804329189755268,-0.717389142874139,0.793479508830584,0.747986562482285,0.803524086967261,-0.779826753171863,-0.737729072104362,0.768513742363394,-0.726545356231936,0.735624663777393,0.784884415755528,-0.731634918146386,0.690341905593824,0.768393448723662,-0.807254255741938,-0.759144103532544,0.707655464774511,0.767451352522505,0.734738154528892,-0.743440276175433,0.774140657979975,-0.73703834105062,-0.780446223963145,-0.613010703045066,0.723056840679708,-0.431289730088108,0.762165499181488
healthy,-0.171975814077226,0.175489630522984,0.425570767285609,0.19360279341638,-0.340643772127221,0.359296474110387,-0.043655888050739,-0.0496375962589708,-0.252058311364746,0.237200549309298,0.703058264436956,0.600412996316616,0.0698019614242117,-0.376263570595501,-0.443642828926796,0.382107669086392,-0.646343305042082,-0.19748356910838,0.151895922203818,0.208176025808745,0.359317138275863,-0.184217856109493,-0.26422655280603,0.291384261972825,0.0792279999833075,-0.272139338631862,-0.422669155126898,-0.596234293315786,0.570264887203189,0.339086466118108,0.384118678420995,0.167730577005139,0.011145024632147,-0.710994666451902,-0.712697984091791,0.545212879206198,-0.051115651787305,-0.560582249666214,0.0857860340374315,0.112812037534164,0.566507642346557,0.757058043319878,0.127542635494379,-0.248851732456218,-0.421552154797527,-0.340331765936418,-0.663022011525509,0.157655547402876,0.0612960459256183,-0.641907094748406,0.654724100154117,0.447740691895657,0.411243688249015,-0.166638101179849,0.0584907151532967,-0.384003549499061,-0.288959061013751,0.608151612747728,-0.376872822858909,-0.0384444309336286,-0.0632493772598833,-0.256851262361297,-0.352226377494212,-0.0801692413667682,0.500424322392925
healthy,-0.468296841972153,-0.243360461887136,0.25043330098078,0.654451444930994,-0.466802375869825,0.402326558575397,-0.345504619548523,-0.243944829618099,-0.234268364957913,-0.127838964132946,0.649148814320388,0.703285220459903,-0.406824272361713,0.512510050124264,-0.399012778729578,0.150827184992503,-0.637999501090842,-0.613793585378825,0.67267363381891,0.0807043436551705,0.304032640141644,-0.342781498122535,-0.254123094578425,-0.0131493065111918,-0.547028478189194,0.355113763490779,0.228990442766606,-0.513996639639968,0.621131065568884,0.365656363662745,0.475860372301914,0.0507965365835133,-0.66927830996562,-0.421022440380554,-0.633973020660445,0.17445342998494,0.359639958475972,-0.68021748415721,0.0433142025073379,0.258390227310869,-0.363125194213246,0.367700177823922,-0.0897686727866651,-0.565495588894432,0.0322264588310603,-0.307127881565095,-0.48085788349714,0.138645769736503,-0.327249507625458,0.104395620569267,0.705602984941214,0.658169188372027,0.53035813985166,0.462739086429643,0.58713147657756,0.193327707977793,-0.452369750547138,-0.0342018183788051,-0.0888478473359695,0.393944396537093,-0.0049278732850134,-0.614209627781282,0.153913355640928,0.462438240419402,-0.0028093846170704
healthy,-0.508801446495398,0.109804992249007,0.265450899293367,0.504381626753378,-0.328743399238679,-0.0171981050642267,0.499683856283914,-0.0688569934394436,-0.343116477787043,0.254597057778615,0.610028753108603,0.572158219717129,-0.219421279889983,0.508172400484515,-0.296251085104588,0.491472865293684,-0.592327688507365,-0.536659068055923,0.124811657839581,-0.12012338251101,0.088650752010075,-0.466667567964725,-0.474786970172652,0.135572435090512,-0.0255162530765574,0.0441842829080151,0.392378315580456,-0.283556897984973,0.527016439841409,0.520896943196096,0.549244778283585,0.0472701315509142,-0.441615309264162,-0.480289930570328,-0.5961336074975,0.353512702174778,0.568059459377823,-0.469349192672311,0.336138673878857,-0.457778765096977,0.138501650689621,-0.185244516161387,0.261945889409927,-0.489737141655427,0.172390463519295,-0.232095070564219,-0.440638503718084,-0.427349225052976,-0.22370087088705,0.441966055128682,0.622732251464416,0.361143741219909,0.384581381768141,0.55183501367473,0.516940846216982,0.110466460657703,-0.506070661233408,0.217484494662811,-0.0404192742247146,0.150826197859234,-0.384463170659191,-0.423645115702258,0.0685243522848685,0.484287759768801,0.0816550994438678
moderate,-0.627441671885376,-0.105295218070146,-0.0406998688280087,0.248571695980894,0.060351405661324,0.442676949963509,-0.0123569240656887,-0.0116885190191397,-0.0937266691875661,-0.107514665596507,-0.177153045221902,0.0615104028734491,-0.14004156887136,0.251851593821492,0.013770857818004,0.407748501633588,0.108742217172381,0.0900268758690078,-0.0818903298215935,0.336261296510847,0.279928890424286,-0.170085518784193,-0.301744174363417,0.229280069557259,0.282017656194752,-0.111865725370678,-0.12096417483444,0.183385065351425,0.11470001984691,-0.0306116657376259,0.139700939376484,-0.0958154349580319,0.145086741578485,-0.092998279072737,-0.0460492515242682,0.219459656950269,0.314313188491953,-0.0399372015313053,0.0847589014796998,0.245585296510095,-0.0497426178712251,0.233136252518119,0.0859393219304963,-0.0365716107360215,0.530195164584091,-0.162668793556139,0.0722905765729196,0.128535147380928,-0.0132502731182879,0.267514123614184,0.0574078526678676,0.483663890189716,0.43505456164421,-0.0597665512455936,0.370994793368859,0.353937610738655,-0.201524121534536,-0.0081279767519457,0.130801726032367,0.0682951425606953,-0.125319519256344,-0.202010429052378,-0.122354543024216,-0.394089044656675,0.112169935359812
moderate,-0.602569403189778,-0.23444402109307,-0.291157815275426,0.732548149480054,-0.64599123868586,-0.181243209880257,-0.0253200741230215,-0.332321629098456,-0.207713762970526,-0.274290481651519,0.733392862779935,0.708554801742558,-0.251993436864522,0.650269843278263,0.0866249784803521,0.547126928924019,-0.772903637359183,-0.802150080465558,0.467102155666326,-0.0467664570210084,0.132079498727339,-0.606898202413846,-0.621004612999339,-0.230492220526834,0.0027711420596461,-0.137742228132942,0.287017692746463,-0.48504387816213,0.509942966812292,0.374700128449379,0.553359003798328,0.411311907233365,-0.514589865475682,-0.633763286127613,-0.543193806381905,0.29913428662473,0.531191995715435,0.164502051834942,0.507373940347504,-0.262552100707306,0.284334865405699,-0.215772791459326,-0.288552046722278,-0.493995454247798,0.116334633856272,-0.344741396369009,-0.294659515026598,0.0899669531559873,0.191812065457168,0.336365687370405,0.628331037263655,0.470038903172873,0.28563247644902,0.692566576815767,-0.13037236279572,0.494137551852796,-0.58010787172723,-0.702616527139591,-0.238903048030984,0.665577009323987,-0.401377081210163,-0.721898892445029,0.196500317729847,0.762326773016633,0.307108643223311
moderate,-0.0528876044037558,-0.19801657647692,-0.0628548900181281,0.158278950240633,0.270316797106524,-0.006492791445483,0.190867025901808,0.505320666843837,0.161948252812178,-0.176348457057452,-0.173747723783176,0.0574471073975644,-0.121839915227377,-0.118891485943297,-0.433775020533381,0.04862319093127,0.0888046844141148,-0.26181016352388,-0.426581905209996,-0.214420759142764,0.130319423589398,0.112757898176973,-0.157623835063769,-0.145004853639405,0.0426137215987056,0.0863305355027457,-0.103305169778055,-0.0989429411160501,0.0323595662268357,-0.0393997939430734,0.135680353556159,-0.025832251773287,-0.0928874411060649,-0.0757262181919246,-0.071982937745953,0.226547376714003,0.0679659391646041,-0.1267372505144,-0.0883641050730869,0.390174927275658,-0.104428811492953,-0.13587351800605,0.204751850955245,-0.0130464091432721,0.310681591322669,0.179574714358822,-0.0926293405219553,0.0089759820970596,-0.159773303304045,-0.355851659470995,0.0450607452894516,0.351826441125821,-0.115010935441446,0.244101504338985,0.140507820850667,0.159904819525247,0.127389077785734,-0.0693534352982887,0.161572609605369,0.0348813897683905,0.0782784548596325,-0.0012387184084495,0.189332395995653,0.122804093524067,-0.122329813151356
severe,0.0465451324872404,0.0793507318683452,-0.0833026744479837,0.322445539086905,-0.0836550873579294,0.0496083825747197,0.136089596599049,0.219558693022772,-0.198054617757675,0.168251716270195,0.642815931745793,0.464681676877589,-0.10390254367161,0.16405363824913,-0.0071586983625462,0.416752298065067,-0.336390181484698,-0.263882534152036,0.372131382122226,-0.0487827527677975,-0.126545974337657,-0.169006623174586,0.0396945593917924,0.103628106194856,0.0142362027132053,-0.0725996986833476,0.113132397424591,-0.128230278026107,0.300094763053028,0.427456561261182,0.210951634247334,-0.104265427690911,-0.512926133087191,-0.337837039894198,-0.142180306178916,-0.0479871201143155,0.250290605064868,0.517970675847932,0.215616942609002,-0.23898266524866,-0.176464499155457,0.0917144084109988,-0.0073846425869573,-0.0426391297541797,0.466304913399593,0.119341228842576,-0.205522063645867,-0.106011742662224,-0.110638385165166,0.249643091402944,0.625183441878908,-0.0615749508779453,-0.0935863552373854,0.220880799322042,0.0974002851625688,0.269190807251072,-0.216783999243923,-0.129484086085462,0.19425961307522,0.136087751280597,-0.157525974425587,-0.22523663061356,0.0004331777780068,0.295937711181732,0.0897630056052205
severe,-0.263075752867505,0.11348353380396,0.0869303824371994,0.178876247437754,0.013333627431447,-0.103974909126215,0.268985046150568,-0.125373118101014,-0.0671042660757876,0.0246197310156194,0.100777475601245,0.130141376422747,0.0856207278649179,-0.186924347364998,-0.15884728041655,0.118772864758035,0.102496634942981,-0.124606089043676,-0.128742974686807,-0.179134882028988,0.0935648668290186,-0.211017934481782,0.135506776374243,0.0482074592995474,-0.032652617143379,0.162660872820638,0.208549495515439,-0.15556743881104,-0.0197513151806136,0.328686530960574,-0.336346679000966,0.0702459156693148,-0.406912084459453,0.229545806620526,-0.136375230761478,0.105037339456875,-0.149374154604268,-0.0719346474120824,-0.193494173109008,-0.0317347179078206,-0.1211462174776,0.0986209195243319,-0.0611670808270031,-0.195044712839793,0.0174438889254806,-0.137796453196645,-0.135467474058909,-0.0930463298299255,-0.169001223755759,0.0932605908393307,-0.288461245123838,0.135880782278235,-0.0836695580810444,0.191374383714183,0.206962189102567,-0.209542195931796,0.246368465400393,-0.191124623839314,0.209952968517874,-0.226781966380861,-0.465339413562642,0.0224264082566194,0.240546651464366,0.0132499515342828,0.167079213754231
