group,ARNT,ARNTL,CDX2,E2F6,E2F7,EGR1,EPAS1,ETV5,FOXA1,FOXD2,FOXH1,FOXM1,GATA3,GATA6,GMEB1,HIF1A,HOXA4,HSF2,IKZF1,IRF2,IRF3,JUNB,KLF5,MAX,MEIS1,MZF1,NANOG,NR2F2,NR3C1,NR5A2,NRF1,PAX6,PPARG,RARA,RBPJ,RELA,REST,RFX5,SETDB1,SIX5,SPI1,STAT1,STAT2,STAT4,TCF12,TCF4,TCF7L2,TEAD4,TFDP1,USF1,USF2,VDR,VEZF1,XBP1,ZBTB7A,ZBTB7B,ZFP42,ZNF76
healthy,-0.116920866971221,0.536025217054895,-0.372572398156515,0.220733636261505,-0.379570178650344,-0.0229925576108886,-0.215599083277003,-0.16011860851219,-0.572522309306587,-0.226284801781491,0.187573898641553,-0.40297961081718,-0.189257118093096,0.10376036519777,0.354058294291855,0.591007328899902,0.357642734219798,0.191502371436849,-0.143758836890772,0.124390808338599,0.300894866477539,0.272502329153566,0.0846630037834314,-0.375522748565042,-0.133057659178993,-0.12988223319312,-0.165897993855073,0.203670601718551,0.15042306533575,0.104061426709262,0.611985735215023,0.0900946879724859,0.134601221723986,-0.31406663513088,-0.0116963314286157,-0.179790318780479,0.0509514510693093,0.529322733622381,0.0022434192005154,0.300984477475737,0.188792031772036,-0.0371890882933373,0.108440312679714,-0.508644864777826,-0.252165086910352,0.253968573754214,0.569215087028042,0.442418406802134,0.585014396880025,-0.172972546344435,0.517102361268627,-0.182949499497673,0.0433615043300743,-0.371828784083744,0.059321432725612,0.0015668823661623,0.0549084840950257,-0.363560466366918
healthy,-0.128104460924315,0.241253311928294,-0.426128005383651,0.34071669530354,-0.154842928433221,-0.168904192509534,-0.406435435287649,0.350763363048477,-0.0933034693788558,0.15052689025736,0.425138951103537,-0.530252968750736,-0.0576187822508251,-0.0681716924234162,-0.245711945271365,0.0473039251443777,0.21156207915471,0.162050985938074,-0.0432222321658584,0.623852397061701,0.322509639452935,0.231882896340103,0.328975294843805,-0.393323346179127,0.0497382593488515,-0.268715208307635,-0.172798243659446,0.120413236558286,-0.0688408049604498,-0.227129447981894,0.217234290067455,0.58037767480862,-0.258895982812803,-0.145324395320032,0.0958759414188948,-0.259754275549542,-0.235239227622961,0.310505295871591,-0.149953708964214,0.34125946418343,0.442068172807045,-0.01485672027049,-0.107033313096969,-0.192551875254436,-0.328114872054775,0.149435751248963,0.51369784734206,0.0212351618536969,0.20623028215428,-0.0585394776305869,0.364591780853134,0.0014161692097258,0.668933336523295,0.109207820367443,-0.0847917015361202,0.438315612352785,0.106306018576081,-0.559380289903177
healthy,-0.515412511199205,0.596987745368728,-0.463092306702466,0.274084142102993,-0.539303377963242,0.176480823632105,0.197609330186815,-0.0704359899792102,-0.558852161899268,-0.65428273813507,0.0357235924025184,-0.56995103993596,-0.384642954901006,-0.261648418697776,0.301276642746647,-0.0448440753594816,0.65445599510904,0.156695965730238,0.448321922895391,0.656182215116708,0.357041576869828,-0.12695608866171,-0.312020616118074,0.721690132711967,-0.302045640650746,0.487387288555004,-0.684060033267348,-0.630485983470767,0.0065284316317334,-0.551535456391201,0.484356425391251,0.289370668413674,-0.114338717565198,0.413386150816919,0.495019893231579,-0.427319730652856,0.684424462530659,0.439305530188497,-0.0901067794806757,-0.237376114459632,0.685367624513304,-0.168104166427264,-0.68893345260061,-0.463078019805398,-0.506793657072636,0.298766230833236,0.539012650946712,0.420899471241782,0.470348236203958,-0.170203886744001,0.213936532222035,0.10101697976561,0.341676812789488,-0.472970675532475,-0.258115699927485,0.536588413967997,-0.208120631234559,-0.487098375747625
healthy,0.652013097903963,0.720794626790948,0.0798200912827145,0.433306096153693,-0.35960383340388,0.429182908278944,0.0895879256001246,0.327913060302465,0.159797622536229,0.280108644394256,0.330490502860314,-0.124569897788534,-0.261146988343021,-0.452788347468145,0.637843488481664,-0.211784101248605,0.282673072264884,0.145754509529832,-0.0216297376783506,-0.28315573364674,0.326404917678685,-0.233365078455335,-0.460793835082834,-0.551874838128939,-0.0620626298466578,0.578338312505352,-0.101774897216995,0.446027430280198,0.308740899527826,-0.501662094796629,-0.203244009730035,0.354380618945138,0.30447227414628,-0.488783725744098,0.571253783978763,-0.120742321074717,-0.303255599331947,0.45642934042335,-0.198917494043269,0.277568241276284,0.465130886987071,-0.145753641909931,-0.516870649118049,-0.412838076643679,-0.275674166005396,-0.712187100759536,-0.0591717079002995,0.454692373935021,0.456846294369075,0.0773840548311304,0.115668870560715,0.0508292047637163,0.214041565431785,-0.282529650263994,0.131423452448035,0.388701620257056,0.499730660170461,-0.293685897991273
healthy,0.388905140525074,-0.024561582729229,-0.462303380545035,0.54497374034768,-0.269853844205132,0.437439713218835,-0.278456794026593,0.19328485205177,0.128585639123996,0.40843278499872,0.429095277543115,-0.381205132947931,-0.33677499319356,-0.266582451880057,0.541352203580536,-0.390467607957207,0.334986844285172,0.100517969870124,-0.357399814420968,-0.149930494084667,0.465695863488088,0.0237175823379481,-0.435784707713726,-0.302911247799279,-0.446435721845797,-0.284151609237089,-0.533760105478178,0.575308413520713,-0.478337727964128,-0.592530961391479,0.383362626764321,0.257498879569922,-0.433764020928809,0.094807220492856,0.343397264859868,-0.176725890326043,0.488126388214396,0.36112495508673,-0.221093308652634,0.425246124971901,0.585401727573829,-0.407915909417327,-0.0850249302329428,-0.365648424514815,0.425288345070014,-0.56764459823505,0.381302321608761,0.407874096546122,0.572903378061391,0.563927053482315,0.454472521629954,-0.28562818289917,0.0958565636386921,0.0158891950639641,0.402939537209983,0.497217675212072,0.600942729491327,-0.376462938836608
moderate,0.0652520654299753,0.585111867502791,0.282324893066097,-0.0520161785898779,-0.36188799342577,-0.0547725841502671,-0.371690688258638,-0.182618828995887,-0.448805792071671,-0.232253404646253,0.514209920279259,-0.516816404791298,-0.199529923249837,0.172985330774729,-0.635725213425959,0.211249465772331,0.472656089134993,0.111667621999327,0.458486408336597,0.751648451469181,0.489796348419992,0.433826537612183,0.476586162331041,-0.111639779518919,0.384451111202538,0.104411443259157,0.296081220116897,-0.173240196556925,-0.039069425200171,-0.328984606771333,0.0072197693427133,0.410327484147854,-0.0833196934854869,-0.22329240941341,0.282012200593823,-0.156136346669382,-0.298212240732738,0.47804896341709,0.131035279716964,0.0502128425511462,0.210283545875101,0.192427949016542,-0.0063159595940853,-0.64448488610816,-0.215721396471704,0.280418754022782,-0.272727804242395,0.504516453638761,-0.199671277381139,-0.21236316498865,0.412261465671577,0.21309991985483,-0.412490630702627,0.0346424708153035,0.522618349362467,0.669849385759822,0.540141978185392,0.132470238322606
moderate,-0.185700006192076,0.336176357191665,-0.57144973543051,0.562118753453277,0.0808252393906018,0.646886305001896,-0.286174467609061,0.307878260006721,-0.164949174619259,0.50280953893523,-0.287917699290641,-0.577412703159132,-0.535564748454319,-0.544594185101534,-0.0826551225000771,0.0675558106957838,0.597574717518027,0.302928379141023,0.0934260015260574,-0.0425310859334906,0.717928196614437,0.541618178416067,-0.115198429394268,0.176124121928879,-0.331295931324525,-0.0803590235664629,-0.280587608600255,0.173396869311007,0.285382735260711,-0.43399482395095,0.0846394866387913,0.374452057609829,0.399417694402848,-0.590291080406813,-0.0698907552569095,0.333795532720972,-0.312160976781067,0.501872367683314,0.221345076344342,0.442567756180903,0.339497521755901,0.448193884240023,0.174545738305821,-0.557553395128264,-0.0520053760414725,-0.531181270711565,-0.236270948704845,0.142008687142081,0.456613988155551,0.769071196993393,0.698038688976527,0.421881776591005,0.596021165593568,0.381248703861936,0.472103695784575,0.652353130475338,0.609904079295306,0.042967935337394
moderate,0.533066642926835,0.463782996977982,-0.0582122592931881,-0.296694554999298,-0.383944195460925,-0.512744263450239,0.206323651295935,-0.436244085632798,0.479721117218955,-0.51753031019891,-0.592330301101505,-0.507355535431995,0.338304262651861,-0.494829315711664,0.714237407903845,-0.643041154592673,-0.210936797680384,0.542828926824822,-0.145987187528022,0.496462812486026,-0.570837962493675,0.385624622334147,-0.65041000344879,0.504990917117496,-0.570712815563381,0.7164628825919,-0.580525322900499,0.602119755056726,-0.510920576275234,-0.58535829974803,-0.0572876540121356,-0.571383010308508,-0.0622260177483355,0.338943993999481,-0.395017228786726,0.412374778684453,-0.0930665027150871,-0.521548185329397,0.595107410284933,0.590055426309387,-0.387281172490405,0.295274302007477,-0.479640430382318,0.504603126300599,-0.583616946079797,0.227635679523933,-0.479153016022226,-0.569943820610128,-0.298207844853772,-0.349385529328339,0.164669483549715,-0.331882249123625,-0.531212492354324,0.321578210751077,0.324164306198793,-0.550830920348017,0.65059772384423,0.606817704953151
severe,0.778585796247483,0.353724948355263,-0.741809507465859,0.703170696097001,-0.719154690111288,0.767344225567696,0.76767511426229,0.768559579206652,-0.728711120285889,0.713803109806909,0.368688325039802,-0.714061642743521,-0.717344895200638,-0.751193060363978,0.382721738243755,0.795607332789577,0.75737500504301,0.701502716755878,-0.708608682862438,0.723930470458437,0.550687124895822,0.702340181562162,-0.50529715448741,-0.0815872200630885,-0.754359273682184,0.0977781777159784,-0.713889001433045,0.588294679013213,0.720192833279837,-0.719980142102728,-0.740142321828574,0.741284182782429,0.761027908974049,-0.759629939098005,-0.113667935488104,-0.135641454629365,-0.793915778299322,0.748313481388538,-0.704297776998307,0.70009412840957,0.729214092553126,0.727359635713001,0.746734761551998,-0.670502875797928,0.41326275402902,-0.373686814393581,0.719198300919464,0.70013746034883,0.608120371214689,0.754381197069274,0.712722364048574,0.782258907449206,-0.470398382860121,-0.186796396332985,0.716743761074959,0.77339360025434,0.747740427217557,-0.414865799815619
severe,0.44497618469017,-0.0770359834594049,-0.0654858423376491,0.262822390947098,0.0789460188592961,0.535236756750546,-0.476399306862518,0.454089384094824,-0.533542043643746,-0.0458788476491108,0.323705402619492,-0.153274007832648,-0.60897957572738,0.0139807498302381,-0.009762966089099,0.397363359280813,0.511802091651881,0.0839959599331464,0.378846908676696,0.382992496119563,-0.0436914264716492,-0.535027767466075,-0.4599512168738,0.26158618766441,0.10721530273872,0.317211535580207,-0.434932033018329,-0.111026507326434,0.46380168611496,0.0311634688189145,-0.122002877867188,0.0892219586466418,0.622504348936954,-0.0594530183259237,-0.443040817255798,-0.296305007522777,-0.2585488767301,0.534818778181604,-0.350791680488639,0.496372349449312,0.595078621805758,-0.53931268109859,0.641464110144495,-0.222231605495962,-0.355142457410805,0.3846365451574,0.69050312909515,-0.12870446758922,0.106085494000854,0.355566768988367,-0.146439424929589,0.111032840335055,0.0694819707770766,-0.118655249510482,0.189412688223693,0.641285519301402,0.54471473745173,-0.459999347739314
