group,AR,ARID3A,ARNTL,ATF3,BACH2,CEBPA,CUX1,ELF1,ELF2,ELK1,ELK3,ETV6,FOXD2,FOXO3,GATA3,GATA6,GMEB1,GMEB2,GRHL2,GTF2B,HINFP,HNF4A,HOXA1,HOXA4,IRF1,KLF1,KLF4,KLF5,MAF,MEF2A,MNT,MYC,NR3C1,RARA,SIX5,SMAD3,SP4,SREBF1,STAT4,STAT5A,TBX21,TFAP4,TFDP1,TP63,ZBTB33,ZFX,ZNF263
healthy,-0.295489300400272,-0.133583546779696,-0.0789083818420385,-0.0510796014605378,-0.0090814589266783,0.181364374748246,0.101966761358278,0.122363993923026,0.0094917737029429,0.0120763635204611,0.163554353820673,0.145219968961772,-0.420107010500148,-0.0880134371456266,-0.137588638487183,0.0742273850270689,0.133960826628287,-0.311395355893191,-0.0426729989134793,0.154554433485317,0.136588938652105,-0.0733412099831238,0.322487488314549,0.180175117351993,0.274257018274884,-0.163735259376982,-0.120071474815257,0.0058369571015832,-0.0048731761958014,-0.0403519019714536,-0.057427289031235,0.1842274018133,0.188416545260683,-0.110874918005652,0.207256154767419,0.0574398737655869,-0.0284973443939445,-0.129625123462097,0.133483917632743,-0.21982594474726,-0.0391487489310204,-0.154488887993901,-0.0023022198404977,0.205402003906242,0.0104733829823899,-0.161921746720482,0.183242384168299
healthy,-0.350508240924993,-0.244566652392318,-0.206819620180115,0.29009788785415,0.137422038417318,0.315573799774668,-0.270509795102585,-0.0923046133623396,-0.163637972786987,0.340960888454986,0.122319756368518,0.393836557298379,-0.198676449342759,-0.301264604948857,-0.29332255078971,-0.345390512926629,-0.0896828263159969,-0.301801377065452,-0.0919034468330947,0.222609926731401,0.212232661744871,-0.32402658756496,-0.168125522022923,0.312444993236227,-0.342850713524154,-0.474598732840455,0.335528169855702,0.0376341460924302,0.482491120267871,0.38318997771879,-0.0988671809622893,-0.0537520080980097,0.239454060969232,0.33900061328027,0.0445362808304013,0.158081976381021,0.314849661196763,-0.135243221720563,-0.283483361819653,0.138995173864512,0.211586915208138,-0.117632591914839,-0.245746997879182,-0.213718475412332,-0.0593863175209131,-0.22553718195834,0.188623934450178
healthy,-0.30101668978309,-0.0784751619713942,0.0248464013382249,0.165082579154789,-0.51282302334538,-0.191562967075704,0.0935432918873582,-0.162791956486015,-0.549967335646697,0.101897981722367,0.0286339182302021,0.256516827657461,0.036910982921263,-0.291927511743945,-0.0628706922450544,-0.339932534974794,0.182794049498869,-0.193504957519028,-0.260618476710911,0.367419326077768,-0.174021954284562,-0.326024469710049,0.0084752130848222,-0.119926988839496,0.0690005819017709,0.332475527725496,-0.0434807483936834,-0.15915333460699,0.400633354774993,-0.0720011795713304,-0.17710199289091,0.0328531398700993,0.247916097892513,-0.2340005424823,0.0524337419697631,0.0440111868773264,0.320059590227748,0.258007820553931,0.120725256767169,-0.144867357457236,-0.017438874443842,-0.140534648764784,-0.0045056629605464,0.106497838936534,-0.232850010743495,0.473714704112543,-0.0800222174718267
healthy,-0.482394716203711,-0.239521067183342,0.239598075738696,-0.224969120037958,-0.479394093585162,-0.463673891089907,-0.465001370567873,0.455523014925371,-0.353891665951457,0.503854450740844,-0.209581909201847,0.176130725914143,0.319307037988779,-0.480355406842475,-0.490881436239319,-0.465164906848389,0.244343007179987,0.0668720920608494,-0.494804999869948,0.392577936061527,0.223042922619334,-0.115203287923397,0.480781767801943,0.466551870928958,0.216621173685361,-0.337539996413517,0.20776519293083,-0.292186911151564,0.160948455877628,-0.0330517270014574,0.0468999649395016,0.450539812950821,0.325979393447606,-0.452931801778217,0.525426023175556,-0.117994410636754,0.241055628369913,-0.48887610530134,-0.486521484961475,0.203271519037405,-0.431203602696113,-0.336621940796343,0.078622253560418,-0.0755961224291088,0.487318274903383,0.0195316112726585,-0.310675831679349
healthy,-0.306493589735265,-0.134007243321106,-0.173098643371105,-0.177573680961647,-0.291712845057605,-0.238485560556755,-0.320233329456712,0.0557146233283253,-0.354474394750763,0.300270035371912,-0.141986602124136,0.280459445698117,0.043118338762096,-0.303222025542999,-0.286357709613068,-0.294533610554611,0.0398576601067738,-0.282983597638057,-0.218380330214556,0.303948604373898,-0.290520910583056,-0.234960656246348,0.279624510730539,0.34630356109243,0.279298070491111,-0.312152410022397,0.268333039569762,-0.30241710959675,0.219065919631756,0.249122519185976,-0.290055843447856,0.28211683622857,-0.0699629086911774,0.0352368847357324,0.275945689990789,-0.212951683099914,0.183070940759778,-0.227670798695673,-0.340042226264752,0.187406014981583,-0.114376610792744,-0.141383782104056,0.14826829659711,0.0892171140627055,0.0730165259636328,0.103527126091199,-0.213623787575611
moderate,0.461717510051778,-0.0309837990262343,0.0127897866564566,-0.466665493166233,0.114598287708438,0.244588872672495,-0.270663244296854,0.450741983870621,0.191169932892664,0.241949948344785,-0.189332110593009,0.622314904852396,0.461496885696458,0.198673302957572,0.360435937071725,-0.1216732609669,-0.0059354377533145,-0.206710027046506,0.162945009299944,-0.460316652494698,-0.111850122195085,-0.145764155377412,-0.365840162785046,-0.0645893865079204,0.133109313714986,-0.0288675188023892,0.549573127117801,0.0785765422383947,0.390074570125717,0.163587604509614,-0.164849233104599,0.323945097098622,-0.517876047408833,0.0854630209020202,-0.214481145115444,-0.136934897196553,0.151858099949112,0.139807297783776,-0.287651319656485,0.453338068517686,0.0908522527271157,0.170782528873881,-0.377764587892481,0.215729921806235,-0.1005404465049,-0.159038030425153,0.12013745841579
moderate,-0.315509675012656,-0.258470541131083,-0.0450144823606174,0.0486423861157624,-0.298879537044023,-0.316534912748597,-0.343399857324077,0.236236314549433,-0.314906912322586,0.341626438132882,-0.0980850525357229,0.114400620871421,-0.0588168878278611,-0.31187959024866,-0.335224400168877,-0.302117585466935,0.0053606334999514,0.30611451591978,-0.172839362658322,0.372074493994217,-0.199070465167595,-0.284748167285424,0.337548087893344,0.281418189339414,0.107658059269146,-0.33302145854696,-0.101487235506027,-0.161799586578245,0.292868294972318,0.0359352832938188,0.0612193372344835,0.307130538893323,0.224942464569444,-0.202242415390997,0.330555746252334,0.273189474674318,0.0527705996701713,-0.229721491165187,-0.365891838258077,0.24644413117174,-0.227454496039557,-0.117166944342331,-0.144490677761062,0.0365847877298411,0.311828172964982,0.257399106901403,-0.221894068497489
moderate,-0.257991169083757,-0.0529094582052585,0.450856110402458,0.405168829422999,0.436567991140762,0.103258303877085,0.0326432872036608,0.201531882905849,-0.0709570895102599,0.0107440473223596,-0.374632250411584,0.122394647768555,-0.0547193195366922,0.0909987752126838,0.292339064438286,-0.156636467652046,0.188005204622303,-0.746030432392214,-0.194916556049246,0.336514975528071,-0.0611611431034583,-0.400305803564707,0.0899001951405369,0.288311485700729,0.403917303322843,-0.0520789448273629,0.036346883494791,-0.0847740363308331,-0.0978278975923101,0.0998721117085956,0.485892262883026,0.24928804671579,-0.160541525109102,0.504425045567194,0.080073001695755,0.005362978465975,0.47996766002388,-0.0258783034809413,0.2480743459774,-0.128703260278668,-0.0930068085481501,0.46985759865633,0.147765598027554,0.518623535167316,-0.163483680422082,-0.10565856976825,-0.567289152240575
severe,-0.193819054163576,0.145533895113333,-0.090168958506053,-0.223341159761539,-0.0886849809164844,0.0549802064460137,-0.254919852605581,0.271161577825949,0.0439231096863898,0.137334803035459,-0.112020477003336,0.0092913213893218,0.313639191523749,-0.235983170513077,-0.180817445406236,-0.0971185038518569,0.0071737602289205,-0.201704863514462,-0.212579446311606,0.167056077209599,-0.22826884358931,-0.083305862624133,0.155454829579243,0.242626236627436,0.16283488381185,-0.221576994051066,0.239266211238212,-0.253097524519952,0.0656472933601321,-0.15345069578146,-0.133459729425211,0.274118630242511,0.214375504748825,-0.168057607555214,0.2415627665716,-0.130044524897049,0.182212119068491,-0.264282599967049,-0.24285549511135,0.118280916245272,-0.0852503102354561,0.0094722256919724,0.200466713173981,0.213571640630213,0.181114352527231,-0.0463596195763783,-0.0574962549936868
severe,-0.141294797551491,0.0699515029130543,0.0933948122582099,0.0671234735586498,0.113989774121583,-0.187695051067695,0.0633163644412252,0.194013988682207,0.264427728993107,-0.0890416534675055,-0.0852523227115365,-0.146657513296283,-0.102210339774275,-0.0363605588256237,-0.147198483437718,-0.031333092182567,0.0233277499956941,-0.225642963594714,0.0047988877100559,0.147524843358725,0.128907089265808,-0.0508410342312252,-0.0295793838132663,0.207780789863661,0.108258792318068,0.0820877743724363,-0.0150595420358702,-0.228046852040105,0.0317254860175517,-0.0403238635472656,0.257960215072145,0.0154595551686216,0.154270461648171,-0.0003885841861013,0.0740913213662912,0.0284910941155902,0.0356329158889045,-0.068981312330762,-0.19727377824339,-0.0013346469921325,0.125489834217446,-0.090156610707365,0.0154100297331381,-0.059185435168716,0.0743910137451145,0.191668514853026,-0.187259481212033
