group,ARID3A,BACH1,BATF,BCL11A,CLOCK,EBF1,ELF1,ELK3,ETV5,ETV6,ETV7,FOS,FOXD2,FOXO3,GATA6,GRHL2,HOXA1,HSF1,HSF2,IRF2,JUNB,KLF1,KLF10,KLF9,MAFK,MEF2A,MNT,NR2C2,NRF1,PAX5,PRDM1,RBPJ,RFX5,SP2,SPIB,STAT2,STAT3,STAT5A,STAT5B,TCF4,TFAP2A,TFDP1,VEZF1,YY1,ZBTB7A,ZFP42,ZNF263,ZNF384
healthy,-0.317965304041002,0.0884796113318381,0.301338755645721,-0.144933585658462,-0.592065043946111,-0.0621566025305684,0.130346686372537,0.144335847873202,-0.127125718640206,0.211002224694145,0.460226634767375,-0.145010400207182,-0.490663809824828,-0.524745088046809,0.432934399390619,-0.271523961948886,0.134648563266547,-0.0970823164570783,0.151138523334582,0.184173236100966,0.579696590773727,-0.314946203894044,-0.488048182682921,0.0976748109284333,0.0652050652353984,-0.102851272581931,0.430551051054739,-0.154093917217584,0.407062053419552,0.0419105945461166,0.400360573916554,0.367645178967032,0.232416705182504,-0.121120551223897,0.413373168202264,0.404132351774688,-0.469110643683661,-0.0760731441336379,-0.166541020098554,0.275383040983553,-0.264933902866386,0.240944955250282,0.0260836515214702,-0.297459489852518,0.112926300251919,0.418162935455209,0.155977577738241,0.637925164691768
healthy,-0.0120995677020318,0.0419974362825093,-0.014385356602787,-0.155391040860891,-0.189165869378618,0.125323150670134,-0.139654935023571,0.0580013241762623,-0.0866532915017178,0.187711420424168,0.0278707548497171,0.013938762810904,-0.0290080861803359,-0.0972229814724987,-0.0677088295723243,-0.101139972114916,0.118009806123438,0.0255272758031357,0.12614340397208,0.0233742098734232,0.0271181300783621,-0.105937400700087,0.163688047928356,0.0984558163252402,0.149814894294963,0.0957709082275543,-0.0288333527462035,0.0490150445909237,0.179455829892417,-0.0356867995277851,-0.0505060398766006,-0.159909481959795,-0.0253182133666482,-0.224676312070775,-0.038377369733126,-0.011628068555499,-0.002445674150478,0.138076434437774,0.0415723426616513,-0.0252583454871086,0.0080346891428945,-0.0484543771476163,0.0016756671045741,0.0620791107570463,-0.0733936648481308,0.0633261998668211,-0.0980388001167011,0.0422790370492326
healthy,0.0781744446495774,-0.0599457949493717,-0.193465011519449,0.198927484220228,-0.182334926418775,0.0256769569270742,-0.137585460049245,-0.0042647583995831,0.143874659443906,0.318501770063209,-0.279237848899593,0.0322846025807217,0.12077588363514,-0.0872291464913621,-0.214643743707856,-0.180050748410449,0.484003133800165,-0.0811270399848719,0.269319869860742,0.194110584781928,0.0366804859104757,0.0047705259873852,-0.199320402129451,-0.0236986609422657,0.227004210121946,-0.034065754288984,-0.256529249712311,0.0479426097039007,0.144457639969683,0.0847057911278292,-0.045551978355053,-0.0136308248403626,0.148517487110794,-0.143646675680299,0.256306291642891,-0.139976776720028,-0.0019689299183677,-0.140940339360203,0.268588174475137,0.152648379292467,-0.0861963663357825,0.203356491443492,-0.160443002537,-0.0229598838966686,0.170169319874782,-0.0145473287076896,0.0562075922362763,-0.200784935103886
healthy,-0.0287910700923659,0.0831966710848904,-0.147622298637443,-0.153224657854669,-0.0840319366307815,0.0034222816970176,0.167242684610192,0.0242491480911079,-0.124736823678035,0.122148936945348,0.0421673696117968,0.23073336463459,0.165290562102193,-0.170909425373291,-0.178548239373979,-0.191208262797965,0.125736808214206,0.19341247652287,0.135928203559291,-0.0252794451594748,-0.125208807975556,-0.150346686812683,0.0056677653959039,0.183008272789155,-0.25301460600726,-0.180063062309491,-0.0364263041609217,-0.0511498487176034,-0.0992808212720591,0.0401803384362195,0.0853750271205847,0.117988713794048,0.180480724600347,-0.0321361286073798,-0.0652793795751543,0.0554536072326374,0.091713550420336,-0.0047241033935556,-0.140051114104418,0.0541859873481248,-0.0800708806579424,0.0973235953141972,-0.025224204555449,0.17201408120567,0.108247231614775,0.189103079693442,-0.0922215013073311,0.226192633976181
healthy,-0.199340397779142,-0.111745189334289,-0.0034641029124305,-0.112083561075322,-0.0700728043167725,-0.0796235212011692,0.142932059059596,0.0654017131998349,-0.0207813395056491,0.0235750312763587,-0.105304784160647,0.129825948631735,-0.0349676188833731,-0.059042640529577,-0.168843862757964,-0.195107725873261,0.196351853188121,0.0752950224112123,0.150188677036419,-0.211383065228809,0.20886966683827,-0.0771888759046671,0.11746886652741,0.0290796121241355,-0.218323105646817,-0.042807240368412,-0.0012734960458909,-0.0651545487887979,0.0002886556352943,-0.111832887790718,-0.0165906220947123,0.0137847610652803,0.0627716246686436,-0.0975645758886017,-0.0490609196879682,0.105338870361012,0.111327747370706,0.142033426455266,0.0747848006278548,0.0045017971012135,-0.074614032037608,-0.051081690351323,-0.159456494825705,0.0951413603714281,0.216881855923702,0.0539299253037357,0.0504986473847201,0.114374930047109
moderate,-0.148579304096008,0.128096175464574,0.133038531290051,-0.043499589693794,0.189086903879843,0.268901878268732,0.0940590753499136,-0.24835659511911,0.129986530121153,0.0719084910236738,-0.103630871150686,0.0543551977840122,0.222813231403569,-0.164015057198822,0.16372143068187,-0.12395754185703,0.105229742549561,-0.0232565060981158,-0.154055331474193,0.0880129410118079,0.132187657368666,-0.415927319410069,-0.0189378387137546,0.409439673666912,0.176857466611771,0.185426217084563,0.10525117514204,0.0236808714291846,0.140381337473089,0.039058756532307,0.252188742654216,-0.142342419684846,0.0147027584400585,0.200834107817155,-0.165708232004601,-0.0111085126814611,0.0181491193105562,0.187303712185655,-0.081379553639799,-0.251740801471421,-0.134995326983313,-0.324309416343424,0.0428566119194475,-0.0394209673451889,-0.197113409762936,-0.239770698572336,-0.137747271857516,0.0846737431037013
moderate,0.103813290841457,0.189624698715746,0.148430663179921,-0.109506574233551,-0.250839711736659,0.177443803417463,0.174518405521232,-0.116310629725304,0.0325483973357465,0.102209272739055,-0.0473145777939406,0.0485862319079367,0.11570572262807,-0.0801199252475556,0.0792316704493322,0.160990646870842,0.0999694207585738,-0.0539394980588432,0.0892759167212984,0.139152588000056,-0.0896988100955382,-0.171789031848185,-0.330224065261074,0.159191614065232,0.163823837395335,-0.0191261471648677,-0.210380797732635,0.255139830279431,0.0092180769521828,0.0308200309283603,-0.247641429677556,0.173897441599537,0.107816064825213,-0.162378273002465,-0.0378434387400077,-0.307822544180662,-0.0012558564906092,-0.148036350134693,-0.272486330150634,0.291861419484382,0.252680912464454,-0.152206936350989,0.0540555519294409,0.187015212360768,-0.138275396995069,0.127353113904082,-0.16089082717281,-0.130810910807476
moderate,0.209078858258263,0.262244615586181,0.105251615040161,0.0094036762075218,-0.157686095226334,0.21837213734904,-0.123970981783213,0.158250531612698,-0.142480344988397,0.100637347581637,0.225810246846401,-0.204040433456457,-0.19199137671461,0.194467426333026,-0.162884720355446,-0.266044600552024,-0.170093735084224,-0.161798180311696,0.245318164423343,0.157454510297223,-0.0525656286406519,-0.163249113846055,0.222183743064014,0.211923451634834,-0.191070847372731,0.154074532407116,0.149111642474661,0.191340614763273,-0.0908236249404923,0.0127363410475961,-0.238919281919699,-0.189973516633359,-0.134024589888562,0.086342166043466,0.19003660070007,-0.126721779113227,-0.191370496689609,-0.126463632471816,-0.162743611258855,0.0510267094343014,-0.239795818425581,0.078938918793498,0.0303998797267439,-0.208023030194359,-0.0710492601870459,0.163635088727906,-0.0474533290765133,0.0932141790474446
severe,0.0729333699090204,-0.0365341571845355,0.17443011299553,0.045949384970184,-0.0840689781434953,0.223600688946072,0.138893038258398,-0.156358144292032,-0.0126396471023716,0.137797642207563,-0.0527894979710496,0.0970407134465974,0.0810486972962426,-0.208351663648965,-0.0265859956317783,-0.10038529144282,0.199588172408652,-0.133893765697252,0.153031946290846,0.145807166250988,-0.144736542301193,-0.199390210822759,0.0970366887872625,0.0795020659105722,-0.0502132855519026,-0.0544589567942811,-0.18306810804022,0.0086733776112493,-0.0594148620369256,0.494970317804282,-0.420026103262569,0.404134380761949,0.109333658745627,-0.0995898939292494,0.174709880624907,0.199327688708494,0.242152366911143,0.439576047398378,0.425987678327348,-0.0718850214801428,-0.0771885755047964,-0.0846128882542445,-0.299463343661341,0.132411550383182,0.0682856416557641,0.0510981725495069,-0.104755576468882,0.0355839932256341
severe,-0.0901373867875345,0.341005289151765,-0.0281118473923863,-0.0959557319404467,0.262436051954903,-0.0543350173005813,-0.1501879381683,0.0445019632212596,0.0088277902570907,0.0783801155939426,0.0925629665404174,-0.442279272879014,0.37557392576598,0.112994446018259,0.0979307199548296,0.10434308463906,0.0453422216181243,-0.033136897231038,0.0338540361951295,-0.408915175869972,0.0577531681506669,0.0081093820204964,0.17201561739924,-0.169843892146921,-0.0885254107089572,0.116096548015144,-0.0287477529162975,0.0957983421500974,-0.011002054054416,0.237350150209232,-0.0319856670709832,0.345864064292548,-0.172815259076015,-0.144163970869931,0.0130379671489341,-0.196998708072183,0.158485172519213,-0.243724436718378,-0.245182830824114,-0.176493610789178,0.0586759292602147,0.0238166292428543,-0.0617996088896468,0.114182485080896,0.0237303187126628,-0.161993441716999,0.271782974665646,-0.266961008427445
