group,AHR,ATF1,ATF3,E2F6,E2F8,EGR1,EHF,ELK4,ESRRA,ETS2,ETV5,FOS,GATA3,GRHL2,GTF2B,HNF4A,HOXA1,HOXA6,HSF2,JUNB,KLF1,KLF3,KLF4,MAF,MAX,MBD2,MEIS1,NR3C1,NRF1,POU2F1,POU2F2,RELA,RFX5,RUNX1,SIX5,SP4,SREBF1,STAT1,TFDP1,THAP1,TP63,TP73,VDR,VEZF1,ZBTB33,ZBTB7A,ZNF143,ZNF263
healthy,-0.335024106149997,0.0699755331748584,-0.430072078415389,0.194419195375829,0.320008529554262,0.179185145462366,0.38437124161561,0.0960001167967414,0.0407268925877508,-0.0313690396744336,-0.0091097071377725,-0.110469772686278,-0.385543960169666,-0.385574945568093,0.408346062355058,-0.1067003201911,0.17346518839497,0.35793386946552,0.0498145423232528,0.308039500353097,-0.214991661815031,0.116229117972015,-0.45943441965944,0.226863270822834,-0.172543241497682,0.399201430997023,0.347444786921465,0.171275466043365,0.44048789887333,0.104072075675305,0.161052385267169,0.0407505255187551,0.362322767341132,-0.254766672459555,0.341705135744899,-0.105517098112154,0.0443049183417947,-0.126129740534063,0.013754365844475,-0.455968256445483,0.209346804950604,-0.423537572992713,-0.112972500079629,0.0320249848038627,-0.271577564047247,-0.0105865027374161,0.405689458322057,0.0380379902157114
healthy,-0.030465952451982,0.0657646607469571,0.13061326216042,0.0328368336348523,0.129924249051417,-0.0390469396079527,0.0978589907890192,-0.0701083664195945,-0.117840172100731,0.0404034105529388,-0.148690540178204,0.0515817683380005,-0.0814044032689876,-0.0128465847913163,0.130271479842454,-0.144671356697166,0.0550887953504815,0.0949551932621001,0.0504016370250676,-0.021425583453466,-0.0077011581798969,0.0787256634727381,0.121667823856923,0.0167962902982454,0.0974135681730979,0.0814574960540104,0.0357712937364923,0.134105256159614,0.0088077947612028,-0.0496317717572994,-0.0259527077961595,0.161236265854391,0.0468378583989331,-0.0629538451911116,-0.0379263438000229,0.083606699945707,-0.0047107816320082,0.104168680532679,-0.115157375777087,-0.0796891284989264,-0.22007273573958,-0.112274258585907,0.006307900099221,-0.173516288986206,0.0705710889317591,-0.0764081932339019,-0.0966524125082659,-0.0644724181523919
healthy,0.185946452767264,0.204244338407647,0.0483219940752294,-0.0498232109566426,0.0634448633097771,0.171798572328676,0.0165709132432146,0.121546311295391,-0.143405862636103,0.121225211318161,-0.0908889414493465,-0.0049622666716759,-0.124905370015085,-0.181136370524483,0.193870815160373,-0.114893055593018,0.0829331795581075,-0.115866669228475,0.208769991619919,-0.0021830672970169,0.0233124084111365,0.0746700692946587,0.194484824324542,0.159070774301879,0.046081170037126,0.239304972181281,-0.228543195285593,0.101554915496725,0.157120338323127,-0.153450951716802,-0.122733304002084,0.125005527538318,0.193899005950665,-0.0639568814033766,-0.131114907262127,0.0479775163694639,0.235013554641192,0.186889583678259,0.0994076023727611,0.165815248984222,0.282468739213291,0.175164965237714,0.154929020063098,-0.0861340948200643,-0.138595780393322,0.0207140426424981,0.139530660341304,0.062494169016021
healthy,-0.228959124371791,0.148154996926078,-0.102597141067149,0.133133697075113,0.246460582670119,0.174622583875888,0.245010233623305,-0.0055443640119396,-0.194387185077322,0.211154716989826,-0.245953926484572,0.256501820054796,-0.260123431556405,-0.26421607304263,0.236906829194612,-0.0512842781238896,0.205848689773779,0.230489993766109,0.211428522849691,-0.216054638039879,-0.197893260160782,0.21625997489892,0.158092400089586,0.112399861399074,0.122739816925395,0.225372140996716,-0.166474191645427,0.118313875410796,-0.179207975514636,-0.220478622591958,-0.189289596313896,0.215957936112425,0.199793175302538,-0.265223175173033,0.24701012039521,0.120301012928483,-0.226503128964651,0.231184803237721,0.0253829340077411,-0.063889494571422,-0.0763147425699208,-0.182681699977802,0.257992835832953,-0.121576701307065,0.271555584166249,0.0563476596213637,0.195518508871624,-0.141248601499612
healthy,-0.291387290068528,0.46497539191855,0.187925114274227,0.117837936266556,0.408309224596729,0.107797507488621,0.408781276319088,0.429471957070722,-0.417500013498972,0.417670014443258,-0.26881830763153,0.21071687724138,-0.341460335797963,-0.416633851119075,0.280978431480647,-0.253964919735593,0.409606917929883,0.403860434462771,0.320362654603515,0.254966232422658,-0.120696637109028,0.409362660147337,0.0955707914232583,0.286373538456795,0.274858144240495,0.457640049620086,-0.0549528202634285,0.268848516858563,-0.187342665954886,-0.352457112529707,-0.408876792933066,0.400841201495967,0.0741038663121006,-0.250935556934205,0.363514114561891,0.402445979047599,-0.434563445147511,0.291140778827017,-0.170522038429016,-0.112527653778136,-0.283314185335816,-0.376611026341005,0.378309333170423,-0.353078898373346,0.420147631767159,0.217421509998705,0.110685471820746,0.128989065637381
moderate,0.0553117488426865,-0.038943740910159,-0.207823172748546,0.07339245892825,0.0030557406229775,-0.201057671140193,0.102237163004989,0.0372244766799082,-0.0894061146911839,0.0928052706883973,0.061838828312239,0.0904494849683208,0.0680356165619852,0.0051906030768258,-0.0396065107088434,0.0081085400782947,0.0997217000726886,0.085077331088555,0.163793821996996,-0.0607057763131679,-0.0692692870783483,0.18376003560225,0.20474118381671,0.0740267930590041,-0.0861863221378389,0.0597389636035358,0.0973177924530376,-0.121155631614963,0.066121677374365,0.0567160333666318,-0.0643914763487564,-0.157496415229958,0.167761691352817,-0.0325763386528307,-0.047428506748763,0.0367388829660206,-0.117725852590747,0.0946317155131547,-0.19289663444418,-0.183289753401863,0.200707693688742,-0.0689805556809017,-0.124331676986876,-0.151730536717311,-0.156516478365897,0.0388212488021513,0.0816825498094847,-0.138910425198863
moderate,-0.0260808291007223,0.218533155827747,0.132207946610079,-0.0467917400661625,0.246841850694632,0.17344481089707,0.220091785958781,0.0970241653250258,-0.160414750454645,0.240087273442403,0.133219679085146,0.357809933053631,-0.181310784069679,-0.03640387471305,0.248106481912277,-0.114018900324192,0.214915873280167,0.312898061723555,0.274854346572072,0.243765635601473,-0.186905728734011,0.299134578427082,0.142682549961679,0.180567515875283,0.0522454673486833,0.189038303706021,-0.124950445722041,0.22899063983754,-0.295827699109981,-0.329222241041959,0.0054155009610568,0.293583800289564,0.254738872440574,-0.311695362646872,0.207809765125697,-0.0776519868888742,-0.162484251996239,0.31612124189722,-0.009604913286866,-0.299720843693968,0.0922160503609876,-0.0969576267748227,0.263144758027675,0.228848129911046,0.153963426185714,-0.18596951386955,0.0520719225993315,-0.10265763882128
moderate,0.11039765898639,-0.135740861180084,0.102555717647609,-0.249147079306679,-0.0194327938745394,-0.138985174885854,-0.0838732023378669,-0.161724323141312,-0.002839808503801,-0.0920245198433884,-0.10909480480827,-0.0677674430692954,0.0163588852231777,-0.213960917198412,0.040993996511176,-0.132349304271962,0.123153221796938,0.128700485364223,0.0766003807924493,0.069710557014949,-0.110250415784037,0.205331472889746,0.175006818086122,-0.0948039420900448,0.13033174151613,0.118927838214819,-0.146104135556903,-0.090731592173292,0.105999388722857,-0.110271096009087,-0.0071024164910094,0.250489639516895,-0.111895734488978,-0.19852271559444,0.0946707614407259,-0.129830452860929,0.0898696403932277,0.25874683977467,-0.214414227731498,0.117726730743942,0.1430128555165,-0.0520430271506372,-0.0908664272406149,-0.237149239941946,-0.102833659872275,0.187254474569453,-0.102339816098092,-0.226993595024624
severe,0.233140217914241,0.143244990798436,-0.146623320350061,0.0636294749587927,0.200674045090521,-0.0723640962620698,0.161759941799261,0.0257395724923028,-0.0723493260034963,0.216722298127732,-0.0887948644460222,0.138256573498624,0.0078146112644974,-0.189293906362741,0.20831473871971,-0.253222003990851,0.125817532476004,0.189849237853582,0.199550360959833,-0.0152368821371492,-0.197942497388011,0.151261742984727,0.158381158774785,0.278019087147335,0.0168922092007035,0.187964043242491,-0.0621347420663077,0.15672235508604,-0.0900412021859176,0.131272875654669,0.289530581844271,-0.0744492076185904,0.124869493496247,-0.139488054604165,0.0976667800534082,0.116922381783494,-0.131937925981493,0.0101318359388644,-0.104535446950841,-0.214403993756101,0.197453480903133,0.107484445682351,0.155032844807103,-0.112761163745635,0.0685386640733613,-0.0093107693573711,-0.125177639095435,-0.267039861607677
severe,-0.003190695629145,-0.0751116965483562,-0.19779515160411,0.0046709545818453,0.0525593664219078,-0.116524611320421,-0.0213073356980175,-0.0982261181327887,0.0984372203545655,0.104101372738867,-0.0894081494231466,-0.299209421965781,0.126151381313497,0.133590827080934,-0.194071613619998,0.0385808385799138,0.117133755683259,0.0228486362570147,-0.0659109460992271,-0.0210097578673201,-0.0666434453747901,0.0153328884817068,-0.0531659673844834,0.155080015897711,0.124035272295204,-0.196793051900735,0.0895175156344285,-0.0681249760276216,-0.093621291957765,-0.0691270757309959,0.0200915903726039,0.140380434081334,-0.113180039975402,0.124170072509109,0.0151624806641279,0.129045770812076,0.045051248847387,0.0534686320157056,-0.143637258117301,0.137006613633299,-0.0382209474427882,-0.0178648434428977,-0.0132078775624954,-0.0278642215744113,-0.15942287184571,-0.0523673397020987,-0.119508019828182,0.104111546339916
