group,ARID3A,BARX2,BCL6,CEBPA,E2F2,E2F3,E2F4,E2F6,EGR2,EHF,ELF1,ELK1,ELK3,ELK4,ESR1,ETV5,ETV6,GATA3,GMEB1,GMEB2,HIF1A,HOXA6,IRF4,JUND,KLF5,KLF9,KMT2A,MAX,MEIS1,MYBL2,NFIC,NFYA,NR3C1,POU2F1,RBPJ,RFX5,RXRA,SETDB1,SPIB,TCF12,TCF7L2,TFAP2A,VEZF1,ZBTB7A,ZBTB7B,ZEB1
healthy,-0.0298177335880188,-0.315100495794891,0.0073029610744919,0.0387971283740642,-0.139765900887417,0.20146422683348,0.135687698928603,-0.0979584898058072,-0.209853220833857,0.193634394092987,-0.187164662050826,0.0790772154134221,0.0010127906763503,-0.235951350717052,0.123384051075003,0.0702513930860768,0.124573253191091,0.0583365329441606,0.474146959467313,-0.218511819817284,0.0138987012878933,0.335224788293165,-0.173881038148804,-0.115669725824814,-0.120741554717268,0.247802419222278,0.280339829172917,-0.176217439657232,0.0773120509479531,0.10249347138537,0.154511482092859,0.0493949406094875,-0.18296570226124,-0.140619343730552,0.181400050733569,0.132395210420883,0.0997538437289694,0.0023458521212718,0.27799975242616,-0.160647029964207,0.280978270573872,0.0681869592139101,-0.102980440463812,0.271455203032326,-0.318464388932982,0.467608447965017
healthy,-0.0312880393937944,-0.0997991597818865,-0.0040400808796446,0.117570527554942,0.091260736432783,-0.0485951884543668,-0.0619262758469057,0.0983059076996421,-0.102917038358292,-0.0826824400759514,0.076815905386136,0.0942359220642015,0.0714170445399513,-0.116462423310293,-0.0527513140835943,0.0739303943079544,0.0649398253483096,-0.0733762230431768,-0.0633557470024457,-0.0960968874716986,0.106434361866698,0.0611526441830195,0.0917110551923725,-0.0526903528616197,-0.0209612878195987,-0.0691524245004348,-0.0584215814385572,0.028970400962528,-0.0702120774807125,-0.0965012569584382,0.0795444264249264,-0.0863196208924479,0.0943063352541435,0.0894370228990398,-0.0299944303492479,0.113025520957913,0.0713733192595643,0.105303819126664,-0.0395990992277158,-0.0889895635583311,0.100990584315592,0.0900323380243813,0.0952455352140636,-0.085079864236825,0.095906696401968,-0.10407073444843
healthy,0.118661900213702,-0.0672910372406041,0.126427838880778,-0.0690027833574981,-0.162632307297181,0.0434333618536817,-0.187588712432065,-0.19402047926233,0.0552200673559094,0.162747975067574,-0.203735203126062,0.0285859091964159,-0.0565718060927609,0.088798854570215,-0.058688959759931,-0.0319847621418361,0.128115173850863,-0.0636832066271745,0.0109284369574116,0.136267812460381,-0.017604771538884,-0.0748523329292912,-0.132478153024458,0.098441941984433,-0.0504573841710126,0.0740860054327369,-0.0944579059402745,-0.122767079425669,-0.0814700351301104,-0.0824891434739949,0.086039938697684,0.038712656715634,0.0663483563189719,0.0263845712939887,-0.0872602678965733,-0.0402085809177497,0.0636204676984598,0.0674035110291725,0.306029315333574,0.155507674552347,-0.0645471787109646,-0.146967651575712,-0.165197759127712,0.133382506164184,-0.0724753260264632,0.142747717159586
healthy,0.0151561204174803,0.0894613958659236,-0.143758310007682,-0.270198341883685,-0.0479907099428712,-0.144204006981568,0.180264617659486,0.240067767783056,-0.269054895302554,0.10088845947446,0.217637718222138,0.121795862774263,0.0902796797448358,-0.115146934128541,-0.0620882615125244,-0.0617168710413485,0.0983396261247315,-0.240470244852341,-0.0111587639029826,-0.0342642959777486,-0.0871006527657279,0.121648756822831,-0.188465265596701,0.139108418237183,-0.197548954297411,0.246258053697234,-0.218394059138351,-0.0787725159436436,-0.0822541899574167,-0.112154876669019,-0.21640354285449,-0.151259721575431,0.0666291154685179,-0.0696394234220833,0.188465815035338,0.240426738521633,-0.14676395436668,-0.345190571718881,0.0126199920557794,0.199106486790165,0.074279896300266,-0.0589967119543622,0.0616245719841823,0.177525863898856,0.194450667872325,0.325706161808316
healthy,-0.131914099972162,0.0803329333700937,0.112255371230175,-0.164965011864569,-0.0687277417992785,-0.190741846261333,-0.093675434640386,0.190696852555423,0.0305762892745516,0.198080021950141,0.0736797999395217,0.184152893297482,-0.0080206788148643,0.100845692837128,-0.161802050372174,0.172701917834534,0.060366402230633,-0.204454892027089,-0.0743025327451951,-0.141561826317011,-0.156279494623661,0.149809351768134,0.137170729145017,0.180686567924142,-0.138350788697351,0.105319069239792,-0.182973484841053,-0.0225865169467888,-0.118127572572257,-0.152310503352474,-0.110877601228707,-0.135212548990214,0.0129210010730822,-0.15384692514132,0.1364281634856,0.133318528024488,-0.139550836468418,-0.246737136701685,0.148285639825278,0.209091819749279,-0.0424128823159412,-0.126307496111511,-0.167729457270756,0.247725260557456,-0.105232036583462,0.226339252397353
moderate,-0.295252746977468,-0.499468890939968,-0.0013738866726137,-0.485757887750093,0.534210433960866,-0.0791688799162758,-0.134544443213699,0.367340001985295,0.518992656463896,-0.237116550241159,0.0456919127718864,0.418578901822274,0.0834791546411217,-0.0628558511093133,0.296849541940178,0.0495306507292205,-0.0877422756892163,-0.346041543536368,-0.23075723392658,-0.479717930428056,0.547604221507142,0.0967400545529174,0.46623840892405,0.620499519066569,0.466180538502583,0.469770647982502,-0.107842602078875,-0.450156861802957,0.465856892812154,0.515018887523139,-0.259045153279397,-0.179038223926316,-0.164034781323671,0.525497720506615,0.0947274498952196,0.511407344553787,0.175855350745612,0.288786263215728,-0.192528462175038,0.483057268081616,-0.158706415850788,-0.475461239426791,-0.0037637207443208,0.0311064232131714,-0.0103845256299742,-0.517916695294393
moderate,-0.0844696869432182,0.103870220204501,0.0840142535138716,-0.142515146360144,-0.127064540154707,-0.0765925406629587,-0.0098064607516435,-0.0751893504456193,-0.0101736164566149,0.179064389543007,0.177091540287176,0.203757810780923,-0.0604778882720507,0.035466502477909,-0.104672215779478,0.0291786984623921,0.107026965728769,-0.171605539640082,-0.0462617835748712,0.176011902345163,0.135637405514705,0.216173956017459,-0.199231291521607,0.206645027800535,-0.120195393688033,0.123802286961416,-0.152081403835634,-0.0317106353962528,-0.145172113657284,-0.200947201802059,-0.0855245165107448,-0.148781972403212,0.109416765916058,-0.218191301090506,0.0562590505183291,0.207282137610388,-0.0254925749017042,-0.0310336427264758,-0.213781300189942,-0.140060888332118,0.0868963633307671,0.0410869927965391,0.0942760104044661,-0.116114532781896,0.187594543860931,0.0516076244570899
moderate,0.36693373035937,-0.102983506169637,-0.161695511165686,0.218557883727686,0.151555134510292,-0.318925823104148,-0.122759964336648,-0.264375284744636,-0.264666636930811,-0.316233497803001,-0.157218756894251,0.254431343840827,0.288729191139778,-0.21082508306967,-0.351644756147705,-0.204173504405677,0.116039055407389,0.089058852535162,0.112221764016277,0.0962262813871434,-0.229308201645357,0.0621001090307553,-0.08940550386149,0.297893166559348,-0.223739495695989,0.380296313629013,-0.173912494337845,0.308187885590989,-0.250874040944462,0.277701552161044,-0.233437479230164,0.150329474463633,-0.199897312687331,-0.262294551426367,-0.228638834441424,-0.291699662862288,0.213177359926895,0.247993533494736,0.216493657615433,-0.119746573878497,-0.256979231089338,-0.329293173842257,0.294315229655463,-0.173387565186549,-0.270160235092809,0.0781773023296666
severe,0.0501927571222891,0.15942811671959,0.0762671908336413,0.0157818895625882,-0.0950982270641353,0.0551478811189915,0.0458929089008497,0.0897804129455713,0.230834451601361,0.182530194060902,0.110900733058877,0.12379084016979,-0.0398646555399669,0.196710171796656,-0.152364634693054,-0.0534940305016639,-0.0256526890127167,-0.0885069881711969,0.0663736466648281,0.0140622340455499,0.0829555139889429,0.236486127233322,-0.154136035519992,0.190107496050844,-0.0683281446269625,0.117672962298325,-0.093563990449418,0.190504926688201,-0.0156467756146361,-0.136190839438951,-0.102398615328768,-0.0395829477955016,0.229212783256123,0.0683748809392692,0.157847444762378,0.135237410068756,-0.0302903758486457,0.0802947688640204,0.0827260675026273,-0.104963953023139,0.0887036504457976,-0.196720125298311,0.0554975865432297,0.0405701932739113,0.100099076974488,0.0029254695728273
severe,0.208258272090862,-0.0909075788536401,-0.26728948105819,-0.0260135376912021,0.238678148221355,-0.0187234432903454,-0.0828511094660824,0.0475012688689017,0.207945621598775,-0.0973372489327779,-0.0631744634559597,0.313874404379146,-0.127816859100377,-0.0050684965952957,-0.0613748167210202,0.184828549238736,-0.204910624139004,0.0207175433801195,-0.103585175026678,-0.0469153669304786,-0.237178442608905,-0.203417273211353,-0.0338158196868192,-0.0854666977291513,0.0893061982844143,0.137703477709907,-0.155984634938275,-0.0554014130104159,0.156898438612302,-0.0811213642639266,-0.0984645700160345,0.0621704232577943,-0.0438752857228689,-0.0125708374684229,-0.0381090447366961,-0.0067385077603456,-0.130787038775203,-0.0943696111318712,-0.131894024867104,0.132246074404942,-0.144675837870838,-0.128655677493781,0.26416551801124,0.213733468513263,0.143430319650329,-0.052250760287312
