group,ARID3A,ARNTL,ATF1,ATF2,BACH2,BHLHE40,CEBPB,E2F4,E2F8,EGR2,EHF,ELF1,ELK4,ESRRA,ETS2,ETV5,GATA1,GATA3,GRHL2,GTF2B,HNF4A,HOXA1,HOXA6,HSF1,JUNB,KLF10,KLF3,KLF4,MAF,MAFK,MBD2,MYBL2,MYC,NFE2,NFIC,PAX5,PBX1,PBX3,POU2F1,POU2F2,RARG,RELA,RFX5,RUNX2,SP4,SPDEF,SPIB,SREBF1,STAT3,STAT5A,TBX21,TP73,VDR,VEZF1,XBP1,ZBTB33,ZBTB7A,ZFX,ZKSCAN1,ZNF384
healthy,-0.347644116327709,-0.0777503144424035,0.175660838435298,0.270833261459002,0.0169805809458541,0.033623260766067,0.113065179601433,-0.227699710548817,0.362420207243466,-0.211951629205652,0.313745655033072,0.334465710082103,0.0010669595325956,0.0149996093622225,0.0170403957413869,0.046853349093778,-0.254416198850009,-0.25641658400763,-0.352727849256806,0.365905206120034,-0.202406447097473,0.218362043805843,0.256315843299364,0.18725205383453,0.223508214986417,0.0896023013625106,0.153755243644984,-0.353364037323328,0.183275944005167,0.294121942223214,0.339921186718524,-0.0208436198240129,0.261725147111164,0.0042835788660492,-0.0403477030428048,-0.186304986238594,-0.371881176415829,-0.0108621569922774,0.012373005270669,0.116734345085299,-0.0067679916454152,0.0654122011357953,0.175556949579899,-0.304659053023978,-0.0196877251349013,-0.217203525660787,-0.0678635583702615,0.0209535426280841,-0.0477615895417363,-0.133224864460735,-0.109642618976342,-0.299418699774999,-0.165973727360527,0.109687480072992,0.208653420392327,-0.0889564065089943,-0.0642130194236008,-0.212459267930897,-0.0488930860905647,0.305459731778215
healthy,-0.0601868554349336,0.114375925505878,0.0985413176382968,0.112115586335086,0.0461395514194901,0.0045748786555486,0.0188073901718848,-0.0345600047230171,0.0621254767450475,0.067749521448834,0.089675785348343,-0.0631364769038325,-0.0340192685008724,-0.172774091397667,0.0509741481609421,-0.102619485454555,-0.121415512960182,-0.0618359465069054,0.0988055887089378,0.138189540148238,-0.134026924362889,0.0477077973189902,0.0666118295408278,0.0279170416261192,-0.0581030137072749,-0.142236787259452,0.0282393533543722,0.10888577814455,-0.0505015087540038,0.0617571600753585,0.0315071294785029,-0.0425545708282469,0.0081089054089019,-0.0926579903514947,-0.0702894930648606,-0.0016619582027521,-0.0591408170892545,0.0407778774101063,-0.0733313223724896,-0.0118712940402264,-0.0097311932576791,0.106992567908297,-0.0109097432548092,-0.0720831710956312,0.0376365158969954,-0.0234907486377041,-0.0442358099315836,0.0308975838000624,0.0661045478587118,0.109352756013945,-0.0066324318452439,-0.0809924912214095,0.0185814037642115,-0.217769339183488,-0.0217152429547124,0.131730834364114,-0.0286503493070801,0.0543720604662259,0.15602892617373,-0.0398775741672033
healthy,0.0638468224942946,-0.10226197513555,0.0012124413981595,0.354594823543468,-0.210253048949127,-0.0143523462033781,0.231354766113189,-0.306294118191622,0.17599913179947,0.105495835262885,0.294440425866817,-0.364935980993536,0.136398632694587,0.0234466812879395,0.192224216124888,-0.224932128186563,0.0446385631080904,-0.0827454254858514,-0.165077596297964,0.137586483731995,-0.368460143990853,0.100891745589236,-0.0949820899105067,0.110462405069093,0.0473956434630789,0.188715991324354,0.054374524457443,-0.0217280882976468,0.278692349002272,0.297833895650511,0.293204760239059,-0.152220252952861,0.0471927729868798,0.123358455463527,0.232903958840528,-0.246205522498834,-0.0145754809583445,0.239036521585698,0.0527506498937484,-0.227119304162285,-0.389116274710559,0.129190924732119,-0.0090531234614502,-0.015471662994618,0.236445653854306,-0.11067893685682,0.249555276085637,0.46029717229896,0.391647488048275,-0.0772419661365716,-0.166994505993946,0.0300945031662615,0.206424238704723,-0.238631919075927,0.113175086161614,-0.0569799642544646,0.208435639138777,0.228258429855241,0.132601243466698,-0.322630769894523
healthy,-0.108110995964042,-0.0256546970699103,0.227233045712276,0.192445550746832,-0.292125563479222,0.0057390907437579,-0.057345151742851,-0.0854657069883257,0.331444852271434,-0.0777456518815132,0.322494555369408,0.172902813055577,0.0246218394641476,-0.255454753847183,0.281956340294621,-0.331549986363995,-0.149001719880667,-0.275879084140437,-0.292273188883189,0.261044712458322,-0.113780790087845,0.267740509842781,0.287166551302175,0.383516950500976,-0.236114079216638,0.110901176016401,0.269658389763624,0.140951465678189,0.18268134912213,-0.209453720700008,0.215514661972889,-0.235576529634786,0.280570829232338,-0.219048952575289,-0.235075907216714,0.0097775698841327,-0.260581160255311,-0.0160648120293805,-0.241709311964336,-0.16865066728504,-0.335140670048156,0.282601018869952,0.160828824938444,-0.0761498292497045,0.190744703460601,-0.139521990970689,-0.146982356020023,-0.255844078851262,0.25822591042432,0.17158252087005,-0.178043879093167,-0.252198807032918,0.310104224197456,-0.190448075686378,0.145763253854726,0.304434085343518,0.0550806554422104,0.0647242347418438,-0.113374099987188,0.399215466046507
healthy,-0.400057523714446,-0.39389992668549,0.490140858268286,0.338418742616833,-0.182587071579692,0.368288444365673,-0.148723468991306,-0.38207369847048,0.454341310749811,0.347342201562109,0.408255938258922,0.200690508798928,0.469211989334968,-0.429974617568028,0.438995903362132,-0.356127762726343,-0.350640973482052,-0.324315534127785,-0.453114178053595,0.257144750907348,-0.279441812836115,0.408486007175979,0.417396186684534,0.315241919789216,0.224054842125284,0.36006703020785,0.427104468189227,0.0600513125628505,0.305052172005293,-0.368868178476637,0.487127627775378,-0.442778339340192,0.150886971091152,-0.429945802403403,-0.401267596508829,-0.350626235519342,-0.28675269719066,0.139951452709815,-0.375794137557419,-0.430535757613325,-0.292727658794046,0.440025438610793,0.0444128256519775,-0.350140977357967,0.439673330171785,-0.355729881974176,-0.441499545995952,-0.391840760570516,0.395216561786215,0.355700263335841,-0.431392939901926,-0.416201142987207,0.423089435848389,-0.403351393445766,0.359468991738435,0.473667836181259,0.191715607556388,0.388754983394505,-0.416139863488727,0.245751960367225
moderate,0.0883033638264525,-0.0924278498364713,-0.0014252943264826,-0.0610389324461189,0.154347047519128,-0.0887575547347399,-0.0830520518011114,0.0712084831640571,0.0831883090735976,0.159760570583143,0.203081731978358,0.021766558576208,-0.135995572010471,-0.116967135767081,0.0198481426921562,-0.0024937243678823,0.020564034076171,0.100821730384391,-0.0319296208525992,-0.140662924296586,-0.0798337847938183,0.171576022640161,0.0515441796490648,-0.100473517354704,0.104353605399787,-0.0371311881594136,-0.0208235717380495,0.0491412934628399,-0.0825783955681832,0.067992378970613,-0.0417163535192666,-0.097231459395072,0.165898636286569,-0.109051237079787,-0.359468312957081,0.163705543043696,0.129470362628076,0.381053195169974,-0.0501643044134109,-0.143576234551171,-0.113567192396473,-0.0894712833049057,0.138028617028519,-0.0702698219535966,0.0633185382429515,0.0230750609548453,-0.0726791965813684,-0.066458943951681,-0.0123172248699825,0.0780754171345917,0.0255990647166134,0.0588609789001887,-0.261953524947792,0.022956106193151,0.101749577525606,-0.0801365787326766,-0.118820667235663,-0.128252698431097,0.142008194510656,-0.263376656460426
moderate,0.0130940333536447,-0.135370478390025,0.0538906681143679,0.19998121392111,-0.0364967999419088,-0.144726506555596,0.130097288427434,-0.0038169428661848,0.11197588436608,-0.0107632125430671,0.101269442445394,0.120741451592801,-0.0880648744760009,-0.0457812293374618,0.140445750164524,0.0791730561636862,-0.123531644317221,-0.0818328705208661,0.10372251005838,0.152478812471628,-0.190108742556412,0.133318905082364,0.181412286797526,0.133865619569062,0.055738938634704,0.117364733880238,0.188016388426127,-0.0221137837305025,0.210787680922491,0.198592820974951,0.144130893347935,-0.222619654414544,0.153960069254831,0.126934683700151,0.0194403438772912,-0.0153113812519372,-0.222219130430401,0.137158329333676,-0.234587773534947,0.093848549045671,-0.150915433716858,0.173376223435056,0.189624415621754,-0.0305718001420881,-0.173910378412373,-0.160015966748722,-0.210581795167514,-0.0185342005584725,0.200592543598616,0.17813232787323,0.0219937372338733,0.041142028101947,0.0896551078944636,0.0953052471364283,0.219522512200791,0.0259688561191823,-0.237985195988219,0.186610311034768,-0.134009732764298,-0.149520303188409
moderate,0.127799057404859,0.0812975556109197,-0.057330279407603,0.0540654665198122,0.358082696356931,0.340231475447076,0.115983819259992,-0.0724078539703081,0.126536883218909,-0.112453198597266,-0.0909103864777525,-0.173099471271685,-0.043917718143172,0.0711357739045469,-0.0233993390941384,0.0351889870494932,-0.162471287724199,0.0709417837582432,-0.161362654675323,0.13641799833063,-0.205366223776859,0.0259401972657238,0.0591166397335649,-0.0872774050569769,-0.0293866179500541,0.0370273532444641,0.0927429742428335,0.0911794962126247,-0.118144126548828,-0.0860688877200046,0.098781433477774,0.0688161470487461,0.0974433142132711,-0.128009557350848,-0.0875465147918492,0.054921499633501,0.0266278304226213,0.0724020755404182,-0.085003180150311,0.0425804243686534,-0.0903804219078506,0.104459979079572,-0.0866814012883334,-0.136872017821979,-0.0830632786872748,0.0104564816307575,0.0731937204353338,-0.162746175888961,-0.119383187015219,-0.0930459290670609,-0.0533390353336539,-0.125317634512141,-0.136326368942376,-0.0300668216970932,0.101591401384232,-0.0153631940972628,-0.0176910758529063,-0.0841199058671413,-0.0278759712788387,0.0611589019546507
severe,0.147691454665653,-0.131798472191263,0.125932466833053,0.344245658780919,0.167670374486354,-0.15978910994542,0.13790283736681,0.065035844586899,0.228986098733639,0.355792961116549,0.114541786167959,0.0072011479776626,0.0441492692056572,-0.0075134859911575,0.186659706600944,-0.15860110461238,-0.14568248966512,0.0771141646563069,-0.147033152185865,0.177458237345551,-0.218578582259953,0.118377400439685,0.140355412879264,0.191303347289086,-0.0919750952502196,0.179111667273994,0.0946034336448014,0.111726950292855,0.274053952096997,0.224393221055971,0.137881389725442,-0.147892351165707,0.0760015601770416,-0.111858912564672,0.0546304836550596,0.121285851497163,-0.154795258373548,-0.0876875069642102,0.0663837480140808,0.308581464498115,0.111833951390094,-0.0166180636405701,0.047434250312806,-0.0719928343396578,0.121416240223432,-0.169992884603816,0.0457980647191314,-0.0592546166894953,0.223877292115115,0.331914666096315,0.0258864624702836,0.068753292054624,0.0798563587711979,-0.0532734838412874,0.336098163266578,0.0118797515545483,-0.0962883775950341,0.269167920728264,0.0585618470955882,0.0743097831591569
severe,0.0248698437248704,-0.166154265875865,-0.0012897924272206,-0.021630098841112,0.0771713082440613,-0.16259652483155,-0.0039863998687471,-0.0143250910407882,0.0425033668200974,0.109356335646393,0.0155029488194927,-0.168616828143222,-0.0860535770007496,0.0446542928501074,-0.0583103199690829,-0.0773862736485981,-0.0832602987264137,0.124396282056114,0.0471829983188596,-0.148642853306292,-0.0275944348285259,0.114005439513742,-0.0023595315113356,-0.0280777889925731,0.065406722288081,0.174952583646167,-0.0011765857940622,-0.0314676280641146,0.0542552329296554,0.0803092943564414,-0.0174376374603237,0.0725387401770616,-0.0305963185841874,-0.113173561557724,0.0755469838559343,0.0425987656682646,0.0912801618956705,0.0895337269818894,-0.0427310520710565,0.0856986932855676,0.165275324488085,0.222655823683698,-0.0757365095676265,-0.0451554547991458,0.0492537893164091,-0.111882497145861,-0.0437918872626758,0.109619636467335,0.0085184811490106,-0.0656700231090225,0.0007135833842907,-0.0635737924186284,-0.0244551767315036,0.0038935449898643,-0.0120177108997839,-0.115216368893144,-0.0001704459420587,-0.0482616412954702,0.0339518140703887,-0.157528938016907
