group,AHR,AR,BACH2,BATF,CDX2,CEBPA,CEBPD,E2F6,ETV1,ETV6,FOS,FOXA1,FOXD2,GATA3,HEY1,HOXA4,IRF3,IRF4,JUN,KLF9,MAFF,MAFK,MEF2A,NANOG,NFATC1,NR5A2,RBPJ,REST,SETDB1,SP1,SRF,STAT4,STAT5A,STAT5B,TBP,TFAP4,TP63,USF1,VDR,VEZF1,ZBTB7B,ZEB1,ZFP42,ZNF143
healthy,-0.0836814741013317,-0.265703378054285,-0.109543275161939,0.274832924381218,-0.0452387384529535,0.244647705979581,-0.189428379582321,-0.102541857565008,0.426171944720401,0.172356652637525,-0.0291051510962359,-0.143674923603693,-0.395931896572145,-0.157214985242363,0.453457482790097,0.128579166283451,0.0402279817045502,-0.307647609530984,0.415760589101703,0.244579759068699,-0.142089058444317,0.250931352348049,-0.153790880683192,-0.223364844619844,-0.176399625006616,-0.183694080053179,-0.133757560391134,0.248735276707165,0.0994189230973116,-0.185497952482604,0.0934361844770322,0.0960695863744391,-0.107437445611183,0.156017650488451,0.0863253697301489,0.101252965004541,0.452761748397596,-0.0043640805502454,-0.262073071672902,-0.0454735356932582,-0.176923786890559,0.15256206473505,0.412772499082629,-0.0161934016257561
healthy,0.0287759689060555,-0.0130488931608365,-0.0142160222028104,-0.0001401967532059,-0.0656154137942672,0.0410536410370143,-0.0251550593853826,0.0088704505570772,0.0633215123754795,0.0217617662180607,-0.0036407902377281,-0.0502622621943807,0.0178930818524917,-0.0392231071492728,-0.0571297999517643,0.00493196543043,0.0565997665431677,-0.0207976506460562,-0.0835862725039011,0.0951472070870518,-0.0653822816331902,-0.0415300242870108,0.0169363868275716,0.0132109150525263,-0.015484578615629,-0.0719589894997597,-0.0692822354698961,-0.0212287963362862,-0.044514592133636,0.0491211249082375,-0.0616797857766578,-0.057131545962843,-0.0169876957440435,0.0012884768119438,0.0426534633699471,-0.0223056486690771,0.0004166617346907,-0.0154544202424514,0.0836272640821807,0.0346220108182572,0.0010114165994094,0.128259553235349,0.0118727562889793,-0.0095466727114454
healthy,0.121344256761468,0.0007389111136931,0.013281927268634,-0.0985251307695216,-0.125446809855365,-0.0435494597337958,-0.087321048919671,-0.0532474400420324,0.0994978023435652,0.202253427297966,-0.0311339285518656,-0.0879678242031382,0.042740078393519,-0.138024719035119,0.145799934034854,-0.0183881679586306,0.203361109791548,-0.176984491681546,-0.148569710416274,-0.0493157031284307,-0.12463628822016,0.13092615504598,-0.0194940259803275,0.0147586092010917,-0.0658755221986422,-0.180798550158523,-0.0105839894677112,0.0537938693717882,0.0058344330313615,0.141112409642616,-0.146306909160082,-0.0593170018876586,-0.165972891615633,0.14748871082402,-0.0686204401506208,-0.0417101640140628,0.218342532621676,-0.152121273000701,0.136733677117027,-0.130691254290701,0.0410711427361097,0.0982514599866723,0.0256778453777933,0.153737983150383
healthy,-0.63173659158339,-0.516701398320552,-0.541266457249028,-0.535064425487251,-0.619946356912375,-0.578063809220595,-0.461134603589202,0.383732691576088,0.634429517206919,0.0412379969818267,0.529847237385475,-0.36208785512448,0.598794504603868,-0.581483157640137,-0.52878630064377,0.537742626924697,0.491805682142682,-0.526877333396578,-0.587055816469485,0.513743069096752,-0.503530187750865,-0.728319061530795,-0.474643711725271,-0.641579694976826,-0.476465783478098,-0.472150260731613,0.24209052074525,-0.499179835494578,-0.458295962494602,0.682978051341034,0.276536080980047,-0.486155806384796,-0.164838095169165,-0.490604643708513,0.643300460354634,-0.0044652429935356,-0.244235903046922,0.654111334210644,0.429186393130166,0.118417771549402,0.492550541638231,0.625394949909561,0.478590843792097,0.579271811296561
healthy,-0.217139071595816,-0.266312973762578,-0.161838142113254,0.030522181973381,-0.120403596456536,-0.275562887834589,-0.170342693288429,0.139993484355439,0.0483163550659708,0.0707425846102862,0.175044947767991,-0.164924668483617,-0.151193822466207,-0.260151902983193,-0.0410031707500483,0.253836210159679,0.0252141116385754,0.0461392142520743,-0.245053079455307,0.0202552405092109,-0.123149336579165,-0.292662511665991,-0.066055134992417,0.145815985757188,-0.267974234182464,0.128056577933083,-0.0092038429089531,-0.109897333073833,-0.213625130955176,0.291045817338748,0.189532957120366,-0.241195260955054,0.243365043646919,0.125780131058102,0.086366500477888,-0.219792299199321,-0.173059283927627,0.247842651001828,0.273682543190388,-0.29985387675453,-0.185926696918348,0.294107832358157,0.0279277435923418,0.0575934847560062
moderate,0.558773589799493,0.275822494713044,0.123016145340987,-0.101196485445412,0.44651585339806,0.168034362824132,-0.213817202703459,0.473913390717478,0.0776263557383495,0.483797638659149,0.124165226750982,-0.0441698302738962,0.250355843725561,-0.0883482518106709,0.090040730597728,0.0135870822422887,0.174819312682398,0.185657190803578,0.1916818138971,0.0873087090023769,0.0231813750618119,0.282869478089103,-0.330031215660424,0.256769221464334,0.0159153144823521,-0.492758325841386,0.45942637368867,0.123883862891712,-0.285378126849614,-0.396003523304139,-0.515409190420452,-0.088118435528672,0.581967851755622,-0.0223158053268068,0.291735661379677,0.552856357491952,0.370300612587498,-0.0785284383405881,-0.460135152876143,-0.475468409298479,0.314895558284292,0.131963945628906,-0.241558390538015,-0.0320840712196189
moderate,0.225110010811914,-0.0226718666387334,-0.0720923971291657,0.22206622977687,-0.0442508212208671,-0.0214645011627221,-0.125917670810646,-0.23573619776585,0.0648862279845452,0.247369760491929,0.171362682325641,0.226031782034406,0.226665979312837,-0.0454643032580016,-0.159040392086474,0.0946835060468184,0.0207126283478594,-0.191049612524065,0.160512094035494,0.0786397252613654,-0.155451731949045,0.261646073561368,0.151568384634641,-0.0343636322667502,0.199318220143975,0.132487376272491,0.145808003972496,-0.108326031428974,-0.150679899519334,-0.200168899996447,0.0430043261373127,-0.0708719656955764,0.0783341429598899,-0.168973414289901,0.146545773198876,0.0481525728307936,0.194338957104562,0.0136629503273347,-0.0461130410221385,0.071065538471482,0.0635507287448243,-0.0126950045295771,0.102313492803913,-0.161504178404827
moderate,-0.221276110198208,0.0352544550079757,0.183035493004724,-0.214033713515088,-0.0898932643250986,-0.132138920252116,0.140410141830354,0.117131838663536,0.0508128408312486,-0.13941447809221,0.161497321550116,-0.212463532732369,0.113731991044777,-0.223468062674189,0.11423189548616,-0.0510043465127734,-0.0062508780895975,-0.226266864322794,0.135905198655437,-0.150914767330791,-0.202740681507595,0.127406823151928,-0.165506505428272,0.204391278095975,-0.142193383046631,0.132775614466017,-0.0419579828902682,0.132973752378936,-0.127187959515899,0.132213532855308,-0.138674155262766,-0.0836175153677706,0.0868557023462809,0.157963171245613,0.209373741931318,-0.0159720712565234,0.128114813853322,0.0500352117002084,0.0652205345075239,0.192235226978234,0.13010614132961,-0.245085820905534,-0.180118969248861,-0.110061879996681
severe,0.180010091005361,-0.0341042705178383,0.111312689801463,0.176389999028827,-0.0158584267117615,0.121772842486042,-0.103637258019659,0.0685107588080708,-0.0696919090252047,0.174956541523146,0.140719865099043,-0.0471636423974401,0.146307751615529,1.17512394051594e-05,-0.120715252461994,0.0649943187893675,0.13333268304133,-0.16992429923326,0.169949609595056,0.107691220390274,-0.12904763448483,0.217432816832583,0.0823697745500523,0.0344011292085257,0.16831476683825,-0.0937658079934117,0.150529072296793,0.0165392022678505,-0.0033683657932316,0.0571209238206613,-0.177941033495809,-0.0718524583272676,0.213636434742556,0.173986806003223,0.0120281898605909,-0.221602160878017,0.139424818253829,-0.0774538609213104,0.113678455344786,-0.0545522018898093,0.0313977620765983,0.0100869109377583,0.0177620629281479,-0.0967381613231728
severe,0.168265593575433,0.149297319619321,0.173249753461262,0.121086364671463,-0.0235228963505047,-0.257927097039156,-0.146948842447213,-0.0845820320043512,0.0662834807050039,0.118467202630491,0.244540268829744,0.120392496416068,-0.0599001469195591,0.118586659802666,-0.0757218681277591,-0.125844318422749,-0.199239313335069,0.0418494057114246,0.33526417863323,-0.0266071788703683,0.22688475294657,0.25037714959354,-0.209200008180842,0.0784884454024781,-0.241722858715802,-0.0930431580930416,0.0346133510480117,0.167588245992785,-0.0149041884602225,-0.246104649456836,-0.235687729879036,-0.0054746967843314,-0.003643443751318,-0.0912779877510183,-0.0521049310246916,-0.0914660692561439,-0.012787000706579,-0.124277396153696,-0.113064942642053,-0.0735017438746888,-0.0531991078889696,-0.0860727050145695,-0.0128721457122778,-0.0015465891333638
