group,AHR,BHLHE40,E2F4,E2F6,EGR1,ETV1,FOS,GATA3,GTF2I,HINFP,HNF4A,HOXA6,HSF2,JUN,JUNB,JUND,KLF9,MAF,MAX,MBD2,MECOM,MEIS1,MNT,NR3C1,NRF1,PBX1,POU2F1,RFX5,SIX5,TFDP1,TP63,VDR,ZBTB33,ZBTB7A,ZEB1,ZKSCAN1,ZNF263
healthy,-0.0610445179769145,-0.0132165859862712,-0.135472957016984,-0.0641625107574665,0.0482300082803965,0.272706604270832,-0.0767824081858848,-0.0828764998965278,-0.27177734380469,0.122072512270689,-0.165419641042712,0.310133271145531,-0.175459483375043,0.328944828699327,0.290423926807766,0.0476737109479982,0.159414200203522,-0.129673668796023,-0.28214372558956,0.0986209471226173,0.117671442380239,0.316394960213742,0.215572429023161,-0.0532660597086752,0.182896714472396,-0.0604339285427688,-0.0577405681908603,0.147248310640441,0.156664187223703,0.230807002598057,0.275459502338184,-0.0978713489255432,-0.0883870170835564,0.153484820762915,0.280396936228989,-0.0061819557400411,0.0436699962949762
healthy,0.0710776616823755,-0.0331735618601702,0.0281994100517756,-0.0976518193591529,0.138758966688557,0.0400649071821711,-0.0252862867503656,0.018664696305965,0.0238567164065015,-0.0544953100949515,-0.0359256073699858,0.0013263903884822,0.12878693445037,-0.0777684210581532,-0.0435675680822307,0.0991373892495178,0.0915993203512966,0.0979696246950855,0.0129643300396647,0.0134196427366025,0.0071967326794015,-0.0324203758692747,-0.130771991821176,-0.004080611021926,0.0252749761074989,0.0065729467705333,-0.0866353718501035,-0.0092013266151596,0.0477242293357394,-0.0052417315623667,0.0304303354879745,0.126734408699386,0.107449288039251,-0.0060778490850505,0.115266840549846,-0.0283660245216965,-0.0718756156723098
healthy,0.0889157098635173,-0.0666038078265232,-0.065009921555858,0.0656133522734501,0.255330238637362,0.0436877916849409,0.0305467153404881,-0.165268716576982,-0.173270494914792,-0.444696319676588,-0.122330600426807,-0.140683413799494,0.291818320522296,-0.225194238881554,-0.0399355414847983,0.266650772024096,-0.119555821426811,0.239798902376075,-0.0267058526265127,0.22972737262262,0.211606910828622,-0.199436016223023,-0.283957775497022,0.273890118269879,-0.040219374883862,0.432337721442716,-0.173960260189564,0.127920250463907,-0.246822070535411,0.135552999823801,0.263576897315456,0.117922982097366,-0.197924591983225,0.219806643599647,0.211742904840854,0.408953585208778,-0.055805154309175
healthy,-0.306516578753907,0.059760471113845,0.0858116795313151,0.198483220870502,0.247343035854111,0.270271344253503,0.323855834247516,-0.305935089475031,-0.0824473727267046,0.120963900312945,0.0255034951601231,0.227321196089304,0.191338707807387,-0.267603542649153,-0.136686038647163,0.208375714962515,0.209935890294279,-0.0006950455835828,0.0422667990224114,0.234603711012677,0.271175524697863,-0.178478676841514,-0.0531485320281191,0.0607558559462528,-0.17973124254296,-0.167327268242235,-0.144732984204166,0.258053321059752,0.226731446183779,0.112893379664119,-0.0293052562230518,0.236510654747341,0.233045224325922,0.214940715335391,0.340217442314164,0.0191098899147001,-0.151825290122462
healthy,-0.169049671033012,0.338990049393244,-0.15769041037028,0.242456058860932,0.240983813290717,0.167019107674497,0.0938829301521393,-0.315070643244639,-0.0819498789729,0.0257990670880005,-0.157301673342266,0.251856785166281,0.243401620943874,-0.323901979117196,0.242924089715191,0.256794910492644,0.108946530111106,0.164048633599438,0.0676872646857824,0.300779997952941,0.28935042400926,-0.162381493294745,-0.085694585983575,0.0810039731778022,0.0316279849594727,-0.224983859041811,-0.229919464759229,0.166185484971119,0.287090668556183,-0.0076654528773906,-0.0978873500446401,0.197098417978908,0.212606886569661,0.334371019614979,0.368830766649541,-0.210210531099985,-0.0144714776540459
moderate,0.27475029306983,-0.239758409318394,0.147253669020537,0.208709786441943,-0.077304209388246,-0.117403677372535,0.0159016980146242,0.354273792836331,0.0016853741423266,0.138470854151619,-0.0406977114775577,-0.0269145244713543,-0.129231315755581,0.205032411563965,-0.0726512044406011,-0.0093188753467579,0.403659972538707,0.248976505295318,-0.0922088349140892,-0.235159010418533,-0.219255168161997,0.0126445945512728,-0.169519477028069,-0.334780489620183,-0.125916317760623,0.189512388609563,-0.0031970646898334,0.111869388999322,-0.0160282082873943,-0.134293870908295,0.0394411857175024,-0.269869998479581,-0.199084284501861,-0.195827181038509,0.102224588882038,0.0591167494961151,-0.160496507065079
moderate,0.0883697418514115,-0.0473309498395688,0.0035549090090448,-0.0806816833471656,0.160224628602846,0.115532795802614,0.298165318053142,-0.140614486997466,-0.266216654285245,-0.179400888530153,-0.149671968340689,0.224145758895688,0.233699099164551,0.112237847294427,0.138609254848232,0.203474702203804,0.148308373355645,0.191819553920529,-0.127923522979873,0.194106543017297,0.219415274844887,-0.141643983536535,-0.0823534039303281,0.0811266338532005,-0.270713560134142,-0.214412137309252,-0.228433394289414,0.244991037028924,0.183746611386033,-0.0888151973471315,0.204923162752682,0.0849697418403574,0.0805339124466153,-0.160698090553533,0.0936606689140625,-0.138427281132795,-0.18170138951309
moderate,-0.0031223293499624,0.447948977695172,-0.04867412055147,-0.125366129577063,-0.112275541693857,-0.0460148764027796,-0.0975719696548868,-0.0455970304307615,-0.0474493712358499,-0.03716608316071,-0.312338219020694,0.209986519162269,0.082059849209433,-0.0096737922773732,0.0230983279256182,0.0617441451486523,0.0704341898226127,-0.0928679123439185,0.0607669777967673,0.066133995449166,0.241309338966253,-0.038778244785032,0.120160328087097,-0.098115662937375,0.112108567811338,0.115431594832899,-0.0442505464618762,-0.0860746251728595,0.0086826418909915,0.0902415694528674,0.322968615363928,-0.13517728460508,0.043835168084181,0.01321067747359,-0.159883661497816,-0.0734191564219314,-0.109948600247322
severe,0.213821209763263,-0.0959741664756747,0.1047353452558,0.0627566797580022,-0.0792111712596329,-0.0826588125744488,0.158825484417649,0.0320888355615566,-0.199671393400908,-0.157717574993882,-0.277357327283105,0.185580900542473,0.197634490802155,0.267069900906456,-0.0187007673799814,0.225285369425836,0.103710058857059,0.290974973126049,0.0198310735758806,0.173346932440435,0.171142483931153,-0.0375436317470716,-0.228747411736169,0.141407910220302,-0.0786016007628238,-0.0760470576043165,0.150054869761357,0.116222138124761,0.0820568509618382,-0.11657008337167,0.21641242172528,0.132493479055048,0.0464494438090387,-0.022853068750065,-0.0053039941190266,0.0699173920796332,-0.275889392971413
severe,-0.126975813111647,-0.0487963696411317,0.0209705188345997,-0.0042252989512539,0.0027061188361272,-0.161440151316082,-0.0122028967010554,-0.0443453494373798,0.0399970450844838,0.0721331573361875,0.0145438036230286,-0.0444315800282217,-0.0713684948909275,0.0344136143274697,-0.0749952520939846,-0.0775948507884836,0.139067117283377,0.208208833975504,0.0174705713239572,-0.178875215926163,0.0084062145101627,0.216486970696328,0.160172054391936,0.203969585958085,0.011260700686415,-0.0809553076374701,0.178757282912217,0.0281086364206166,-0.002044172241723,-0.0793537012222739,-0.20213591780577,0.0294705725171492,-0.0424850512496579,0.0131970846895857,0.010417416231858,-0.108782426540926,0.0053158623060193
severe,0.508994009295371,-0.268107567379448,-0.457561129022579,-0.422679787348212,0.43488825693424,-0.326345729018122,0.458689643017926,-0.553211239476701,-0.117570639878896,-0.138054878764137,-0.464058633844275,0.482149055163628,0.478558328814796,-0.15187062585869,0.350420694252195,0.419499429724961,-0.270467187551538,0.645578400126177,-0.486047558056645,-0.269612252706578,0.237569294717478,-0.429108897382311,-0.405102326935835,0.411702423938926,-0.448259437909414,0.166165136466421,0.666643994705991,0.615553088371182,0.431571109735796,-0.425689158002471,0.560734666112349,0.448327832697011,0.436974297955943,-0.488099401684549,0.148690268235439,0.126393567478883,-0.42592853975906
severe,-0.264123624915641,0.0491180209864042,-0.315820236152394,0.0685873415272274,0.162134369957918,0.491338617771068,0.225706363705139,-0.197925653937337,-0.421765586016878,0.244200784301193,0.13723101407138,0.110629275973172,0.0536655300293422,-0.416860766830896,0.405010124016863,0.271169309938591,-0.0425433338325715,-0.149042680580913,0.158444339613982,0.47228228194719,0.439936339174824,-0.143047345422707,-0.234282012276629,0.267732502490839,-0.284720632514875,-0.285258177295465,-0.0977530640185187,0.163125722005956,0.183443864403413,-0.0058804986568414,0.129580950162545,0.144152098002996,-0.337132192259226,-0.0597227349424804,0.411726561836009,-0.282037955017666,-0.0091680063445135
