group,ARID3A,BACH1,BATF,CEBPA,CLOCK,ELK3,ETS2,ETV6,ETV7,FOSL1,FOSL2,FOXD2,GATA3,GMEB2,GRHL2,GTF2I,HEY1,HIF1A,HOXA6,HSF1,IRF1,IRF4,JUN,JUNB,MAF,MAFK,MXI1,NFAT5,NFYB,NRF1,PAX6,PBX1,POU2F1,RARA,RARG,RFX5,SIX5,SRF,STAT2,TBP,TBX21,TEAD4,TFAP2A,TFAP4,TFDP1,TP63,VDR,VEZF1,YY1,ZBTB7A,ZFP42,ZKSCAN1
healthy,-0.243014412496815,-0.0034776483430432,0.442968734124386,0.291080887265459,-0.475890030501929,0.121376678602186,0.0458077904888943,0.239245790759862,0.445276664128673,-0.386280815656123,-0.418167157532489,-0.488529766466671,-0.157488886120221,-0.44669155204228,-0.0431374013615297,-0.450476853782706,0.393285887590667,-0.284625725921588,0.0976815422406332,-0.0923992763790378,0.352482098143533,-0.356187706534034,0.353970854643946,0.0933643337228058,0.08200657516781,0.174677232555726,-0.358399263184924,0.0578147453695194,-0.229879042143175,0.126532917770878,0.211832072671774,-0.364989453128334,-0.110930230713102,-0.0116087528929634,0.374623081800581,0.177518128385255,0.371759681204463,0.0201534156242184,0.380275749644051,0.260742873330479,0.0887013460853731,0.388664997104855,-0.110151830551051,-0.161353351686651,-0.042071204949087,0.422080339299537,-0.35103517403278,-0.275893876484697,0.0617459309498396,-0.141783206660051,0.415495179833365,-0.0349565215631518
healthy,-0.0590898595189419,0.0440792707320515,-0.030362555702471,0.0897274221483471,-0.0523176062799341,0.0706803054324369,-0.0531446530436962,0.0131912155695231,0.0505129011791941,0.0477653036090629,-0.0168885129117898,0.0790323391440115,0.0171738118321587,-0.0495984535105554,0.0716742121527506,0.0127627606932298,0.0060155891232616,0.0221228019665167,-0.0476024550987714,-0.12644090767355,-0.0381963024533243,0.0070118459838084,0.0999187647496113,-0.0345930512400416,-0.0802313968988128,0.109185003011869,0.068896305877544,0.0612581880412683,-0.0416431883017862,0.0332150181505904,-0.0269791641599626,-0.0465450135528451,-0.0482164494945035,0.0628887801664614,-0.028594399334322,-0.0333035536059243,-0.0958488081017584,-0.0488064967716533,-0.0102081582598288,0.0106545228254847,0.000984263041426,0.0231218141638886,-0.0161844027940153,0.198519789662649,0.0032007694385314,-0.0840893141701155,-0.0504563357349625,-0.123488685824501,0.0116273188033595,-0.0031965148743162,0.0134581996039373,0.259400537078546
healthy,0.0273926682117736,0.124083587062232,-0.169262526376894,0.138627930757375,-0.0443723275106368,-0.0356506468090741,-0.0458652278109042,0.0781041342008596,-0.0764364953736952,0.173608238358568,0.122349571049683,-0.117884943050375,-0.0311222216563224,-0.119220461402256,-0.065750003075064,-0.050828271071495,-0.0878840970948507,-0.107239965811155,-0.126431885225041,-0.273851157546379,0.116428866842353,0.0189095231905522,0.0035254963728704,-0.252817564423506,-0.0303020060475188,-0.0366650684585096,0.0028448370372261,-0.0611326840945352,0.0887172128633582,-0.0651202407331602,-0.0085272401125726,0.153772718249641,-0.0546507056659112,0.0407084476063982,0.051243187117241,-0.0031631191593727,0.036454209484442,-0.000838275832389,-0.0899537518080573,0.183688188602762,0.0063705679584548,0.100957118938686,-0.0324070775628213,0.0919661767218507,0.14870248638933,0.1119274147508,0.0115111643262416,0.132740766965276,-0.0876195265467436,-0.113201950529536,-0.0897475838011547,0.0809201217900209
healthy,-0.0158518101889675,0.0887074286858416,-0.122683852720324,-0.183340310309491,-0.09297084808398,0.001472214694505,0.0531048546665532,0.0737527057733742,0.0535542010251812,-0.0251330223084714,-0.114939985307201,0.0942029576687635,-0.172358032820549,-0.0608704302227166,-0.135467568723719,-0.0911220546499758,-0.174543205969775,-0.0887491278760714,0.106905708176462,0.0891605170852186,0.0761520154498778,-0.157307482720497,-0.143208723316807,-0.0930258242612873,-0.0313381050632589,-0.198424363318277,-0.0976429035956421,0.0014326501104271,-0.0131367917442053,-0.0913779250603163,0.143376005777388,-0.0998597094307643,-0.0754081377055629,0.0549511972712262,-0.112646808583533,0.138170703876248,0.103989625224647,-0.0049377240553404,0.0408129059824497,0.120864431754082,-0.0030983479310472,0.0485668000230868,-0.0682973558763198,-0.0704878234708807,0.0916174898391325,0.0051605489440672,0.0883091832751945,-0.0235662293683708,0.141497505707873,0.106137267108825,0.149811294221437,0.0073072565143627
healthy,-0.22976836164701,-0.133936791388806,-0.0016389586593417,-0.284854372014475,-0.0450762768299346,0.155217489889164,0.186550594403721,-0.064288033230744,-0.0903752091342533,-0.0854081363730213,-0.0042381838217708,0.0682062343941518,-0.242581788900164,0.0129296327255448,-0.224749979456384,0.0939986647447071,0.0114690424058639,0.0475495131600268,0.195962125021199,0.0989434302709655,0.0599408570544779,0.0518621884972575,-0.247789601306003,0.291975557151948,0.0707604605044422,-0.231113386486038,0.0852432636389635,0.13446807553968,-0.043235167385644,0.0115363560323311,0.108094042421754,-0.11034856744673,-0.143712913263109,0.0390552595088419,-0.102427213555997,0.0210592114512585,0.208882608507052,0.201553351193179,0.0832549722414207,0.10739812773553,-0.221340370626685,0.0363499219547403,-0.0298434870466492,-0.161824616341474,-0.0737002420046047,-0.140661522194531,0.189731836273132,-0.0939604120274989,0.0647581115662142,0.231781292726481,0.0503747097173378,-0.161808582786982
moderate,0.153971625378732,0.16029087797216,-0.0885572412372251,-0.233202909140887,0.0494520870211681,0.0311959686747451,0.130181101113296,0.0166279550447711,0.196324110820736,0.0212335882516539,-0.164662631367756,-0.197702652400725,-0.0256840511991251,-0.0580921469727519,-0.0269928786045967,-0.174989324573813,-0.0033597734429115,0.0774277106020381,0.24142918173404,-0.27523830753105,0.0643102015709115,0.228417368386861,0.14670336047412,0.164671626745113,-0.126816829981706,0.0060876216264803,-0.0641168009577319,0.129994447033134,0.0583440175387533,0.262219747650852,-0.119487846279933,-0.102531559961624,0.120769687553333,-0.303384843281707,0.151021141605573,-0.0375264654898696,0.0527781277989902,-0.134869941560733,0.0696489580324055,0.173628773748538,0.367843468579012,0.0134211030169318,0.0001754098584652,0.192449352024125,-0.0734517538101589,0.188237266576619,-0.0197538486763957,-0.165991698372281,0.1886195701143,0.187535627142758,0.0575389312652846,-0.0229134749731097
moderate,0.110509487853012,0.119080978265935,0.134081182128627,0.0475673078796788,-0.110061113002624,-0.0861220333108075,-0.0177205477092827,0.104786173105299,-0.0719497749689735,0.18160421219483,-0.0850158105878125,0.0608665777665612,0.0379038769952758,-0.0355216739546423,0.162078206532132,-0.11873613557013,-0.0698016279926015,0.102429063187119,0.0076925651887404,-0.0564307909902409,-0.241340168392058,-0.0671561809530627,0.127739380713375,-0.0036643043232071,0.0684833110008293,0.0767125091200038,-0.134790916514179,0.0192173786760915,-0.0624849637291506,-0.101121953795493,0.0669060006802456,-0.0657224866060462,-0.0589605772965291,0.179575126487783,-0.0006183024718351,0.0551311344401802,0.016405928800492,-0.0126271255938599,-0.1676044743832,0.0381236224702218,0.113180424744213,-0.136535958276661,0.188969900853362,0.0848346895351183,-0.105820346970205,0.163269966906314,-0.102918471172811,0.0757227689264775,0.0700536927291602,-0.133560134988537,0.0477431155947558,0.0210890337317662
moderate,0.101629369623357,0.0884858041340137,0.0002501050070691,0.0616630947563516,-0.0462298474009449,-0.042012588561207,0.0200134531919351,0.0729338200580792,0.0096412532859743,0.0534407873859041,-0.0991123195690482,-0.0884874883428155,-0.040235748275295,-0.0283502867609059,-0.095597375799666,-0.0654340382636092,-0.0589683606734519,-0.0841994927334015,-0.0299603903754384,-0.0603679381877579,0.0514753157141892,-0.0589481501678302,-0.0768773949675227,0.064413407729711,-0.085540122939644,-0.097588952707809,0.0390854336636572,0.0540024710213085,0.0115713565728512,0.110853781230882,-0.137499648684354,0.0057397835965762,-0.0650550912832015,-0.0296429170162968,-0.0340934387750857,-0.106129575541799,0.0461262685596334,0.0194644011225443,-0.0433330082618278,-0.0185675599355793,-0.019315348643584,-0.0836731774828351,-0.125210819161931,-0.0875662261282242,-0.049045844517575,0.103732104312419,-0.135876071399407,0.0993329509220856,0.0070450454179807,0.0895308556955382,0.0265136570625296,-0.0019343138088813
severe,0.0619460266162223,0.0837200397955339,0.0847295587606681,0.012846127736363,-0.0724971400676242,-0.0830241422695008,0.149279184236838,0.0185894448927938,0.0587023518242836,-0.115166146040514,-0.102699951154299,0.227902793524192,-0.0242864447987743,-0.0437309521236404,-0.130147334777068,-0.0439778898617387,-0.0792604003079667,0.0197727137704921,0.151909916464779,0.0857059439196883,0.0608709627193633,-0.0667126739213134,0.0603557572186095,0.0031463100186516,0.12760781358843,0.12861961009212,-0.0800277118073891,0.169635561061231,0.111888111075546,0.028270166325686,0.090911608680939,-0.0058977298906744,0.0991806503982147,-0.0106662386455472,0.0443701520792641,0.0859011114544463,0.0929263324275958,-0.0546685244491306,0.0158734582648508,0.0433377701309288,-0.0342621950723599,0.117733961265835,-0.120717690070612,-0.109551860203068,0.0069984598951115,0.0827795258687774,0.113062861083067,0.0056873860653432,0.105254232544736,0.016573494779222,0.0274527489780223,0.0391897811356352
severe,0.0536040767116054,0.499979749244755,0.0446923571584907,0.0516902884744811,-0.156431610016775,-0.457927853948372,-0.0543474702607035,0.107905245643991,0.165958108318106,0.67713377597964,-0.152933287432784,0.360828823874488,0.0904496448682846,-0.0070455187923166,-0.061201352999706,0.47489214618471,-0.168601142476231,-0.359545248161685,-0.0300379867459942,-0.120910774309181,-0.228572937979505,0.110613873350567,0.0550034057452017,-0.205103309114555,0.0804948592800167,-0.0192330573238962,-0.0661581674256987,0.378041342676528,0.0940482869969633,0.0215481237397725,-0.332835812462518,0.0830105647852689,0.177582314021822,0.366064732418395,-0.0279479962316615,0.0026841908944076,-0.315034237872438,-0.490635883960677,-0.151261295021318,-0.431992679350515,0.101606978844799,-0.191740231302914,0.0773476551024339,-0.592061515936233,-0.28573064163948,0.0063484265715361,-0.04651354273898,0.439416325657424,0.109155381508565,-0.0566098046082181,0.071347774641288,0.375584799979681
