group,AHR,ARID3A,ARNTL,ATF1,CEBPA,CEBPD,E2F4,EGR1,ELF1,ELK1,ELK3,ESR2,ETV1,ETV5,GATA3,GRHL2,HOXA6,HSF2,IRF3,JUN,JUNB,KLF3,KMT2A,MAF,MAX,MXI1,MYB,NFAT5,NFATC1,NFE2,NFYB,NR3C1,POU2F1,RELA,RFX5,SETDB1,SPDEF,STAT5A,TCF7L2,TEAD4,TFAP2A,TFDP1,TP63,VDR,VEZF1,YY1,ZBTB33,ZBTB7A,ZFX,ZKSCAN1,ZNF143,ZNF263
healthy,-0.324939791154395,-0.149021780177153,0.0448605916026069,-0.164517121795095,0.147885264217111,-0.302006391316227,-0.0908760893911462,0.168920792743366,0.223521373412682,-0.151993640681081,-0.0189125083059363,-0.0189495514752304,0.274421577915289,0.189190237002519,-0.313311914041255,-0.125468367008957,0.331116805313549,-0.13682065345125,0.132593791389042,0.182629129839763,0.11891776854671,-0.0988894989642371,0.189939244631293,0.0298042509484255,-0.126316419140028,-0.383480346362026,0.146504946405262,-0.0004915444663055,-0.14910348532361,0.234068956113504,-0.123732592402393,0.0647669602591761,0.144522480054251,-0.0602014553230678,0.315216090573475,0.168606582598149,-0.125576081189173,-0.166002526612034,0.114452884417975,0.362901420872884,0.0070802369678972,0.185164353837545,0.263781518649989,-0.272129630334289,-0.0220732627015123,-0.0910678731754343,-0.271047496899381,0.106089272400423,-0.403737705615593,-0.0668965484173125,0.250765967634643,-0.0103720874023221
healthy,-0.144403670153625,-0.195973075068277,0.100466486893457,-0.0364618050214936,0.123657846710433,-0.167945064894771,-0.17893403888089,-0.149214585581842,0.0494058754762432,0.170854548162236,0.175892250152517,-0.202382907577451,-0.109544812023567,-0.0774458154847348,-0.208089199015393,-0.215154254769151,0.159009658389805,-0.0015588583708374,0.156386411363763,-0.114663349618131,0.102526597829251,0.204413213875337,-0.0746372370757257,0.129285457096231,0.208677830639273,0.113398029026517,-0.193279047014597,0.205120824656162,0.148142137305678,0.115258165604628,-0.224340985791084,0.238685275740744,0.0895177312139115,0.279458738581183,0.176101441205456,0.238382561165379,-0.031598821249945,-0.0080364794741251,0.087171663330491,-0.206362724468055,-0.0263263528748667,-0.205266536219261,-0.224890516283573,-0.0979195269727407,-0.0614357375396185,0.17976673338305,-0.0270619329343691,-0.196043058113643,-0.123790112272228,0.207919667681437,-0.200223806940658,0.0323285760388525
healthy,0.101427958200681,-0.0204880734752535,-0.069788907675491,0.0950844311669983,-0.150917441500591,-0.109785963500902,-0.135970274711694,0.159907800421151,-0.0750085823991895,-0.0027008301066364,-0.169346459455548,-0.0153945477841008,-0.0431877761640833,-0.0088823624810394,-0.106420151062412,-0.109743913823387,-0.0178453776222311,0.206581334005489,0.114000122438771,-0.153907564197346,0.131695683723625,0.195386469040768,-0.160056008300918,0.201554444415316,-0.126620770184815,-0.117767819500071,-0.173611859257274,-0.079646914586748,-0.0647514482210252,0.0617525938972451,-0.228866514190288,0.142320924914792,-0.0897666405290974,0.166603809451055,0.0447528054184904,0.189367620664621,-0.124104223364339,-0.15704566499421,0.0820198491206288,0.0025937527857505,0.0539649017095539,-0.0179841645359973,0.138515314209831,0.162391258970796,-0.213371093136083,0.153004070579914,-0.0979148570010588,0.269923084021289,0.0440694407139526,0.136615495992912,0.158073009847602,-0.0863845137348502
healthy,-0.167925089349678,0.0243370652868018,-0.0251762291638297,0.0320836323667214,-0.130468388209609,-0.13606504642908,0.0505513571238728,0.107323687363892,0.0969347520355586,0.0529632201301073,0.0358447183141039,-0.0839274779794665,0.130527371363521,-0.144121668629012,-0.136649478419376,-0.116097008554067,0.0938555548792506,0.076109550873019,0.151090735165406,-0.0805456733026388,-0.113787173820306,0.0816555008314061,-0.0750887508450144,0.0171668061844704,0.0927865374837835,-0.0816581998220244,-0.0642010320962475,-0.0021528633675301,-0.0526849536878937,-0.0412030792149524,0.0137280044847682,0.0468028706462709,-0.071470866199487,0.102011844175749,0.117740813760924,-0.130009451641084,-0.0240306293301924,0.0145704559808315,0.0827029729376003,0.0085722469769554,-0.0501217171638373,0.0534444418883384,-0.0499353288769179,0.146162087901119,-0.0344611891525788,0.115196786039708,0.12999549111505,0.043751154834252,-0.0445451941903338,-0.0132079371699713,0.117610216631607,-0.0382251351600067
healthy,-0.199290635503867,-0.256974335041613,-0.274262424142923,0.322105029450051,-0.231940525293413,-0.126614300626297,-0.234658015390153,0.100119430969416,0.201642347482293,0.187915059092683,0.0338970271730855,0.155768380935263,0.0307433379030544,-0.265551153472997,-0.235628797245041,-0.287511030542749,0.273657934615797,0.224540749378857,0.0254521112990515,-0.16983670841362,0.173285261903588,0.281379438988984,-0.112469541112726,0.205999618743986,0.181457716566498,0.0080124272702982,-0.194337342790289,0.205863569749794,-0.230784716350615,-0.262402704581235,-0.0856228823984117,0.199892837439935,-0.231884061962455,0.295984887434906,0.0650461603695288,-0.117374723193952,-0.249380686497138,0.252724121901887,-0.0751364054578113,0.0435475462664971,-0.123982927080087,-0.110781380103273,-0.176626775788825,0.288482776718399,-0.262023911693623,0.0860722929086001,0.301959673595418,0.177089426123969,0.265657975144083,-0.262049083741672,0.100579591448291,0.120900349700438
moderate,-0.117860982398959,0.218212262688864,0.0425371215829029,0.0779728584986869,-0.0033996908369924,0.0173306574774097,0.0116465297137833,-0.182742011145293,-0.0290073874905064,0.146503809133468,-0.0292899760055102,-0.0855811767614233,0.107103204350684,0.0069482260063152,0.395464290851831,0.1671888569989,0.201006720737181,-0.0880899587686709,0.0950403419392228,0.125583630366239,0.117569765227008,0.0601029099621096,-0.166336777125415,0.0233944461466901,0.257968799570699,0.232816264571122,0.143835396972706,-0.0859975094591007,-0.101401819273164,-0.126370995312623,0.326788810213193,-0.0589315697815976,-0.0936511281708071,-0.0627648506301609,-0.0429556114448169,-0.155005193390186,0.113529396611725,-0.0330024556568199,-0.0666412747634575,0.174926605115836,0.02721046968136,0.0544554539905066,0.141891791995466,-0.209080986475038,-0.0073516157185726,-0.194539542355643,-0.0956961198671706,-0.0162758041656779,-0.273532739538275,0.101872081076758,0.214810414687635,-0.0947491247672723
moderate,0.102679206823994,-0.0262356849406312,-0.0940945934583345,0.103150044431741,-0.113852389521263,-0.171318639676473,0.0222438785463752,0.142210066164695,0.157770188915653,0.18429905660039,-0.103495432530656,-0.114266816762731,0.109924345392423,0.0805752891985806,-0.132447499912946,0.0701154880712553,0.210274814116378,0.214958386122927,0.142890961959759,0.125193841386639,0.0870008627865337,0.213556468279564,-0.187718005762233,0.179007035924483,-0.108377395878974,-0.103917362831805,-0.115668116222055,0.224357644880481,0.065914956450835,0.127597266536793,-0.0942404358986059,0.0665866039690395,-0.218999457112337,0.191391756632125,0.204657014986546,-0.0921222919187177,-0.157895033782314,0.165428366796928,0.176189843142502,-0.0455309022582081,0.141574862079224,-0.101780736040067,0.180226434283093,0.0811788869886947,0.134361109936272,0.162188666555362,0.0861776012436881,-0.167786471267914,0.17064513700615,-0.116760319854653,-0.0753071931140723,-0.16453801745672
moderate,0.25414189329134,0.268214424311808,0.423725707063901,-0.419859101424236,0.431020955972355,-0.377108695384329,0.403027654903624,-0.401562831606686,0.100203481050092,0.382141551103875,0.115142039357601,0.522883357066405,-0.50748951584228,-0.24984392358394,0.0844813742447843,-0.157397572662057,0.0368952367916188,0.29058432153002,-0.418445414976629,-0.421154018415336,0.550733969829747,0.482476173428862,-0.425502300184173,-0.3644572739025,0.310732240166053,0.473509079462473,0.435955661932703,0.415682375537022,0.415474528988132,-0.458618358852724,0.250403129775001,-0.508505654525741,-0.369506625379895,0.53389427543021,-0.320767434453126,0.41616240209041,-0.48550561935772,-0.439539365325267,-0.413011712341366,-0.430545053358428,-0.369826643082153,-0.143009147878792,0.28791530791015,-0.32576894823276,-0.0195474730503513,-0.168111567384591,-0.448792660690326,0.327764110144524,-0.270224432405635,0.425309299817347,-0.556981738114827,0.0423734779730717
severe,0.230686968243878,0.217581258185603,-0.157916679750234,0.164178194042794,0.217813770400598,-0.122572258281078,0.121690056762337,-0.0694522693544106,0.102521204901938,0.0074065744481268,-0.269816437697904,-0.190664219102914,-0.0731728527457463,-0.0803701705109489,-0.0081012876689216,-0.238220057959155,0.20965933338776,0.205345356753632,0.151190378109104,0.250972947757931,0.0122798046004872,0.171942244167404,-0.154810568295263,0.307819942827146,0.0480963629422496,-0.240005906088769,-0.264908162601014,0.223272677873155,0.202757031121153,-0.0022417988070533,0.0184965751631315,0.174253572489249,0.169876402880115,-0.11256931898503,0.141242484808338,-0.0163302760120967,-0.237119181159237,0.275394338490722,0.147983463944685,0.185748723799126,-0.294094243301264,-0.0930073645764942,0.193446649760258,0.145951956357664,-0.104741623275428,0.118564461525168,0.091326371093335,0.0085100591436709,0.207556033236023,0.0560835497893152,-0.116334193496296,-0.274533323429836
severe,-0.0142565440353615,-0.0315210453752489,-0.0316907053928494,0.0222178084702837,-0.167056437931899,-0.155703248784197,0.149788109674321,0.0120905086226876,0.138963035167872,0.0611413882976804,-0.0859793597465461,-0.0102280753467724,-0.0918383707302983,0.113970711372167,-0.160833869767574,0.0579905593993855,-0.008523821335387,-0.0393049959571902,-0.0887487725150473,0.0423563249955389,-0.06259051446305,-0.13617321217169,0.003963411087855,-0.0893113294155121,-0.0148624726696489,-0.182124288517591,-0.150595589306961,-0.143435426308529,-0.223183288416139,-0.0850162521278365,-0.0308666424502185,0.118726294421901,0.163954083324347,0.107513425589508,0.0020040292304539,-0.21509956261513,-0.0845940155426804,0.059777729960726,0.0357038664106776,-0.191886755545384,-0.114118685522856,-0.0493978535455743,-0.134296746864244,-0.102275650910804,0.0746465808265254,-0.148770149568718,-0.0243455747060553,0.0028663613499872,0.0924978762122491,-0.133468857003922,0.105112672558499,-0.107690739442488
