group,ARID3A,ASCL1,CDX2,CEBPD,CTCFL,E2F2,E2F6,E2F8,EGR1,EGR2,ELF1,ELK4,ETV1,ETV7,FOS,FOSL1,FOSL2,FOXK1,FOXP3,GATA1,GATA3,GATA6,GTF2B,HEY1,HOXA6,HSF2,JUNB,JUND,MAF,MAX,MEIS1,NR2C2,PAX5,POU2F1,RARA,RFX5,RUNX1,SETDB1,SPI1,STAT1,TAL1,TBP,TCF3,TFAP2A,TFDP1,TP63,VEZF1,YY1,ZBTB7A,ZFX,ZNF263,ZNF384
healthy,-0.201684827456926,0.0588397729682337,-0.414556869026568,-0.0036118005624166,0.17428950701734,-0.145109863423613,0.0087900479227398,0.127232687377421,-0.0002252441557211,-0.453755404243056,0.0818499370350472,-0.086984503869845,0.377982322969953,0.109974669623767,0.0248884266644042,-0.164445863768073,-0.509484123878239,0.0342910544872828,0.258628970871637,-0.144764103119153,-0.0874273612461052,0.0216250177634067,0.113211238683779,0.483528681966815,0.316662232931827,-0.416325667174649,0.209658891586568,0.152338200990973,-0.0746747528782662,-0.349155544344476,0.12492840808811,0.0991697916772462,0.228316528106906,-0.17436529009777,-0.131280240652308,0.108852395880601,-0.211029039155307,0.0117921630776728,0.0001744589664055,-0.290075002214461,-0.0179424336987834,0.0453517003302538,-0.465687555510967,0.0768185193930562,0.19976288433381,0.410533524235707,0.0554545322400179,-0.470713184167647,0.109246573153113,-0.346036070669155,0.12940829331142,0.300330979099259
healthy,0.014074875627555,0.0429608689585934,0.0265423632490938,0.0093483699801977,-0.0103663171744899,-0.0789290152015622,-0.0781944898660095,0.0851603435985474,0.0645535902357073,0.0403257124063691,0.030985926128049,-0.0504802716517487,-0.0784857767911205,0.114546746786952,0.0027042254091927,0.0493115307737744,-0.0596728973481117,0.0924790872887411,0.0151992208009345,-0.110251582139992,0.0209100574705798,-0.0618885304615932,0.12409861038794,-0.0035446696334954,0.109697793634206,0.137477687148879,-0.0468864553344797,0.157528496099415,0.210658376861898,0.0586805016384783,-0.199644329551306,-0.0857721020351533,-0.0124503601419783,-0.136402249114104,0.0837249090994463,0.0295209477248111,-0.0046426648383204,0.15898133754744,-0.0764313176519637,0.0564421117339725,0.0125874199026563,0.0646613057132223,0.148333554799755,-0.004043322826291,-0.074814587384369,-0.0867919655907949,-0.0272290194751059,0.0456452520429807,-0.0917689157120039,0.0230969052396253,-0.0095695100950811,-0.240981601280802
healthy,0.048787489564012,0.229696721582878,0.137877537482388,-0.0415014132410898,-0.250787388207854,-0.109631566123711,0.0418060856738263,-0.0145151851281412,0.131444820736396,-0.212343077991687,-0.01735225976485,0.0904854061455193,0.100069556745343,-0.297548264095517,0.170570434787767,0.180745709872908,-0.251314395406039,-0.230132626880283,0.223933315510468,0.234088063838217,-0.145107568838501,0.046883113881116,0.0876598633949853,0.212569564236158,-0.263415495482361,0.273629517705049,0.0625120485760133,0.0751680630150634,0.0589256319756701,0.0882101650032437,-0.26023177234724,-0.0935512734039348,0.0891839174718385,-0.178912601246572,0.277125985593229,0.139921218350275,0.0016068530195878,0.0144976566611556,0.0674047972422306,0.111531790327584,0.401122591687087,0.0803742483475101,0.189938006980514,0.0981624134097651,0.170821368630929,0.319540493581635,-0.147145483763301,-0.0186835007048616,0.159151330459819,-0.18907911209822,0.0549519746375793,-0.0629860090977949
healthy,-0.019246032554671,0.220889696096191,-0.349039891949714,-0.277268543650948,0.0254517154861659,-0.0396125537791367,0.214049975853459,0.0665363000453064,0.226147695910454,-0.263906358256085,0.200730786890368,-0.122568256825134,0.292440365297697,0.0229646634060241,0.256288264447616,-0.0176836457186429,-0.153481441203345,0.175387351915961,-0.0983495683237862,-0.0916858034686073,-0.258648215949287,-0.222609745988572,0.110685532742067,-0.283147713424209,0.14138074419704,0.111511816955821,-0.0881885420730858,0.144011279155334,-0.0992049754855712,-0.0447922900617832,-0.107239599841829,-0.0273666154341671,0.0810005219187178,-0.070568649725145,0.113652982813671,0.224968083101131,-0.187850512434025,-0.401654598274096,0.177135932682127,0.135337173167785,0.022708974563859,0.259485609449484,0.174674450709822,-0.0561826515170172,0.173210007558644,0.0146305422393952,0.0231095206858603,0.222570982492945,0.190186130473601,-0.17115306544649,-0.12547175143136,0.150320455086232
healthy,-0.221683776273252,0.0820034416256535,-0.0994861049175644,-0.132350458382767,0.0513807606316522,-0.0054390212582476,0.109144246374138,0.229871028399606,0.114561116175336,0.185686663649365,0.149365014506818,0.258999398777589,0.0457299223381418,-0.0882303327125153,0.156817374699933,-0.137619479680985,-0.0727992632192463,0.116432126653157,0.0332626084154565,-0.212652640761285,-0.199900559378133,-0.175879776227799,0.135748390657056,-0.0496474240266917,0.213289652607333,0.172455184822587,0.207735158388232,0.177214943701401,0.13549000887069,0.153444418633471,-0.0673346490207663,-0.0942499973477672,-0.136009616103448,-0.178299272724133,-0.176889882087463,0.0558515483786563,-0.124739184867329,-0.182765845163334,-0.0177971589997476,0.183823544146295,-0.0467331495951147,0.081341769210768,0.0442503449356278,-0.0830262981368711,-0.117448882749976,-0.170769911163015,-0.170815751544454,0.0863787405780927,0.188587743789333,0.209336738260477,0.0769306226873128,0.130590149917009
moderate,0.353745649679227,-0.456680415488272,-0.127922226378872,-0.0162925286475827,0.0682173135030655,-0.0978539535274874,0.0009126564749206,-0.294925476727343,-0.524092443866407,0.170832112689139,-0.170001058440211,-0.564577885093886,0.13932291632088,-0.298930428081995,-0.0497816527096693,-0.472053845379935,0.267270911823749,-0.419478390143508,0.156581787118378,0.274458349992124,-0.19794123113478,0.465613711807495,-0.451058451602761,-0.247664903315455,0.306871613127304,-0.0271649515476368,0.207787183928924,0.410770573659266,0.13633155051014,0.264751979952968,-0.404706239811793,-0.404193004758838,0.458273806322133,0.13276896911745,0.0346143758099888,0.30094471460782,0.151058604874859,-0.269205743550581,-0.468444020593249,0.496923197464771,-0.0200870321562526,0.169584457602247,0.425602851946975,-0.367607290963021,0.027059727624646,-0.385916253563428,0.292236898123577,0.0471811186128956,0.213595973963419,-0.434798134360176,-0.429038735146676,-0.0558288071411433
moderate,0.0856027805285994,0.204209227884845,-0.0159513453617115,-0.0867678871410315,-0.15193600045935,-0.095748892536821,-0.12985498544788,-0.0378444292607307,0.0340528027234668,-0.073238048455901,0.0510853216164527,-0.147908759208247,0.0924849893783732,-0.124593894761377,0.11164176921383,0.183404677887659,-0.126789135637568,0.0890680927013095,0.206839655848829,-0.0257646250036836,0.0189590026738343,0.0667775902200857,-0.0003449983821264,-0.122650895027079,0.0019311651422357,0.0925059657439998,-0.0281047533243478,0.0322398592179193,0.117576078333951,-0.227388816177878,-0.0579131079139325,0.1099730364958,0.143558780207928,-0.0474836147345297,0.167470055619281,0.0754449720215721,-0.04056369261647,-0.218430499504093,0.0514764569554972,0.0854937144748014,-0.0671024960334256,0.0240987784347095,0.123232226207977,0.165227310662935,-0.197105835066511,0.203975960756362,0.0063472079563525,0.0767687339761269,-0.146413692569296,0.0273901621511541,-0.230994196340418,-0.220304452610258
moderate,-0.153953698190453,0.0229530634700183,-0.378159829155683,0.159219837493611,-0.174494643072119,-0.14546250714179,0.123448277246084,-0.24284939803594,0.137819267909356,0.177538765079058,-0.206879398720307,0.204695735193555,0.235001049514625,-0.194806299114587,0.225776967958128,-0.239200787271118,0.148468275379263,0.217349977784439,-0.329874934731177,0.143639035536975,-0.320736732267179,0.18876891553413,-0.232561416265569,0.209805124308462,0.360285305029479,-0.185175334090715,0.0252576247483477,-0.170360773745796,0.177693013934518,-0.223253123171767,0.179092092742419,-0.198393210337226,-0.0913853597503681,0.198452408546619,-0.0287736648752345,0.185727294859982,-0.0023987781467994,-0.15187592441853,0.0818827964764461,0.280461939217821,-0.351863317521373,0.111545268270168,-0.172548606160534,0.175415967316893,0.0074239557244012,0.210159479787221,-0.260153618285741,0.213429555522969,0.0715206084999345,0.167416705050506,-0.183064209214908,-0.0934464579703501
severe,0.200598523678026,0.204117324018906,-0.10087600417874,-0.20010484901005,0.117139073602489,-0.212331356488408,0.150830159930488,0.195065023145641,-0.0740328984258779,0.139962521277922,0.135714015797228,-0.0333388363873858,-0.0058186941621837,-0.007698486002906,0.176600235673157,-0.279397560151947,-0.262067116846852,0.175936339484945,0.0166772141887764,-0.250535840080393,-0.0717085305565605,0.104199098160284,0.21735204184075,-0.14001275974555,0.146945281166681,0.138549521363509,0.0473030442871108,0.184346766511971,0.239062716060709,0.177714127450685,0.0227841343540189,-0.281936989954602,-0.126920627985508,0.23191184225866,-0.0014968525622217,0.123204766395111,-0.178565493126188,-0.0937407223668585,0.100796947412046,-0.116445670917023,-0.332942432955083,0.085144438817042,0.194666771457487,-0.204435572667859,0.0808827930522212,0.0914378821970681,-0.0048196669632514,0.176916312196583,0.0886916273331227,0.116202607919965,-0.249057052720572,0.169908583617364
severe,0.0785906549605385,0.0754570359202741,0.0420466577618538,-0.0835099901056217,-0.448150921147782,-0.468793237693264,0.0031387247332017,-0.426747856354644,0.123192712037508,0.403126367980252,0.110279138175856,0.326390355979185,-0.518555873906604,-0.432083305474117,-0.17216779511527,0.0279332460599377,-0.0215485770418511,-0.26315507252756,0.208048052232107,0.213830249483593,-0.239029396975609,0.0970426292359205,0.0178712017037648,0.492033075520594,-0.257945989308285,-0.135687619078302,-0.236713965228546,-0.283969706209675,0.0676708541909001,0.384263385423417,0.191518371347616,-0.0547560039060139,0.0822782416844994,0.134029545296916,-0.0432911704153193,0.0622830717188202,-0.114633017828134,-0.113011960320543,0.0968230844396168,8.55203566996814e-05,0.281390054853107,-0.129406340342195,0.122383459706947,-0.0390700387794111,0.0010326263965677,-0.10785648687711,0.0418947633969693,0.0675738460250915,-0.195835234726099,0.272276392960036,-0.169397956696788,0.0365656963936682
