group,ARNTL,ATF3,BACH2,CEBPA,CEBPB,E2F4,E2F8,EGR1,EGR2,ETV5,ETV6,FOXD2,FOXO3,GATA3,GMEB1,HEY1,HNF4A,HOXA1,JUN,JUNB,JUND,MAF,MAFK,MBD2,MNT,NRF1,POU2F1,PPARG,RELA,SETDB1,SPDEF,SREBF1,STAT3,STAT4,TAL1,TFDP1,XBP1,ZBTB33,ZBTB7A,ZKSCAN1
healthy,0.0634357869096854,-0.242260330032832,0.131005556515686,0.188736105326887,0.225205382520886,-0.0739487035164658,0.177872530181501,0.0871837615767285,-0.410043469674435,0.214666423006888,0.125094868815813,-0.257170815124137,-0.256562358110037,-0.185775894873076,0.220504506238153,0.314757733356134,-0.0325988802858933,0.0838894653434507,0.328741722293674,0.184266984612429,0.174329116441802,-0.0402283998621733,0.133659302455262,0.243671645156328,0.110369577731393,0.21619743027972,-0.0505042997073005,-0.0973084021122545,-0.0881484013824802,0.114645875708568,-0.122609744123984,-0.0039390554816817,-0.107285729233213,0.0192286095558308,-0.0476616769254751,0.144766470854023,0.0262259967478125,-0.152837404554669,0.0706728214600091,0.0031006843169883
healthy,0.0510743145438167,0.163237771232785,0.138855765094646,-0.0693617550084051,0.168458481690149,-0.0693329225253117,0.182364499792945,-0.012013070010421,-0.0356183115315196,-0.119097031690988,0.0844133067799609,-0.0784347878684745,-0.124864364610977,-0.134043966151651,-0.0717675549202234,-0.088654788056684,-0.0492069732009295,-0.127970626601704,0.061842888564363,0.0800946866638015,0.109380883127223,0.0115360198516143,-0.0456105589976141,0.130238357150422,0.14801159178393,0.0294523018321825,0.0932237808540704,0.154055501492708,0.155387888767372,0.208886919562053,0.0834592462862192,-0.0434818137610457,-0.0769078609806736,-0.0295078561331705,-0.0440187191989814,-0.150167337605495,0.143137946368222,0.0050162148763078,-0.0889732993823486,0.230415784237837
healthy,-0.0141497000849687,0.101713152726293,-0.113087068793678,-0.0550501977435938,0.161785151661978,-0.19178715910628,0.0555552220933441,0.04092477767544,0.094743400470879,-0.112950638223004,0.170685049635051,0.124303280370894,-0.0901313534673213,0.0130762921034939,0.0355891861707977,0.0541458249268019,-0.223865917322151,0.140180792700063,-0.0751646886260944,-0.0099485634612215,0.14776656366781,0.125981607628443,0.228185679170908,0.150185547057342,-0.0865365235491809,0.0020483084661576,-0.0030084097024961,-0.0658751541927063,0.101190091792623,0.109371070029719,-0.0036029232570786,0.239735567550638,0.414703149675329,-0.0774511724952936,-0.0796403050589778,-0.0382833430842322,0.116141957385506,-0.167854693389197,0.0570536459882077,0.0860920836223402
healthy,-0.0149212004530261,-0.073434900835659,-0.203995227917367,-0.19473402152478,-0.0330255628953234,-0.0353218205601787,0.228697070229218,0.140079023605493,-0.0735342666264374,-0.242323084531428,0.203785023726353,0.128942519794939,-0.194340154674487,-0.19602293339063,0.0166301800387551,-0.200435413663173,-0.0650171700145839,0.186214293874716,-0.134922843833038,-0.157804013570179,0.187754096569293,0.129920858466122,-0.164786532798959,0.185306315430954,-0.0532488509488859,-0.17048495245476,-0.203903237403463,0.119349492432776,0.211145848467941,-0.108541201936609,-0.128866765684962,-0.221599521790863,0.215969409002798,-0.170580775515628,-0.129869137660134,-0.0170458735158297,0.0784771128877179,0.2356731931448,0.0008028741971162,-0.0321767431130034
healthy,-0.432564812111744,0.177070521368393,-0.155423525424767,-0.330206648624627,-0.144237070826046,-0.35495608589104,0.35367006469262,0.123934437488009,0.29130619378482,-0.0914483018574473,0.0877052911978619,-0.244069172699184,-0.0426879358711379,-0.298964212814335,-0.0967946750733008,-0.0592078697241467,-0.236818754180711,0.333592956214442,-0.244929828278034,0.401935274679037,0.299394406913887,0.262839583560097,-0.335365379570549,0.402085271871902,0.0159550400954033,-0.275704979582456,-0.334825785910263,0.244583737908594,0.400884540545657,-0.258198907982607,-0.336744510076474,-0.422012286445392,0.313610357942967,-0.268334268623078,-0.108895551335478,-0.214687369960887,0.301415523300369,0.303594646894226,0.214447952732115,-0.345720337205027
moderate,-0.0477812860581368,-0.110505908924282,-0.0051346854358171,-0.0256667500848907,-0.0130893303199135,0.0476054559110065,0.0615004889304283,-0.0752419487833692,-0.0113354802447406,0.105745140763375,0.0733367512397804,-0.0021789584055764,0.0251793222086688,0.14578099755552,0.019472632370162,0.0224550677771819,-0.0425175101345531,0.136014634446562,0.0682532568594569,0.0056399188965585,-0.0257824863842676,0.118035445477975,0.036116402499785,0.0679438848284303,-0.0379481520072308,0.0705390487721506,-0.0796488309519509,-0.0788409025543776,-0.100766254192104,-0.0589275819673574,0.007556244930472,-0.0488117842622041,-0.0179791889685871,0.0708372923128525,-0.0011996512570027,-0.0279926045627532,0.0751506951627067,-0.0964172401732106,-0.0092455497617616,0.0186290928035497
moderate,-0.0085439793918005,0.0204713705936839,0.0034348663957624,-0.0538123892433268,0.0775237339453601,-0.0690468637562528,0.111222682332528,0.0573815439936135,0.0130277750766057,0.149938131057442,0.164142310731604,0.158849469330527,-0.0859806546404002,-0.0626994131961535,-0.116861450199104,-0.153418562321491,-0.100475137225775,0.093020769541494,0.153322102460626,0.156464805298113,0.130267552181783,0.111245373832793,0.186991378423589,0.0884814342413684,-0.0618944105400398,-0.274954251727656,-0.241912475489022,0.22155831167044,0.153375949306814,-0.0026394327816838,-0.0885970601659588,-0.0216794761404385,0.142260667593433,-0.10329419939303,-0.079642045651304,-0.0467934549411235,0.194903185488663,0.0295601418494165,-0.22846328483753,-0.0494398686467482
moderate,-0.033054030554903,-0.0379419654928546,0.232481115603136,0.0796087008624256,0.180179964109483,0.0984075615965977,0.0453361950552988,-0.0610220001145824,-0.0567788003880039,-0.437549840132194,0.219616130284265,-0.132792338836179,0.100070169427206,0.0907499894830293,0.0213373508429715,-0.0448705988207093,0.0752424978752907,0.0441408345097569,-0.174882568653169,-0.0031237875029908,0.0305196680722968,-0.106875799494505,-0.103243488444515,0.113319023982043,-0.0446766003896303,-0.31478598189494,-0.140709951399917,-0.0890543606428752,0.198830230300701,0.0922194244077977,-0.174399636388568,0.0755966482026646,-0.0240145291918614,0.181398439361707,0.218177239793326,-0.0833953851320395,0.401715440573572,-0.0986131173810176,0.154217195354445,0.0181211045132537
severe,-0.128354854976908,-0.136840442498703,0.0717467583108525,0.120250024855745,0.142796132821007,0.122067556207546,0.178387531560033,-0.0475068733150802,0.270836996321811,-0.10085019031101,0.131977548781251,0.118531226935711,-0.186012174009403,-0.0098018518101057,-0.0704085435816012,-0.128061899340037,-0.206182996015924,0.147313481303503,0.142831780511304,-0.0721826531286063,0.194330607181341,0.227582628966694,0.185349523297296,0.198990807739795,-0.163931511207485,-0.0295989065861765,0.126189383004731,0.0974883539789094,-0.0700386960727472,0.0369289601813441,-0.201073181614129,-0.121098143728056,0.220812115629417,-0.0537931486015815,-0.159286009605017,-0.0725065092373956,0.274808784886777,0.0630875053461054,-0.0037243234748453,0.0277239948654499
severe,0.0127021677946044,0.0783236194971342,-0.0302555372489462,-0.0840229153904305,-0.0314808473745873,-0.0030793134047525,0.0033962260759917,-0.161971885089986,-0.0809448850329298,-0.10443876326394,0.177591702335594,-0.112188368665901,0.0406841453130417,0.0929400937916932,0.101657116821647,0.0615195496379489,-0.0001616639537495,0.0573098716042017,-0.0091455608121152,0.0857126886212884,-0.0067385641674002,-0.0419928535100615,0.102167769627935,0.0558690095402279,-0.0453877965388012,0.154296696428641,-0.0605469998209479,-0.142434924584083,0.105037946330615,0.0193522017016181,-0.059434597853481,0.035400556729387,0.145991531566572,0.0093546975141879,-0.0298885857348799,-0.0522790433291872,-0.0002386467888683,-0.0139159304949778,-0.107376941470975,0.0495346052572014
severe,-0.11553288700518,0.401164415648506,-0.497903953034177,-0.490544080232366,-0.461857692288561,-0.547745696287375,0.467300574965249,0.449876504006542,-0.140522222564819,0.0667181027475841,0.496158122741654,0.484964269689597,-0.455764402247991,-0.428721148697149,0.417766919410732,-0.496500442406855,-0.488387466341602,0.41030435070936,-0.443748981999452,0.192691739541381,0.471203019148535,0.449431488441781,0.468601389693011,0.0950279390596683,-0.476851293624344,-0.505058434036868,0.50012903085798,-0.62192636773633,0.266153539693415,0.430911994554432,-0.5257687737815,-0.470244524085974,0.356183611641156,0.539632720222122,-0.440394249280487,-0.40380027707055,-0.0648695765555012,0.524536422986779,-0.562396977957958,0.437073748528042
severe,-0.130342450124153,-0.132936660148934,0.07936118116749,0.0514760135247074,-0.006476299681429,-0.189037169120449,0.0733080106840439,0.0424606497172881,-0.239457196470929,0.0427733220102079,0.141442006946279,-0.282126707152201,-0.31528747159473,-0.0035278515552832,-0.167482924021714,-0.06201775472089,-0.0565681759126078,-0.149492193694247,0.0132639095190563,0.18093191902743,0.198189654691179,-0.208823938630692,-0.0670979880932585,0.15681338963492,-0.204871884678796,-0.192381173495182,-0.0023349500020974,0.25041207786247,0.0210231768847803,0.160880358393877,0.0828137437112504,-0.272642025328874,0.0856575549710528,0.172990661940323,-0.179773029615415,-0.120713464362074,-0.0268183256516532,-0.162433400640887,-0.0386768402889493,-0.240872745462796
