group,CD52,CD3,CD45RA,CD7,CD194,CD45RO,CD5,CD69,CD62L,CD27,CD95,CD58,ITGB7,CD62,TCR,CD267,CD41,CD2,CD226,CD29,CD49b,CD81,CD18,CD28,CD38,CD127,CD193,CD36,CD49d,CD305,CD99,CD82,CD101,CD360,CD224
healthy,-0.167662320939458,0.168568218727331,0.333795698965714,0.193973958208855,-0.283754969678216,-0.42776717980959,0.0234431455564507,0.107271779137416,0.51311233316782,0.197072874820028,-0.496693508335957,-0.291723991737142,-0.0956148864275233,0.328730534187665,0.235166780773651,-0.0544294383737934,0.29278319845011,-0.246473881435708,0.0172453660635514,-0.149997794875344,0.151271458639806,-0.259933612019372,-0.0980312053099427,-0.193940765628323,0.0928713341427398,0.177921263347856,-0.2448788042933,0.210016436400396,-0.213328018132646,0.208393688582081,-0.413563268672239,-0.165344890367368,0.0837251476432428,-0.040177549100683,-0.199692432583916
healthy,-0.188086718149958,-0.400939319478053,-0.471307530013913,-0.450354264941918,0.127290912217279,0.427368784985109,-0.33081070264971,-0.0055447672425677,-0.392359304974869,-0.332466401516198,0.371006873308023,0.241271141142207,-0.188248807869218,0.0943703002815102,-0.512162595057794,-0.0427642833796118,0.098774621883249,0.0106125392618413,0.299264993348853,0.304337449743899,0.0919855561755272,-0.0815547646662104,0.118108357457958,-0.0149789176954491,-0.120586784056718,0.0333184250971575,-0.12910530049043,-0.0081219770914618,0.127012422146205,-0.260074812959324,0.264052013877046,0.103961740273616,-0.10241899748116,-0.0468805010516409,0.346737129857206
healthy,0.225535590283501,0.382414729099913,0.482167631693058,0.552570117888566,-0.222494665706196,-0.412989443265032,0.188616041693287,-0.412270214188428,0.559016951464451,0.500882097120101,-0.404604353309092,-0.410657707589051,0.113606818538025,-0.400299584743982,0.552878215787435,-0.0750978572243658,-0.36140764610184,-0.0031724660100209,-0.424305399530725,-0.427254815924033,-0.407994245997233,0.217317038973491,0.032654843244724,0.184616320460108,0.265515542139378,0.155187841842989,-0.0858956944776651,-0.416764698597406,-0.0900834607335564,0.413504436580468,-0.271072968126639,-0.0777930934872524,0.0912012982346358,0.136070655396554,-0.178291347149904
healthy,0.0644909722828189,0.136287091367595,0.346282191899387,0.313720865682804,-0.271764802323621,-0.297763431247428,0.001250641681558,-0.120580293705216,-0.0974379358888004,0.209490416949028,-0.338626404399401,-0.0968085653322272,0.0028642067556435,-0.116286758176129,0.139535156035606,-0.0240200009222463,-0.193854622506016,-0.131675400046649,-0.26497144448869,-0.240526390693531,-0.133699057658958,0.219047101335579,-0.193507312910718,-0.135490517561504,0.205900262278353,0.0655810213013715,-0.0412999831085062,-0.12006962081854,-0.298301417618608,0.0815300277856671,-0.205050956957136,-0.304020962941221,-0.174976784655124,0.114770088318567,-0.212922542912242
healthy,0.126665667500994,-0.291993493273625,-0.563624108935114,-0.391816028520794,0.344100989766055,0.575624897070327,-0.0901351731461517,-0.0040115620880779,-0.573593819302473,-0.28114398942145,0.620408067752185,0.160515814669281,-0.100332210252253,-0.0450581686740879,-0.349028529061679,0.0190736095342572,-0.0452418399553084,0.18522143266352,0.397502193128461,0.208734107370856,-0.0190722668717272,-0.158316208085535,0.290386293619275,0.321177118784402,-0.324932104050689,0.292135563482807,0.0295324560531219,-0.0701438105805924,0.118184305945299,-0.393161353945276,0.545933134568758,0.360960666685048,0.0962595390979572,-0.0979933707225637,0.552581525762035
healthy,-0.0428160201546405,0.0436439323212125,0.000691287705339,0.144028770516963,0.0435501908104893,-0.0557596118755191,-0.111822443290975,-0.0300368505620381,0.35269327142468,0.276998543612664,-0.107291218902241,-0.0960685876333776,0.0587620489724374,-0.0283219072837099,0.186668494314152,-0.0222373187659312,-0.0037751515522658,-0.138669434518267,-0.160515402010234,-0.119527547680983,0.0218308772594658,-0.0920156843007345,0.0355757916742773,0.0870808014826314,0.345069423057757,0.11452702659968,0.0144314016845964,-0.0071417448554394,-0.195767134859123,0.119831707413872,0.0933933077101041,-0.0964206550858668,0.060065877323357,-0.0205612943266714,-0.151244703084487
healthy,-0.197220567626977,-0.524851501566835,-0.202609119745287,-0.348527556487769,0.32382039204201,0.31975608197187,0.0267269882218908,0.141256271102169,-0.415818243897082,-0.285277728821852,0.271596638302802,0.0295801662273201,0.0377203158343396,0.122375096391672,-0.628417395393204,0.0,0.0899754562750437,-0.0383712737444026,0.221595023010861,0.112016695057557,0.116006575964045,0.0383087398681687,0.104257962932358,0.0608519678221577,0.0153603123592828,-0.0173379600984027,0.0,0.196032898449915,0.0529353999595218,0.0312294916013549,-0.0044579355366699,0.0919570809507052,-0.064138622980049,0.0009163432012443,0.0783339555752057
mild,0.0693700931950977,0.0512544983853203,0.182404363400128,0.0307871930617512,-0.0072150988343699,-0.0304378474112657,-0.0169922225525605,-0.125448407129771,-0.358284239805492,-0.0192008750129648,0.10734420058266,0.0198308519480762,0.048127176949263,-0.118861588435911,0.0353731821168465,-0.0147095174308428,-0.0180099608668368,0.0791852922144309,-0.027188237896484,0.0455989982949051,-0.142843151042599,0.163543865121609,0.0590447286946939,0.0211684909996098,0.177362994991573,-0.0029803175696239,0.0112481989116175,-0.0302498509618086,0.163660921656185,0.143638296586583,-0.0009877982911583,-0.0936546880361182,-0.18829188858936,0.070391670384992,0.121083478225503
mild,0.267613438748525,0.269271734753137,0.428685530492903,0.410871766313029,-0.0582209544223163,-0.346561926406825,0.196723006715135,0.0389718185548382,-0.458235546635018,0.220020715738196,-0.338554441810528,-0.101799519784752,-0.0411049208270559,-0.0118862030119057,0.20156019285961,0.0893745568203396,0.0791172969216449,0.055976747580667,-0.175100133358443,-0.194384323625668,0.0869927075182058,0.0821914822280131,-0.174207571767718,-0.0313377813986815,0.319293432910007,0.0122264798771309,0.118632398488276,0.0315329835688311,-0.497088182935827,0.179015516771277,-0.32885158037135,-0.370681256149844,0.0209868012550989,0.159647788721699,-0.128134540237658
mild,-0.226309296429512,-0.166253538261836,-0.244203693748926,0.0580893466421743,0.101578560090863,0.125363097713459,-0.301768019373116,0.211039080383256,0.148451581074812,0.157558215517139,0.186961001477315,0.0,0.0704631648565254,-0.0964464255303832,-0.245781950775005,0.0,0.0552801403362054,0.139407417968556,0.0088084052884326,0.0,0.0514404870764281,0.0533137637040927,0.0,-0.105927159867026,0.0228939345520287,-0.0063915323709513,0.117379320154729,0.134047707486133,0.285062461268545,-0.0265296746206163,0.0962762921629592,0.110957281153613,0.138615037075516,-0.0506243067933058,0.155892854386421
