group,CD47,CD52,CD3,CD45RA,CD7,CD49f,CD194,CD45RO,CD62L,CLEC15A,CD27,CD95,CD278,CD58,CD54,TCR,CD41,CD2,CD29,CD18,CD28,CD38,CD45,CD71,CD26,CD193,CD305,CD99,CD82,CD224
healthy,0.251924841944686,0.342107917932679,0.0743150352206784,-0.313544872768952,-0.13971764189127,0.286368217640445,0.532106981595041,0.6238971428574,-0.381448560073231,0.0479317195661977,0.0186808305971402,0.677968103753365,0.350870765568149,0.140433551537602,0.274205312672757,0.035566017558899,0.0426965966127718,0.453575804447914,0.240194566051577,0.154841201703951,0.457872349773606,0.0057423096052145,0.290213855538513,0.0936794649121398,0.0761662869195841,0.0963103634605806,-0.17743909547257,0.502007777304275,0.337494014392681,0.471615714705056
healthy,-0.0367881755747562,0.0695694992082201,0.155751524213581,0.248956516159185,0.254903935951366,-0.345047806403494,-0.0030862691221993,-0.284785631277021,0.311636000190855,-0.291713450116234,0.21521722742221,-0.287810008738506,0.248032528890564,-0.114857818418984,-0.337405369631095,0.172327152117584,-0.0959390997209401,-0.230665999183001,-0.165181342858843,-0.108531086831603,-0.0829654616050845,0.337369660343531,0.0340755543499568,0.0685357273598519,-0.561083458703738,-0.0382740043366658,0.002692779321318,-0.283027481755723,-0.122795252757221,-0.264357016287878
healthy,0.024374073524412,0.052939277010464,0.393829544330204,0.791904629399959,0.580883421307098,-0.581612493635398,-0.533116005107786,-0.79639125141098,0.345189469813024,-0.17701447069373,0.404138294476413,-0.751020829959168,0.0469670648423424,-0.522901840162351,-0.317419012137349,0.600501890004586,-0.239900610513282,-0.186078245597819,-0.501625155658905,-0.181675576557564,-0.0998335333527165,0.529482882325475,0.106357847436544,-0.15408012339872,0.132502593492372,-0.0108316835937966,0.585120409766181,-0.625960245069734,-0.430201349594112,-0.438995737000772
healthy,0.12356996635216,0.0089887051799821,0.0040946469714086,-0.0173772480956409,0.112011849303464,0.0391344472929609,-0.175984131041595,0.0706207289859371,0.071326031358887,0.125623313956033,0.0606082972095008,-0.0336642831597246,-0.146363680941651,-0.047578022914294,0.0262970121933487,0.0647074576458742,0.0042393742053201,0.041144372698838,0.021210559571189,0.124595841778161,0.0972720796324387,-0.0845619533410389,-0.0524122215583513,-0.0472902628368338,0.405159848969492,0.0262053743495127,0.0386664803349007,0.049842269143198,0.175728273146634,0.116747402213076
healthy,0.34981843130233,0.348319030896015,0.46655602288658,0.447644413991528,0.397408396534139,-0.223634670101564,-0.0925802675671106,-0.350770161325775,-0.0606169386128728,-0.230134087157794,0.283923652556656,-0.256240186415653,0.260673448097307,-0.0657082994972193,-0.266619709052031,0.405063120765677,0.151394317050174,0.0777211378018792,-0.193611903450993,-0.152094200985714,-0.0162640061723422,0.42465737019801,0.325462852026262,0.0685608357740993,-0.22445989767701,0.0920032169382529,0.288305438969643,-0.322551445387475,-0.291779145415972,-0.272883409704856
healthy,0.0392548580356359,0.0327578087286825,0.0161466763162939,0.31470772131992,0.289790272902445,-0.345370658998473,-0.258861451998479,-0.326121330267606,-0.294254295600096,-0.147768264554197,0.147065449786159,-0.328267664095205,-0.0547450904457169,-0.209991504601839,-0.237438365751878,0.0288905739358195,0.0469017287754684,-0.144413013956237,-0.406314046020204,-0.268019818883925,0.0044220661053363,0.162914132302069,-0.0509292522683387,0.0937963308827779,0.0197499767051817,-0.0390729799090971,0.129625581112374,-0.34581314816929,-0.149299597474065,-0.0458345781181324
healthy,-0.36881475656693,-0.339918874331212,-0.406888548390447,-0.286137488676086,-0.374605385886399,0.286942916018145,0.210012239975619,0.263584642677715,0.192750833473855,0.0392614151282195,-0.122648208820116,0.192112683667211,0.129709890471664,0.0169722265238722,0.207620473885618,-0.482083159655774,0.0604294040512439,-0.0841457224827361,0.109107170510607,0.097469072322809,0.0961546881691402,-0.0306818907112811,-0.23557570613607,0.0,-0.0169583859122243,0.0,-0.0200527096933494,0.317974359688554,0.444206141424534,0.161902670444533
mild,0.170636109079321,0.226633614249423,0.0559098254768184,0.0751584151521993,0.330661023138434,-0.0573453838401386,0.193098354468254,-0.158558016525512,0.294230992786963,-0.579415541626919,0.477823156879382,-0.288134148336045,0.22785004781566,-0.176072864693382,-0.554646887448718,0.11542873977596,-0.0204654389962883,-0.29650148792182,-0.229494934053175,-0.453804711812906,0.264498169347218,0.23048019220745,-0.125125230756684,-0.0007927235496081,0.0126360391674885,-0.0328814042550845,0.0196957395442261,-0.292189433299018,0.127520212684496,0.139934454473678
mild,0.219496398984017,0.200103002770119,0.324613450259707,0.633311950753958,0.466165902986169,-0.252325774823061,-0.297951235794383,-0.605634044857261,0.0234328120490087,-0.240503281960927,0.30753582032606,-0.636668784321156,-0.134403884056363,-0.254898680326315,-0.266307886018926,0.412530131596589,0.0838027042283925,-0.0668797846606031,-0.25836361376232,-0.301242185637978,-0.100093762055617,0.467685738959189,0.152829496656736,-0.0120209949333663,0.0847758069824051,0.101925335110346,0.149560297623103,-0.403653450541122,-0.410785453018117,-0.347640658620886
mild,-0.0817045036469401,-0.460046069674808,-0.193819466762243,-0.127630458581339,-0.0685975661673173,0.232081094179613,-0.0892010568912293,-0.005273496792357,0.0106106690302617,-0.214786311662717,-0.0505470042835781,-0.102504531592663,-0.0781519280538783,0.0,-0.173394582880544,-0.0980040927040967,0.431285874407101,-0.326187332386803,0.0,0.0,-0.0982503057267872,0.0211100780438317,-0.235807294791277,-0.126660099276225,-0.149001353197041,-0.0723703430249606,-0.0743377582738378,-0.222269598624512,-0.304739371710704,-0.144912134918349
