group,CD47,CD52,CD3,CD45RA,CD7,CD49f,CD194,CD4,CD14,CD45RO,CD5,CD62L,CLEC15A,CD27,CD95,CD314,CD58,CD244,CD235ab,CD54,TCR,CD41,CD2,CD28,CD127,CD45,CD71,CD26,CD49d,CD99,CD82,CD101,CD224
healthy,-0.305201255118367,-0.178772762333008,-0.287789628332336,-0.247823442780822,-0.346367016955809,-0.0907473812691869,0.222116653761682,-0.25600000025738,0.0268389473508343,0.177851041057789,-0.219934238727798,-0.415583632042208,0.0113707610804395,-0.386549659902479,0.268331873913712,0.0423882976855901,0.144427621705567,0.0628997078404312,0.0204522447075313,0.0160051093150115,-0.432107209619719,-0.0809093918348356,-0.130857404135,-0.0681037367515371,-0.302790730547956,-0.239070352855988,-0.0325600934094546,-0.115320998861346,-0.0691951741866615,0.010453944497342,-0.039832715718943,-0.256834170163857,0.181168395623691
healthy,-0.100306561826188,0.239917639980219,-0.286566944627465,-0.702534945319278,-0.42690687774309,0.306884997618384,0.304994692895025,-0.0941460598210668,-0.0186356373929023,0.670372980004526,-0.100862770728844,-0.586310679755224,0.066317568405794,-0.208680624871581,0.581305041810229,0.0350288261267538,0.185116170296953,0.0075314452290933,-0.087660633627396,0.238031552202338,-0.408357034411729,-0.117916819023864,0.257922968681643,0.241332188591459,0.109538540072902,0.0576603701961694,0.0855331828342305,0.0518282704609742,0.096385436857334,0.570629674529646,0.339832116640619,-0.26649688597213,0.52236604837858
healthy,-0.0488213476695049,-0.0487170022426864,-0.136629285222027,-0.26391833317786,-0.204825351596085,0.169812593068639,0.385292347067539,-0.0400486805309803,0.0248420129962237,0.329327395259228,0.0026702625404739,0.0794951598219519,0.0631822191129001,-0.134674947450013,0.368308145220469,0.152823241393142,0.307147081772027,0.146032768588928,0.0633718531946754,0.221420812996238,-0.267292986631709,-0.0154023713251956,0.0901528291679014,0.0777755896380513,-0.235315611232498,-0.0114495460432964,0.104153581153035,-0.320905077350224,-0.100200008578058,0.21706858706132,0.178100515107614,0.0589400803440111,0.206308242797256
healthy,-0.0348921107642478,0.192756730949263,0.127810869049576,0.0748984842230724,-0.0093542878496813,0.0987922808552386,0.181686024186828,0.0831924624389396,0.175868576375189,0.118748180968021,0.113227596020596,0.168521424238851,0.0723422697488224,0.0210102371159505,0.181087705065134,0.088284210669328,-0.0174367433907279,-0.0611474995371246,-0.129467754553689,0.204869098748688,0.102835060893185,-0.058315560281447,0.145041540046907,0.1889477889096,0.0710698247427523,0.221768058649226,-0.155088540901833,0.121672156128119,0.161726186535851,0.213204160235118,0.107270386553747,0.0801885182036209,0.059804879201492
healthy,-0.030690342289049,0.123560740886775,-0.225431301356611,-0.422808664421595,-0.301109272946297,0.215956936679371,0.162655950861164,-0.0448821360295149,0.134062603789037,0.384509628990281,-0.035687782259726,-0.792478043087326,0.122070707711789,-0.250953937218282,0.366227635135994,0.0541969925570255,0.178069742103731,0.021327551951737,-0.0616604093934289,0.27793845722085,-0.290724357968192,-0.0400838544335582,0.179961017370272,0.199714750280472,0.379000104214171,-0.0819684365593215,0.0332796475285844,0.347296877550822,0.0621925385521135,0.252426163871975,0.105384636894753,-0.0099951134893159,0.421011943695194
healthy,0.374954014762402,0.372275458871676,0.237806304195234,0.129726764058625,0.16388496442036,0.193561093773757,0.0266738331569994,0.185611357062545,0.0464595520353304,-0.125307646392262,0.194400223592308,-0.733316499790195,-0.205863557706761,0.174003726364095,-0.0906008456131536,0.0435150935704279,-0.0340066340174738,-0.0939029682424417,0.0401736296171462,-0.136634027036117,0.192384888662596,0.174141637347637,0.154240214975225,0.114982607403463,0.311911024282271,0.216909757900682,0.0450187811518899,0.194715684740973,-0.333138358951108,-0.0844394880798001,-0.175989772003736,-0.0372026536859857,-0.0009653057735715
healthy,-0.254462927491591,-0.140088400314011,0.283841591075176,0.278009123228238,0.210748758897517,-0.453616977033712,-0.0956345971893998,0.0085157974247067,0.0,-0.228278822049179,-0.276212282735522,0.573797120295233,-0.135539504141811,0.0904401138712231,-0.0166808952878636,0.0,0.0926198647445598,0.0883763844910636,0.0,-0.104861955957477,0.249385577287777,-0.118384376127983,-0.293357658722311,-0.209707159329129,-0.235065987288262,-0.0686166081879285,0.0,-0.262541368222445,-0.222302425076944,-0.375230600105476,-0.240383378553394,0.406483864564607,-0.0295223168374928
mild,0.141462089668557,0.294050012860321,0.0254816451580498,-0.0345194820810828,0.208646692260026,-0.0592165091759478,0.365196059070692,-0.0347611977052034,0.0512587361169764,0.0178900559590928,0.0476337629274611,-0.107828221773645,-0.582533401027388,0.424114164843902,0.0258081236897071,-0.0083533921110951,0.0510830616910532,-0.473286296562806,-0.0282290836751997,-0.369129466885569,0.0486659712568936,-0.145949117781946,-0.11199934869841,0.448957642441811,0.134835757927712,-0.0299788088531128,0.25465064407011,0.239226393772608,-0.465494690522418,-0.105194863689708,0.118886611261308,0.227235544468722,0.336830084804564
mild,-0.0021392364173479,0.0858259958677149,-0.144595641151104,-0.348714443205744,-0.249362052983838,0.12652399033127,0.217754891419492,-0.0087707863845258,0.0125717526721588,0.350363911952835,0.0317227475613765,-0.298489960000669,-0.0130575271799628,-0.169015954395911,0.359622837665303,0.0144268930276188,0.172120226111548,0.0064222323131986,-0.0720526602594507,0.0803677868358049,-0.308158130303773,0.0864479975087273,0.110001097674232,0.0080177264545397,-0.015865690757035,0.0524536465225042,0.0157481976949878,-0.134521555672786,-0.133460642399952,0.023879994453039,0.209340493654045,0.0612595005344668,0.195974988098397
mild,-0.0776609009494209,-0.0106140224807988,0.262209715639992,0.0635160326523969,0.0714758386946271,-0.224283276971278,0.137900843157196,0.218471045023515,0.0,0.0636849862910743,0.0438186458395287,-0.0758488355923601,-0.123478968296331,-0.0615523794704818,0.0221628190575662,0.0,0.0,-0.0082883751755682,0.204541981998301,0.0244632740262891,0.14626069132699,-0.369134293128184,0.143544974343225,0.220113954614925,0.0530271217147567,0.101120015183036,0.117075010682348,0.238181060422266,-0.0239915110809824,0.144497228662952,0.0105728332907625,-0.0750487762941767,-0.0322825866394137
