group,CD52,CD3,HLA-ABC,CD45RA,CD7,CD49f,CD194,CD4,CD45RO,CD62L,CLEC15A,CD27,CD95,CD11a,CD244,CD54,TCR,CD41,CD2,CD226,CD29,CD81,CD18,CD38,CD45,CD36,CD49d,CD305,CD307e,CD99,CD82,CD224,DR3
moderate,0.106838431145907,0.345778101346653,-0.173444833377671,0.548529910177787,0.455254798085768,-0.33662408438924,-0.270235275501877,0.13795842767973,-0.398530078739477,0.220105567571538,-0.0980609022460845,0.255815605785576,-0.34741991220301,-0.142504782663693,-0.0427547641449416,-0.163913884095029,0.305079925048415,-0.0768692241687977,-0.0702369109806103,-0.158917606569729,-0.107789579895409,0.167453718827001,-0.0679566301145453,0.268406023371713,0.175561342891281,-0.203318765835951,-0.119020307325114,0.304021486029772,0.0752145354856066,-0.353917534386362,-0.276102835273073,-0.170949440892954,0.139210989203296
moderate,0.0999703791936408,0.340719624331721,-0.0557956805234173,0.650037979273735,0.581807267139011,-0.153628636014193,-0.183157079890395,0.164268564374388,-0.568040776878434,0.143575908576825,-0.361862449455948,0.487745652461257,-0.588337401083918,-0.286739611522521,-0.138287110014673,-0.229131419097522,0.419933152512772,0.0801730883282962,-0.100244823899628,-0.209410603991001,-0.13357991256751,0.196167892409555,-0.334568663685852,0.30633698159464,0.108841756502393,0.0295680299894629,-0.244160536750358,0.294890903412372,0.0718886229754591,-0.407743242555706,-0.303817724994466,-0.374433812692019,0.0583679818034104
moderate,0.147507355818883,0.0434974300847199,-0.0560498082392546,-0.105953380400561,0.293855831790071,0.102536919776412,0.0473087943493555,-0.0273795400415438,-0.0039632615262443,-0.128141896335781,-0.320376410494641,0.412184024843449,0.0539463762369499,-0.241551386582736,-0.126540158660646,-0.162291011783691,-0.0516165026264896,-0.059203606177102,-0.11552301994626,-0.177354909436691,0.0176210659804272,-0.002808732417017,-0.139465787476824,-0.105507238509557,0.0702373465082772,-0.0330399939076207,-0.145835056612441,-0.146314693971664,-0.0112740192011903,-0.216408522551921,0.0044852591579257,0.0851867883521955,0.0197256473116375
moderate,0.3888322470252,0.452423499740823,0.0155168416364494,0.175114127989471,0.0555316380635193,-0.103325049391869,-0.049492343575125,0.4799369779262,0.0358492098605034,-0.494180419906375,0.07801993636597,0.155199711316877,-0.0586946922934435,0.168182767181273,0.0562652667179061,-0.0722415685338435,0.318988326322679,0.0676982765047942,0.144712108697195,-0.0134824665737438,-0.0198042990394245,0.235818172668262,-0.119878909108495,0.0320169877352811,0.320487503913533,-0.0669179088214662,-0.057836797029682,0.046110064049363,0.0741787617691906,-0.134046894704898,-0.119019063017637,-0.035445757812704,0.117792056595039
moderate,0.499154882171894,0.418619503067335,0.133186300012972,0.357711357575667,0.272669889628352,0.136827455165867,0.193148206769795,0.331972235257944,0.0674445016741468,-0.31731912919237,0.186992825362403,0.359878773622376,0.160390037348759,0.37999678191314,0.202106803593679,0.258650064135476,0.431675228190117,0.163637916833706,0.430042034341008,0.0615288956951369,0.106496012331695,0.46877387227927,0.202796911002809,0.18224533112925,0.457873827321547,0.116979662052708,0.152428523251692,0.202151729023634,0.19495146647912,0.221455496698462,0.0533456613279534,0.173303112868098,0.110890901967414
moderate,0.250218475737505,0.314961787851668,0.0598156544520622,0.312010360903046,0.110413132680583,-0.0671654955663014,-0.13003886453629,0.253348318716371,-0.202694135548046,-0.473406733703145,0.0959836013090448,0.0268518988306367,-0.229806432546609,0.0315219322656001,0.15736599534039,0.0924384714957089,0.235757942486035,0.22328074537251,0.180836565920633,0.0759281130065424,-0.046144233764679,0.257863180761453,-0.0254395044284705,0.18866065307151,0.155587000804638,0.116879819312823,0.0525436650903475,0.100937809970328,0.0678211417106357,-0.200353475111273,0.0372508398667364,0.0353834890154151,0.176918358757467
moderate,0.384081724651016,0.52789465130944,0.226607643493036,0.503464067860821,0.562183947929901,-0.218996728811763,-0.251873262996272,0.353385760088647,-0.386820643253472,-0.444503760424239,-0.031178648632017,0.391208476663364,-0.439017278831913,-0.0351363205112896,0.0904917907370272,-0.091159032889843,0.504344782233641,0.1291448376791,0.129128967468898,-0.243655565110175,-0.198795061444835,0.185803091612273,-0.239568806062001,0.437289240455472,0.413095186433484,0.144459595237653,-0.427504872208018,0.413206972706231,0.132904515406371,-0.389212094679573,-0.553879641736162,-0.226420607233566,0.0872025101125097
moderate,-0.0580821703698181,0.269887138644678,-0.135054777283138,0.461057937913638,0.236776777004682,-0.21247326856532,-0.256146646869573,0.12430674531688,-0.403364087286654,0.167431718467511,-0.0441160236254796,-0.0500771945066215,-0.308058789223963,-0.014345969029625,0.0231716372354207,-0.109781032834078,0.289490186932438,0.0294653068642178,-0.035676331460493,-0.0240031339451482,-0.261811067324886,0.235321660565652,-0.0200515723954654,0.200223175922621,0.05151085506633,-0.0359019008180554,-0.192448091976426,0.209493386556225,0.0677154989302987,-0.169357701063811,-0.137302302517144,-0.107223800728939,0.132768984566896
moderate,0.26846203313024,0.223063421198011,0.182706555454426,0.231348249682785,0.167866527212413,-0.0060426066619336,0.0472613580105388,0.198436803122644,0.0211314055388862,-0.421133829874071,-0.0681013945807953,0.241336267418607,-0.0775947957916413,0.075637684067315,0.0636820714369433,-0.0634539300135149,0.210236716744734,-0.0101602887999609,0.14862002794173,-0.139452741943936,-0.0918091461572938,0.0942057516903921,0.0354023702125561,0.256101826106008,0.276079069989826,-0.0129319970004801,-0.218916597861529,0.288184758634359,0.0795589330402699,-0.200570989256773,-0.250566966729473,-0.0577290330062931,0.0888342041448988
moderate,-0.0261352646448462,0.0820511882937927,0.027964038483799,0.272814668993788,0.182847789343146,0.0493482791242309,-0.0524134186232271,-0.0665442818353024,-0.433917079640736,0.0732569462275317,-0.229765545026905,0.334387313114613,-0.253145351571642,-0.29073576979079,0.0421393103233023,-0.186770321779067,0.117333140744626,0.0775897401088539,-0.135043854787676,-0.103734715202821,0.0363157372710629,-0.0022292898335845,-0.200747820688059,0.0642166347371345,-0.0825294341008526,-0.001195254957749,-0.390509938783309,-0.0468279700855624,-0.0999284326474362,-0.222791218018109,-0.208934378739171,-0.131546256980636,-0.0290207782635646
moderate,0.17296027893771,0.310436838621845,-0.140959881181361,0.299851438887427,0.305086905535275,-0.283722100568708,-0.0597364694409966,0.306533185492392,-0.120029969303298,-0.0663401901153375,-0.145170503851588,0.514139907164475,-0.150038085292562,-0.0936711713653794,-0.0829885246246537,-0.216574661702937,0.34097483354943,-0.193036747291229,-0.0112781399877991,-0.303997486493737,-0.21460359520298,0.141577619103531,-0.171977053156766,0.211199690824392,0.183446465318943,-0.0731870386880414,-0.147376396859069,0.0429605412988008,0.0942239206589657,-0.187068946368142,-0.111031238099068,-0.0579129573828305,0.1228150068226
moderate,-0.257586598911781,0.0650705835097745,-0.236808264961036,0.405177707637676,0.200020899391687,-0.124765540993866,-0.355742501697313,-0.101361407662603,-0.347966875918059,0.468029676101521,-0.0947952872126324,0.0140172938887947,-0.553301918703138,-0.277195905675096,0.075647120641097,-0.198899840150543,0.186824075271239,0.0357082771110963,-0.241456528793754,-0.098051316808938,-0.216496015103843,-0.0370850023079278,-0.199906497538832,0.158355030147613,-0.180874843581095,0.0042974591086996,0.0511529734490305,0.0800014536935943,-0.0286963133742377,-0.454196225282547,-0.117595958648025,-0.333117066019004,-0.0603642272532269
moderate,0.342380430091731,0.489891778174281,0.222689813250023,0.499587696917302,0.63203120009421,-0.315563482999539,-0.157694967268974,0.270815474985962,-0.405490598835387,-0.150219117473155,0.0118883955279993,0.416280339957387,-0.455720299859441,0.0121470685821937,0.109280464369898,-0.207826510328096,0.526381722999398,0.029388395979657,0.067484323051744,-0.389486853568427,-0.319523743788445,0.351683434960128,-0.192106233931057,0.500219879293065,0.373770483496987,0.0129830390113472,-0.40455523284781,0.407226062705766,0.0480556017500089,-0.360331002536554,-0.445868102828105,-0.326837226303536,0.107234530077803
moderate,-0.119270589922022,0.0372663948405129,0.0825290136190874,0.353639215176444,0.232846622586593,-0.131185067041267,0.050722200240658,-0.214319313898672,-0.464148091558951,0.512215381536004,-0.309055262306637,0.235379769893858,-0.374205830475748,-0.232244551189742,0.0346189675384519,-0.385231068700788,0.194916306005747,0.0875923824478476,-0.405452528530862,-0.0895944411676126,-0.113864690686021,-0.0351582771966505,-0.260508443837934,0.190379188280036,-0.0909625712953941,0.0735695183956555,-0.162487668095303,0.0374254532813624,0.0255012779030854,-0.342971788031171,-0.162471603581321,-0.280190899641739,-0.151689502545266
moderate,0.166693559708449,0.55990934061371,0.0,0.295182386224413,0.261037414597206,-0.530037779966857,-0.11731092740122,0.359183482026084,-0.254176678131777,0.0288966050556939,-0.177951539628762,0.491913585204448,-0.215604600441758,-0.147402281051461,-0.280053822782108,-0.292005273472549,0.584028669818307,-0.322766101514043,-0.0568339193690446,-0.454451908713712,0.0,0.0799234118499597,-0.0854400609903854,0.198318439390496,0.25335968211655,-0.33617802876172,-0.0815156139545502,0.120633718483523,0.0,-0.34053318299524,-0.155421599303997,-0.0493326388686611,0.0
severe,-0.123010565005586,0.330089075153161,-0.113928624007042,0.697785767011949,0.283914910596055,-0.180489908436286,-0.19925498164393,0.136785084969819,-0.64931024395211,0.0391936971001365,0.061799378756811,0.21090405294773,-0.606796963720689,-0.278192972994134,0.0354858302304255,-0.180099265606891,0.340464691572498,0.155073396452461,-0.0943177609911071,0.0182964228425056,-0.165566473970091,0.180921563930211,-0.142244628784729,0.174262040850666,0.0109705558315764,0.120375523046543,-0.27763283066648,0.305847125567122,-0.0147005486746992,-0.414385270492759,-0.32414366325949,-0.337450586492856,0.052638363591318
severe,0.137495963369758,0.402691127043316,-0.007142459064736,0.392871663606106,0.493038799049858,-0.0467107152695458,-0.0063854695053446,0.0260654306719739,-0.433659783668196,0.0053664530631995,-0.233949729793076,0.369134026711418,-0.417861292647045,-0.335684034168743,-0.0224360517000449,-0.20484943218491,0.415841270712115,0.121601069599103,-0.181262841284912,-0.247074779810349,-0.179734452951668,0.123968784627223,-0.279735926664786,0.164477100716164,0.0413701060942995,0.0089769838763569,-0.335185692897869,0.18494902974871,0.0341909244543428,-0.344238856202937,-0.227092964107462,-0.171898244487799,0.06334681914264
severe,0.004670873276052,0.319011761213783,-0.0104353001633001,0.558685320853374,0.430872099454192,-0.426566520428311,-0.343897057375452,0.119327566573735,-0.491241293145094,-0.102523301875178,-0.0283555444130864,0.213255002819947,-0.394347071855149,-0.131467225630913,0.129731138190277,-0.209144482198577,0.354346396537064,-0.108194308297665,-0.0051840414231491,-0.17787795641177,-0.0682821300788697,0.194423375799277,-0.0594249718848841,0.241144840545355,0.294173427037267,-0.0379471272909349,-0.204283790113324,0.312565988035139,0.106981740676694,-0.235978150970353,-0.426016941531039,-0.356396330501102,0.0654223879526709
severe,0.0909308110094615,-0.0275148948205481,0.171029539395084,-0.258436612533187,-0.135040143370209,-0.009335751432991,0.227917992972335,-0.0443206999345215,0.264207293909784,0.0257253472630543,-0.0611472777284747,0.0035208697064155,0.26965701300747,0.128597743051444,0.0236915559859072,0.0457780987746454,-0.125314704942636,-0.0380500011094738,0.125844955233889,-0.0793971479940934,-0.0461053177877951,0.027194223000052,0.0777104961346635,-0.0279484243574598,0.0728281717762659,0.0117669309956618,-0.1556926225406,0.008458319821705,-0.0051359097622825,0.186172646573206,0.1179622052126,0.0839841076807109,-0.0781639802746413
severe,0.344251216953883,0.440633252056279,0.123012741539865,0.339391285314995,0.369260114168826,-0.0216814252489912,-0.239618026177385,0.341366801101002,-0.334600774269708,-0.230807424341289,-0.0789658668073682,0.274718776058649,-0.322372191235987,0.0320696324119358,-0.10397638810925,-0.0277333052169641,0.436655427820509,0.0258752586044278,0.222555945781209,-0.0916562007895072,-0.0074525334396531,0.335111307274113,-0.180274579250053,0.101927481380465,0.301584270082224,0.032302872753031,-0.197952355717455,0.255240585361548,0.0610167403839575,-0.106028071642133,-0.154425164583758,-0.0320626159379517,0.111046432035972
severe,-0.0170925568100396,-0.0006019748417786,0.109319091308041,0.0027015118454273,0.0500752035655345,-0.0759073887424075,0.157853044225911,-0.013174552822084,-0.0502507893878039,-0.19732553631202,-0.0073218326213965,-0.0323155155548301,-0.0207565147778452,-0.126649364926312,-0.137286278440157,0.053064548485443,0.100379543597562,-0.109149405608305,0.0410058923945235,-0.0333789864291775,-0.101779505067605,0.0473265786470887,-0.108049748107184,0.151425087221991,0.0078954327094952,-0.0351693055281287,-0.122018797600174,-0.11433129938585,0.0850262377731059,0.0751056250034673,-0.0734895413898056,-0.0279334050056447,0.0962133255264791
severe,0.219034254949841,0.51397935161083,0.0672513090610086,0.602895463021341,0.491233399227505,-0.193555923557639,-0.160555543819836,0.363689952351043,-0.26041375996125,0.010910405346894,0.0411411786660982,0.388801473864212,-0.334599578143497,0.0672978583339076,0.0315597140590402,-0.150241354301847,0.593102342162043,0.0493612113470935,0.238711093752246,-0.0313808737427641,-0.0290148807712965,0.442417602346953,-0.107070481418968,0.219102783731632,0.318084370316837,-0.0424435562494149,-0.0365234798633008,0.290585821987431,-0.0088006727614388,-0.227976531496056,-0.106243731122303,-0.192934118587125,0.0521618000419376
severe,0.32753490126905,0.509991549276851,0.0074036811975878,0.618067721640954,0.485524102694216,-0.263814510440329,-0.532344664731649,0.24644553635359,-0.444708865653386,-0.0467120972280885,-0.229886310047745,0.514971586260526,-0.537974971802572,-0.0349517955629865,0.0522879998875689,-0.236826817344,0.584075974300821,-0.0064273582701802,0.0539291456533173,-0.318849671465964,-0.317978720248025,0.429477531054322,-0.256973288412877,0.411069593865307,0.285921705618425,-0.0097551673897616,-0.240989946456286,0.286936931283515,0.167914252406679,-0.3998878565458,-0.603406185951744,-0.493709429810127,0.131252532371372
severe,0.355984555984556,0.219047619047619,0.577105630290585,-0.294248249410586,0.000773196518291,-0.0715974987837158,0.369252041681641,0.176319176319176,0.431167875830254,-0.311605234915711,0.27317003355521,0.251038904165483,0.401051021280612,0.342173028848881,0.166970269449955,0.513438620632757,0.19278366522723,-0.596227524945217,0.241956241956242,-0.236268271478406,0.184746513177581,0.0806871712015752,0.0391800183611995,-0.113296817438605,0.330137075141441,-0.542673071967663,0.395211219631699,-0.114672978392564,0.457728307314208,0.424178115452153,0.190356455252826,0.267831357071331,0.473320359583451
severe,-0.1071276032773,0.151599022452128,0.0,0.229429939141343,0.146100349858315,-0.136548361022423,0.161024066220495,-0.0963379008336092,-0.270637145430629,0.369079519803908,-0.292628727602723,0.0568603782222382,-0.074127038161577,-0.223418717466111,0.011559437298771,-0.430382331425442,0.216585075468594,0.171151714798517,-0.509401651346163,0.0120151319614561,-0.0564364787845072,-0.137193238273484,0.0,-0.136810223014236,-0.293795779377606,0.179255800160808,-0.195930405059427,-0.0535623545047344,0.0,-0.261948416276422,-0.0833080665951579,-0.0845144371539398,0.0
