group,CD3,CD45RA,CD7,CD49f,CD194,CD4,CD44,CD45RO,CD62L,CLEC15A,CD27,CD95,CD278,CD11a,CD235ab,ITGB7,CD54,CD62,TCR,CD2,CD38,CD127,CD45,CD71,CD26,CD49d,CD305,CD99,CD150,CD82,CD224
healthy,0.0671543176631522,0.486419058068051,0.352755108644837,-0.119023867902835,-0.406757911008474,-0.154625639860105,-0.182120675847397,-0.633614226202806,0.363173189773697,-0.0942803092311128,0.224925696131072,-0.611667807012677,-0.306231508958526,-0.305608029196664,0.175439285949419,0.0427319812984376,-0.240191989284334,0.0757947110579377,0.14337944337322,-0.419060233949089,0.178389561879811,0.0177355398485173,-0.151123898908234,0.0336020698675223,-0.158976087696114,-0.195544257120459,0.192213796939625,-0.561940382310009,-0.138638129984946,-0.39266059041339,-0.436355066321729
healthy,0.0834678642068715,0.438122901627542,0.260796811914466,-0.280862117415878,-0.307159110746748,-0.120228177008254,-0.231665419100996,-0.590712459390558,0.600163697984653,-0.11914433682006,0.121907070816318,-0.632906284634074,-0.187903378019995,-0.148657307018389,-0.0905839754671765,-0.0132962692720703,-0.319229961716806,0.0277078166268563,0.260443947740622,-0.422515148691537,0.158175298530127,-0.241582968614273,-0.198224489109346,-0.101512314230694,-0.210593669685488,-0.177674390276753,0.159911406684413,-0.495843568647173,-0.239936480462582,-0.385639492982021,-0.47200308181189
healthy,0.117895851705138,0.65616720834789,0.236219573221302,-0.263346664416989,-0.383356710118471,-0.101433630198332,-0.324427924499614,-0.744937388682864,0.457707664288986,-0.146290543906863,0.114209720112155,-0.689047844546744,-0.124280204299348,-0.432971680704652,0.0535118696506946,0.177918677844712,-0.181142280136249,0.19212408770004,0.261204882422335,-0.346474176859356,0.421023794843871,-0.233339102684699,-0.162620031363419,-0.0805585994368002,-0.156144748864911,-0.305881212329975,0.333035991529716,-0.615012449355993,-0.310075564246031,-0.3631517105738,-0.395772606886929
healthy,-0.41045964420994,-0.462772389314207,-0.355795370241685,0.0313825978058255,0.260997877663673,-0.459979372066559,-0.0994949675657587,0.0723491120211679,0.269820039146789,-0.0194917836302643,-0.382678213266148,0.251993907685877,0.0486267266959829,-0.151120206230583,-0.133014688496143,-0.193377320839903,0.0821844675985354,0.0285100454322559,-0.391899771927553,-0.159542287608573,-0.197388551440929,-0.286313585725398,-0.404425592615654,-0.0978758693654339,-0.251527519847865,0.207070612241149,-0.20666261970641,0.0902302594028106,-0.018810534305655,0.282020789358324,0.0671020664286598
healthy,0.433218966595866,0.719713096604191,0.570376539299593,-0.282624574562955,-0.346127511419912,0.143175750698818,-0.0955607816020431,-0.674625836008227,0.566640129952441,-0.202376089971912,0.321855232394507,-0.714031075889168,0.102526580807003,-0.172256345010661,-0.0126360240908199,0.160641080351128,-0.323204970656528,0.0883886088747115,0.499626506438055,-0.165189827781724,0.469055784702808,-0.217694968733886,0.135902213630589,-0.0758804267275524,-0.188418430543494,-0.243459422545157,0.520293751300494,-0.557091476523663,-0.347527939083966,-0.299670352119858,-0.527746441029626
healthy,0.354043526279801,0.624240130895731,0.403410067872082,-0.11889657535695,-0.345588786270974,0.115685328720485,-0.340128631633821,-0.648070261160514,-0.0570053605198666,-0.337087194586375,0.292677418113785,-0.623842411938726,-0.437973926517083,-0.185578967145751,-0.0547182200691,0.044180589755561,-0.18709534166913,0.200807525072071,0.46175334044658,-0.0564122977156752,0.364653004722041,-0.184528942386529,0.0764621779054155,-0.0147742310735441,0.150977506884649,-0.357940505498849,0.420046305263069,-0.410501738460731,-0.202351010627652,-0.544604120501574,-0.371106446495744
healthy,0.152993850266437,0.237183801277001,0.265293606983235,-0.0805718009846038,-0.310840949749594,0.0884064805289033,0.0,-0.103798506018673,-0.146973870823063,-0.218956754366089,0.182505187186736,-0.152891456239634,-0.144587959301791,-0.0321472379418857,0.0,0.0150214831918272,-0.185705892466195,-0.0807242014133349,0.24529993482608,-0.0188055725647695,-0.0398755212637852,0.249285927986103,0.168990032502435,0.0,0.203481523374263,0.0728285965091042,-0.0038834819431362,-0.129213982076397,0.0,-0.21082494354558,-0.0988386222731801
mild,0.316414095390072,0.442493889852545,0.198607282198176,-0.0133374793213245,-0.204472606890137,0.111655272535462,-0.250387227498231,-0.426705082686747,0.515707892482592,-0.0714652250774355,0.352887797395362,-0.480742037585368,0.0375994924904271,-0.12565797794672,0.0555753811008966,0.0716614011848543,-0.169258371179996,0.146023002738692,0.409859336335937,-0.119932326326153,0.159849321845973,-0.406524071556401,0.110506221716403,-0.216110413322392,-0.26641382128653,-0.286557783260371,0.321028140721445,-0.398052200371256,-0.281206220961086,-0.390656030721833,-0.365242741570428
mild,-0.0628332596020761,0.127428313132777,-0.0485725782712548,-0.160566083441364,-0.204747639512571,-0.155507787169589,0.0900343536614925,-0.17568291161531,0.61781236813464,-0.163484562229326,0.114992037032436,-0.13876390114656,0.100197345950111,-0.186698029159985,-0.118366453808159,0.274064088517759,-0.135596625596344,-0.119536256170883,0.157622017293267,-0.298717597222217,0.0834055303363292,-0.188973535986772,-0.219729885966031,-0.179719506519295,-0.235743712249794,0.161382571164252,0.165409732302362,-0.116204015414472,-0.128371254434926,-0.14966359048039,-0.206320033156507
mild,-0.223800759612461,-0.185127417923517,0.211233643498752,-0.0039768014142674,0.083196186490293,0.177322526367848,0.0,0.332173733036696,0.134474028268414,0.138855647064347,0.504865887116952,0.196200089335652,0.0545683606796742,0.0905218229698257,-0.209625844758418,0.0865651240523158,-0.0323326491051712,-0.252986242998729,-0.142297480240836,0.152068751800122,-0.032086120514044,0.285871794772726,0.278176100622606,-0.115705712311794,0.127428375968431,0.0163177497034861,-0.0228382405491968,0.263316771726732,0.0,0.170148380331237,0.0845651531585997
moderate,0.03893659448842,0.10366213043758,0.168172488917192,-0.05537589550178,0.1305187987722,-0.124824231531413,-0.0650008030358547,-0.186394171656022,0.0410335208970771,-0.273455984757804,0.232952490399656,-0.0521655100029624,0.0980175305831327,-0.262927805304238,0.0664014220888461,-0.0219458843148396,-0.18938024617615,0.19257033156563,0.0980804609570266,-0.329160183235392,0.11323523315997,-0.246663124694965,-0.0753087365694374,0.110702636522805,-0.173341410665065,-0.351973522382219,-0.0301516380748508,-0.156450167634523,-0.200997634451778,-0.0401594353780694,-0.187383235717778
moderate,0.241974372505176,0.595125098615002,0.321885069683852,-0.183883315866304,-0.227494499025571,-0.0752206064069258,-0.184677962226658,-0.569528242165912,0.57090496695367,-0.128055881712251,0.27247475043074,-0.483768530069842,-0.140637787580435,-0.255650706151842,0.0525549139855998,-0.0078428892258946,-0.190453698946874,0.0629338546057377,0.306147001380475,-0.297225716224918,0.267714055774525,-0.308257235197167,0.049516957876131,-0.0136665320463015,-0.292833926879157,-0.164832518307335,0.163179643375512,-0.470835382402076,-0.199365148431573,-0.289964675264819,-0.25280192295914
moderate,0.082653119632901,0.520285156695802,0.377127551661515,-0.135174616349864,-0.328072777295526,-0.105306005110863,-0.253252117340338,-0.653721680952293,0.561126497518159,-0.420558637681024,0.361966489929832,-0.640323825601356,-0.154274926807587,-0.415909445155088,0.0390502029665957,0.177246975006698,-0.274734973071204,0.0441511643008765,0.199408763162576,-0.387720625963465,0.222027182909713,-0.13578038024628,-0.195323540899351,-0.029556213081488,-0.0306667472414162,-0.142131701860577,0.164652195379114,-0.423985366921442,-0.31800398800106,-0.276048979105956,-0.455796144995483
moderate,0.0717472696872097,0.313206178592945,0.410132038048714,0.081709223889508,-0.217890952610718,-0.113883778885534,-0.166686637155089,-0.349533131195251,-0.0523769734739492,-0.248449052315567,0.256157992216002,-0.376053550696925,-0.295128223371027,-0.237334075155934,0.0015313741645906,0.0737205693645203,-0.0907741006546951,0.0120453994590455,-0.0419666607117483,-0.15788333805191,-0.009943218797732,0.126331307722046,-0.0219139942916688,-0.0288064068189674,0.419227379480557,-0.12467643613744,0.0592958820638077,-0.287460788197847,-0.0541333382885483,-0.039359378274677,-0.0972193742734056
moderate,-0.0553688018524686,0.158064410330159,0.0765346823068938,-0.203351917477037,-0.278687249573081,0.0209479519674892,-0.27400792029926,-0.279979180576361,0.0934245503038737,-0.0975535297800703,0.0669594955108884,-0.441720192911953,-0.137993517337782,-0.176927486219989,-0.0322213124901016,0.0045278636423733,-0.216783566579973,-0.100889630088056,0.0721638647005597,-0.337125270856442,-0.133253523298321,-0.205305555012798,-0.265103653412556,-0.0614589641142857,-0.201241559440065,-0.178983416109477,-0.072294377136955,-0.41476952784254,-0.191227514203617,-0.259189907823881,-0.159766443930465
moderate,0.0546808244193,0.421219969339484,0.228741503940663,-0.149564100117584,-0.150367684899764,-0.105432483095488,-0.0681696928405292,-0.342332053974031,0.502242213801529,-0.0351934971084559,0.0638940223571338,-0.389412758656342,-0.241280735850908,-0.233824012832865,0.130832197111992,0.0982252507544796,-0.0825328269216658,0.109576324047687,0.0790189934951812,-0.252843210608229,0.104382605655709,-0.051194646551192,-0.172924210771696,0.107323459987531,-0.0325269419014876,-0.0311698419684136,0.163810392727466,-0.227025937886135,-0.0631773978422557,-0.1091125272465,-0.133673637929317
moderate,-0.281739659167917,-0.155201724974779,-0.0072000905519636,-0.0760410225472897,0.0064607352072813,-0.293486417309542,-0.050765849994141,-0.0251535118510084,0.563190173929052,-0.0697601500171201,-0.0067411351397819,-0.0356036518631604,-0.0252235545809135,-0.106854226954751,-0.134913366283632,-0.107250564941264,-0.103338924341705,-0.15445017224085,-0.203996694291693,-0.297798862674247,-0.174477842031934,-0.307154091839447,-0.252677518667912,-0.187728571650341,-0.177819527904005,-0.199921650105914,0.0401887244815705,0.0124651617004109,-0.15516062191629,-0.128338216829872,-0.120390844210646
