group,CD47,CD52,CD3,CD45RA,CD7,CD49f,CD194,CD4,CD45RO,CD62L,CD197,CLEC15A,CD27,CD95,CD57,CD278,CD58,CD11a,CD54,CD62,TCR,CD267,CD41,CD226,CD29,CD81,CD18,CD28,CD38,CD127,CD45,CD26,CD36,CD49d,CD305,CD99,GARP,CD82,CD101,CD360,CD224
healthy,-0.0918337217990941,0.150522388029615,0.0146050757955425,-0.359852898431625,-0.0949067560815002,0.155485483653134,0.429277507692815,0.0390539389025898,0.465819990811379,0.0274561069694415,-0.101482662615652,0.109616385684706,-0.151832514282176,0.433077819369039,0.0724447235708875,0.338590743241851,0.034004598013881,0.207340458094467,0.151162812981091,-0.0428932367975889,-0.141199593661528,-0.0664050748217516,0.0987979280033135,0.0203823293551578,0.0945623800837747,0.048833904161822,0.0816994827489741,0.182339700838132,0.0494265758683181,-0.348735706372973,0.155324629506157,-0.250786642258658,-0.010854508123089,-0.158027276626357,-0.0665485003257961,0.373293074441979,0.0297007072748527,0.230114141530137,-0.138673509501832,-0.058196009796791,0.277828142495127
healthy,-0.0079102388052969,0.0658040584709692,-0.0511417562326348,-0.196166073509946,-0.0590599659189006,0.097853933809064,0.0408783587894073,-0.103334762215709,0.13341124660142,-0.254342427284005,-0.0747485056139536,0.161434967212509,0.152813631743308,0.0935781133925434,-0.0181007598622661,0.0092526945331976,-0.0323085854170431,0.0027915888603321,-0.044478291562316,0.0047817991667506,-0.0621598618181374,-0.0856479438840849,0.0484394159274804,0.0678993927744469,0.0338851788101898,-0.110709043899692,0.0914711104635002,-0.0279899677206181,-0.158857615476082,-0.115113102126921,-0.0168610849177293,-0.17958723850348,0.0074448408730455,-0.132226933984399,-0.197902815079091,0.0809945686434096,-0.0618663154153865,-0.0145612206200333,-0.223017501571331,0.0128753134436089,0.0750849845161903
healthy,-0.125751121976125,-0.0781808311865591,-0.308929868038713,-0.568176455092187,-0.424184585906272,0.176270205635819,0.484059132160397,-0.109212700628994,0.644493561280593,-0.126538541795342,-0.298494763850596,0.157298774952934,-0.328269343205054,0.702638110018668,0.0531601297119492,0.0645115984135363,0.480591172892392,0.243582106039594,0.320030879657016,-0.105713828249439,-0.440128904639489,0.0175452032673697,-0.142359872510953,0.187155531641044,0.238440003527887,-0.0842621369345851,0.233371794041074,0.127734682375284,-0.367259476682959,-0.115136331148294,-0.0569465372657291,-0.20438970223084,-0.0832392656827915,0.169523333489906,-0.362992267597987,0.514221172589894,-0.0050811296856603,0.393495603410468,0.0702263860201174,-0.0917304006755306,0.364641884284717
healthy,-0.21226943351656,-0.129866804080071,-0.353047590974998,-0.533903253237478,-0.484845216686993,0.0916130129862931,0.27699075430243,-0.21742998842243,0.258777314650273,-0.190453314974336,-0.164901644894598,-0.0587120337229122,-0.42990549329407,0.382330145827862,-0.0280442949611932,0.0357177155628847,0.043209510826958,0.089741817081994,0.143221544408442,0.0579208356064294,-0.415281034421588,-0.0574892446362089,-0.0708604131420928,0.117232355520311,0.125498342437528,-0.233534257843662,0.139063860458811,-0.0385953246598391,-0.195696242425107,-0.138033412176556,-0.190952936937043,-0.305252740991347,-0.010639185228534,0.0748552127969696,-0.256319403318987,0.202339206998423,-0.0345294711589331,0.179573901332749,0.0872226652823026,-0.119517086647729,0.145699709251284
healthy,-0.255302737790338,-0.0901675858180592,-0.121519687529265,-0.064490742856838,-0.126532405221278,-0.134360220371616,0.143654579260921,-0.128511006943763,0.0091057103711203,0.0632086718887756,-0.101466428378921,0.0796448133907769,-0.0461533103299472,0.176453574731469,-0.0051649692537329,0.102367398210844,0.10916847174851,0.161051409030165,0.0425765365652722,-0.0771472128294281,-0.076659790086564,-0.0349705875032927,-0.121784273568961,-0.017666131583815,-0.0439500750073162,-0.193488855087997,0.0431955013654332,-0.0427178619006646,-0.0362517333557894,-0.217458936189066,-0.100289694552172,-0.27998703958541,-0.0624108864821041,-0.0409031446620693,-0.145590088344064,0.0981980566647691,0.0356416615982102,-0.0026384160991577,-0.114230250613638,-0.0670375824934599,0.0854448140363484
healthy,-0.248051491775735,-0.17181407402643,-0.244554681543225,-0.307571658092135,-0.315634780453244,-0.0346482135008612,0.24977984106047,-0.121127508530303,0.423732261018367,0.178417412786779,-0.0533774013043927,0.308408961814268,-0.246014784275623,0.454408976990183,0.211207276434574,0.202829511800931,0.250944356617525,0.171677997593981,0.287190219511992,-0.138810813749737,-0.319961275308108,-0.0532045567490375,-0.186678030771651,0.137486722572722,-0.0689229151765805,-0.147361162660071,0.269862184861018,0.0215630781323374,-0.225187484237771,-0.179981282067333,-0.0601385917559106,-0.339963958323475,-0.111913833673617,0.319568351890466,-0.26336253836089,0.185296441918126,-0.0934984859415424,0.227668605370013,-0.181132668582968,-0.0278496864152198,0.162534707544407
healthy,0.0284973930095621,0.10014760347235,-0.0280829142908459,-0.219023453461105,0.0123336220338411,-0.0478901466864384,0.076815298914775,0.156244395191137,0.211837956917314,0.244254594408163,0.0955293892915093,0.0294783469142013,0.0862828892052973,0.0922256504977041,-0.0217189118243272,0.0793735725420037,-0.060615094728115,0.102023416152766,0.280780850188593,-0.361320161886138,0.199306020086624,0.0,-0.368335651896889,-0.137494371424498,-0.0838912911037112,-0.0984389138384588,-0.0567357286655157,0.246896606303753,-0.162002706996001,0.176679827912615,0.32567543371751,-0.0743226413983893,-0.233693708820509,0.180557367730499,-0.0021434346591685,0.370311987605557,-0.0838912911037112,0.405752467277313,0.117898578697674,-0.0740795049979997,0.157942758753441
mild,-0.272948255399829,-0.133510626584533,-0.142888731746241,-0.443549687147923,-0.455399723485486,0.200893866917738,0.331760781517919,0.0011497191569186,0.457692501201077,0.127440714314243,-0.239710194226686,0.461784453448735,-0.453424114283449,0.588003006746969,0.315117018079512,0.137791487825243,0.277875643671826,0.454657852167091,0.401720366207766,0.0507648656173159,-0.245820371591674,-0.04846537825618,0.0114939872074821,0.381071630818631,0.39050961147763,-0.0449943722512985,0.464524797357116,-0.148421933616422,-0.351627462782423,-0.366165511881925,0.0316884327111586,-0.535759729907934,-0.0160870085318968,0.303659937331556,-0.351209891490241,0.59994251937496,-0.062255069352083,0.232357199995963,0.0409126333357986,-0.212268900328495,0.177693697365258
mild,-0.274501593102745,-0.113350502257682,-0.286927978448003,-0.687427827676741,-0.544617164616094,0.206208789822169,0.268527012447946,-0.117703800762746,0.641509302986999,0.181423179221931,-0.333314510890794,0.204980370946484,-0.273877832023885,0.64967451945475,0.109361413733055,0.350390538288181,0.249554039416695,0.264390760336134,0.261048840686981,-0.0587896203189104,-0.33695209334827,-0.0852912640793479,-0.0902456076986165,0.185071865072957,0.281943794726158,-0.0975303869409883,0.322352454290526,0.209216595033646,-0.325729393962386,-0.144138432211081,-0.0962132290368334,-0.300440895938543,-0.0567287577526793,0.418067130683036,-0.233630881035074,0.444164756472819,-0.0810276649131887,0.426049996214682,0.0608123410734641,-0.16660838589545,0.285264606175827
mild,0.269265162739601,0.169037546743785,0.389298913656788,0.0533714593869323,0.0720666420028643,0.121567202020099,-0.218960847282371,0.386057196527442,-0.174158557307007,0.0837195974950027,-0.12118290579401,-0.1644865382878,0.320489582667432,-0.211479889493453,-0.0227326593200579,-0.0651239457674708,0.0,-0.139883359804263,-0.0679780593573161,0.074840410738363,0.450829334953088,0.0,0.0853906306282413,-0.0926896067118906,0.0,0.0302174412084935,0.0,0.172202850590422,0.151131917712193,-0.177461912511652,0.288074648476646,0.075120624839943,-0.0607255951354782,-0.147632667623116,-0.0065427659594657,-0.0316617981423883,0.0130083345202609,-0.25357762207657,-0.126573479378055,-0.084589512678704,-0.243424163126845
