group,CD11b,CD47,CD52,CD3,CD56,CD34,CD117,CD45RA,CD7,CD49f,CD194,CD45RO,CD5,CD62L,CD197,CLEC15A,CD27,CD95,CD278,CD11a,CD244,TCR,CD184,CD29,CD49b,CD18,CD28,CD38,CD127,CD71,CD26,CD36,CD49d,CD305,CD99,CD82,CD224
healthy,0.218352184599185,0.0204613705566065,0.0113182782198637,0.0679271698631043,0.229465322661952,0.135841174042226,0.154723857714121,-0.0732598025466975,-0.0858963387772644,-0.104705582004702,-0.0107740566847046,0.0689532466286301,-0.104820627656111,-0.595233107835339,0.0261841734503722,0.260473768201301,0.0384272538036786,0.263429747045786,-0.0732472174896685,0.164727096575971,0.251462476947117,0.0017685896553907,0.0154665189422247,0.10291325455416,-0.122033373730781,0.164927872953393,0.0421235851935045,-0.0534659354104308,-0.0395152746998671,0.0815259691369617,0.212040748970785,-0.0581206618319553,0.244021556355666,-0.0694456498552471,0.0834882079795616,-0.128392484338965,0.0735413569959512
healthy,-0.0067394258355616,0.0415168106163846,-0.0666046934508417,0.459570571438907,0.111437712059218,0.114433040836697,0.0183370182214055,0.746980183567842,0.547322416913081,-0.508222378846139,-0.229711430697954,-0.700151117338595,0.146013063777869,0.589665112666387,0.252475987383755,-0.0537341517463613,0.28308381452204,-0.610106322861981,0.0029252887617361,-0.155675193733464,0.0009563854409547,0.570618485089873,0.145087826089659,-0.383343005130597,-0.0088993490747644,-0.129756358730856,-0.18813694260219,0.286791779189548,0.0645000041182342,-0.072873161089744,-0.217752146443341,-0.0441602391386409,-0.239880845278208,0.387684577442794,-0.442469673566231,-0.255092337928541,-0.47998737684061
healthy,-0.0998896435730142,0.0490560382388746,0.0905725276264603,-0.0877614001302474,-0.0678308819965989,-0.050062913744605,-0.000543491179118,-0.274842845843653,-0.148231452846144,-0.0558222242789468,-0.0341707070956927,0.296728985709056,-0.06294963148637,-0.480839569292988,-0.118766769549167,0.185095065413263,-0.133887716128538,0.260599513633855,-0.0910835436101818,0.226939343315471,-0.033442058081833,-0.0938482650151612,-0.106089088545347,0.193514862100058,-0.116266486245026,0.263929096003111,0.0672188821468141,-0.235639360836823,0.32770526680081,0.01449758873524,0.353681823983274,-0.100171614041198,0.371535765442975,-0.0641364538043008,0.264973205887222,0.0782513769908035,0.138241600179285
healthy,-0.014629378300603,-0.110326127649493,-0.275796996636566,-0.186996200784775,0.0524421450584823,-0.0374683452723256,-0.0728875637050546,0.1352715644909,0.0488529516570566,-0.0995670203402294,-0.290682173375972,-0.442700845261074,-0.345789781839908,0.0149516814009122,-0.0517373140175348,0.186242387176441,-0.267604142253921,-0.368402817511482,-0.350000461723253,-0.0985591348481605,-0.0123328496011815,-0.207778684380264,-0.0299123138967497,-0.0982624462820795,-0.111548806084878,-0.076744744872995,-0.205752192156718,-0.138256544344726,0.0928172032123713,-0.0119484776988243,0.295708900904949,-0.0624168023015075,0.0304531233769137,0.04909539673055,-0.214994258550297,-0.0112109876714139,-0.230984019109785
healthy,0.0361249139888104,-0.0057690202074343,-0.0466274488775146,-0.150019811035646,-0.0149288499947754,-0.0323999685309732,-0.0128938757705076,-0.262710686943307,-0.209683387633071,0.21062535058772,0.0940789214840759,0.21316336457829,-0.0640797745929579,-0.0821662515564576,-0.131642393469822,0.0595659456358908,-0.1395945463879,0.282543410339555,-0.183843447064062,0.174852085775924,-0.0282121273834466,-0.235705740692778,-0.0484591029027235,0.200242994982417,-0.0681852257246815,0.0900275581544288,-0.0554968909670469,-0.316073588578031,-0.154476826952936,0.219651192268187,-0.197268419936546,0.0253041589109277,0.0896597535607414,-0.185445839926313,0.285475323559435,0.250363016487002,0.133955065688398
healthy,-0.0684647257026829,0.36801831353461,0.246300421574455,0.359561967566729,0.0253210794231134,0.0564605424778433,0.0722877527012819,0.446314644074896,0.329930556666931,-0.0897233496502718,-0.223201102503288,-0.32773533439082,0.115824472110739,-0.525766483584408,0.186448276532432,-0.0846554150118162,0.166053452951228,-0.399436805265535,-0.395957899669844,-0.0509280312375097,-0.0335262384343699,0.358032789277389,0.095919438328164,-0.0899460488252124,0.165993011344423,-0.236668790074137,-0.0105881437206028,0.171446846431812,0.200817173866852,-0.0054726991725817,0.323367663721058,0.0183661348279297,-0.297914094298705,0.334112217387549,-0.314371076064823,-0.305242236149256,-0.205035315520662
healthy,0.159102254688224,0.0847272000727017,-0.0804170672076488,0.112247782809387,0.0674039853376639,0.0,0.0722531929159131,0.178366991674286,0.149085633128775,-0.31768820767813,0.0497806333079277,-0.145372019752604,-0.0570143593055232,-0.120183484975003,-0.0169722265238722,0.0684403539812986,-0.133932824425865,-0.0778803473733131,-0.137645706614665,0.0658258694358103,0.256805848088101,0.173544010510345,0.0,0.109107170510607,0.101734458540878,0.079042083525462,-0.143013316431314,0.0066565530753756,0.0408499309032832,0.0,-0.0778857882742787,0.139081612140632,-0.0453185380809146,0.0365283431850044,-0.201141956916708,-0.296326350141787,-0.0863162569029284
mild,0.382181828783043,-0.0823613243132596,-0.204052150538645,0.0602600313531016,0.384760704327611,0.100815992397324,0.0745059743315821,0.286709706501725,-0.0945352867792264,-0.160690234414236,-0.239815841315552,-0.244161665626225,0.0016667279729985,-0.0490313554103248,0.0813952620174453,0.383504027278759,-0.219545883178081,-0.191136861310079,-0.111624734547256,0.105100865879849,0.452091085233252,0.0797790537382741,0.111737375198485,0.0076715872448604,0.0693396802881408,0.119921811028489,-0.370760806348431,0.202893348203622,-0.284262992483028,-0.0136749894385275,-0.274208202694901,0.0784100193662403,0.103745266486845,0.20856536075925,-0.170789469648379,-0.440266178695253,-0.290210933372437
mild,-0.0640463435899475,-0.0550839567087945,-0.0220657444735087,-0.127900865581882,-0.0530618225956509,-0.0119586374413383,-0.0593723233030316,-0.482742240660893,-0.22583660726733,0.0245806718196134,0.166575751943505,0.367238762244176,-0.022091391012079,0.0452341566849347,-0.159452090952511,-0.0144971336503255,-0.190370196144995,0.372446915755419,0.0553731978714186,0.107743196415219,-0.0984936831071014,-0.183049648329401,-0.015601923827837,0.144930620629381,-0.186500550415304,0.137990316157701,0.115562664723794,-0.355838737862345,0.289677237067236,0.103294968034118,0.10796128752331,-0.212978417225805,0.108970492330787,-0.0500991188334902,0.165545363000936,0.278282794890739,0.170787311174379
mild,-0.12118290579401,0.228080606257425,0.204925947128399,0.40930260682414,0.123921502535117,0.0,0.0,0.424259829055274,0.306731696194334,-0.244851246936778,-0.40535604692866,-0.429045806850979,0.12040266941947,0.0869445966473157,-0.0554565840074281,0.112585994190201,0.248490387070851,-0.360198976555966,-0.195162002853822,-0.0288653218078479,0.0567017815749156,0.460697955740061,0.0,0.0,-0.233620873690794,0.0,-0.01668897551342,0.129226426038774,-0.237764246759253,0.0883197449007189,-0.145778843914534,-0.154491029870788,-0.117746416342463,0.073179169591096,-0.369618614442356,-0.333750771922151,-0.211571065078465
