group,CD47,CD52,CD3,CD45RA,CD7,CD49f,CD194,CD25,CD45RO,CD5,CD195,CD62L,CD197,CD27,CD95,CD11a,TCR,CD41,CD2,CD226,CD29,CD81,CD18,CD28,CD38,CD127,CD45,CD26,CD49d,CD305,CD99,TCR-Vb13-1,CD82,CD224
healthy,0.165987295006738,0.383108146330069,0.0130159556713769,-0.465301014627212,-0.13078735859822,0.208101464413547,0.50102320208112,0.286404162157866,0.759586742302891,0.239880612847822,0.192276223172802,-0.40276995829775,0.0288232649842804,-0.0082748898173442,0.74386393368617,0.467186211806736,-0.0332835835818011,-0.113385522177872,0.407219445586657,-0.031038549554601,0.165725602753338,0.0804325800030749,0.182851510800341,0.381157935603045,-0.135522156615889,-0.097898351928516,0.331923762346523,0.0352611006041301,0.274656887678758,-0.176638521790799,0.51610281461882,0.168555446256002,0.287057175488221,0.484441850445643
healthy,-0.0400748699075664,-0.0910615072848554,0.135746014521787,0.439329530423487,0.280390343382967,-0.219998108067718,-0.0590248002360004,-0.0066158979542838,-0.441574435916375,0.0215189721035675,-0.199593124011679,0.740605697072699,0.0256784409650376,0.193029301336886,-0.401478050344964,-0.184306364154138,0.219173145856871,0.0047748183079128,-0.292194330445318,-0.272867553823648,-0.182684132602789,-0.0662022540387761,-0.147494622198346,-0.282167111043931,0.200559082680474,-0.312042313547531,-0.0676268382334917,-0.446698517339662,-0.388887575327031,0.098117534027206,-0.335518777621698,-0.0529365333329634,-0.182373428551498,-0.412693783649341
healthy,-0.298825969452401,-0.306286773628968,-0.350026003082037,-0.294864387362167,-0.424664157183712,0.202630250998048,0.201111855885854,0.0449840263792082,0.27486290047867,-0.158688004480343,0.131376745054073,0.431545452574784,-0.177725791140384,-0.296989864619285,0.293333308723346,-0.0394061693443822,-0.363694657226756,-0.0195885024102854,-0.0738329495499267,0.222984186779574,0.180941968679879,-0.179385901306521,0.0314107681887008,-0.0556105648974404,-0.293410534937671,-0.194657026655813,-0.258067951719208,-0.252344792748811,0.190169830241878,-0.276647847955125,0.220376078431345,0.0116507440418732,0.355761446378592,0.192768891598441
healthy,-0.0882053118522397,0.0533434894088882,-0.0893546493936899,-0.214215727992522,-0.233149356843199,0.150848207101009,0.390247056190182,0.14046339719812,0.181820472375757,-0.06209811311762,-0.0084321566436067,0.540923456183886,-0.0931769960466926,-0.0520747058081064,0.410921723929241,0.0757037599012006,-0.0140940162630039,0.0256578449038262,0.0641837190814685,0.051450573225812,0.155718159531064,-0.0366580613011504,0.152132313722097,0.16988040498387,-0.0392944482048659,-0.167046018482038,-0.0602464679412032,-0.179087611970306,0.179651457773591,0.009059298304296,0.285793302149306,0.0483713965478091,0.353170795362752,0.106834258506776
healthy,-0.227275174008401,-0.15844464908952,-0.227131116864902,-0.319324514949352,-0.178343440863955,0.168659598799707,0.240601370965085,0.0257032464175748,0.286988050028065,-0.106828783803516,-0.0525782955757058,0.618293286569001,-0.217596145782535,-0.0445802363001494,0.293930728044344,0.129890885410781,-0.230062989231521,0.0314212484563344,-0.082620754302726,-0.0177173819211038,0.132154459662303,-0.241289897873327,0.144919108878437,-0.0095829160750111,-0.205974857195646,-0.230107615285992,-0.0777075059739136,-0.283127942991206,0.133388246034304,-0.190599400952715,0.3416046644187,-0.0328058366041051,0.30973393582028,0.197559454523693
healthy,-0.253501217628173,-0.214510023732209,-0.326251053910628,-0.513934909845917,-0.375414238028081,0.159946304643289,0.368823032560867,0.0869923267699383,0.55119439394862,-0.0897694479304359,0.155323550737042,0.484495290997995,-0.185031223098659,-0.234858492981,0.583579618768889,0.269591173528363,-0.39611882068979,-0.110176795032492,0.0395373609181078,0.214859730245116,0.175444161046933,-0.280674098898445,0.378541511185429,0.0683907241006622,-0.334433507450389,-0.15503653484284,-0.0912558353712944,-0.217729050815229,0.355518996710463,-0.188226978352848,0.451174371171162,-0.0025535281131207,0.406909160055106,0.292887946504792
healthy,-0.030681533177342,0.04965474568411,0.328814176258745,0.398919755357799,0.14198563158078,-0.300537412888984,-0.258395594484839,-0.0838912911037112,-0.313778357633836,-0.231312965520768,-0.0488736367995397,0.197155987166403,-0.0935897062602096,-0.0212555280547148,-0.234747468872171,-0.0911633503609504,0.0147806067435054,0.128692703477866,-0.225814400360525,-0.0197439688775216,0.0082436528830236,0.103288121416708,0.0402484228994684,-0.248433522856724,0.148258969823088,0.0287583292030204,-0.100302386297898,-0.231155103598733,-0.179784642612379,0.0978629016484783,-0.280739376339025,0.0908254920404359,-0.280330909655325,-0.0435530783214811
mild,0.0680977517903565,0.105308774571339,0.030681448698082,-0.243299790541353,-0.112774073441731,0.31650930396805,0.25337271328233,0.411125748529218,0.293280452815924,0.0059686409588267,0.0492794314307604,0.406768423738826,-0.114933016467529,0.0882528996343868,0.348096611441251,0.161391017682037,-0.0395477332561641,-0.0017052255789883,0.145768707714452,0.0734303013607009,0.224662235175899,-0.153900427837887,0.141146695792572,0.215524437390906,-0.23076426916592,-0.136520752256682,0.0512329910074024,-0.122244114299741,0.0265147914561671,-0.0294612474969773,0.297981637157256,-0.0274334224799822,0.185277047931144,0.190546015588302
mild,-0.27536633129659,-0.252202499409016,-0.254913568707422,-0.43889158563008,-0.443433167247527,0.231684973165267,0.160490419354324,0.0559865787135536,0.449813604651323,-0.196049966928856,-0.11561922720929,0.394086429478881,-0.318885417148453,-0.214051080355367,0.516005486140486,0.172839105545506,-0.213213974615982,-0.0995409787232067,-0.0553578358054123,0.117629239765614,0.230459800250977,0.0289588540620785,0.237896427704586,0.115294711161951,-0.344446579483166,-0.0863411675575863,-0.203431286630773,-0.188404332264875,0.445366775775502,-0.0674976667843617,0.38030865384093,-0.0010224108384245,0.355956031648629,0.192758338623335
mild,-0.119499456150327,-0.242339323858865,-0.0677859415037418,0.0009809232066863,0.241250996198038,0.0018299475249446,-0.121604371906425,0.0,-0.0231385719593139,0.0380318581034805,0.0876452633271808,-0.200891371096073,-0.106120623717918,0.171805098574536,-0.0139333043584548,-0.144389801917248,-0.10143812503727,0.203244291703401,-0.238006713835122,0.209965327283429,0.0,0.0425263264459457,0.0,-0.175390894353993,-0.0645216905306267,0.0435515455787976,-0.147944819666828,-0.220583081376096,-0.231841844218242,0.0494707336459872,-0.361707647190563,0.062407163272136,-0.172494443224123,0.043924795232068
