group,CD47,CD52,CD3,CD19,CD45RA,CD7,CD49f,CD194,CD45RO,CD279,CD62L,CD197,CD161,CLEC15A,CD27,CD95,CD278,CD58,CD39,CD244,CD235ab,CD54,TCR,CD41,CD226,CD29,CD49b,CD81,CD38,CD127,CD45,CD71,CD26,CD49d,CD305,CD99,CD150,CD82,CD101,CD224
healthy,-0.333105610681815,-0.273683169052753,-0.200553838185046,0.0347309473840835,-0.160560531265712,-0.286436360723245,-0.130288073799138,0.0047416584686732,-0.008426435226497,0.0638531559669068,-0.273584570862592,-0.0169471573033898,0.0621278910501327,0.111122589444055,-0.300153553863733,0.112031477340948,-0.0950796474377291,0.109821543323228,0.102230873516081,0.106475819827056,0.0479093717423929,0.141506861607995,-0.324178541327294,-0.14976929664143,0.0568087965932235,-0.0435433561420114,-0.129964283486556,-0.15790787839714,0.0108006338649179,-0.142488556403459,-0.264830300066815,-0.0428314816118819,0.0090430405265019,0.0090816268968082,-0.124604830559652,-0.0314675006794439,0.0544800438058721,-0.104247387191684,0.0173453851678742,0.14670443475114
healthy,-0.0703793421305294,0.0842082533291238,-0.0821433948266444,0.0133247446027729,-0.152669254228133,-0.101765520486368,-0.0788272237901309,0.0654087297496435,0.103323378850402,0.146072729307338,-0.443638006007539,-0.0628516807139733,0.0350848734689648,0.0055880758025428,-0.043606379812278,0.182435027183589,0.096611602203969,0.0880025054594548,0.0082194384440976,0.0456702447537992,-0.0229986725651727,0.062081153078721,-0.178516459538639,-0.11078290842167,0.025283537670632,-0.0013503494656856,-0.0751726229035656,0.027877435996656,0.0639379779678561,-0.246708425645227,0.0873892260174576,0.023114272333188,-0.301699522585894,-0.0824819367525585,-0.166096219651816,0.0285331035453359,0.0209213446554276,-0.0584155131057873,-0.302389119319821,0.082260083174733
healthy,-0.128958899593261,-0.0990509244139891,-0.400482398079039,0.106010334519568,-0.712894696480901,-0.568345377909341,0.305588145318706,0.506476303390675,0.764783263313134,0.160373299188881,-0.297562882976595,-0.363610506550734,0.238282353340644,0.229802343978177,-0.450989060413032,0.782340683180983,-0.0169872229328664,0.548016605757349,0.113322748599206,0.147222110585633,-0.0111318266575683,0.345410964106561,-0.570396800195218,-0.0154768753364523,0.265055312551802,0.36458917438222,0.016647957870965,-0.111456781277855,-0.466706316667245,-0.0928180543285775,-0.112310953464636,0.156084494222106,-0.142559324118173,0.252893803283511,-0.468355391228923,0.611004501817275,0.35635212949799,0.425996474492906,0.038239463379681,0.428785796671107
healthy,-0.0548829954355809,0.100341671330368,-0.115814511598167,0.0580743990048409,-0.181391501088147,-0.184666479262524,-0.006723654921074,0.170552466304564,0.170538840125727,0.095794102754776,-0.537998879613569,0.0087396542179276,-0.0019533067044028,-0.0578433692275459,-0.211240121710682,0.191135892950787,0.138081043199375,0.0372253333793888,0.232586181744096,0.0269124760521017,-0.0221487241128371,0.073313998071317,-0.190285755748296,0.0558686831456337,-0.0008302877177285,-0.0063932483045916,0.0741280139432643,0.0196457847212005,-0.0599784471776904,-0.0450850259040335,0.0926051692803724,0.128473493331639,-0.218634666508005,-0.19053831754224,-0.149567236922025,0.144684193978622,0.0484329910343991,-0.0947670414134098,0.101830507209224,0.0739648371884421
healthy,0.159633172285167,0.287924039137591,0.0904735616488535,0.0337283875109835,-0.076555168879052,-0.120662174341434,0.0492750095498398,0.0916532930477276,0.072830294295605,0.129620997012603,-0.607111528826501,0.0643397587578489,0.154383805429901,-0.0387434155076809,0.0182537020190412,0.199115203049051,0.0766019157686624,0.185081677107584,0.195426677837074,0.129962191897782,0.0536029884755161,-0.0007128750488833,0.0391134732937521,0.0873270023034036,0.0497229001667207,0.0283260564666923,0.101670230466377,0.0901036169237421,-0.012766671783187,-0.0774983461473777,0.130856642657308,0.117604650640824,-0.178801004136981,0.0222338803779388,-0.122734363554115,0.0255556112579439,0.0777569072045504,-0.126689113442941,-0.202786980372526,0.0920859333396403
healthy,0.328432297367572,0.260693476454738,0.232944588516676,0.0811645526011468,0.0363296740155322,-0.0090750253438841,0.0923795885920377,0.0261104014858566,0.0605760916606647,0.0001887410544809,-0.66817605209408,0.0491640532376643,0.0986973040034159,0.136836042705724,-0.031387134187671,0.0957970242113152,0.0174353354590707,0.0465814245705081,0.0525362272272403,0.11586609886114,0.0292791312206558,0.0978981317903502,0.0980010650512913,0.162923142346163,0.110572192774626,0.134211825964611,0.168461426061181,0.274797780619607,-0.213883286349872,0.00269482610787,0.290033420430683,0.102272028676373,0.0168894524982526,-0.0762904806540696,0.0839679467973542,-0.0509135083722704,0.0475365981522421,-0.0948425823897021,-0.0154801232640451,0.0090255139999791
healthy,0.0578373226652308,0.0973587374265775,0.500681630461594,0.0,0.479253852845032,0.38581142577112,-0.314811202620622,-0.315473815147077,-0.383278654159094,0.0053341283360741,0.712258595423788,0.03055000774297,0.0218214341021214,-0.0583975582925719,0.150250466802062,-0.186882949500714,-0.0393590735070431,0.0033944453047744,0.0,-0.157014424181413,0.0,-0.240717359836454,0.636860018317923,-0.263867745802053,-0.391367138774018,-0.112986536573206,-0.225108773130203,0.0092134943986734,0.00500921853028,-0.0616077435413792,0.243156544544196,0.0,-0.223006139340025,-0.188748552332033,-0.100260737404899,-0.402909962014241,0.0,-0.239786492893338,0.184588577408351,-0.147873396530676
mild,-0.331865578339726,-0.230705801563255,-0.346307999344493,-0.0251979913281771,-0.413312632432016,-0.571627803878391,0.007388416313866,0.423890965922362,0.426014103535792,0.173565131101244,-0.222159415354877,-0.194462018672585,0.117200083840919,0.32646883030249,-0.492112827519611,0.615747120531207,0.186222724176591,0.362279154537914,0.0794199047470596,0.333734291897882,-0.0154839286157032,0.386657417909734,-0.463954637950843,0.0421313919657687,0.411691524271593,0.281110984010168,0.0441914759665434,-0.220900059703273,-0.165022921885281,-0.391754801206758,-0.0828125748345185,0.251341186011315,-0.417895486332322,0.272164215847583,-0.393690242169943,0.513693677941147,0.163499062829633,0.177572254403414,0.0141768280327425,0.257305923743962
mild,0.169719814414509,0.30174007243135,0.0781247701055196,0.089306639302004,-0.232476405717256,-0.0573728756381186,0.0942076352744823,0.192220497858672,0.253029519242751,0.180490879197568,-0.685844693077637,0.0008015964857447,0.118744574500962,0.152421668273672,-0.138803805966549,0.191704397515789,-0.0512260548647545,0.157026986540308,0.192106738768104,0.177429767550483,0.0785630845031386,0.148775181725877,-0.153422028520417,0.0988609852126433,0.165675103669857,0.0794816399439143,0.163120001246488,-0.0601790287710459,-0.0215426626014652,-0.0068038755191709,0.260075243680334,0.224228926380812,-0.0485808730527406,-0.278478822102177,-0.0988878669901776,-0.0093015755554776,0.185564105060266,0.0347966659333539,0.0130643836265184,0.223749171613868
mild,-0.0491589036912389,-0.223966633380423,-0.42331731549169,0.0,-0.29738439017857,0.0524009712000437,-0.112941373570155,0.180730796777654,0.183014496613055,-0.108859220459026,-0.0571200652476554,0.12118290579401,0.0239627214846912,0.136956375134441,-0.0627876343878819,0.304936495009407,-0.0282843151844782,0.0,0.0730517680990303,-0.0764157206607298,0.147910719529577,0.0190715734464304,-0.408496911235019,0.132951403720749,0.170656471616023,0.0,0.102139055519977,0.0173407961153494,-0.0769754051830023,0.0626011650687554,-0.0559633779913847,0.117075010682348,0.0340733326068872,0.186063438584619,-0.0394196006580459,0.0231243658129311,0.0,0.103723023818202,0.196536026588739,0.223169174396147
