group,CD47,CD52,CD3,CD117,CD45RA,CD7,CD49f,CD194,CD4,CD44,CD45RO,CD5,CD62L,CLEC15A,CD27,CD95,CD278,CD11a,CD244,CD54,TCR,CD41,CD49b,CD81,CD18,CD38,CD45,CD26,CD49d,CD305,CD99,CD82,CD224
healthy,0.398891567891895,0.397879864276269,0.302421512029907,0.114895485612199,0.172035760698903,0.198723695396767,-0.164330922390236,0.102776682307395,0.373293312590016,0.232862857145101,0.0917973137414394,0.267234676255776,-0.181034698316162,-0.119465288451749,0.293134095127462,0.0884683037878792,0.13410504569124,0.0842065961468248,-0.098873221156294,0.0497322066938743,0.362055078272714,-0.290523665638069,-0.171390526923971,0.324145132719615,0.0647774681540231,0.114952824439303,0.275766585685107,0.0051990212798747,-0.001057988060399,0.0262997795641269,0.136005068317047,0.165313402595667,-0.0398983574875331
healthy,0.147453457233448,0.103572928264909,0.368504265536596,0.0459429280806198,0.499998659281443,0.489554006422066,-0.33678854757256,-0.226336729177895,0.236993994525839,-0.094329369266316,-0.528102376763697,0.192976277878873,0.0675588994371393,-0.045097332017409,0.22841210740817,-0.535437458638841,-0.0225472407886594,-0.163843625035071,-0.129736550344305,-0.0985326213505958,0.474269299819611,-0.0790795660712633,-0.0350648759435648,0.17661498967689,-0.0380806676667236,0.161927573961431,0.122577609065162,0.0725860228551668,-0.149189555053554,0.328025384760181,-0.357625037609311,-0.168118423523731,-0.253741516020332
healthy,0.136257314124037,0.158238009933829,0.273169364588732,-0.0378487221708153,0.390766623689484,0.370706863456932,-0.272198838724717,-0.385717944591881,0.106030359813431,-0.078203884336464,-0.415143169439907,0.0724151711800864,-0.10987689790056,-0.0794024560261937,0.260050491247232,-0.448937922258633,0.0088841712232928,-0.047040984237134,-0.127451512208113,-0.26795788111617,0.400179480231639,-0.054565613799393,-0.0971041106215897,0.0943388569816883,-0.024955259155166,0.236759639770217,0.119866230637508,0.307307373738418,-0.0260972003812975,0.338422136312764,-0.303226606571612,-0.291133343391649,-0.255370423769877
healthy,0.295979713880575,0.267205823110107,0.293110961090851,0.165032320342342,0.277112260757343,0.359593433964126,0.0928961781285649,-0.195265370359833,0.307950633792436,0.0376162824803059,-0.0144631141687482,0.300044997685152,-0.100116724727755,0.0761083232033934,0.34395445523489,-0.169968964818665,-0.0711790318482278,0.0677827450640376,0.11355387211176,0.0247395720051397,0.273207462375959,0.220309911033594,0.119269648759766,0.244081078769986,-0.0224161193856822,0.13596586349442,0.268641771682082,0.31014883186633,-0.0869318495477312,0.159939202964294,0.014504732446408,-0.0651488315720926,0.0609207938908969
healthy,0.344273481797806,0.29228273744722,0.399706515662061,0.0700153137727868,0.406208715484141,0.356609461195863,-0.201012624254643,-0.241456032602011,0.243097985692189,-0.0717489972742486,-0.326375908360888,0.254468990333272,-0.489986311459366,-0.09766892081851,0.209544721087056,-0.335186813498534,0.0102877568929074,-0.0978292550970093,0.10298957173702,-0.138807519608518,0.393698873812955,0.0433232924944365,0.0733502086164105,0.362456502395401,-0.140501051245574,0.318323394509994,0.223364001874663,0.15707919855212,-0.155414652771664,0.319359888871531,-0.372481352507389,-0.314720884581255,-0.257341019256325
healthy,0.336120271275682,0.281569106825837,0.365871583160677,0.019227576837505,0.505106977529159,0.407515472816864,-0.123833316739038,-0.376252871345465,0.191721063576032,-0.199774202798015,-0.584544864788655,0.132234288550313,-0.43672776283942,-0.283561344940044,0.376374245745404,-0.605331482422284,-0.217353690723686,-0.231565740999201,-0.104039100954061,-0.286612762671375,0.404288494463631,0.134566009631896,0.168695156389687,0.296844194762959,-0.383687844863116,0.415194177731922,0.148576464452078,0.195423136879329,-0.314592494752506,0.240088185827822,-0.367610501387915,-0.436393968343333,-0.288488826784436
healthy,0.457561949956818,0.396180604366663,0.353962425303339,-0.102318279901058,0.264810449910146,0.288715858579787,-0.0306313562119495,-0.349485944253664,0.240087419800119,0.0,-0.254748481453054,0.154547214877282,-0.182840468705667,-0.0659411985024373,0.12019848322128,-0.265584222832476,-0.191180283551923,-0.0573791515977316,-0.0917758580130417,-0.21519593921623,0.455403791688928,-0.0352938742728961,-0.134534621664834,0.0906801817132601,-0.108137328994957,-0.0534084998676508,0.335126783079508,0.0767044418397917,-0.0618590325012039,0.0440310672575564,-0.206505654236504,-0.296449012882936,-0.140971071118706
mild,0.214358978820934,0.160302288470548,0.0619444033287927,0.0042406333983025,0.170437910082646,0.476184316711947,-0.0606956347619414,0.0048644656655287,-0.0399031489689512,-0.156649113786041,-0.212728794143759,0.0726622342525825,-0.193508548680562,-0.631984898376668,0.355157255203173,-0.380605744327556,0.037977208954105,-0.434247575066984,-0.459843043121992,-0.500227225844648,0.12446305988496,-0.0423822825359901,-0.0181834520875269,-0.115847913420127,-0.410358970843143,0.181639435900614,-0.101933180163767,0.386949154887579,-0.430994648212778,0.0514570214396804,-0.383561904553157,0.0369930778182027,0.0497677341053561
mild,0.396802767130628,0.276806230132197,0.203637156323008,0.157135749222177,0.172953899524749,0.274364057903033,0.0250017896755774,-0.0696702778036979,0.170538465266628,-0.055882388340436,-0.157700075525679,0.199668417816483,-0.539338946534174,0.0310589614975001,0.0396110957283264,-0.265914071549465,-0.320575782328076,0.0014489765832921,0.0658244639626706,-0.052570171882104,0.058891045626263,0.148908204366386,0.220611688310952,0.0265615488227993,-0.178221878216295,0.009050143990854,0.259560887336413,0.387603271029606,-0.372484406509548,-0.0130481631573667,-0.152317803269674,-0.119746297813099,-0.0058349768983833
mild,0.178027518477302,0.409220385647318,0.392646851114634,0.0,0.431752797214435,0.144535989679506,-0.199423733276723,-0.194711514180026,0.170153853391117,0.0,-0.190510521885945,0.278878224763946,-0.156126772279752,-0.0204156266081086,-0.0364617821046332,-0.252512765920033,-0.03482111441992,-0.0442448884931814,0.163977736319002,0.0655455246771008,0.417200212853194,-0.209821285684792,-0.185489200581579,0.0711740786416439,0.0,0.0714574311333928,0.236303874302123,-0.188409294612385,-0.236890285617462,0.0734098842205598,-0.192123339735666,-0.235913864399472,-0.203010053654518
moderate,0.257471050783843,0.23475751750915,0.218434275548696,0.0936161805556118,0.254875473959839,0.289769707143063,-0.157844024743371,-0.112035302726819,0.211787726052168,-0.139897231401845,-0.166782021538018,0.0739469435573665,-0.244147844075459,-0.29846523008639,0.197671218177895,-0.252222716510027,-0.0512730798421362,-0.305174633268751,-0.199021987516957,-0.112727591974568,0.263930546485976,-0.0956913452778943,-0.0149195286264378,0.15909223905741,-0.236281424450635,0.0677006774289578,0.105214432374493,0.357091458340679,-0.380286934373481,0.0376956532697453,-0.338105735705669,-0.113952841859336,-0.0059344564932283
