group,CD137L,CD47,CD52,CD3,CD8,CD45RA,CD7,CD49f,CD194,CD45RO,CD5,CD62L,CD197,CLEC15A,CD27,CD95,CD314,CD278,TCR,CD41,CD2,CD226,CD49b,CD81,CD28,CD38,CD127,CD45,CD26,CD193,CD36,CD49d,CD305,CD99,CD82,CD224,c-Met
healthy,0.0310150515921411,0.0605005753897964,-0.0397091287670956,-0.160945882173894,0.0455627767257302,-0.12237346364751,-0.284781500213181,0.202600331424982,-0.119465757014038,0.015332279278417,-0.089106994667508,-0.455161000807185,-0.0482542616267425,0.058457639713672,-0.171494624504123,-0.0076015090659783,-0.0839138677071677,-0.197972004779309,-0.140987041173309,0.142280169785647,0.0845469453777246,0.13569737916243,0.0566694920941225,0.0320815282367461,-0.0580296615746096,-0.159169498259111,0.0866764536015444,-0.105990893636026,0.229712391869503,-0.0308951822412442,0.0625027499147711,0.0004690314697173,-0.219044570663986,0.0640770920127426,-0.0144108578808513,0.0492129225461563,0.0691549598208685
healthy,-0.0033665986648448,-0.0937325123059542,0.129374660868545,-0.297622442548875,0.0814521290154528,-0.566374174804271,-0.36705188215248,0.277936628880548,0.0880939543555164,0.554931308548647,-0.175712686145932,-0.826807469193959,-0.098256209489479,0.243152444512788,-0.277394703216774,0.48001620956048,0.0433881772805563,-0.133250653753314,-0.413037557024581,-0.0232315568309616,0.290445215510521,0.324339978298968,-0.0158000586262041,-0.0342349720134144,0.228798281708345,-0.312586567808253,0.22074895145097,0.0415946096392237,0.354554403338978,0.039810775558232,-0.0460118425251937,0.337246221764373,-0.139074414420693,0.398025729711758,0.156273391906547,0.432883837560656,-0.0222826128670893
healthy,0.101454937769886,-0.288537917872804,-0.334360418452625,-0.189548917254161,0.163103186589204,0.118720225414446,-0.23988770699216,0.0168083208227038,0.0463876607866261,-0.148555778564673,-0.0928657066191083,0.41801598421888,-0.0135292868185821,-0.0027038625116862,-0.23528434749965,-0.0847132635869758,0.168858010694685,-0.141326492633199,-0.180072349668536,0.0564359959311168,-0.195834749299267,0.204156920115263,0.133836837897232,-0.226556658474314,-0.212791951693581,0.0178750297566533,-0.2863359930889,-0.261649847171679,-0.255403148514716,0.0095679733675949,0.0828567466492938,-0.113193244389145,-0.0601672116659221,-0.132222791732822,0.0491286290693168,-0.0519661596924478,0.22848319846057
healthy,0.196384121146191,0.175272090570948,0.126523467662013,0.295867307738108,-0.0718592156020039,0.452159804958643,0.400680295618115,-0.0792174567710127,-0.346747932182451,-0.275098486800052,0.190618370624737,-0.16270480845466,0.156206009029735,0.0265326419471414,0.253775914218383,-0.40913507710463,0.192061219662511,-0.114557652417715,0.274662340739182,0.121579596207472,-0.0114501468157278,-0.011097768176405,0.0193221589414919,0.251611992722813,-0.0305744444996265,0.226504205458495,0.210424251659667,0.158808239507339,0.246527370318075,0.13118847109008,0.0265206658664907,-0.236086075527677,0.175570179595168,-0.248091070913865,-0.233272409793928,-0.114461782308735,0.111035762710545
healthy,0.133855882605077,0.297775263081442,0.299875212167077,0.435393820968576,0.0461742262513721,0.451810602408123,0.350250441084685,-0.284270023306047,-0.182888883407114,-0.397357022890837,0.270992041215709,-0.426488036105784,0.263485993832772,-0.172052984890829,0.165292156630592,-0.419429514763163,0.129889897668654,0.0599798711643962,0.407519620838988,0.0192571497432415,0.0519063507408548,-0.248041860167938,0.039701384158687,0.312200985925671,-0.0176227625445109,0.372633959074919,-0.0176727275447116,0.228413120596194,-0.046615849342322,0.121732971481395,0.0209696198439516,-0.257200178855141,0.306291538188502,-0.437123109405637,-0.387946850580084,-0.354646874367996,0.169101921829134
healthy,0.0831885429363648,0.36284717709856,0.371775953120567,0.344973292838194,0.0863504177593446,0.351935524874036,0.263947093297783,-0.140309900683023,-0.184898787253833,-0.378436081649636,0.235522123068619,-0.644867387164432,0.148951853985961,-0.156142351789938,0.19864913589164,-0.313996373982393,0.0679985769680613,-0.099236080456146,0.297489591324953,0.0926052360593018,0.172509085914829,-0.124058699095853,0.122043814063715,0.28624032959595,0.0874719423675326,0.262656641332953,0.0772733188269598,0.255825283678282,0.236108579588457,0.0110319455265307,0.0346433105978666,-0.121386280771633,0.214236012046118,-0.153908850214544,-0.32435655634757,-0.176901529873077,0.0697704922786073
healthy,0.127137735888385,0.331184343389539,0.352595027105699,0.339576333591635,-0.0604437193145852,0.215631052757956,0.285835428934614,-0.173299056332865,-0.285839001923167,-0.0970236708850053,0.0918750171217306,-0.222404126047655,0.0829214495880614,-0.0253010633626404,0.166992778687934,-0.109319232291223,0.0,-0.128743523095786,0.547315646527469,-0.220757084464274,0.103975571868643,-0.235845238479666,-0.170610040555014,0.0218214341021214,0.0475161026193857,-0.065216675911852,0.122152702139654,0.35788058911447,0.0610744475933513,0.0,-0.239491626493366,0.0307501336338956,0.0438792699177595,-0.161417900498055,-0.232571295226456,-0.0971442798929572,-1.47020484709227e-05
mild,-0.0264890659707656,0.180795172006461,0.0156962937096969,0.241168392193441,0.0810759247804534,0.292435745640781,0.129230134460355,0.0843234326889936,-0.389852786281368,-0.134007571041667,0.114427478659545,-0.290949332574056,0.0719069096103991,0.284991863810526,-0.0776561386920135,-0.207609106816542,-0.0162223577683439,-0.0743598351198962,0.221575453160844,0.0831690869467682,0.179704641302206,0.0695467540252944,0.0001077017636924,0.404235155949975,-0.159441180276947,0.0005420226337658,0.10261136960618,0.255582886568694,0.105372409271646,0.012514717578475,0.0064894184732399,-0.0835492545951484,0.289610282831814,-0.0794178000972256,-0.190131891493241,-0.275908578742683,-0.0174052812809229
mild,0.116333117110081,0.332876207048197,0.277950516176554,0.356360815437684,0.116453886506081,0.572298449491785,0.522836758422008,-0.182004243462182,-0.127510897564871,-0.45833010969279,0.243444370784127,-0.307567262928058,0.331950730330707,-0.0512807425831997,0.24839170543744,-0.499744672506118,0.0914808980729012,-0.170994027598868,0.360894720840394,0.0618435565929362,0.0971877878105243,-0.151783188513654,0.12837453061411,0.151559425127484,-0.0531945058959845,0.351975211180276,0.207985737583208,0.257089284375176,0.26330223510275,0.168575488902106,0.0434901519142153,-0.419912192516605,0.199692033326963,-0.317418655847921,-0.353338177232313,-0.230506136717659,0.0802855247888287
mild,-0.0643265218222842,0.379574875831897,0.247980800770211,0.201531846365693,0.247286441589881,0.254852282827856,0.0695090191342987,0.119874900693823,-0.280854109568003,-0.182526624507572,0.124300312464375,-0.0774977650043632,-0.123921502535117,0.0501899620499797,0.0205444033032359,-0.140102469755603,0.0,-0.209225472527839,0.373111366040125,0.244938386164508,0.168068362589199,-0.024753433857078,0.0732972668656148,0.0301432242338933,0.0033736011513886,0.0826331590336272,-0.106820520369898,0.246081581514741,-0.0959044659819349,-0.124044803605351,0.0494607025751409,-0.0660488110062661,0.0363350463728245,-0.193593528823654,-0.235506852912003,-0.157821718326508,-0.181154531771527
