group,CD52,CD3,CD45RA,CD7,CD49f,CD194,CD4,CD45RO,CD62L,CD197,CLEC15A,CD27,CD95,CD58,CD79b,CD244,CD54,TCR,CD2,CD226,CD29,CD81,CD18,CD38,CD45,CD26,CD193,CD49d,TCR-Vg2,CD305,CD99,CD150,CD23,CD82,CD101,CD224
healthy,-0.0957269739360281,0.100693749276507,0.539416431412243,0.269659067530879,-0.35994768033985,-0.237397018676652,-0.187660219337824,-0.499225929129244,0.443320769768121,0.111328549287148,-0.0235991560627433,0.11922299067165,-0.53959897863329,-0.0574122827088504,-0.0168147265530921,-0.0401131343051277,-0.0842677056039071,0.17482877282126,-0.289986526162544,-0.183298187471304,-0.233038333049938,0.0946529754453677,-0.0463381568832101,0.153666244171567,-0.0317582818582037,-0.163548394194204,0.0080836319624483,-0.263033064298806,0.117992061434641,0.33757237579795,-0.359937439248528,-0.10297057404557,0.041393145905468,-0.308504455117475,0.287681276717933,-0.431313401010492
healthy,-0.0250657286626479,0.472830812172762,0.771367031742435,0.516777736508725,-0.299076009804356,-0.255096652437098,0.244459463333304,-0.692967391679689,0.502009397433295,0.236106711311449,-0.0572815360497752,0.427120422085676,-0.571209611198516,-0.215026060386782,0.0376127674962071,-0.0453868539697549,-0.225913919683445,0.609210084104973,-0.146825913564655,-0.331290458173549,-0.315389434351313,0.10477960188391,-0.128182436461483,0.312335297997328,0.0661175071483253,-0.12106708904011,0.025448815816661,-0.132180823319393,-0.0426492223809316,0.288483805232152,-0.459145235954532,-0.215953742305257,0.0810984309028309,-0.233821736583872,0.296522984132039,-0.494900160588285
healthy,-0.11650128976381,-0.264601660428515,-0.445388165405125,-0.342764671026933,0.262600691411929,0.319571667468742,-0.0416426375769541,0.448122726623916,0.4776866786153,-0.19079890540728,0.0212969927873809,-0.163244422487452,0.429118107988511,0.2457589137268,-0.0275667458020716,-0.0750595150003922,0.177309005651829,-0.28526648773406,0.0559792050110241,0.101454748211595,0.208882023262083,-0.0699454724698221,0.177592263144311,-0.406292707900817,-0.12761330889512,-0.143712380976398,-0.118045295985659,0.226424528249962,-0.0466053028570617,-0.313310135502621,0.383954171000436,0.153980968185408,-0.140547318291993,0.538261199792009,0.0386457474560255,0.315518422107414
healthy,-0.0304240556779388,0.213541137034136,0.285902153198658,0.208892314643733,-0.0445995523867575,-0.0463610382408442,0.0437414296156971,-0.181253177500851,0.649284660326091,0.0472749747199544,0.0771361609561482,0.294266458898609,-0.113612995209695,-0.0835187583531896,-0.0093610068052638,-0.0192410553583715,0.0644651571012566,0.329524576102334,-0.0326619801877858,-0.132236976744943,-0.0851259937131318,0.142387135249528,0.0653695421919715,0.148887496695213,0.0220890904666022,0.284078815956068,0.0685673279469679,0.261184782194252,0.0123414579220181,0.219359738899956,-0.0483310819491119,0.0721297277073899,0.0150279966189065,0.188689491060024,-0.0416820770557444,-0.0963361485190332
healthy,-0.0977676068851804,0.305805117421127,0.566917255302401,0.469430662653812,-0.282204389679051,-0.245196002706554,0.0749438258032816,-0.521951622137882,0.734176106917899,0.122102616241706,-0.177568042776079,0.312761542011633,-0.553606538751862,-0.303585679928484,-0.115188291345308,0.0081162717541825,-0.245623781122236,0.418519305803559,-0.188192407066446,-0.352714793989556,-0.26239672843312,0.0305041558285183,-0.198249433695768,0.388071452936429,0.0907822192620345,-0.185291667989064,-0.0944921089543759,-0.130347893275889,-0.0522270194590908,0.437400074748363,-0.421257282240796,-0.302280459382142,-0.0764746901003762,-0.146180666584391,0.0702887700446851,-0.45963598902232
healthy,-0.232663938351392,0.0051362910758834,0.390930225635732,0.313605044512002,-0.356301881533156,-0.424638419768083,-0.157280712785815,-0.509152990106961,0.519185168416501,0.0723591430687247,-0.301204691415299,0.309792836710237,-0.554519148097601,-0.298715982299369,-0.0425188569849931,-0.170114565727503,-0.314314592585576,0.224891861729416,-0.331698980977362,-0.313286240391249,-0.454943961580696,-0.104112549796205,-0.280005490004615,0.414834735876596,-0.214082014796194,0.0150801060535283,-0.0610354844669466,0.0243006112776622,-0.0674129747308211,0.21292568164279,-0.32519536960083,-0.227485221363949,-0.0276467702307615,-0.334091492160909,0.215996073798113,-0.304755069947271
healthy,0.0853553230431085,0.374800750839229,0.438265299401524,0.286240273016641,-0.361843323587019,-0.366942311782647,0.185313773301452,-0.365690046542191,0.538658313286493,-0.03055000774297,-0.165258098970118,0.139106987650567,-0.205463625771509,0.0625547777594147,0.0,-0.133043834116641,-0.25054516940194,0.29981197523845,-0.223763973326715,-0.306860693935127,-0.112016695057557,0.103288121416708,0.0179420680395221,0.14802086960184,0.0902460376686263,-0.143060887063571,0.0,-0.24833341602518,0.0,-0.0117179113137628,-0.350976784846511,0.0,0.0,-0.297594595269026,0.28719141169358,-0.140811901114594
mild,0.170402669422135,0.262660735303802,0.435959463761852,0.431094316077231,-0.157059821600748,-0.10373278844806,0.020669459079823,-0.474276705515264,0.478691498748818,0.229925404314559,-0.513170213248751,0.678788143167677,-0.592664908707652,-0.23516708354281,0.039862024713546,-0.468581246724117,-0.493561477553474,0.419646107589669,-0.286962476854587,-0.537436045665949,-0.408542656913187,-0.0746735635398589,-0.458672943361939,0.215538390757636,-0.0249617768345066,0.164958190350806,0.0428095558062225,-0.454465399642857,0.113459338869812,0.409675204190193,-0.542100173152816,-0.183187607006641,0.0542128907206364,-0.146076944703883,0.211714574431292,-0.192790824594536
mild,-0.290652546391564,-0.0041394426000195,0.516724168825515,0.217520234922802,-0.174758918936389,-0.277286001062821,-0.137420312598589,-0.476883830258954,0.623593689144439,0.103473508709695,-0.267422226042659,0.218688602423939,-0.436411559832475,-0.257530355387554,-0.0608458683772212,-0.19152415643638,-0.247144010309545,0.277504894034627,-0.370151956920041,-0.234671904515478,-0.209095694040304,0.0021674248589299,-0.154914647803702,0.280506372577379,-0.240042323484615,-0.15703173577175,-0.128727441866258,0.0237813382036941,-0.134880401115131,0.118194260052174,-0.267239501759091,-0.315354729070697,-0.104449030974831,-0.204578014940255,0.133935158115808,-0.367569154724765
mild,0.094489592639333,-0.019065524620668,0.083297147307601,0.286581263702704,-0.0420759887761763,-0.0863825028896415,0.0441377974600418,0.0926780235161825,0.193016774473867,-0.12118290579401,0.088933253454004,0.471377214373074,0.0251473323732428,0.0,0.0,0.0661072324012983,0.0658263946607957,0.138495649909136,0.018258159411128,-0.193036230255323,0.0,0.0340581696440567,0.0,-0.0120243909778281,0.394805256878239,-0.0599535758438827,-0.0409585345630628,-0.0729366070238064,0.0,0.0837368716567728,0.13494838217612,0.0,-0.062098086618677,0.126001832016003,0.167149394015924,0.0068545612185011
