group,CD47,CD52,CD3,CD45RA,CD7,CD49f,CD194,CD45RO,CD62L,CD197,CLEC15A,CD27,CD95,CD57,CD278,CD58,CD11a,ITGB7,CD54,TCR,CD41,CD2,CD226,CD29,CD81,CD18,CD38,CD71,CD26,CD49d,CD305,CD99,CD150,CD82,CD101,CD360,CD224
healthy,0.0455510001869408,-0.0469819789183362,0.18608907887183,0.340583314078591,0.315460580103511,-0.0163945972011785,-0.206457457541906,-0.30553322760755,0.59801152538513,-0.0460411836816907,-0.170659383415794,0.311572324509385,-0.370627547833145,-0.119211005220602,-0.0570465836858245,-0.275641244972423,-0.171277231106351,0.0044804508749986,-0.304859816001245,0.300142705116016,0.208526850696023,-0.123708234093208,-0.0853092518976773,-0.0215162046928413,-0.0621073196280092,-0.176647019812157,0.132488489308367,-0.112374220209517,-0.13257651775566,-0.0054424126686267,0.237377085231239,-0.336138184904729,-0.133525281572093,-0.180886980672428,0.117099705381486,-0.0406990242122328,-0.246129717169845
healthy,-0.0263481118822077,-0.0440903932398505,0.147242375857242,0.221632452655878,0.245916852292624,-0.153208569519848,-0.015883174278084,-0.14953649351774,0.637251830408249,0.0563179622613017,-0.172028247159078,0.224046813184647,-0.0779917479783695,-0.0442472013816205,0.136509095382089,-0.120716018265232,-0.0647460475485806,-0.0529097239656498,-0.107189122910129,0.325580368373658,-0.234394602435328,-0.117852273570114,-0.232824916680659,-0.161431694347548,-0.209479815516605,0.0636737162667528,0.120379280643269,-0.0159874582033937,-0.134383828858456,-0.161271665167728,0.0774782743891181,-0.107725079634396,-0.0411987574412547,0.109168346475843,-0.0060700010818487,-0.0467447040168931,-0.0842352685047855
healthy,0.115024716261818,0.182517296251608,0.425143688119066,0.64044337518368,0.619239705477256,-0.44713606221445,-0.407631928195404,-0.621940036355373,0.445657970624148,0.353908887485315,-0.214476538869524,0.510918565725727,-0.612873456686101,0.0010801226502629,0.214865774862975,-0.509317937967809,-0.0671440392477721,0.169688538861809,-0.326917880519438,0.624678212254564,-0.26380443713456,-0.0769143406311085,-0.394486133124568,-0.442122654634913,0.167872370448345,-0.0647913218827716,0.393010191561816,-0.214628397663587,0.155751348994048,-0.110399038049252,0.507510114471058,-0.457190434397356,-0.317043987238073,-0.252100834486498,0.0639482423528113,0.172069095163468,-0.317092758249651
healthy,0.132555530592279,0.300701380772844,-0.0269603491420432,-0.319056534549438,-0.17218917348361,0.240044648277006,0.408806088889501,0.482690468108859,-0.252083304244188,-0.0668378185342174,0.0623772234106276,-0.134504057449698,0.579511675151787,0.0345684798378405,0.200871876799442,0.119444053371148,0.297851361024364,0.0706253566787542,0.368944805932543,-0.112209988448587,0.252503238951797,0.34861944070797,0.325884069969394,0.125736120236569,-0.0096324978063784,0.180256871428626,-0.120874347066287,0.134494164800228,0.0002999337697343,0.148571481681861,-0.0384370734298204,0.477279219069896,0.142888137650749,0.264386286450861,0.35961663584009,-0.0231170392005918,0.294693690332385
healthy,0.121427098489565,-0.155526813084738,0.244196391678433,0.62311371590199,0.491023398532608,-0.245219796163187,-0.390160659865937,-0.56168676612455,0.423061256604965,0.154088595022939,-0.106119122051745,0.180056255153642,-0.714151590587468,-0.0664629067405999,-0.0735686255369662,-0.206514556479203,-0.288227686340163,0.0698581559617062,-0.326294988148435,0.337084739116177,0.113517618453611,-0.233420811348947,-0.263754381681481,-0.279438723288716,-0.033325357907676,-0.364181313272107,0.335458961872557,0.0052635438118104,0.0011085956762767,-0.248621401015927,0.41901605274529,-0.544866938863875,-0.32915015323381,-0.347898999295393,0.0006810277524827,0.0565419018339823,-0.472617496623957
healthy,0.0352085236432,0.0378671595926788,-0.0703133497955697,-0.097826126762979,0.0117574963620042,-0.0443499091551589,-0.128339368078768,0.0114961975942614,0.350524079935467,-0.0449863161298974,0.0049608701177921,0.132548860953266,0.0027233417268551,-0.110134266040831,0.126269058864167,-0.110911431724967,-0.0104038524068835,0.18902704092159,-0.0775729470345175,-0.0756561931634268,-0.130333644794088,-0.0426582790814304,-0.206878590212273,-0.0790147819070273,-0.186355865607024,-0.027655437765371,-0.0284228232995712,-0.089859745685492,0.206483649254453,0.164641913771909,-0.0695582646426396,0.0949493203844594,-0.0715136239972678,0.120804206702999,-0.0580758395629032,-0.062347052291763,0.0837019474576843
healthy,-0.049807933976092,-0.0479208983406857,0.523836575026299,0.226442606218399,0.156060470842928,-0.291535972515736,-0.247580079535553,-0.308791865441971,0.198358467081136,0.0024246037891246,0.0798077597910383,0.141226554758202,-0.0366374897143676,0.0219010041208936,-0.0342607150436852,0.03055000774297,-0.0260042919046055,0.106520434434261,-0.0755263304576288,0.542067733635747,-0.255013624844194,-0.132354643519321,-0.183797345053645,0.109107170510607,-0.0703135098846134,0.0955293892915093,0.0268734264068176,0.0,-0.13269378287513,-0.108275496618674,0.0433339239192301,-0.238812575302253,0.0,-0.210510620271385,0.476041938806282,0.0874274717914504,-0.0296115710454062
mild,0.177297715785041,0.0466265765298064,0.17131901030612,0.411646948347833,0.362690735116357,-0.05185891204312,-0.111178415957181,-0.48714944772865,0.510938430731692,0.151866864881524,-0.485686735067498,0.575256027315717,-0.599074618974078,-0.288234114060627,0.0427409207675055,-0.221065199953152,-0.484239701644133,0.232620699064976,-0.54483351775274,0.310244911609135,0.107342198023238,-0.369931725844293,-0.480151671169582,-0.306018397147179,-0.0842744063282374,-0.4905861549766,0.350498310155967,-0.112480380063924,-0.0348751659643322,-0.448129443030644,0.337035442115083,-0.598548797277871,-0.263398909163805,-0.162271787155752,0.0552371046436088,0.162007630735013,-0.227680879618274
mild,0.0337280901536934,-0.0436002722212049,0.207309440305836,0.669839336580141,0.46829697367102,-0.322063413909046,-0.342028101262913,-0.668404691547817,0.332023720270237,0.302422232718965,-0.206649233968056,0.312215996868837,-0.687953256644283,-0.0969695433762539,-0.07746766366068,-0.273235918139142,-0.323872928035487,0.329217893392412,-0.301581092048419,0.407726896809406,-0.0363150461371076,-0.178814536500331,-0.268413273435467,-0.252726333811345,0.0755460655150561,-0.227237028267435,0.34214281677439,-0.063223878981383,0.178166135590546,-0.22688200436675,0.214549259585523,-0.407288925771198,-0.332272557717152,-0.344517627315309,0.0782336542971591,0.127620898266729,-0.369515396629543
mild,-0.0089929646824837,0.259310533008419,0.117086418860013,0.0994537657743325,-0.0308719976558594,-0.160498668722799,0.0509480212366523,0.0762777431007116,0.0717552724590734,-0.122552204164563,-0.0250447152776593,0.125692369283873,-0.0670846429791528,-0.0299168624613625,0.118741209000816,0.0,-0.031863033958379,-0.0231230629534028,0.12044557541862,0.13154314182476,-0.420028084401416,0.176417326887022,-0.20026927522897,0.0,-0.0376688254583591,0.0,0.0009751305166077,0.110228518829579,0.0538970174577303,-0.0571194618130723,0.0053540840641852,0.237954427976419,0.0,0.0356466339955342,-0.0957016932279782,-0.0259729501886495,-0.148004836245746
