group,CD47,CD52,CD3,CD8,CD45RA,CD7,CD194,CD4,CD45RO,CD279,CD62L,CD161,CD27,CD95,CD278,CD58,CD54,CD62,TCR,CD41,CD2,CD29,CD49b,CD81,CD38,CD127,CD26,CD36,CD49d,CD305,CD99,CD150,CD82,CD224
healthy,-0.0711018328761999,-0.0253970323486896,0.028450245646259,-0.249499947194957,-0.111325969709993,0.194936897472835,0.255668808990332,0.0880467227410038,0.0499889459823605,0.074403949196812,0.104943262469273,-0.0652907589251358,-0.130747018291697,0.111024647766902,0.188323348876601,0.0638716972861953,-0.0090446782609624,-0.106142866853682,-0.0111971121260066,0.014401572066164,-0.177582140753853,-0.0229541825066305,-0.0787285835941128,-0.0075079623549017,0.0774957658819252,-0.355828003674748,-0.322419256745383,0.120551177895646,-0.320360378288417,-0.0295449745230773,-0.0504283242409976,0.0271048170391648,-0.0677212982114448,-0.0223313838437937
healthy,-0.124396364610352,0.0948206199944463,-0.112087695265267,0.0509566512466388,-0.270249994339476,-0.19166055350045,0.0874614791517947,-0.104372534141279,0.214797132235328,0.156934637530826,-0.561048888287145,0.144093564747644,-0.0486924227832109,0.21080711707182,0.0323682487943002,0.0904590491671012,0.191227472160198,-0.177746815907476,-0.216182644106401,-0.173919153354919,0.111509349063606,0.0581069144889221,-0.0813170034888517,0.110620368838182,-0.0354221713526536,0.0706126640849555,-0.0741873170719934,-0.110417978091907,0.107805491586115,-0.0519097826522695,0.167636102392127,0.152112354454296,-0.0439666113930066,0.230477188431232
healthy,-0.218669488677336,-0.215953419656513,-0.369982695253479,0.133528363595443,-0.488214743413214,-0.503324862713307,0.376112367893246,-0.181386289974651,0.504289037758729,0.189805348314632,0.0114358428099272,0.182006013131725,-0.390654553441296,0.555125326841832,-0.0671471537655589,0.434323192428022,0.304116124527482,0.0407251049929555,-0.47936209752193,-0.0414500977055963,0.0416676635066838,0.267209566502519,0.0456233336640879,-0.183481769446853,-0.352903965319631,-0.178340887743572,-0.236137507181937,0.0177879671140741,0.163284962852662,-0.372708992047138,0.394288143731616,0.257709354265963,0.351603887101245,0.286794528522302
healthy,0.126318429618185,0.117253144804387,0.371108880580042,-0.260007267497649,0.459416754631734,0.43756975206181,-0.293842426407635,0.289486551697374,-0.288008230691377,0.0059977248621019,-0.180855335610538,0.0120395071789215,0.304402709949212,-0.34765681644072,-0.0578315761749152,-0.109317109552579,-0.201870828508096,-0.108240476054135,0.401311938824822,-0.0278330413672085,-0.0602206720006386,-0.0686013435363294,-0.0447436821269069,0.198741598142564,0.292950037428847,-0.0892722139268433,-0.0669717567338863,-0.0687355802268409,-0.330313333327643,0.153203987483569,-0.303830180758854,-0.0718252591732143,-0.359341094781897,-0.227765863374421
healthy,0.225016355239965,0.299970622824301,0.29501651419458,-0.0712930013024531,0.272096640373645,0.318015922622527,0.0129823472773571,0.199472139056147,-0.267378064896256,-0.0530796953411588,-0.372014583499578,0.0549736652799261,0.189742823704916,-0.148505832684545,0.221983243219091,-0.163924879478996,-0.189074525339903,0.121799143603537,0.337873917668215,0.227699100712553,0.0394046353425906,-0.064166975998298,0.142992069111267,0.260889488789441,0.26239807565744,-0.0066338118514527,-0.100916672823386,0.132852178680063,-0.196701999574638,0.239252223114077,-0.243858425036758,-0.13272766375722,-0.208069372735844,-0.162502591462571
healthy,0.302514642568337,0.409676516813527,0.251441312741714,0.0409652922107178,0.223563652748504,0.205482064558109,-0.0193637441601237,0.19895045586166,-0.122791894750192,-0.0992705569737208,-0.612556282295432,-0.129100608398361,0.120509993295084,-0.175628700298912,0.11606571688271,-0.087711351239014,-0.141718967339719,-0.0676141430147447,0.214159973204435,-0.0875629163752472,0.119196946484552,-0.0970993370041318,-0.084181606318323,0.368099644366151,0.152784634999356,0.233203711085525,-0.0042613107914749,-0.121676998733832,-0.217769605624009,-0.0380563336840178,-0.120979255649919,-0.0644296026975768,-0.173104974037618,0.0069129822352781
healthy,-0.0669062734368726,0.118365415318809,-0.0546396901964068,-0.0546663252441098,0.162458675584506,0.0644959266983833,0.0077853297078416,-0.070494506292168,0.0608066931673968,0.108137328994957,-0.411587405474729,0.100378596869759,-0.0754103416400932,0.109098658469235,0.0428129756666082,0.0625547777594147,-0.147680762616527,-0.0310962058849817,-0.348960961068101,-0.0259082551356775,0.107476003949661,-0.101348438385408,-0.15567144666779,0.107167487479307,0.140017740155577,-0.0352746020746044,0.0770649934238756,-0.143701132976734,-0.109206346954015,0.0656734324260007,-0.245432148897245,0.0,-0.379047036204264,-0.0352256607231598
mild,0.0750734039354861,-0.0006911957285109,0.0272086378821136,-0.259414625312725,0.238311924135962,0.281049243846843,-0.0006459918082614,-0.0751447616306232,-0.308482140947614,0.0997221290691215,-0.274194611231784,-0.0143262135928851,0.212565095256574,-0.309682759566878,0.0410144379097415,-0.0624847303213404,-0.343624218766122,-0.0146870776292544,0.0929590691119553,-0.0045186020525888,-0.236846061932491,-0.421605869286955,-0.0243976424427411,-0.0581308048675218,0.30071897690369,-0.050473353380447,0.0903871156483156,0.0027022277578469,-0.438517411048779,0.0192998735669721,-0.379830316337123,-0.113439789553638,-0.149406011315587,-0.113990282877158
mild,0.363120711574128,0.382560900376963,0.205527382959297,0.127955673421742,0.06253617588751,0.219722129838299,0.107750096964345,0.228175835759156,-0.0234218243241356,-0.010578586230009,-0.692059058984394,0.0145114970405579,0.0167245793716416,-0.0757999943431577,-0.190619370345675,0.016703038549822,0.0189612743265952,0.115647580978953,0.0267835023252863,0.0975867590154055,0.29989476119993,0.0124646952395457,0.148939333096057,0.0404738650455418,0.0854359469712379,0.192657305403223,0.241432619541619,0.0534249477596395,-0.37643469091385,0.0830423549328908,-0.0226375963894035,0.0491696625892221,-0.115526504455703,0.0677858915627195
mild,-0.264532835727666,-0.0716448856374692,-0.42939675958297,0.190321246445191,-0.147620408473996,-0.133457165249826,0.336518396241563,-0.268963275087054,0.290069427585496,-0.0951662367534878,-0.0115578447622727,-0.0554565840074281,-0.103153112192051,0.289870557094803,0.13847020878678,0.0,0.0563520482465138,-0.0748936362633885,-0.505738198396255,-0.398554704974788,-0.0127314460611413,0.0,-0.0458367350872554,-0.0539297645932748,-0.154912628520611,0.261628660731298,0.144493749234778,-0.0464463657858432,0.204796156541414,-0.0425442792266524,0.334058811372275,0.0,0.339631479427143,0.220128241782848
