group,CD47,CD3,CD45RA,CD7,CD49f,CD194,CD4,CD45RO,CD5,CD62L,CD197,CLEC15A,CD27,CD95,CD57,CD278,CD58,CD11a,TCR,CD41,CD137,CD2,CD226,CD29,CD49b,CD81,CD28,CD38,CD127,CD45,CD71,CD26,CD36,CD49d,CD305,CD99,CD82,CD101,CD224
healthy,0.228923059192622,0.214161267714356,0.403599381517722,0.252641904756857,0.136810390942705,-0.393390577824622,0.121702537270332,-0.448829963708757,-0.0032957790019536,0.255761773024779,0.0251500724502162,-0.0720400694568388,0.185945440442789,-0.409626877222446,-0.131045912404618,-0.285221004525083,-0.222049538682212,-0.165679427699396,0.327040352248087,0.267620791452617,-0.0653162869975938,-0.024000000523141,0.113619655516921,-0.0446081388023876,0.18948365124177,0.0406781458215209,-0.130494020078641,0.0186859970036207,0.313280615322871,0.0462623112719922,-0.0571006775012443,0.252331442917817,0.228995992014974,0.046572272482591,0.165596555659684,-0.324099903073197,-0.188516878465723,0.197203548721867,-0.295457975597272
healthy,0.0572542628590856,0.280202318579927,0.694479619870025,0.487211721351436,-0.469178484727367,-0.317224320931167,-0.0537254250596444,-0.685888758873918,-0.0400745692055381,0.500917940440137,0.173807126460513,0.0121436200514712,0.230840082894214,-0.575557257021929,0.0094357079151848,-0.0785051205449005,-0.149519956907298,-0.106479456393506,0.419344959341265,-0.0669328575031207,0.0041637971229038,-0.245068048908186,-0.263948731331602,-0.25061766656177,-0.0201634676302845,0.0964269701618803,-0.3354469646909,0.226000491234057,0.0079894234203106,-0.0336761891824153,-0.0297699890341046,-0.0778357609538421,0.0002843007944168,-0.106556302220675,0.384548048614316,-0.494945256929799,-0.356512793497669,0.195091039140492,-0.503080866078599
healthy,-0.180878325899606,-0.20843982884098,-0.116197460759199,-0.348316171814541,0.0774283728527326,0.157781271127605,-0.156257066424685,0.115072734895736,-0.0608278575098755,-0.148430874616721,-0.144331970782207,0.123671096211127,-0.352939708614673,0.181842983962378,0.0556412404629851,-0.225371182466995,0.30543182831201,-0.104726705450026,-0.321538089826395,0.129729641248698,0.0962337804713414,-0.0413716020215916,0.315669923711641,0.116018830120495,0.235653087699186,-0.219119849180954,-0.160910905765811,-0.0236906591456795,-0.289125038310867,-0.179901805252947,0.154008641108226,-0.23058160985303,0.204706305078873,-0.0100595742343653,-0.177259649598097,0.0458469815119905,-0.0297515950535619,0.135405479586158,0.0372458191972111
healthy,0.0195460390377699,0.346086411619555,0.60621872077792,0.345292027949748,-0.140434459287346,-0.354661053148141,0.10358988766202,-0.476748573698279,-0.120817131027332,0.333145125543057,0.157418864783619,0.0713976154743081,0.487202369791683,-0.463134271710078,-0.0428716390591262,-0.168563925382299,-0.131219121245059,0.0177473838131788,0.413204228345375,-0.125212132275307,0.215658735867957,-0.0903953810396614,-0.157709758859364,-0.114292224815339,-0.157632365346616,0.143250304924186,-0.0223483432665593,0.296225756736556,0.0835056785943983,0.081404554053097,-0.110840724912071,0.229294338917637,-0.0651024069738587,0.214058898498447,0.342927690101835,-0.369738210981727,-0.172901572470689,-0.110373871055969,-0.227697386171167
healthy,0.215036303368547,0.397315725623335,0.663367206592461,0.523786229512615,-0.454028596885586,-0.310128389435083,0.142789143826633,-0.626203425607433,0.143277554711589,0.0070741848454095,0.312041159840868,-0.12002799512647,0.258657445214189,-0.659007382086145,0.0541744647041768,-0.0439329941078663,-0.147008391278785,-0.187901635475422,0.434970207994916,-0.048189570289797,0.146570386331485,-0.0769832846052641,-0.302797366385506,-0.375920868672167,-0.0145462971876451,0.214001072449944,-0.15233663183251,0.418759285578177,-0.0030797748251788,0.133035789850956,0.0677047556726814,0.0033142154583645,-0.0274573012674719,-0.289577278012073,0.527355392860496,-0.618044782516621,-0.481242765655768,-0.0364014443656875,-0.515106879293263
healthy,-0.0875541015566534,-0.106104033347003,-0.24508546357606,-0.340463983991407,0.165280465745142,0.188765317236314,-0.0720873843626469,0.201054624345371,-0.126238261069387,0.144814977876424,-0.0963423960882077,0.143629112932963,-0.0732051568833737,0.293817244020916,0.131646867228497,0.012044087340446,0.172151676331102,0.13259397546808,-0.0742823574779655,0.0507125762574283,-0.0800686814512221,-0.0155238007045774,0.215128967607545,0.192422454986642,0.116185909086152,-0.056539801298476,-0.0268730495049469,-0.209634867037475,-0.0313306595343122,-0.0893715321032685,0.0027024938485963,-0.182846882403768,0.07973896595789,0.202065590095166,-0.181781104493842,0.133654661549489,0.115873208158911,-0.229680053820376,0.060201721712542
healthy,0.0184534312763882,0.268639247270391,0.0853272925490601,0.0634918469162839,-0.219610846078032,-0.167621246804217,0.0228528694046254,-0.121530278131596,-0.0268585767506491,-0.532029408858919,0.0150325434925725,0.124867590792124,0.0307381335749004,0.0240043019421035,0.0638556566442898,-0.0588042707045942,0.054796045634216,0.0859558105072891,0.0948125760457541,-0.104710273826839,0.108899575324052,-0.0043682807090778,0.0694258258392079,0.100378596869759,-0.0485559841040124,0.0674039853376639,0.0013200998667959,0.105890801267001,0.021826135803937,-0.0352579083093547,0.0,0.0222453681267638,-0.0348730210470669,0.0239529869143747,0.190529555470762,-0.155943640707079,-0.140917037917963,0.329168291262735,-0.0184339690743833
mild,-0.0439449338942829,0.230175981070502,0.672437102206238,0.185259766616195,-0.357234362329592,-0.473384620154658,0.0638868962299045,-0.628635231874364,0.0123694987812947,0.238610232581221,0.227342767540731,0.173271874099927,0.15356405431477,-0.635788201267678,0.15376752626577,-0.153805354690939,-0.260778599570613,-0.105564863218984,0.389470564413594,-0.156731551370757,0.10852519182239,-0.108982643401345,-0.135922682751839,-0.273665385323568,-0.161599513894555,0.255909730766925,-0.306145435528814,0.243847248025969,-0.0107457138803172,0.0870525379351229,-0.202189388628931,-0.0374612760284957,-0.172060521785977,-0.0633666736156763,0.515643220699888,-0.433041949027495,-0.387960477366073,-0.0881195383568572,-0.480693120073212
mild,-0.270224423134008,-0.0942866898913647,0.265985232255618,0.005244712426239,-0.272357833960306,-0.314584448153027,-0.241907057030746,-0.398654035866388,-0.278928454476698,0.616940091708,0.0276891052192736,-0.147460419047458,0.128010206903886,-0.306750501511029,-0.0309436353318706,-0.0505757766914163,-0.161687734451367,-0.296147120542699,0.124240886047169,-0.0723949889971626,-0.0999230129213888,-0.378143873007076,-0.176152793355708,-0.167811093285798,-0.142996886465096,-0.0830595638194097,-0.239594781310371,0.13057721074359,-0.198491995801517,-0.305520389825861,-0.124828694027164,-0.121004240910794,-0.0229545633145586,0.221335417955945,0.0341821577394642,-0.320994987167025,-0.207581566288252,0.0555155746169326,-0.314527918620475
mild,0.0063866158063633,-0.017493206360521,0.0303835190181599,0.110713762683154,-0.0881053044211107,0.12126534094599,-0.328334735795724,-0.109191433695244,-0.116868682065357,0.0561978151928025,0.119813607423456,-0.0386350267174661,-0.257537178538052,0.0239442079101177,-0.0297387417223219,0.0362169696648922,0.0,-0.111035810993355,-0.0389030826858966,0.0259771025360387,0.0721866516754099,-0.194849364627496,0.0660360983077264,0.0,0.126569887414876,0.0613366186583802,-0.098581325187468,0.0018138093227003,-0.109350370433376,-0.124682052125444,0.126660099276225,-0.311929858907298,0.114898393240645,-0.153414894109432,0.0374685573784506,-0.139825106955787,0.0008910982400067,0.147555492843182,0.0330015965574383
moderate,-0.144831835734689,0.100464059214686,0.126361092642881,0.340702178753977,-0.210568637312014,0.0475276731774935,-0.0265964724886473,-0.174434044411326,-0.0926666448928435,0.430256008854719,0.128362559739476,-0.111601297489656,0.230995583921028,-0.156730691856922,-0.118094488955813,-0.0240857560061137,-0.189909949993102,-0.169915452527335,0.160630111990091,-0.417047912288516,0.0972334720058979,-0.204627195773072,-0.31183083505524,-0.160723315044628,-0.344892475325802,-0.0738746320117629,0.0349684059719833,0.0944791013659563,0.154961408373749,-0.0317829369657531,0.0494285525511008,0.249384808053084,-0.233883853586396,-0.14574707534699,0.0944450301433821,-0.0435338364467171,0.104654202776942,0.0269399187276366,-0.0019862466315003
