group,CD47,CD3,CD8,CD45RA,CD7,CD49f,CD194,CD45RO,CD20,CD62L,CD197,CLEC15A,CD27,CD95,CD314,CD57,CD58,CD11a,CD244,CD54,TCR,CD41,CD226,CD29,CD81,CD18,CD38,CD71,CD26,CD49d,CD305,CD99,CD82,CD224
healthy,0.32609385838756,0.362488735788422,-0.0216249421856157,0.196931513614602,0.151552450307358,-0.0572303859462591,-0.0175209109816167,0.0400876384644953,0.147919045496322,0.294440906369547,0.173913782744906,0.0942483268088647,0.306947461940587,0.0153091500054728,0.0419439228795326,0.172533240626669,-0.0139447590627825,0.238377493042284,-0.0268165450601628,0.0795668530866964,0.38542055663653,-0.115714272518618,-0.199918350119653,-0.111126526342282,0.212040767487775,0.10509582284961,0.110184684921554,0.121667460531007,-0.139189264847932,-0.0700357304399069,0.1143649603766,0.029255999086938,0.0320776882589741,-0.0456300737283218
healthy,0.067042136476791,0.344435207798619,0.0176163029648763,0.6835554044189,0.464393019859697,-0.413138140153779,-0.27744711993904,-0.738260817439618,0.0174357950429291,0.626390379918346,0.24180384132315,-0.13912018466351,0.263689052529055,-0.671134484514361,0.0173755209907609,0.0060691241868608,-0.20257069865043,-0.19243125437397,-0.086253055970108,-0.276431055370224,0.493450033261617,-0.135777894598431,-0.342760095129749,-0.293979786729337,0.0783219607775293,-0.184486262922497,0.28293652600064,-0.0099814655936193,-0.261848134124277,-0.296731273559879,0.287502248548214,-0.511879819788406,-0.288312537015929,-0.515484204342051
healthy,0.0047761535897659,0.330326869454401,-0.0319772616910785,0.761164977594125,0.497485823159778,-0.386860665141503,-0.528192997588064,-0.796385057939903,-0.0630614588657301,0.420578842572049,0.351951241267161,-0.176158898382562,0.352930395887703,-0.793743791594489,-0.0028998146675934,0.0032245112279439,-0.552940571950346,-0.275903135081592,-0.0693182187155164,-0.339993412991983,0.522226653722328,-0.0676739965304097,-0.262649668056501,-0.406033775677666,0.0530523671270929,-0.245580978678403,0.447352407976536,-0.1797182224839,0.136128089967836,-0.214637530590971,0.490451687085885,-0.618537082498834,-0.378488199894568,-0.421803491247854
healthy,0.136222618174767,0.314904197491345,-0.211962725320193,0.596007777169437,0.462908806937193,-0.0961519209293314,-0.395727199829912,-0.422594273929718,0.0115188440794808,0.110313986315913,0.130956016660152,0.0461969223760715,0.394104719140236,-0.482809941983904,0.143274872039309,0.0642146550473569,-0.0703539962429866,-0.0850355927962054,0.12934862539376,-0.129294962472557,0.359611025536861,0.0005615726177803,-0.115134733791325,-0.0949060793406868,0.225928312875808,-0.0811070963783672,0.21947909547044,-0.125515428600663,0.332819277757362,-0.100959874508325,0.254563932089462,-0.294706095949559,-0.235484825159219,-0.232108936778104
healthy,0.225038099781264,0.509885497221975,0.0254820385887597,0.786590910521864,0.642436951816238,-0.373912104544269,-0.364570361795323,-0.680323039413741,0.0254273360729486,0.345733145976037,0.283367512687636,-0.200830534473066,0.38983106784212,-0.754401467074073,0.0364677010988655,5.44489074894419e-06,-0.338708704123925,-0.171523218659552,0.060916526520317,-0.344033743065549,0.579031019352813,0.0531220195679491,-0.407719786448131,-0.359219556208588,0.249716605360609,-0.275387701399745,0.549037881500161,-0.0874053738679738,-0.0998306645911534,-0.253479027658574,0.56275568855328,-0.610284615148909,-0.358444150493516,-0.55932296742329
healthy,-0.264957511250403,-0.306119204408149,-0.0426277226705616,-0.298697719851783,-0.211445910302424,0.13639996845218,0.287610042214335,0.300957127850789,-0.119963461683005,0.356798918254957,-0.162050047552487,0.0442993143138617,-0.13669833654566,0.383565016467299,-0.0403893096598467,0.0313149043408811,0.222775954786868,0.191036092240678,0.0858349642348919,0.18457703486093,-0.299944267992316,-0.0055009958300113,0.131318579941765,0.125333515438294,-0.348957248005757,0.334161025955552,-0.101820631995337,-0.0198445926361423,-0.245279404639624,0.095212196867669,0.0102474625931973,0.264990882682122,0.282450984437664,0.257427569933192
healthy,0.240817591277975,0.668020806692262,-0.0978000962498493,0.554700574306805,0.375016875835709,-0.211763879581089,-0.398958819006124,-0.536497422877852,0.0,0.452887321694419,0.0644944607907144,-0.120074175953338,0.130400632628778,-0.338895668094685,0.0,-0.0176159612065334,0.0596452532124652,-0.136825871361581,-0.0814914027505743,-0.21760932275487,0.862147477842767,-0.0231412710517192,-0.183450457273258,-0.0441277889620677,-0.0130928604612728,-0.0935897062602096,0.0255097615033049,0.0,-0.189306196924438,-0.123200428678108,0.0005720510860862,-0.425128293829436,-0.283750133564858,-0.180867702056001
mild,0.278231269813627,0.229199070174664,-0.20205434682006,0.514415760052297,0.571685538879688,-0.203041844605978,-0.220286719991335,-0.579894863895879,0.0240912679609569,0.216737500200706,0.262091544963223,-0.590441312332162,0.606152648767819,-0.733896747403039,0.0441590909443359,-0.372363495489617,-0.295316287023942,-0.555046143483894,-0.461490376688996,-0.5736609369662,0.383213119953995,-0.0704068721747334,-0.540182149686684,-0.469113735499071,0.0415647389517357,-0.549348614717263,0.360523552766238,-0.105178271488053,0.395822227395688,-0.544333332163141,0.388773387023129,-0.638125998339389,-0.188220960080962,-0.234726450852065
mild,0.142336768335478,0.241040088629688,0.0166227710794496,0.631909996331596,0.456377125301806,-0.254964679756006,-0.247358490940201,-0.605214083060968,0.0394837800959594,0.31458181838421,0.268837881352435,-0.17981590812425,0.211668089820838,-0.638304808304184,0.013803111281611,-0.0625021830005122,-0.22041191201993,-0.298093179103274,-0.0847024660278323,-0.245977484511125,0.413739318589509,0.105211014497335,-0.212775992958957,-0.237012441956861,0.0035807382466021,-0.353955131465639,0.468888927341312,-0.0722324155142361,0.0333938762290988,-0.0937021421141081,0.0781255363620382,-0.314135456264368,-0.372792581108985,-0.284340765614302
mild,0.101907083536454,-0.280437789609644,0.166542757575809,-0.147166593438763,0.0964663136729707,0.0567689202155279,0.110404857637119,0.12440267315798,0.0,0.0413133512098027,0.118444309052902,0.314824428680829,0.103609078772299,0.202472585295341,0.0,0.0677786520536822,0.0,0.244321439378036,-0.0031514579491954,0.0733597288663285,-0.353398519231387,0.121594452882729,0.0484575728150188,0.0,0.0407562516017297,0.0,-0.036612323594544,0.0171162296319223,0.208785130409283,0.241133194054403,-0.0497114793462971,0.0912856646418979,0.150912016807207,0.173758812829496
