group,CD3,CD45RA,CD7,CD194,CD45RO,CD62L,CLEC15A,CD27,CD95,CD11a,CD54,TCR,CD81,CD18,CD305,CD99,CD82,CD3,CD45RA,CD7,CD194,CD45RO,CD62L,CLEC15A,CD27,CD95,CD54,TCR,CD41,CD226,CD81,CD305,CD99,CD150
healthy,-0.135066710487577,-0.192614049502199,-0.220904044260265,-0.0538832601283976,-0.0273137285503114,-0.580508159196753,0.0926014003916241,-0.209039679865524,0.0646112682912812,-0.157990058421981,0.0436166117214061,-0.195220362339352,-0.0201240817457868,-0.0429440937956071,-0.159481196801005,-0.0234917735560469,-0.143995359733744,-0.387737594851427,-0.408388414703053,-0.524959371519276,0.223051271437765,0.284326678724605,-0.523534255793376,0.0274740790109116,-0.353040081755805,0.349098907385411,0.111544614737314,-0.500434395773864,-0.197047752810575,-0.0065399672143459,-0.140482510596053,-0.241839678060291,0.211004902399737,0.145343725295279
healthy,0.0664320092976172,0.332555790175645,0.176210621285025,-0.198346669876886,-0.462403971214534,-0.136077925164417,0.0463373358105838,0.0319402869594356,-0.419345185551725,-0.160331646682034,-0.0457179161649137,0.0968357288708361,0.155894826937373,-0.185003105404863,0.185749479176177,-0.410883687899119,-0.300883930994926,-0.368708460316014,-0.449775583496444,-0.347669975159834,0.199522783294522,0.434135480378036,-0.25751843773582,-0.0010753853960766,-0.180822151340719,0.399614702113846,0.15734985607054,-0.436519214447685,-0.208191334540264,0.128051522931793,-0.0873735569773934,-0.250417284613361,0.270534974574088,0.0872355622484706
healthy,-0.0656105157833279,0.0567448920457797,-0.153604283157826,-0.0196956258234436,-0.0845186691260806,-0.546823182845421,0.14114042889144,-0.244223341821085,-0.0525405582522831,-0.174813580244301,0.111086388787483,-0.186066582179032,-0.100391355237767,-0.197263496693393,-0.0525480775508735,-0.133973697815932,-0.349945637471936,-0.388655774637396,-0.595946349925527,-0.531751556433879,0.437184919480867,0.605177584860025,-0.141230152713899,0.160394075776919,-0.413826521474241,0.635193618637097,0.316235219073991,-0.535505956785451,0.0332525668964395,0.317879689157495,-0.164261264982428,-0.44225094311752,0.468131236004517,0.287378392895456
healthy,0.157509571765728,0.414810741086114,0.292001889879977,-0.414286048198802,-0.427091696846279,-0.255952455594366,-0.0293256716096497,0.155396570424727,-0.534542892587658,-0.222503420532937,-0.256468025433286,0.128846938568743,0.088970507725556,-0.280021650400623,0.0866804447090564,-0.430099906820061,-0.467398664939586,-0.0842335238026863,-0.0250913204208144,-0.114923956744907,0.112577228589106,0.0075513427195534,-0.374377166651703,-0.153043820482738,-0.103017780607141,0.0256082204420385,-0.0733873510928276,-0.0696980996697266,-0.0750217765581329,-0.127306473066093,-0.125726583320472,-0.107641742511978,-0.0148582528384225,-0.0461048758224083
healthy,-0.0123761060540877,-0.0604121421924449,-0.148086358711266,0.0324870230615225,0.0486433877094201,-0.623102913556258,0.0664375988414904,-0.241119054043024,0.0421708886374459,-0.0424625090993737,0.0722282827110328,-0.107099513698721,0.0187284078570878,-0.0473446827633556,-0.117462364903935,-0.10609802794578,-0.167775775570887,-0.487084278556865,-0.628195024783002,-0.580431884956519,0.341055076587682,0.523668472781961,0.0661650568280697,0.16860114360681,-0.356625405169756,0.56856475317834,0.277210449514435,-0.536670952565311,-0.028564980870193,0.312271762995273,-0.321169231783554,-0.513627063447378,0.500836860902961,0.222229882168892
healthy,0.339186429797946,0.61362405172981,0.437693792048119,-0.380818499250682,-0.607844885687276,-0.431661370352833,-0.290934480923009,0.295042444872474,-0.654727277535484,-0.272901926662448,-0.309996587393583,0.379444947650758,0.261322096022076,-0.440333175297135,0.317016373794582,-0.48614476163835,-0.489485194746972,-0.322783530014597,-0.521537596021218,-0.442289486598973,0.376972791682407,0.593423168754787,0.358758655677047,0.276057635275262,-0.340496619154073,0.642958615929348,0.31910888238472,-0.362334976566126,-0.188507631360744,0.195209582221484,-0.219481209401804,-0.269147348386459,0.424446566494995,0.222024845625012
healthy,0.568420245607538,0.572713450912442,0.426330724777043,-0.467011929583873,-0.498708062220911,0.573202281746094,-0.173002306507675,0.193278183145814,-0.294573671033629,-0.155644907481446,-0.274575321948928,0.655595081498137,0.0237611171334211,-0.0654643023063642,-0.0180962106470788,-0.447928732330501,-0.360507439042002,-0.299728049722613,-0.356667565017233,-0.164993624116653,0.267247774720897,0.286694789458895,-0.369132281277986,0.0903541381946163,-0.0935867007129379,0.038472343725504,0.200528126466306,-0.531683746298066,-0.276518771135633,-0.0589210166407089,0.054796045634216,0.120691534916816,0.370760852338979,0.0
mild,0.0673214658389216,0.333991149224957,0.480893006462184,-0.118462454803693,-0.457088345886836,-0.0485079952250092,-0.554328845747285,0.410965061209506,-0.600530959015487,-0.547124452651757,-0.525628496747567,0.227103420527265,-0.135173318953548,-0.541780944849669,0.199614055714474,-0.584058424372946,-0.165271488409792,-0.274813890001323,-0.386576308928937,-0.60983412561695,0.178131398183792,0.42732162882246,-0.124484536449988,0.58174525224643,-0.629418584356405,0.603107363542637,0.560595869622967,-0.403318850978853,0.0839852597048471,0.569514826328371,-0.0800557952639785,-0.318018889697914,0.552050941445074,0.179531240914387
mild,0.242167588884999,0.345529012037201,0.400329123351535,-0.167228872523118,-0.366023455866264,-0.439482001035838,-0.0727898341012341,0.14481797380288,-0.436694403077414,-0.113846024798627,-0.146334001905939,0.166670038113923,-0.0371690811362994,-0.235403851791315,0.041998205912411,-0.354314699516603,-0.327145513496768,-0.252226742217373,-0.590805245451164,-0.497891960362978,0.21888759451346,0.510068587574972,-0.146503807160164,0.205446396290066,-0.303494426268871,0.549739766645309,0.240317070244238,-0.443597714272836,0.0611380655903693,0.314306017665954,-0.0960327036783201,-0.222680317587783,0.169667024784316,0.298733674458277
mild,0.0954656439233293,0.12888949409944,-0.101137194528693,0.139722416283605,0.0920958766077078,-0.201205818100222,0.0658419424495297,-0.439357997562816,0.0252166285190831,0.0916079505605978,0.143868125844611,-0.011325738878071,-0.0641642853906499,0.0,0.0454583053074877,0.170282489073439,0.134234011204411,-0.432255096159098,-0.291179573988886,-0.163035202668627,0.154295001294872,0.156776640505384,0.113875832136845,-0.0322365837418794,-0.0141007664941806,0.20938666798462,-0.0156911025712446,-0.322561659487648,0.219069551067855,0.143722205928035,0.0167433494698174,-0.128159468899385,-0.0530407099089634,0.0
