group,CD47,CD3,CD45RA,CD7,CD49f,CD194,CD44,CD45RO,CD62L,CLEC15A,CD27,CD95,CD57,CD11a,CD244,CD235ab,CD54,TCR,CD2,CD226,CD29,CD81,CD18,CD38,CD71,CD26,CD49d,CD305,CD99,CD82,CD224
healthy,0.270472690956303,0.247786223073695,0.630565920110422,0.461236859069715,-0.107481013714818,-0.38397081724865,-0.134430705828485,-0.565865045029309,0.335064799124106,-0.132581111487169,0.323461797900224,-0.55830394195575,-0.107359600559956,-0.261297114852073,-0.117313785113685,0.117362909375232,-0.254880681699345,0.418847204393094,-0.185567581920893,-0.0532923644944196,-0.161553739613788,0.0693879682375561,-0.103470623328827,0.23084603446389,0.0783652849354209,0.0065906905532132,-0.133317974929293,0.310133802659528,-0.449778417537632,-0.289596185114189,-0.413859097333493
healthy,0.0690628169416203,0.508237869819376,0.675549428869359,0.463680559662271,-0.342271988754822,-0.221487261908204,-0.201408813408159,-0.661373310535825,0.367764721045559,-0.189608558958062,0.373449546232336,-0.58529234743209,-0.0492465408338096,-0.309060135448526,-0.130964109433605,-0.0045331128519299,-0.371774878499147,0.640640401279724,-0.200877776220614,-0.39052642831802,-0.342999528565793,0.148792637820896,-0.256956538149965,0.235150900181914,-0.0553872551208454,-0.437732483909273,-0.344655704607055,0.264061992291042,-0.468283802349817,-0.330446097671203,-0.469054474961317
healthy,-0.103396114596798,0.133930986510223,0.606567406946675,0.221871059000968,-0.363344902135804,-0.410811736083153,-0.399584337382121,-0.665458318496035,-0.0198982485603933,-0.0469592336012876,0.0382950888953653,-0.590194587027582,0.0980076056595258,-0.341028936711979,0.166986956937127,0.129812553518842,-0.122082394928164,0.222009360838501,-0.249586628569254,0.0323117000650766,-0.276031913369662,-0.120709721616803,-0.311570199656868,0.465896989542632,0.0063008911092524,-0.0623745597254915,-0.18231455950544,0.357040455890387,-0.560287531104638,-0.506564697715186,-0.398890875758807
healthy,0.219354061131001,0.525775197408308,0.614121273855621,0.52981005443842,-0.0733110670470279,-0.282884811919389,-0.0336407813309067,-0.270896595990111,-0.0664003623016927,-0.0338066369064444,0.55374072342812,-0.36135571239566,0.103934570737664,0.0382851017765178,0.113912952029684,0.0950863765488943,-0.154211612537153,0.490757153530772,0.0793207290589214,-0.151903658993823,-0.0004389185916711,0.36639468991229,-0.135902720626669,0.328942207983366,0.0063301557288076,0.185803723695542,-0.220620080788717,0.266421468391283,-0.187655683131711,-0.339783867622007,-0.134428161529583
healthy,0.376852959517952,0.615226520221472,0.681680291435571,0.598997601296672,-0.362444638643445,-0.258512432239855,-0.130376412706395,-0.554026419220093,-0.0831306940559968,-0.269659103998179,0.352063848515815,-0.565096930199512,0.0819473305506672,-0.0763586612391511,0.121929840668742,-0.0717515393477241,-0.324875380857458,0.642417754916228,0.0570351922757934,-0.395489013728733,-0.313026564893103,0.419244128118909,-0.252741782040421,0.534460345008391,-0.063953940215206,-0.12022750574486,-0.312906890919644,0.518710748201997,-0.53976963364234,-0.381761834644923,-0.458542337150753
healthy,0.358299175643663,0.279547947960387,0.261037260807312,0.262574918625726,-0.0401922439201247,-0.0718474614702439,-0.140124170148985,-0.310814965193104,-0.677051054388106,-0.225660037231223,0.21854265865948,-0.314132766979696,-0.100818596869435,-0.130401703677492,-0.0780895698316223,-0.0305013607900283,-0.256634494742227,0.242612437462605,0.0689482713883845,-0.0819244839894074,-0.0606093220093774,0.210511113222302,-0.299094358550153,0.337779322490473,0.0278830269948557,0.0991500203919566,-0.306126453780787,0.0790776434262575,-0.231475050408473,-0.34591744133434,-0.162539931604709
healthy,-0.0180931011384307,0.184640253172602,0.381840112594176,0.0344809747564861,-0.386248188560582,-0.23476001220936,0.0,-0.3427072918973,-0.0135665536981195,0.0612314736277241,-0.143252870994276,-0.109812855158979,0.134674875145981,-0.0365476558885386,0.245413971860005,0.0,-0.235711905312529,0.0221114517010546,-0.172979138931073,-0.211412557646023,0.0237611171334211,0.103288121416708,0.0596452532124652,0.120780609361329,0.0,-0.101884068480345,-0.169399843558732,0.0014013143312728,-0.543659767739583,-0.639389942669025,-0.0941096368239012
mild,0.321179017326459,0.328380932402503,0.465714820429078,0.657555022072613,-0.166981213292547,-0.145998547022167,-0.212796774930912,-0.503050307047291,0.209122280948558,-0.618496099693636,0.679404558198195,-0.658709641349379,-0.354522916495837,-0.47848701596652,-0.441731946107954,0.0497458875648356,-0.598283781612361,0.470088331182181,-0.295125555520221,-0.615791250076445,-0.497265250217095,0.0292873944944189,-0.520184367620849,0.331864726153696,-0.014645858846998,0.243149141532803,-0.669226586340172,0.360817430248316,-0.642257852188359,-0.230880093345468,-0.178372223116187
mild,0.256092253455849,0.259187115517635,0.527550639098396,0.435318144280187,-0.218561592063515,-0.123522809436045,-0.22554949234284,-0.489142639598967,-0.303545932262602,-0.216501751365405,0.256682305871925,-0.556635035449615,-0.079518569243609,-0.202477722723956,-0.0558770547289702,0.0804500799893742,-0.230673234957393,0.255182348649594,-0.0274133325050843,-0.183809496232446,-0.212029853359496,-0.0521907292507557,-0.290440479638929,0.412011650423014,0.0982476040351148,0.0421261657121327,-0.481393738981111,0.0487843061007558,-0.391317412048222,-0.396897955804847,-0.255452621438934
mild,0.150142865142405,0.344731244823795,0.31437634959511,0.142526248511314,0.199182585672853,-0.280992020467163,0.0,-0.290841302534991,0.0894007345272878,-0.371913944541321,0.0694737625146147,-0.332269045498892,-0.0903665882732696,-0.242058344434355,-0.0438574500497666,-0.200923904486538,-0.183079581782597,0.406545330018352,-0.115267309910927,-0.0183626607349006,0.0,0.0432759178894083,0.0,0.148196541890869,-0.12118290579401,-0.193557002768748,-0.319038341434613,0.0188308277461204,-0.341933920353628,-0.293706791224793,-0.254489246425298
